Target_genes	Hoxc8|Average	SRX7416178|Embryoid_Bodies	SRX7416179|Embryoid_Bodies	STRING
Skp1	62.5	0	125	0
Pkia	62.5	125	0	0
Pdia3	62.5	125	0	0
Hsd17b7	62.5	125	0	0
Commd1	62.5	125	0	0
Cnpy1	62.5	125	0	0
Catsper2	62.5	125	0	0
Atp1b2	62.5	125	0	0
Armh4	62.5	125	0	0
Zfp385c	62.0	124	0	0
Rrp1	62.0	0	124	0
Nsmce4a	62.0	0	124	0
Birc6	62.0	0	124	0
Spa17	61.5	0	123	0
Siae	61.5	0	123	0
Pabpc1	61.5	123	0	0
Ctdp1	61.5	0	123	0
Acyp2	61.5	0	123	0
Zfp934	61.0	0	122	0
Rc3h1	61.0	0	122	0
Psmb2	61.0	0	122	0
Mink1	61.0	122	0	0
Ilf2	61.0	0	122	0
Galk2	61.0	0	122	0
Cops2	61.0	0	122	0
Adora2a	61.0	0	122	0
Utp14b	60.5	0	121	0
Rai1	60.5	0	121	0
Fem1b	60.5	0	121	0
Atp8a1	60.5	121	0	0
Acsl3	60.5	0	121	0
Zbtb49	60.0	0	120	0
Vwa1	60.0	0	120	0
Tubb4b	60.0	0	120	0
Tspan14	60.0	120	0	0
Rock1	60.0	0	120	0
Lyar	60.0	0	120	0
Gpaa1	60.0	0	120	0
Gm829	60.0	120	0	0
Exosc4	60.0	0	120	0
Etfdh	60.0	0	120	0
4930579G24Rik	60.0	0	120	0
Tmem144	59.5	119	0	0
Tdrd12	59.5	119	0	0
Smox	59.5	119	0	0
Slc16a7	59.5	119	0	0
Rps3a1	59.5	0	119	0
Pnoc	59.5	119	0	0
Myl1	59.5	119	0	0
Micu3	59.5	119	0	0
Map1a	59.5	119	0	0
Kat2a	59.5	119	0	0
Inha	59.5	119	0	0
Il33	59.5	119	0	0
Hspb9	59.5	119	0	0
Herc6	59.5	119	0	0
H3c10	59.5	0	119	0
H2bc13	59.5	0	119	0
H2ac13	59.5	0	119	0
Gstt2	59.5	119	0	0
Gpr137	59.5	119	0	0
Gp5	59.5	119	0	0
Fignl2	59.5	119	0	0
Eps15	59.5	119	0	0
Elof1	59.5	119	0	0
Elfn1	59.5	119	0	0
Ctf1	59.5	119	0	0
Clptm1	59.5	119	0	0
Chrnb2	59.5	119	0	0
Cfap97	59.5	119	0	0
Casd1	59.5	119	0	0
Bad	59.5	119	0	0
Arl2	59.5	119	0	0
Arhgap36	59.5	119	0	0
Ubr4	59.0	0	118	0
Tnrc18	59.0	118	0	0
Srsf10	59.0	118	0	0
Sf3a2	59.0	0	118	0
Pxdn	59.0	0	118	0
Plekhj1	59.0	0	118	0
Pcmt1	59.0	0	118	0
Orc4	59.0	118	0	0
Nup43	59.0	0	118	0
Ndufs7	59.0	0	118	0
Mbd5	59.0	118	0	0
Kcnk5	59.0	118	0	0
H2az1	59.0	118	0	0
Dnajb14	59.0	118	0	0
Clip1	59.0	118	0	0
Zfp462	58.5	117	0	0
Usp22	58.5	0	117	0
Sema6a	58.5	117	0	0
Pts	58.5	0	117	0
Prcp	58.5	0	117	0
Nnmt	58.5	117	0	0
Naa40	58.5	0	117	0
Gtf3c6	58.5	117	0	0
Fdxacb1	58.5	0	117	0
Eps8	58.5	117	0	0
Ddias	58.5	0	117	0
Cacnb2	58.5	117	0	0
1110032A03Rik	58.5	0	117	0
Zfp446	58.0	0	116	0
Nars2	58.0	0	116	0
Jarid2	58.0	116	0	0
Insr	58.0	0	116	0
Gm51263	58.0	116	0	0
Dlgap4	58.0	0	116	0
Cd36	58.0	116	0	0
Aasdh	58.0	0	116	0
Zfp960	57.5	115	0	0
Vapa	57.5	115	0	0
Mgat5b	57.5	115	0	0
Hspa12a	57.5	0	115	0
Eno4	57.5	0	115	0
Bcl11a	57.5	115	0	0
Uqcrc1	57.0	0	114	0
Txnrd3	57.0	0	114	0
Mpp7	57.0	0	114	0
Chd2	57.0	114	0	0
Them6	56.5	0	113	0
Ppm1d	56.5	113	0	0
Pnrc1	56.5	113	0	0
Oaz1	56.5	0	113	0
Malsu1	56.5	0	113	0
Lrif1	56.5	113	0	0
Fam189a1	56.5	113	0	0
Efr3a	56.5	113	0	0
Ecpas	56.5	113	0	0
Ccdc171	56.5	113	0	0
Zswim5	56.0	112	0	0
Wdr20	56.0	0	112	0
Sesn3	56.0	112	0	0
Rpl10	56.0	0	112	0
Reep5	56.0	0	112	0
Pomt2	56.0	0	112	0
Phrf1	56.0	0	112	0
Ndn	56.0	0	112	0
Gstz1	56.0	0	112	0
Ctso	56.0	0	112	0
Cdadc1	56.0	0	112	0
Brpf1	56.0	0	112	0
Stip1	55.5	0	111	0
Snrnp70	55.5	0	111	0
Slc25a39	55.5	111	0	0
Rpl15	55.5	0	111	0
Pgs1	55.5	111	0	0
Nkiras1	55.5	0	111	0
Lrpap1	55.5	0	111	0
Josd1	55.5	111	0	0
Gtpbp1	55.5	111	0	0
Fscn1	55.5	0	111	0
Cand1	55.5	0	111	0
Tsga10	55.0	0	110	0
Rbm33	55.0	0	110	0
Nudt18	55.0	0	110	0
Gm5165	55.0	110	0	0
Ddx17	55.0	0	110	0
Abhd16b	55.0	110	0	0
Wiz	54.5	109	0	0
Vmn1r201	54.5	109	0	0
Tmem185b	54.5	0	109	0
Smurf1	54.5	109	0	0
Smim20	54.5	109	0	0
Riox2	54.5	0	109	0
Rell1	54.5	109	0	0
Nfasc	54.5	109	0	0
Mtmr10	54.5	109	0	0
Mrpl15	54.5	109	0	0
Lrig3	54.5	109	0	0
Kansl3	54.5	0	109	0
Hrob	54.5	109	0	0
Fer1l5	54.5	0	109	0
Evi5l	54.5	109	0	0
Eefsec	54.5	0	109	0
Dipk2a	54.5	109	0	0
Dennd6b	54.5	0	109	0
Ddx39b	54.5	109	0	0
Cyfip2	54.5	109	0	0
Cst3	54.5	109	0	0
Ckap4	54.5	109	0	0
Cdk10	54.5	109	0	0
9430015G10Rik	54.5	0	109	0
Moxd1	54.0	108	0	0
Mex3c	54.0	108	0	0
Hpf1	54.0	108	0	0
Gpatch8	54.0	0	108	0
Ddx41	54.0	0	108	0
Cluap1	54.0	0	108	0
1700037C18Rik	54.0	0	108	0
Washc2	53.5	0	107	0
Tmem41a	53.5	0	107	0
Tbc1d17	53.5	0	107	0
Srpk2	53.5	107	0	0
Sf3b5	53.5	0	107	0
Rrp1b	53.5	0	107	0
Ric8b	53.5	107	0	0
Polr2f	53.5	0	107	0
Hsf2bp	53.5	0	107	0
Hacd1	53.5	0	107	0
Akt1s1	53.5	0	107	0
1700088E04Rik	53.5	0	107	0
0610010F05Rik	53.5	107	0	0
Spg11	53.0	0	106	0
Rmdn3	53.0	0	106	0
Nup214	53.0	0	106	0
Kansl1	53.0	0	106	0
Grcc10	53.0	0	106	0
Gnb1l	53.0	0	106	0
Egln3	53.0	106	0	0
3110040N11Rik	53.0	0	106	0
Prkd3	52.5	105	0	0
Hspa9	52.5	0	105	0
Cry1	52.5	0	105	0
Clec11a	52.5	0	105	0
Bola1	52.5	0	105	0
Baz1a	52.5	105	0	0
Atg101	52.5	0	105	0
Tomm20	52.0	0	104	0
Sars2	52.0	0	104	0
Npm1	52.0	0	104	0
Mrps12	52.0	0	104	0
Ifna13	52.0	104	0	0
H3c4	52.0	104	0	0
H2bc8	52.0	104	0	0
H2bc7	52.0	104	0	0
H2ac8	52.0	104	0	0
H2ac7	52.0	104	0	0
Gm5136	52.0	104	0	0
Zfp607b	51.5	103	0	0
Tmf1	51.5	103	0	0
Rnps1	51.5	0	103	0
Prkn	51.5	0	103	0
Pdp1	51.5	0	103	0
Pacrg	51.5	0	103	0
Ogfod3	51.5	0	103	0
Hjurp	51.5	0	103	0
Hexdc	51.5	0	103	0
Gab2	51.5	103	0	0
Fam98a	51.5	0	103	0
A730008H23Rik	51.5	0	103	0
Zc3h18	51.0	0	102	0
Wdr37	51.0	0	102	0
Vps11	51.0	0	102	0
Tsn	51.0	0	102	0
Stmn1	51.0	102	0	0
Soga1	51.0	0	102	0
Smc2	51.0	0	102	0
Olfm4	51.0	0	102	0
Nat10	51.0	0	102	0
Mbd1	51.0	0	102	0
Dcun1d5	51.0	102	0	0
Ccnh	51.0	0	102	0
Atp6v1c1	51.0	0	102	0
Atad3a	51.0	0	102	0
Zfp963	50.5	0	101	0
Tbck	50.5	0	101	0
Rcn2	50.5	0	101	0
Itgb3bp	50.5	0	101	0
Gdf15	50.5	0	101	0
Efcab7	50.5	0	101	0
Aimp1	50.5	0	101	0
Zfp74	50.0	100	0	0
Zbtb12	50.0	100	0	0
Xrra1	50.0	100	0	0
Vmn2r5	50.0	100	0	0
Ubqlnl	50.0	100	0	0
Tti2	50.0	100	0	0
Spcs2	50.0	100	0	0
Olfr560	50.0	100	0	0
Mpp6	50.0	100	0	0
Igsf11	50.0	100	0	0
Exoc1	50.0	100	0	0
Ehmt2	50.0	100	0	0
Dvl1	50.0	100	0	0
Zgrf1	49.5	0	99	0
Txnl4a	49.5	0	99	0
Larp7	49.5	0	99	0
H4c2	49.5	99	0	0
H3c2	49.5	99	0	0
H2ac4	49.5	99	0	0
Gm16286	49.5	0	99	0
Tbp	49.0	98	0	0
T2	49.0	98	0	0
Slc20a1	49.0	0	98	0
Slbp	49.0	0	98	0
Psmb1	49.0	98	0	0
Nup153	49.0	0	98	0
Nhlrc1	49.0	0	98	0
Myh13	49.0	98	0	0
Mrpl12	49.0	0	98	0
Exosc8	49.0	0	98	0
Alg5	49.0	0	98	0
Pcid2	48.5	0	97	0
Hsf1	48.5	0	97	0
Eapp	48.5	97	0	0
Cul4a	48.5	0	97	0
Bop1	48.5	0	97	0
Zdhhc1	48.0	0	96	0
Yipf2	48.0	0	96	0
Wipi2	48.0	0	96	0
Uros	48.0	0	96	0
Timm29	48.0	0	96	0
Thoc3	48.0	0	96	0
Rnf7	48.0	0	96	0
Peg12	48.0	96	0	0
Bccip	48.0	0	96	0
Armc8	48.0	0	96	0
Nup133	47.5	0	95	0
Klhl9	47.5	0	95	0
Gpatch3	47.5	0	95	0
Golga1	47.5	0	95	0
Fgf11	47.5	95	0	0
Chrnb1	47.5	95	0	0
Trp53i13	47.0	94	0	0
Tmem164	47.0	94	0	0
Nbas	47.0	94	0	0
Cdk20	47.0	0	94	0
Bloc1s4	47.0	0	94	0
B230219D22Rik	47.0	0	94	0
Abhd15	47.0	94	0	0
4931428F04Rik	47.0	0	94	0
Yipf4	46.5	0	93	0
Wdr36	46.5	0	93	0
Syngap1	46.5	0	93	0
Rpl22	46.5	0	93	0
R3hcc1l	46.5	0	93	0
Pyroxd1	46.5	0	93	0
Ppm1k	46.5	0	93	0
Ice1	46.5	0	93	0
Hlcs	46.5	0	93	0
Grk5	46.5	0	93	0
Fra10ac1	46.5	0	93	0
Cuta	46.5	0	93	0
Cul5	46.5	0	93	0
Clcn7	46.5	0	93	0
Aldh9a1	46.5	0	93	0
Sec31a	46.0	0	92	0
Pemt	46.0	0	92	0
Peak1	46.0	0	92	0
Hmg20a	46.0	0	92	0
H4c9	46.0	0	92	0
H2bc11	46.0	0	92	0
H2ac11	46.0	0	92	0
Flad1	46.0	0	92	0
Eif4b	46.0	0	92	0
Ap3m2	46.0	92	0	0
Smad4	45.5	0	91	0
Septin2	45.5	0	91	0
Ppil4	45.5	0	91	0
Hdlbp	45.5	0	91	0
Grb10	45.5	0	91	0
Plcd3	45.0	90	0	0
Acbd4	45.0	90	0	0
Zfp428	44.5	0	89	0
Tekt2	44.5	0	89	0
Ralyl	44.5	89	0	0
Noc4l	44.5	0	89	0
Ndel1	44.5	0	89	0
Mtch2	44.5	0	89	0
Gm17660	44.5	89	0	0
Ddx51	44.5	0	89	0
Adprhl2	44.5	0	89	0
Zfp983	44.0	0	88	0
Tmem43	44.0	0	88	0
Snx3	44.0	0	88	0
Slc7a5	44.0	88	0	0
Chchd4	44.0	0	88	0
Vps33a	43.5	0	87	0
Tigd5	43.5	0	87	0
Slc66a1	43.5	0	87	0
Gm3739	43.5	0	87	0
Eef1d	43.5	0	87	0
Clk3	43.5	0	87	0
Atp5g2	43.5	0	87	0
Arhgap21	43.5	87	0	0
Ank3	43.5	87	0	0
Akr7a5	43.5	0	87	0
Ubb	43.0	0	86	0
Sh2b1	43.0	0	86	0
Lcmt2	43.0	0	86	0
Hnrnpl	43.0	86	0	0
Adal	43.0	0	86	0
Tmem170	42.5	0	85	0
Dnaaf2	42.5	0	85	0
Cpsf1	42.5	0	85	0
Cldnd2	42.5	0	85	0
Tank	42.0	0	84	0
Rhebl1	42.0	0	84	0
Rbm22	42.0	0	84	0
Rab32	42.0	0	84	0
Lamtor3	42.0	0	84	0
Krtap11-1	42.0	84	0	0
Dnajc27	42.0	0	84	0
Bbs2	42.0	0	84	0
Actr6	42.0	0	84	0
Sik2	41.5	0	83	0
Rab33b	41.5	0	83	0
Mthfd1	41.5	0	83	0
Mest	41.5	83	0	0
Dnaja1	41.5	0	83	0
Rfxap	41.0	0	82	0
Pofut2	41.0	0	82	0
Nup50	41.0	0	82	0
H2bc12	41.0	0	82	0
H2ac12	41.0	0	82	0
Flcn	41.0	0	82	0
Cpa2	41.0	82	0	0
Camsap2	41.0	82	0	0
Ap1g1	41.0	0	82	0
Trim41	40.5	0	81	0
Tmem70	40.5	0	81	0
Ssu72	40.5	0	81	0
Rabl6	40.5	0	81	0
Pnmal1	40.5	81	0	0
Nbea	40.5	0	81	0
Mrps18c	40.5	81	0	0
Hoxb1	40.5	81	0	0
Helq	40.5	81	0	0
Gm1979	40.5	0	81	0
Atxn3	40.5	81	0	0
Kat6b	40.0	0	80	0
Cfap44	40.0	0	80	0
Birc5	40.0	0	80	0
Atp6v1fnb	40.0	0	80	0
Atp6v1f	40.0	0	80	0
Agbl5	40.0	0	80	0
Smim10l1	39.5	0	79	0
Hspa4	39.5	0	79	0
Serac1	38.0	0	76	0
Gtf2h5	38.0	0	76	0
Cluh	38.0	0	76	0
Zfyve16	37.5	0	75	0
Rrs1	37.5	0	75	0
Ptdss1	37.5	0	75	0
Pstk	37.5	0	75	0
Mterf3	37.5	0	75	0
Mrpl44	37.5	0	75	0
Mrpl1	37.5	0	75	0
Fam227b	37.5	0	75	0
Dtwd1	37.5	0	75	0
Chmp7	37.5	0	75	0
Cbl	37.5	0	75	0
Adhfe1	37.5	0	75	0
Tfpt	37.0	0	74	0
Smarcb1	37.0	0	74	0
Qsox2	37.0	0	74	0
Prpf31	37.0	0	74	0
Prelid3a	37.0	0	74	0
Lonp1	37.0	0	74	0
Gtf3c5	37.0	0	74	0
Catsperd	37.0	0	74	0
Txndc12	36.5	0	73	0
Nsmf	36.5	0	73	0
Fbxl3	36.5	73	0	0
Dhrs3	36.5	73	0	0
Btf3l4	36.5	0	73	0
Zfp1	36.0	0	72	0
Tsen34	36.0	72	0	0
Mboat7	36.0	72	0	0
Ets2	36.0	72	0	0
En1	36.0	72	0	0
Setd2	35.0	0	70	0
Map2k7	35.0	0	70	0
H4c4	35.0	0	70	0
Ddx56	35.0	0	70	0
Hyou1	34.5	0	69	0
Sppl2b	34.0	0	68	0
Lsm7	34.0	0	68	0
Hnrnpm	34.0	0	68	0
Aurkaip1	34.0	0	68	0
Zfp871	33.5	0	67	0
Selenot	33.5	0	67	0
Wdr47	33.0	0	66	0
Vopp1	33.0	0	66	0
Pdcd5	33.0	0	66	0
Mrpl53	33.0	0	66	0
Med11	33.0	0	66	0
Heatr3	33.0	0	66	0
Fam160a1	33.0	0	66	0
Srrm2	32.5	0	65	0
Chodl	32.0	64	0	0
Cse1l	31.5	0	63	0
Coa8	31.0	0	62	0
Bag5	31.0	0	62	0
Dhcr7	30.0	0	60	0
Ubxn4	29.0	0	58	0
Tbx5	0.0	0	0	501
