Target_genes	Dbp|Average	DRX178619|Liver	DRX178621|Liver	DRX178627|Liver	DRX178629|Liver	STRING
Gtf2a2	265.75	220	231	193	419	0
Fosb	265.75	123	0	0	940	0
F5	265.75	409	262	135	257	0
Creb5	265.75	243	0	189	631	0
Serpina16	265.25	342	234	0	485	0
Vmn1r209	264.5	196	0	181	681	0
Prkar2a	264.5	255	171	181	451	0
Pla1a	264.5	248	231	129	450	0
Insig1	264.5	177	0	0	881	0
Zbtb38	264.25	273	235	148	401	0
Stap2	264.25	275	141	234	407	0
Nrg4	264.25	373	261	0	423	0
Mpnd	264.25	275	141	234	407	0
Zfp750	264.0	242	283	162	369	0
Utp14b	264.0	93	0	0	963	0
Mtmr10	264.0	207	218	112	519	0
L3mbtl1	264.0	354	0	260	442	0
Acsl3	264.0	93	0	0	963	0
Erich5	263.5	263	158	174	459	0
Slc35e2	263.25	321	273	121	338	0
Gsk3a	263.25	224	156	177	496	0
Arpp19	262.75	360	261	0	430	0
Adgrf1	262.75	244	0	148	659	0
Ube2i	262.5	279	167	243	361	0
Kif21b	262.5	243	0	207	600	0
Stard13	262.25	239	221	148	441	0
Gtf2h3	262.0	229	205	158	456	0
Eif2b1	262.0	229	205	158	456	0
Qser1	261.25	299	320	0	426	0
Ostc	261.25	276	0	178	591	0
Irf2bpl	261.25	254	0	206	585	0
Shoc1	261.0	323	243	0	478	0
Olfml1	260.75	375	0	87	581	0
Chek1	260.75	0	0	0	1043	0
Glrx	260.5	521	268	0	253	0
Pdcd11	260.25	203	0	0	838	0
Oxct2b	260.25	460	264	0	317	0
Cdca4	260.25	0	0	172	869	0
Atp5md	260.25	203	0	0	838	0
Snx3	260.0	281	218	201	340	0
Tmem160	259.75	283	0	181	575	0
Pigu	259.75	217	230	195	397	0
Fibp	259.75	0	0	0	1039	0
Ccdc85b	259.75	0	0	0	1039	0
Eif6	259.5	157	0	164	717	0
Ate1	259.5	326	134	148	430	0
Acsl1	259.5	312	257	189	280	0
Fam131a	259.25	218	166	183	470	0
Rnf103	259.0	176	211	0	649	0
Prl2c4	259.0	358	156	163	359	0
Prl2c3	259.0	358	156	163	359	0
Ccdc77	259.0	373	200	0	463	0
Slurp1	258.0	390	204	0	438	0
Slc26a8	258.0	0	0	0	1032	0
Lypd2	258.0	390	204	0	438	0
Dennd5b	257.75	370	152	0	509	0
Trmt1l	257.5	148	0	0	882	0
Swt1	257.5	148	0	0	882	0
Rangap1	257.5	157	0	0	873	0
Olfr221	257.5	187	141	177	525	0
Nipsnap1	257.5	241	132	0	657	0
Lsg1	257.25	213	0	137	679	0
Dab2	257.0	233	139	124	532	0
D16Ertd472e	257.0	309	163	0	556	0
Comt	257.0	358	83	155	432	0
Csk	256.75	360	234	99	334	0
Zfyve19	256.25	185	0	156	684	0
Mtr	256.25	224	0	0	801	0
Dnajc17	256.25	185	0	156	684	0
Sys1	255.75	338	147	143	395	0
Ube2l6	255.5	248	177	151	446	0
Nab1	255.25	347	292	0	382	0
Mknk2	254.75	169	123	0	727	0
Haao	254.75	254	140	0	625	0
Vcpip1	254.5	245	0	226	547	0
Rbp4	254.5	169	0	0	849	0
Mrps36	254.0	350	0	0	666	0
Gjb2	253.75	357	290	0	368	0
Sdc4	253.25	223	205	194	391	0
Parn	253.25	308	269	144	292	0
Cyld	253.25	256	159	211	387	0
Bfar	253.25	308	269	144	292	0
Trcg1	252.75	307	174	109	421	0
Dld	252.75	225	0	0	786	0
Ugt1a6a	252.5	324	243	0	443	0
Chd1	252.5	290	214	152	354	0
Ces2a	252.25	305	0	256	448	0
Pnrc1	252.0	272	0	0	736	0
Slc16a8	251.75	175	0	172	660	0
Rps13	251.75	369	0	164	474	0
Esrrg	251.25	299	278	0	428	0
Abcf1	251.25	326	253	0	426	0
Thrb	251.0	215	319	109	361	0
Srr	251.0	305	296	0	403	0
Smg6	251.0	305	296	0	403	0
Coq8a	251.0	175	198	0	631	0
Spty2d1	250.75	374	212	158	259	0
Per3	250.75	191	118	138	556	0
Mxi1	250.75	253	0	0	750	0
Inpp5b	250.5	152	0	110	740	0
Fam120a	250.5	184	221	181	416	0
Klf10	250.25	330	204	160	307	0
Ergic3	250.0	233	0	102	665	0
6430550D23Rik	250.0	233	0	102	665	0
Upp1	249.5	287	0	148	563	0
Ptch2	249.5	178	239	135	446	0
Ostf1	249.5	170	149	238	441	0
Nmrk1	249.5	170	149	238	441	0
Rchy1	249.25	443	145	152	257	0
Eef1a1	249.25	210	134	130	523	0
Nfkbil1	249.0	205	0	0	791	0
Ddx39b	249.0	205	0	0	791	0
Ccno	249.0	0	0	0	996	0
Atp6v1g2	249.0	205	0	0	791	0
Hes6	248.75	434	106	0	455	0
Ttc3	248.5	113	0	0	881	0
Pigp	248.5	113	0	0	881	0
Gm4925	248.25	264	0	0	729	0
Arl1	248.25	264	0	0	729	0
Ankrd23	248.25	156	0	0	837	0
Acvrl1	248.25	233	204	0	556	0
Srsf2	248.0	170	0	0	822	0
Mfsd11	248.0	170	0	0	822	0
Pla2g2e	247.25	287	0	0	702	0
Eif4g1	247.25	233	243	172	341	0
Caprin1	247.25	267	0	182	540	0
Clint1	246.75	219	125	225	418	0
Elovl6	246.5	316	188	140	342	0
Ints7	246.25	119	0	0	866	0
Dtl	246.25	119	0	0	866	0
Abca8a	246.25	288	137	107	453	0
Tex45	246.0	185	0	0	799	0
Pex11g	246.0	185	0	0	799	0
Cxcl1	246.0	216	234	198	336	0
Sfi1	245.75	171	176	259	377	0
Cpped1	245.75	188	144	114	537	0
Arid1b	245.75	294	259	0	430	0
Onecut1	245.5	217	0	133	632	0
Rab3ip	245.0	367	105	143	365	0
Ahr	245.0	237	117	186	440	0
P4hb	244.5	378	0	189	411	0
Lrif1	244.5	266	223	0	489	0
Csrnp2	244.5	0	0	0	978	0
Arhgdia	244.5	378	0	189	411	0
Upf1	244.25	193	0	198	586	0
Lypla1	244.25	325	208	140	304	0
Tmem33	244.0	412	180	164	220	0
Rbm27	244.0	229	158	156	433	0
Nadk	244.0	269	191	186	330	0
Cxcr1	244.0	217	0	162	597	0
Ces1d	244.0	185	121	185	485	0
Vcl	243.75	140	0	0	835	0
Paqr9	243.75	352	210	109	304	0
Sidt2	243.5	369	159	0	446	0
Fbxo21	243.5	250	199	200	325	0
Fam111a	243.5	437	0	0	537	0
Ak3	243.0	411	143	106	312	0
Wwp2	242.75	0	0	0	971	0
Psmd5	242.75	288	0	138	545	0
Neil1	242.75	273	0	0	698	0
Cutal	242.75	288	0	138	545	0
Myh7b	242.5	140	0	0	830	0
Mul1	242.5	317	167	0	486	0
Dnaja1	242.5	204	188	178	400	0
Zfp791	242.25	243	0	0	726	0
Serpina1e	242.0	399	192	0	377	0
9230019H11Rik	242.0	216	267	237	248	0
Amdhd2	241.75	192	0	0	775	0
Slc2a2	241.5	215	185	176	390	0
Esd	241.5	340	228	0	398	0
Tbc1d23	241.0	177	0	0	787	0
Stk38	241.0	258	194	0	512	0
Slc29a2	240.75	175	0	0	788	0
H3c13	240.75	384	230	0	349	0
B2m	240.5	223	272	175	292	0
Gabrd	240.25	223	0	124	614	0
Ppif	240.0	255	0	0	705	0
Ivd	239.75	310	181	144	324	0
Cyp4a12a	239.75	304	132	0	523	0
Cp	239.75	247	192	0	520	0
A1cf	239.75	252	166	128	413	0
Zfp653	239.5	0	0	0	958	0
Scfd2	239.5	0	0	0	958	0
Pcca	239.5	230	120	147	461	0
Fip1l1	239.5	0	0	0	958	0
Nudt18	239.25	172	0	0	785	0
Gtpbp2	239.25	193	108	0	656	0
Arap1	239.0	267	250	0	439	0
Cilp	238.75	253	201	156	345	0
Mthfr	238.5	130	0	83	741	0
Clcn6	238.5	130	0	83	741	0
Wipf3	238.25	464	279	0	210	0
Cmas	238.25	344	254	0	355	0
Specc1	238.0	347	201	224	180	0
Klc1	238.0	309	304	0	339	0
Atf6	238.0	332	198	164	258	0
Eif4a1	237.5	0	0	0	950	0
Slc25a47	237.25	157	0	126	666	0
Dpf3	237.25	313	158	0	478	0
Ms4a6c	237.0	357	0	222	369	0
Larp1	237.0	332	140	89	387	0
Leap2	236.75	211	177	148	411	0
Chsy3	236.75	360	175	0	412	0
Rpl14	236.5	148	0	0	798	0
Ube4b	236.25	203	145	215	382	0
Thnsl2	236.25	138	233	172	402	0
Psmd1	236.25	381	153	0	411	0
Inpp1	235.75	0	0	132	811	0
Coro1b	235.75	301	195	0	447	0
Zfp354c	235.25	243	0	0	698	0
Slc33a1	235.25	287	0	121	533	0
Wfdc21	235.0	548	0	0	392	0
Shmt1	235.0	201	214	183	342	0
Ypel5	234.5	208	149	254	327	0
Rnf139	234.5	213	241	147	337	0
Abtb2	234.25	320	106	0	511	0
Zfp91	233.75	122	118	0	695	0
Ppp1r7	233.75	123	0	0	812	0
Pask	233.75	123	0	0	812	0
Lpxn	233.75	122	118	0	695	0
Olfr61	233.5	336	204	0	394	0
Mreg	233.5	232	124	222	356	0
Bclaf1	233.5	172	157	229	376	0
Sult1a1	233.25	456	201	0	276	0
Marchf9	233.25	129	0	129	675	0
Ercc5	233.25	312	187	0	434	0
Col12a1	233.25	165	293	189	286	0
Cdk4	233.25	129	0	129	675	0
Prmt3	232.75	203	0	0	728	0
Usp50	232.5	421	195	0	314	0
Slc18a1	232.25	394	160	137	238	0
Atp6v1b2	232.25	394	160	137	238	0
Masp1	232.0	274	0	140	514	0
Sh3bp5	231.75	246	123	120	438	0
Lyst	231.75	455	124	0	348	0
Iyd	231.75	233	149	172	373	0
Atg10	231.75	213	194	208	312	0
Shroom3	231.5	155	140	156	475	0
Mocs1	231.5	225	135	148	418	0
Hmgxb3	231.5	157	0	91	678	0
Plcg1	231.0	186	152	243	343	0
Snx24	230.75	365	175	124	259	0
Os9	230.75	175	0	0	748	0
Casc3	230.25	0	0	0	921	0
Nup62	229.75	157	178	147	437	0
Klb	229.75	173	137	171	438	0
Il4i1b	229.75	157	178	147	437	0
Dusp12	229.75	379	301	0	239	0
Atf5	229.75	157	178	147	437	0
Zfp809	229.5	375	236	0	307	0
Psma3	229.5	146	203	198	371	0
Eepd1	229.5	320	158	125	315	0
Dnase1	229.5	245	212	118	343	0
Acsf2	229.5	401	205	0	312	0
Map3k8	229.25	157	0	0	760	0
Slbp	229.0	0	0	0	916	0
Plpp1	228.75	0	0	215	700	0
Nupl1	228.75	148	0	0	767	0
Vamp4	228.5	184	176	215	339	0
Fhl1	228.25	301	185	0	427	0
Sars	228.0	311	233	144	224	0
Acox2	228.0	304	121	153	334	0
Cgnl1	227.75	362	123	0	426	0
Rptn	227.5	386	179	0	345	0
Imp3	227.25	265	218	0	426	0
Nr0b2	227.0	296	151	0	461	0
Tsen54	226.75	213	0	191	503	0
Ddx60	226.75	268	0	124	515	0
Caskin2	226.75	213	0	191	503	0
Ap1ar	226.75	268	175	0	464	0
Phf8	226.5	0	0	0	906	0
Acvr2a	226.5	288	206	0	412	0
Rbm47	226.25	383	240	0	282	0
Ranbp3	226.25	0	0	0	905	0
Fntb	226.25	0	0	0	905	0
Pxmp4	226.0	254	186	131	333	0
Tedc2	225.75	226	190	192	295	0
Nox4	225.75	323	253	0	327	0
Gsap	225.75	357	141	0	405	0
Slc39a11	225.5	271	233	0	398	0
Pbx1	225.5	315	156	0	431	0
Cldn14	225.25	223	0	261	417	0
Asgr2	225.25	289	0	158	454	0
Hpx	224.75	376	154	0	369	0
Kin	224.5	178	185	195	340	0
Atp5c1	224.5	178	185	195	340	0
Slc13a2	224.0	144	163	0	589	0
Adamts7	223.75	160	162	190	383	0
Tspyl1	223.5	309	209	155	221	0
Tmem115	223.5	213	0	0	681	0
Ei24	223.5	345	0	244	305	0
Abcf2	223.5	0	0	0	894	0
Vps52	223.25	223	0	0	670	0
Rps18	223.25	223	0	0	670	0
B3galt4	223.25	223	0	0	670	0
Aplp2	223.25	282	158	0	453	0
Lcmt2	223.0	288	0	0	604	0
Klhdc7a	223.0	201	0	0	691	0
Irgm2	223.0	328	210	0	354	0
Adal	223.0	288	0	0	604	0
Usp49	222.75	263	174	0	454	0
M6pr	222.75	274	90	0	527	0
Rnf125	222.5	350	155	0	385	0
Ppcdc	222.5	179	164	168	379	0
Lrtm1	222.5	239	196	0	455	0
Cxcl10	222.5	175	129	0	586	0
Nsun6	222.25	276	113	109	391	0
Krr1	222.25	289	0	0	600	0
Ddc	222.25	213	206	159	311	0
Arl5b	222.25	276	113	109	391	0
Insig2	222.0	389	188	0	311	0
Fkbp9	221.75	263	241	132	251	0
Ing5	221.5	169	0	0	717	0
Dtymk	221.5	169	0	0	717	0
Depp1	221.5	263	249	0	374	0
Dcaf11	221.5	238	0	164	484	0
Pde6h	221.0	104	0	338	442	0
Dnm1l	221.0	0	0	0	884	0
Tspyl5	220.75	148	131	0	604	0
Nars	220.75	0	0	0	883	0
Gpr18	220.75	422	0	0	461	0
Baiap2	220.75	359	219	0	305	0
H2bc14	220.5	386	201	0	295	0
Znrf4	220.25	157	0	0	724	0
Gne	220.25	337	256	0	288	0
Bax	220.25	0	0	0	881	0
Ddx17	219.5	304	220	0	354	0
Prdm10	219.25	262	0	164	451	0
Nrip1	219.25	187	179	161	350	0
Junb	219.25	116	0	0	761	0
Atp5j2	219.25	157	0	156	564	0
Tgif1	219.0	226	0	0	650	0
Pdia4	219.0	288	177	146	265	0
Hmgb1	219.0	291	165	156	264	0
Nlrp4a	218.75	166	185	156	368	0
Aldh8a1	218.75	225	119	209	322	0
Pdcd6	218.5	315	168	0	391	0
Chrnb1	217.25	196	0	0	673	0
Trpm8	217.0	357	183	0	328	0
Tm7sf3	217.0	278	0	183	407	0
Vps13d	216.75	350	0	0	517	0
Dlx1	216.75	0	0	0	867	0
Smdt1	216.5	237	158	145	326	0
Plcxd1	216.5	153	165	0	548	0
Hax1	216.5	268	0	160	438	0
Clcn3	216.25	0	0	0	865	0
Anxa11	216.0	148	0	0	716	0
Usp43	215.75	294	98	156	315	0
Trpv1	215.75	419	214	0	230	0
Tmem43	215.75	0	0	0	863	0
Chchd4	215.75	0	0	0	863	0
Usp37	215.5	211	0	0	651	0
Ip6k2	215.5	268	207	0	387	0
Cnot9	215.5	211	0	0	651	0
Anpep	215.5	297	0	0	565	0
Vmn2r102	215.25	187	254	239	181	0
Lrig3	215.25	238	0	161	462	0
Cped1	215.25	243	168	134	316	0
Zfp84	215.0	230	163	0	467	0
Dctpp1	215.0	462	250	0	148	0
Rpl8	214.75	311	167	0	381	0
Commd5	214.75	311	167	0	381	0
Arl5a	214.75	258	151	141	309	0
Rel	214.5	224	166	140	328	0
Map9	214.5	262	0	0	596	0
Alg1	214.5	0	0	0	858	0
Unc45a	214.0	0	0	0	856	0
Umad1	214.0	153	0	0	703	0
Tmem87b	214.0	214	0	0	642	0
Rpa3	214.0	153	0	0	703	0
Hddc3	214.0	0	0	0	856	0
Copg1	214.0	231	193	145	287	0
Cfap100	214.0	160	0	205	491	0
Olfr745	213.75	411	214	0	230	0
Rnf185	213.5	193	389	0	272	0
Rmdn1	213.5	215	190	187	262	0
Itm2b	213.5	206	133	173	342	0
Esyt1	213.5	253	149	0	452	0
Cpne3	213.5	215	190	187	262	0
Hopx	213.25	367	292	0	194	0
Rtf2	213.0	190	0	0	662	0
Bahcc1	213.0	410	0	0	442	0
Snx21	212.75	312	214	0	325	0
Ddx5	212.75	92	0	0	759	0
Cep95	212.75	92	0	0	759	0
Pdgfrl	212.5	199	0	159	492	0
Mcm6	212.5	294	0	0	556	0
Dusp6	212.5	203	0	0	647	0
Snx29	212.25	314	0	0	535	0
Slc46a3	212.25	220	93	0	536	0
Polr3e	212.25	481	0	0	368	0
Ccdc25	212.25	337	220	0	292	0
Ankrd33	212.25	383	0	0	466	0
Cyp2c38	212.0	284	256	0	308	0
Ces2h	212.0	330	175	0	343	0
Zbtb14	211.5	0	0	0	846	0
Mocs3	211.5	0	0	0	846	0
Mettl21c	211.5	150	131	114	451	0
Dpm1	211.5	0	0	0	846	0
Cry2	211.5	245	0	0	601	0
Trim39	211.25	0	0	0	845	0
Irx5	211.25	227	0	0	618	0
Chic1	211.25	263	195	0	387	0
Atxn1	211.0	271	143	93	337	0
Smg7	210.75	372	0	127	344	0
Clcc1	210.75	203	0	0	640	0
Ms4a6b	210.5	289	0	153	400	0
Stard5	210.0	265	214	0	361	0
Casr	210.0	235	0	164	441	0
Srp72	209.75	158	186	138	357	0
Ccdc180	209.75	273	0	198	368	0
Cast	209.75	290	271	0	278	0
Phykpl	209.5	194	0	0	644	0
Kif13b	209.5	318	180	0	340	0
Taco1	209.25	175	0	0	662	0
Sumo1	209.25	0	0	0	837	0
P2ry14	209.25	285	0	124	428	0
Scmh1	209.0	223	176	0	437	0
Pipox	209.0	138	143	116	439	0
Nr4a2	209.0	306	172	0	358	0
Samhd1	208.0	0	0	0	832	0
Slco2a1	207.75	90	0	0	741	0
Prelid2	207.75	175	131	0	525	0
Cyp4a10	207.75	427	228	0	176	0
Slc22a29	207.5	341	276	0	213	0
Pkmyt1	207.5	280	0	0	550	0
Mocos	207.5	167	0	148	515	0
Dnajc16	207.5	298	180	104	248	0
Casp9	207.5	298	180	104	248	0
Daam1	207.25	320	0	141	368	0
Zfp747	206.75	409	158	0	260	0
Dazl	206.75	244	238	0	345	0
Ddx21	206.5	361	185	0	280	0
Acsm2	206.5	263	181	0	382	0
Slc12a7	206.25	170	123	0	532	0
Ndufaf6	206.0	196	185	0	443	0
Mtf1	206.0	334	0	0	490	0
Eva1a	206.0	123	185	0	516	0
Slc16a12	205.75	161	124	0	538	0
Rfc1	205.75	400	0	0	423	0
Nfu1	205.5	375	0	0	447	0
Gm19774	205.25	233	0	181	407	0
Synpo	205.0	232	114	159	315	0
Etv5	205.0	0	0	0	820	0
Zfp672	204.5	0	0	0	818	0
Rdh14	204.5	0	0	0	818	0
Dcps	204.5	157	0	0	661	0
1700030J22Rik	204.5	306	0	0	512	0
Tbp	204.0	299	0	0	517	0
Sdhb	204.0	244	204	0	368	0
Psmb1	204.0	299	0	0	517	0
Eloa	203.75	0	0	0	815	0
Slc25a51	203.5	257	219	0	338	0
Rabgap1	203.5	384	0	0	430	0
Cyp4a12b	203.25	252	145	0	416	0
Ttc41	202.75	272	132	0	407	0
Slco1a1	202.5	226	204	0	380	0
Shld2	202.5	158	133	0	519	0
Glud1	202.5	158	133	0	519	0
Endou	202.5	228	0	0	582	0
Slc25a27	202.25	408	123	0	278	0
Cyp39a1	202.25	408	123	0	278	0
Ercc6l	202.0	216	149	0	443	0
Dck	202.0	184	0	116	508	0
Ccdc149	201.5	194	0	0	612	0
Hadhb	201.25	303	204	88	210	0
Hadha	201.25	303	204	88	210	0
Tmem266	201.0	167	181	121	335	0
Sumo2	201.0	166	0	0	638	0
Cacna2d3	201.0	217	157	0	430	0
Aox1	201.0	229	273	0	302	0
Stag2	200.75	325	158	0	320	0
Wdr43	200.5	276	202	0	324	0
Top3a	200.5	325	217	0	260	0
Smcr8	200.5	325	217	0	260	0
Mogs	200.5	255	0	172	375	0
Arhgef26	200.5	155	172	203	272	0
Supt4b	200.25	343	119	0	339	0
Serpina3b	200.25	231	0	0	570	0
Spata1	200.0	243	167	0	390	0
Sfxn5	200.0	369	204	0	227	0
Gng5	200.0	243	167	0	390	0
Nsmf	199.75	209	149	0	441	0
Cfhr3	199.75	350	124	0	325	0
BC029722	199.75	160	0	185	454	0
App	199.75	293	158	0	348	0
Eef2	199.5	164	114	149	371	0
Cttnbp2nl	199.5	255	0	0	543	0
Cotl1	199.5	197	0	0	601	0
Trabd	199.25	319	0	0	478	0
Tbcd	199.25	0	0	0	797	0
Slc41a1	199.0	0	0	0	796	0
Zbtb8os	198.75	237	160	0	398	0
Tmem9	198.75	233	0	0	562	0
Rbbp4	198.75	237	160	0	398	0
Pik3r2	198.75	0	0	0	795	0
Guk1	198.75	123	0	164	508	0
Atr	198.75	243	131	148	273	0
1700065D16Rik	198.75	243	131	148	273	0
H4c8	198.5	246	140	137	271	0
Cd81	198.5	244	195	0	355	0
Tars	198.25	0	0	0	793	0
Lin9	198.25	0	0	0	793	0
Daglb	198.25	235	203	0	355	0
Brd4	198.25	276	102	121	294	0
Lgalsl	198.0	252	0	156	384	0
Hlcs	198.0	180	0	216	396	0
C1rl	198.0	198	0	0	594	0
Ushbp1	197.25	175	0	142	472	0
Smim38	197.25	0	0	0	789	0
Babam1	197.25	175	0	142	472	0
Smg9	197.0	0	0	0	788	0
Sec31b	197.0	175	0	132	481	0
Rubcn	197.0	175	0	0	613	0
Pex14	197.0	131	0	0	657	0
Dffa	197.0	131	0	0	657	0
Slc25a12	196.75	0	0	0	787	0
Gypc	196.75	248	158	135	246	0
Eci3	196.75	317	282	0	188	0
Tut4	196.5	158	0	181	447	0
Map2k6	196.5	331	143	0	312	0
Dnpep	196.5	0	0	0	786	0
Chka	196.5	230	114	0	442	0
Snrk	196.25	230	139	117	299	0
Gys2	196.25	240	163	0	382	0
Ace3	196.25	380	0	0	405	0
Phb	196.0	171	0	180	433	0
Ftsj1	196.0	253	0	0	531	0
Lyn	195.75	342	185	0	256	0
4833439L19Rik	195.75	228	176	124	255	0
Tor1aip2	195.5	256	224	0	302	0
Slc38a7	195.5	313	0	0	469	0
Myo1a	195.5	175	0	174	433	0
Tmco3	195.25	157	0	0	624	0
Rgs8	195.25	185	0	140	456	0
Glrx5	195.25	337	0	0	444	0
Dcun1d2	195.25	157	0	0	624	0
D630039A03Rik	195.25	200	286	0	295	0
Mtfp1	195.0	268	160	0	352	0
Lta4h	195.0	116	0	0	664	0
Tapt1	194.75	0	0	0	779	0
Sdhaf2	194.75	0	0	0	779	0
Mfsd5	194.75	185	0	0	594	0
Cpsf7	194.75	0	0	0	779	0
Atp2a2	194.75	213	183	0	383	0
Rest	194.5	0	0	0	778	0
Map3k1	194.5	245	167	0	366	0
Edc3	194.5	285	0	0	493	0
Zfp207	194.25	389	157	0	231	0
Sema4g	194.25	191	159	0	427	0
Cask	194.25	263	204	0	310	0
Bzw2	194.25	374	140	0	263	0
Ankmy2	194.25	374	140	0	263	0
Spen	194.0	243	0	0	533	0
Met	194.0	551	0	0	225	0
Gpr155	194.0	344	222	0	210	0
Adora1	194.0	184	155	156	281	0
Ppp1r12b	193.75	289	264	0	222	0
Atp6v0c	193.75	0	0	0	775	0
Znrf3	193.5	353	112	0	309	0
Ppp4r1	193.5	256	175	0	343	0
Olfr55	193.5	315	185	0	274	0
Lyrm9	193.5	268	0	0	506	0
Etv3l	193.5	303	0	156	315	0
Elane	193.5	166	0	0	608	0
Pi4kb	193.25	431	0	0	342	0
Mafb	193.25	213	0	0	560	0
Mettl6	192.75	246	0	0	525	0
Eaf1	192.75	246	0	0	525	0
Med16	192.5	315	0	0	455	0
Cycs	192.5	0	0	0	770	0
Atg7	192.5	204	161	0	405	0
Ywhab	192.25	224	179	0	366	0
Wdr45	192.25	0	195	0	574	0
Praf2	192.25	0	195	0	574	0
Zbtb26	192.0	384	0	0	384	0
Max	192.0	131	0	0	637	0
Cwf19l2	192.0	353	121	0	294	0
Zc3hc1	191.75	216	181	120	250	0
Zfp423	191.5	213	176	0	377	0
Cnfn	191.5	223	0	0	543	0
Atp10b	191.5	274	210	0	282	0
Aaas	191.5	123	0	0	643	0
Fam53c	191.25	196	0	0	569	0
Tlr11	191.0	110	156	207	291	0
Tra2b	190.75	291	126	121	225	0
Phf23	190.75	185	0	0	578	0
Pde7b	190.75	385	0	92	286	0
Gabarap	190.75	185	0	0	578	0
Dvl2	190.75	185	0	0	578	0
Arhgef19	190.75	176	0	0	587	0
Synpo2	190.5	0	0	0	762	0
Lctl	190.5	304	0	0	458	0
Tmem175	190.25	0	0	0	761	0
Ndufs7	190.25	303	144	0	314	0
Naip2	190.25	327	205	0	229	0
Gak	190.25	0	0	0	761	0
Rpain	190.0	229	195	0	336	0
Mrpl36	190.0	126	0	0	634	0
Mphosph6	189.75	194	0	0	565	0
Sharpin	189.5	0	0	0	758	0
Maf1	189.5	0	0	0	758	0
Gm35339	189.5	0	0	0	758	0
Arrb2	189.5	233	0	0	525	0
Hexim1	189.25	0	0	0	757	0
Ctnnd1	189.25	156	0	171	430	0
Btbd18	189.25	156	0	171	430	0
Trak2	189.0	0	0	0	756	0
Tbl1xr1	189.0	221	209	0	326	0
Rab29	188.75	223	179	0	353	0
Clp1	188.25	163	0	0	590	0
Zfp457	188.0	173	87	0	492	0
Xpo6	188.0	308	204	0	240	0
Ssu72	188.0	0	0	0	752	0
Sertad1	188.0	0	0	0	752	0
Uchl4	187.75	158	0	141	452	0
Romo1	187.75	140	231	0	380	0
Nfs1	187.75	140	231	0	380	0
Fkbp3	187.75	0	0	0	751	0
Fancm	187.75	0	0	0	751	0
Zfp68	187.5	279	231	0	240	0
Mterf2	187.5	213	0	163	374	0
Morf4l1b	187.5	216	157	0	377	0
Gm3448	187.5	0	0	0	750	0
Gm3417	187.5	0	0	0	750	0
A430033K04Rik	187.5	279	231	0	240	0
9030025P20Rik	187.5	0	0	0	750	0
Sucnr1	187.25	228	124	0	397	0
Rbm25	187.25	302	0	165	282	0
Fam160a2	187.25	249	160	0	340	0
Cnga4	187.25	249	160	0	340	0
Akr1c19	187.25	277	169	0	303	0
Nelfa	187.0	135	0	0	613	0
Fah	186.75	280	196	0	271	0
Vezt	186.5	341	114	0	291	0
Ly6f	186.5	242	192	0	312	0
Kcnj8	186.5	169	97	136	344	0
Fgd6	186.5	341	114	0	291	0
Lrrc63	186.25	230	199	0	316	0
Lcp1	186.25	230	199	0	316	0
Sgms2	186.0	199	97	166	282	0
Zfp36l2	185.75	194	0	0	549	0
Ski	185.75	281	0	0	462	0
Pus10	185.75	354	0	0	389	0
Afg3l2	185.75	205	0	0	538	0
Ticam1	185.5	198	160	138	246	0
Snrpa	185.5	123	0	207	412	0
Lrrc73	185.5	0	0	0	742	0
Ip6k1	185.5	141	120	124	357	0
Gramd3	185.5	251	155	97	239	0
BC024978	185.5	123	0	207	412	0
Tubd1	185.25	407	0	0	334	0
Rps6kb1	185.25	407	0	0	334	0
Cep295	185.0	130	0	0	610	0
Akr1c18	185.0	202	0	163	375	0
Osbpl3	184.75	148	0	164	427	0
Lin7c	184.75	248	201	0	290	0
Zfp446	184.5	148	0	0	590	0
Oxa1l	184.25	0	0	0	737	0
Il18bp	184.25	223	167	0	347	0
Hsd3b5	184.0	311	222	0	203	0
Serpina3n	183.75	255	153	0	327	0
Tmem229a	183.5	123	0	0	611	0
Pum1	183.5	240	181	0	313	0
Mdm4	183.5	323	223	0	188	0
Lmbrd1	183.5	170	0	198	366	0
Scrib	183.25	0	0	0	733	0
Dusp4	183.25	223	0	0	510	0
Hsf1	183.0	0	0	0	732	0
Bop1	183.0	0	0	0	732	0
Prr22	182.75	0	0	0	731	0
Fh1	182.75	245	0	165	321	0
Ap3m2	182.75	231	167	120	213	0
Pter	182.5	306	202	0	222	0
Sec16b	182.25	218	0	0	511	0
Lats2	182.25	140	0	0	589	0
Stau1	182.0	243	157	0	328	0
Rpp38	182.0	264	0	0	464	0
Acbd7	182.0	264	0	0	464	0
Taok1	181.75	232	180	0	315	0
Igf1	181.75	131	141	0	455	0
Rmdn2	181.5	223	149	0	354	0
Rarb	181.25	192	0	0	533	0
Lap3	181.25	323	0	0	402	0
Tcp1	181.0	0	0	0	724	0
Plrg1	181.0	188	209	0	327	0
Mrpl18	181.0	0	0	0	724	0
Fgb	181.0	188	209	0	327	0
Sorbs1	180.75	146	165	0	412	0
Pdia5	180.75	195	195	0	333	0
Nt5dc1	180.75	0	0	0	723	0
Mob3a	180.75	0	0	0	723	0
Izumo4	180.75	0	0	0	723	0
Dpy19l1	180.75	236	209	0	278	0
Bdh1	180.5	393	0	0	329	0
Btnl9	180.25	263	195	0	263	0
