Target_genes	Chd1|Average	SRX188823|CH12	SRX188825|MEL	STRING
Polr2d	115.5	137	94	0
Mok	115.5	83	148	0
Mars1	115.5	124	107	0
Jak3	115.5	63	168	0
Gal3st3	115.5	124	107	0
Eif2b4	115.5	102	129	0
Det1	115.5	135	96	0
Cbfb	115.5	81	150	0
Zfp395	115.0	140	90	0
Zbtb5	115.0	84	146	0
Xrn2	115.0	230	0	0
Sars	115.0	144	86	0
Rps6	115.0	85	145	0
Pank2	115.0	91	139	0
Eif3g	115.0	0	230	0
Eif1	115.0	93	137	0
Dnttip2	115.0	125	105	0
Cnpy3	115.0	128	102	0
Clec2i	115.0	230	0	0
Ccnd2	115.0	127	103	0
BC035044	115.0	230	0	0
Apc	115.0	124	106	0
Pcbd2	114.5	134	95	0
Lrif1	114.5	112	117	0
Gm13277	114.5	0	229	0
Fis1	114.5	77	152	0
Stat3	114.0	83	145	0
Rps3	114.0	76	152	0
Nos3	114.0	0	228	0
Mrpl48	114.0	117	111	0
Luzp1	114.0	228	0	0
Cuedc2	114.0	98	130	0
Cpped1	114.0	125	103	0
Cherp	114.0	122	106	0
Borcs6	114.0	110	118	0
Bcl2a1a	114.0	228	0	0
Baz1a	114.0	0	228	0
1700067K01Rik	114.0	116	112	0
Zfp280d	113.5	126	101	0
Wdr12	113.5	87	140	0
Rack1	113.5	112	115	0
Pds5a	113.5	91	136	0
Hpf1	113.5	0	227	0
Carf	113.5	87	140	0
Asf1a	113.5	113	114	0
Zfp983	113.0	120	106	0
Ric8a	113.0	117	109	0
Lig3	113.0	132	94	0
Grk2	113.0	87	139	0
Dnajc22	113.0	70	156	0
Cdk19	113.0	97	129	0
Bet1l	113.0	117	109	0
Plag1	112.5	0	225	0
Pfkl	112.5	77	148	0
Patz1	112.5	103	122	0
Inhbe	112.5	106	119	0
Gmds	112.5	136	89	0
Crlf2	112.5	127	98	0
Tnrc6a	112.0	84	140	0
Scp2	112.0	121	103	0
Pnisr	112.0	105	119	0
Npas4	112.0	0	224	0
Mphosph10	112.0	119	105	0
Mllt11	112.0	0	224	0
Mcee	112.0	119	105	0
Gemin4	112.0	109	115	0
Dnajb4	112.0	124	100	0
Dbil5	112.0	109	115	0
Clec11a	112.0	89	135	0
Chd4	112.0	120	104	0
Cdc42se1	112.0	0	224	0
Cct4	112.0	127	97	0
Atg9b	112.0	108	116	0
Zfhx2	111.5	223	0	0
Tubb6	111.5	223	0	0
Tagap1	111.5	124	99	0
Ogfod1	111.5	93	130	0
Nudt21	111.5	93	130	0
Milr1	111.5	223	0	0
Lif	111.5	223	0	0
Katnb1	111.5	105	118	0
Insl6	111.5	81	142	0
Fam187a	111.5	91	132	0
Eftud2	111.5	91	132	0
Ccdc103	111.5	91	132	0
Zc3h3	111.0	97	125	0
Xpo1	111.0	116	106	0
Wdr76	111.0	106	116	0
Trappc1	111.0	138	84	0
Tmem214	111.0	110	112	0
Smarcc2	111.0	109	113	0
Slc25a28	111.0	102	120	0
Rps11	111.0	99	123	0
Rpl13a	111.0	99	123	0
Rfc3	111.0	83	139	0
Psma1	111.0	222	0	0
Pan2	111.0	102	120	0
Mfap1a	111.0	106	116	0
Kcnab3	111.0	138	84	0
Cntrob	111.0	138	84	0
Clpx	111.0	107	115	0
Cd40	111.0	100	122	0
Atl3	111.0	109	113	0
Abcc10	111.0	111	111	0
Sgk3	110.5	105	116	0
Rab3d	110.5	0	221	0
Nmnat1	110.5	81	140	0
Mrpl9	110.5	94	127	0
Lzic	110.5	81	140	0
Kmt2e	110.5	66	155	0
Klhl5	110.5	131	90	0
Kansl1	110.5	121	100	0
Irgm1	110.5	96	125	0
Fermt3	110.5	135	86	0
Ctc1	110.5	138	83	0
Zfp764	110.0	132	88	0
Ufsp1	110.0	99	121	0
Tmem216	110.0	117	103	0
Sfn	110.0	220	0	0
Ndufs2	110.0	96	124	0
Gucy2g	110.0	0	220	0
Esco2	110.0	136	84	0
Btnl10	110.0	0	220	0
Adamts4	110.0	96	124	0
Zfp672	109.5	120	99	0
Tor1aip2	109.5	90	129	0
Tor1aip1	109.5	90	129	0
Tmem259	109.5	102	117	0
Snrpc	109.5	117	102	0
Sdhaf1	109.5	125	94	0
Nrf1	109.5	103	116	0
Nemp1	109.5	93	126	0
Mybbp1a	109.5	153	66	0
Msra	109.5	98	121	0
Kremen1	109.5	219	0	0
Gkn2	109.5	219	0	0
Crocc	109.5	219	0	0
Cnn2	109.5	102	117	0
Celf1	109.5	0	219	0
Ccdc167	109.5	121	98	0
Zfp236	109.0	0	218	0
Slc25a38	109.0	94	124	0
Sirt4	109.0	218	0	0
Sh3bp5l	109.0	120	98	0
Rnf5	109.0	125	93	0
Percc1	109.0	103	115	0
Pbrm1	109.0	126	92	0
Il4	109.0	122	96	0
Hnrnpa0	109.0	96	122	0
Gsdma	109.0	155	63	0
Dusp3	109.0	100	118	0
Cpt1b	109.0	93	125	0
Chkb	109.0	93	125	0
Cfap97d1	109.0	100	118	0
Cers2	109.0	0	218	0
BC003965	109.0	103	115	0
Anxa9	109.0	0	218	0
Angptl8	109.0	0	218	0
Agpat1	109.0	125	93	0
Zfyve1	108.5	128	89	0
Zfp788	108.5	116	101	0
Ttc32	108.5	0	217	0
Tomm5	108.5	99	118	0
Slf2	108.5	123	94	0
Ndufv2	108.5	102	115	0
Ltb4r2	108.5	62	155	0
Kpnb1	108.5	74	143	0
Fem1a	108.5	0	217	0
Eif4b	108.5	74	143	0
Cideb	108.5	62	155	0
Btg1	108.5	217	0	0
Atp13a1	108.5	98	119	0
Wipf1	108.0	115	101	0
Uba5	108.0	103	113	0
Tmppe	108.0	216	0	0
Ptgr2	108.0	111	105	0
Ptbp1	108.0	135	81	0
Mtif2	108.0	111	105	0
Espl1	108.0	0	216	0
Eif3j2	108.0	127	89	0
Eif3j1	108.0	127	89	0
Dnm1l	108.0	85	131	0
Commd6	108.0	89	127	0
Cks2	108.0	123	93	0
Acsl5	108.0	96	120	0
Acad11	108.0	103	113	0
Zfp871	107.5	105	110	0
Uqcr11	107.5	0	215	0
Ubl7	107.5	93	122	0
Trpm7	107.5	116	99	0
St7	107.5	86	129	0
Mthfsl	107.5	215	0	0
Mpdu1	107.5	109	106	0
Hyou1	107.5	130	85	0
Hcn3	107.5	103	112	0
Gsk3a	107.5	130	85	0
Gm45927	107.5	103	112	0
Fam222b	107.5	98	117	0
Elf1	107.5	110	105	0
Clk2	107.5	103	112	0
Clk1	107.5	129	86	0
Cenpm	107.5	215	0	0
Tulp2	107.0	101	113	0
Smg7	107.0	114	100	0
S1pr4	107.0	73	141	0
Pkd1l3	107.0	98	116	0
Peli1	107.0	122	92	0
Peak1	107.0	105	109	0
Nucb1	107.0	101	113	0
Ncln	107.0	73	141	0
Magohb	107.0	89	125	0
Katna1	107.0	214	0	0
Jrkl	107.0	97	117	0
Id2	107.0	214	0	0
Hmg20a	107.0	105	109	0
Fgf1	107.0	214	0	0
Ccdc82	107.0	97	117	0
C1d	107.0	93	121	0
Atr	107.0	111	103	0
Alyref2	107.0	214	0	0
1700065D16Rik	107.0	111	103	0
Tubb4b	106.5	114	99	0
Trim41	106.5	81	132	0
Tmem79	106.5	92	121	0
Spg11	106.5	117	96	0
Smg5	106.5	92	121	0
Pou2f2	106.5	84	129	0
Lman2l	106.5	0	213	0
Isg20	106.5	213	0	0
Evi2a	106.5	213	0	0
Evi2	106.5	213	0	0
Eif4g3	106.5	0	213	0
Cdc27	106.5	107	106	0
Arf4	106.5	89	124	0
Tmem50a	106.0	80	132	0
Tlcd1	106.0	85	127	0
Thrb	106.0	212	0	0
Prpf4b	106.0	114	98	0
Morf4l1	106.0	123	89	0
Mageb3	106.0	103	109	0
Eef1a1	106.0	0	212	0
Eci1	106.0	117	95	0
Ctdspl2	106.0	103	109	0
Ccdc107	106.0	98	114	0
A630001G21Rik	106.0	102	110	0
Zfp953	105.5	116	95	0
Tor4a	105.5	137	74	0
Sf3a3	105.5	0	211	0
Prrt2	105.5	118	93	0
Net1	105.5	81	130	0
Mllt10	105.5	88	123	0
Micu3	105.5	130	81	0
Gm13286	105.5	0	211	0
Gm13283	105.5	0	211	0
Gm13271	105.5	0	211	0
Exo5	105.5	115	96	0
Chac2	105.5	125	86	0
Samsn1	105.0	97	113	0
N6amt1	105.0	96	114	0
Mon1b	105.0	0	210	0
Gadd45gip1	105.0	112	98	0
Commd1	105.0	72	138	0
Azin1	105.0	134	76	0
Usp34	104.5	89	120	0
Tyw3	104.5	109	100	0
Tmem258	104.5	127	82	0
Tatdn1	104.5	77	132	0
Sap30bp	104.5	209	0	0
Recql5	104.5	209	0	0
Ndufb9	104.5	77	132	0
Fen1	104.5	127	82	0
Desi2	104.5	101	108	0
Cryz	104.5	109	100	0
Bod1l	104.5	90	119	0
Xbp1	104.0	126	82	0
Utp23	104.0	95	113	0
Unk	104.0	120	88	0
Suz12	104.0	105	103	0
Srp9	104.0	102	106	0
Rpl31	104.0	74	134	0
Nsun3	104.0	107	101	0
Grin1	104.0	208	0	0
Srsf3	103.5	94	113	0
Nphp3	103.5	135	72	0
Lrrc8c	103.5	126	81	0
Hnrnpa3	103.5	91	116	0
Hipk2	103.5	149	58	0
Eef2kmt	103.5	102	105	0
Cep164	103.5	80	127	0
Zfp770	103.0	110	96	0
Zcchc10	103.0	105	101	0
Mknk2	103.0	78	128	0
Klhl7	103.0	127	79	0
Hoxd4	103.0	206	0	0
Golph3	103.0	97	109	0
Exoc7	103.0	0	206	0
Ccm2	103.0	91	115	0
Ano6	103.0	0	206	0
Trpv2	102.5	87	118	0
Synrg	102.5	134	71	0
Poldip3	102.5	83	122	0
Mthfd1	102.5	205	0	0
Msto1	102.5	0	205	0
Lmbr1l	102.5	205	0	0
Hemk1	102.5	0	205	0
Gpr152	102.5	205	0	0
Ddx52	102.5	128	77	0
Cd48	102.5	0	205	0
Cabp4	102.5	205	0	0
6430571L13Rik	102.5	0	205	0
Zfp687	102.0	104	100	0
Trim30a	102.0	204	0	0
Syk	102.0	103	101	0
Slfn3	102.0	204	0	0
Polr3gl	102.0	103	101	0
Pdss2	102.0	92	112	0
Kctd20	102.0	86	118	0
Fancl	102.0	99	105	0
Epor	102.0	0	204	0
Ankrd34a	102.0	103	101	0
Thrap3	101.5	74	129	0
Slc25a1	101.5	97	106	0
Sfpq	101.5	0	203	0
Rsrc2	101.5	93	110	0
Plxnb2	101.5	203	0	0
Pagr1a	101.5	110	93	0
N4bp2	101.5	102	101	0
Mycbp2	101.5	116	87	0
Mvp	101.5	110	93	0
L3hypdh	101.5	140	63	0
Kntc1	101.5	93	110	0
Kdm4a	101.5	130	73	0
Jkamp	101.5	140	63	0
Gng2	101.5	203	0	0
Angel2	101.5	118	85	0
Actr1b	101.5	203	0	0
4933424G06Rik	101.5	203	0	0
Zfp54	101.0	125	77	0
Ttc17	101.0	127	75	0
Tmem97	101.0	59	143	0
Thumpd3	101.0	107	95	0
Phf7	101.0	78	124	0
Ogt	101.0	79	123	0
Mtmr3	101.0	90	112	0
Kdsr	101.0	0	202	0
Fut10	101.0	0	202	0
Coro6	101.0	0	202	0
Cep43	101.0	88	114	0
Capns1	101.0	102	100	0
Bap1	101.0	78	124	0
Ap5b1	101.0	97	105	0
Slc37a2	100.5	201	0	0
Sec14l4	100.5	201	0	0
Park7	100.5	101	100	0
Mtrex	100.5	83	118	0
Il6ra	100.5	201	0	0
Herc6	100.5	0	201	0
Gbp2	100.5	201	0	0
Foxk2	100.5	84	117	0
Dnajc24	100.5	0	201	0
Dhx29	100.5	83	118	0
Btbd9	100.5	95	106	0
Tfrc	100.0	102	98	0
Synj2bp	100.0	110	90	0
Rpl5	100.0	64	136	0
Gm20498	100.0	110	90	0
Ercc4	100.0	200	0	0
Ctu1	100.0	200	0	0
Crebrf	100.0	82	118	0
Cdc37	100.0	0	200	0
Atg2a	100.0	200	0	0
Xrcc1	99.5	199	0	0
Stam	99.5	0	199	0
Sacm1l	99.5	108	91	0
Pinlyp	99.5	199	0	0
Nme4	99.5	0	199	0
Mthfs	99.5	75	124	0
Mrps35	99.5	83	116	0
Lta4h	99.5	116	83	0
Eif4a3	99.5	104	95	0
Arfgap1	99.5	97	102	0
Zmynd12	99.0	198	0	0
Rsad1	99.0	80	118	0
Ppcs	99.0	198	0	0
Pak2	99.0	117	81	0
Limk2	99.0	72	126	0
Galnt11	99.0	198	0	0
Cmip	99.0	198	0	0
1810037I17Rik	99.0	198	0	0
Zfp354c	98.5	80	117	0
Zcchc8	98.5	86	111	0
Tmem221	98.5	109	88	0
Maz	98.5	125	72	0
Hoatz	98.5	197	0	0
H2-K1	98.5	107	90	0
Asb1	98.5	0	197	0
Usf3	98.0	196	0	0
Ticam1	98.0	121	75	0
Thoc5	98.0	76	120	0
Rpl14	98.0	93	103	0
Mrpl52	98.0	196	0	0
Mmp14	98.0	196	0	0
Lrriq3	98.0	80	116	0
Ier2	98.0	97	99	0
Fpgt	98.0	80	116	0
Ciz1	98.0	116	80	0
Ccdc77	98.0	116	80	0
Bcl10	98.0	196	0	0
Aarsd1	98.0	119	77	0
Txlna	97.5	105	90	0
Tmed1	97.5	0	195	0
Tespa1	97.5	115	80	0
Sharpin	97.5	107	88	0
Rsl1	97.5	195	0	0
Rplp0	97.5	0	195	0
Rpl23a	97.5	68	127	0
Rpap2	97.5	74	121	0
Rnf168	97.5	195	0	0
Prr5	97.5	195	0	0
Maf1	97.5	107	88	0
H2-Ab1	97.5	195	0	0
Gm35339	97.5	107	88	0
Glmn	97.5	74	121	0
Gcn1	97.5	0	195	0
Csrnp2	97.5	195	0	0
Atn1	97.5	95	100	0
Anxa7	97.5	93	102	0
Abcb8	97.5	108	87	0
Zfp747	97.0	194	0	0
Tm2d2	97.0	109	85	0
Smap2	97.0	87	107	0
Shld1	97.0	110	84	0
Scaf11	97.0	85	109	0
Eif4e3	97.0	194	0	0
Dennd6b	97.0	108	86	0
Cd300ld3	97.0	194	0	0
Atf2	97.0	92	102	0
Adam9	97.0	109	85	0
Vps13b	96.5	102	91	0
Ttc4	96.5	0	193	0
Rabac1	96.5	0	193	0
Pold1	96.5	100	93	0
Keap1	96.5	0	193	0
Gnb1l	96.5	102	91	0
Fasn	96.5	0	193	0
Dhx36	96.5	97	96	0
Denr	96.5	193	0	0
Ddit4	96.5	193	0	0
Adam8	96.5	193	0	0
Usp40	96.0	130	62	0
Txnl4b	96.0	0	192	0
Stxbp3	96.0	78	114	0
Spata1	96.0	112	80	0
Soat2	96.0	0	192	0
Sirt6	96.0	101	91	0
Rps12	96.0	64	128	0
Ppp3cb	96.0	80	112	0
Polr1b	96.0	0	192	0
Myh10	96.0	0	192	0
Mllt3	96.0	74	118	0
Mios	96.0	91	101	0
Leprot	96.0	0	192	0
Khdc4	96.0	60	132	0
Gng5	96.0	112	80	0
Gm38510	96.0	192	0	0
Elob	96.0	95	97	0
Dhx38	96.0	0	192	0
Dennd1b	96.0	111	81	0
Ankrd24	96.0	101	91	0
AW549877	96.0	83	109	0
Tonsl	95.5	107	84	0
Tfap4	95.5	94	97	0
Tank	95.5	88	103	0
St3gal1	95.5	191	0	0
Snrpa	95.5	117	74	0
Rpl18a	95.5	107	84	0
Paxx	95.5	77	114	0
Oxld1	95.5	107	84	0
Idh3b	95.5	118	73	0
Crem	95.5	117	74	0
Ccdc137	95.5	107	84	0
BC024978	95.5	117	74	0
Tsen54	95.0	98	92	0
Rinl	95.0	101	89	0
Rgs18	95.0	0	190	0
Pex3	95.0	100	90	0
Mbtps1	95.0	109	81	0
Itsn1	95.0	79	111	0
Itga4	95.0	87	103	0
Gtf2h4	95.0	110	80	0
Ggps1	95.0	117	73	0
Gars	95.0	190	0	0
Ebp	95.0	85	105	0
Cxcr5	95.0	190	0	0
Cryzl1	95.0	79	111	0
Caskin2	95.0	98	92	0
B3gnt2	95.0	96	94	0
Arid4b	95.0	117	73	0
Adat2	95.0	100	90	0
Smarca2	94.5	189	0	0
Polr3b	94.5	98	91	0
Pcnx3	94.5	189	0	0
Nudt4	94.5	91	98	0
Mapt	94.5	100	89	0
Map3k11	94.5	189	0	0
Ifrd2	94.5	93	96	0
Gaa	94.5	108	81	0
Casp8	94.5	114	75	0
Bnipl	94.5	0	189	0
Adprh	94.5	92	97	0
Zfp341	94.0	0	188	0
Tmem229b	94.0	188	0	0
Ppp4r1	94.0	131	57	0
Pde6g	94.0	107	81	0
Il10rb	94.0	188	0	0
Gdf15	94.0	188	0	0
Fgfbp3	94.0	88	100	0
Elk4	94.0	188	0	0
Cyth3	94.0	0	188	0
Ube2g1	93.5	187	0	0
Slc1a4	93.5	95	92	0
Sertad3	93.5	102	85	0
Nkiras2	93.5	107	80	0
Gramd1c	93.5	113	74	0
Fmo2	93.5	187	0	0
Dyrk1a	93.5	89	98	0
Cdc14a	93.5	102	85	0
Caprin1	93.5	0	187	0
Baz2a	93.5	187	0	0
Aff4	93.5	104	83	0
Zpbp2	93.0	0	186	0
Prkrip1	93.0	186	0	0
Plekhg3	93.0	186	0	0
Pex16	93.0	83	103	0
Large2	93.0	83	103	0
Harbi1	93.0	112	74	0
Grb7	93.0	186	0	0
Foxo1	93.0	186	0	0
Dars	93.0	110	76	0
Atg13	93.0	112	74	0
Arl6ip1	93.0	70	116	0
Acsf3	93.0	0	186	0
Wipi2	92.5	69	116	0
Wdr45	92.5	0	185	0
Usp44	92.5	85	100	0
Trub1	92.5	86	99	0
Tdp1	92.5	114	71	0
Sp4	92.5	0	185	0
Snx1	92.5	106	79	0
Rsph3a	92.5	0	185	0
Pbld2	92.5	185	0	0
Mrpl11	92.5	72	113	0
Med17	92.5	0	185	0
Me2	92.5	0	185	0
L3mbtl3	92.5	185	0	0
Ints1	92.5	110	75	0
Hnrnph3	92.5	185	0	0
Gins1	92.5	85	100	0
Efcab11	92.5	114	71	0
Ciao2a	92.5	106	79	0
Chordc1	92.5	0	185	0
Cep170b	92.5	0	185	0
Asap1	92.5	86	99	0
Syt14	92.0	0	184	0
Hoxc8	92.0	0	184	0
Atg4d	92.0	0	184	0
Arl5a	92.0	184	0	0
Adap1	92.0	184	0	0
Snrnp70	91.5	97	86	0
Slc43a2	91.5	85	98	0
Sema4d	91.5	106	77	0
Scnm1	91.5	74	109	0
Qtrt1	91.5	0	183	0
Nup188	91.5	97	86	0
Nipsnap2	91.5	114	69	0
Lysmd1	91.5	74	109	0
Gpn3	91.5	90	93	0
Gmip	91.5	183	0	0
Fbxo48	91.5	0	183	0
Fam216a	91.5	90	93	0
Fam172a	91.5	116	67	0
Dolk	91.5	97	86	0
Cfap46	91.5	183	0	0
Tfdp1	91.0	111	71	0
Supt5	91.0	107	75	0
Nfe2l2	91.0	79	103	0
Mxra7	91.0	182	0	0
Map3k5	91.0	182	0	0
Lrrc3c	91.0	182	0	0
Icmt	91.0	59	123	0
Glis2	91.0	0	182	0
Cetn4	91.0	182	0	0
Ccin	91.0	96	86	0
Calcoco1	91.0	0	182	0
Bbs12	91.0	182	0	0
Arpc3	91.0	85	97	0
Top2a	90.5	109	72	0
Ptprcap	90.5	181	0	0
Pik3ca	90.5	81	100	0
Phf21b	90.5	79	102	0
Knl1	90.5	114	67	0
Hnrnpf	90.5	84	97	0
Cox10	90.5	181	0	0
Cln3	90.5	0	181	0
Apobr	90.5	0	181	0
Zfpl1	90.0	78	102	0
Trap1a	90.0	0	180	0
Smim17	90.0	0	180	0
Sirt1	90.0	180	0	0
Recql	90.0	0	180	0
Ptbp3	90.0	0	180	0
Pole2	90.0	180	0	0
Nfatc2ip	90.0	0	180	0
Itfg2	90.0	74	106	0
Golt1b	90.0	0	180	0
Gbp7	90.0	180	0	0
Cyp4f17	90.0	180	0	0
Cpq	90.0	0	180	0
Cdca5	90.0	78	102	0
Afg1l	90.0	180	0	0
Zbtb44	89.5	68	111	0
Slirp	89.5	82	97	0
Psd4	89.5	179	0	0
Nrp	89.5	82	97	0
Ncbp2	89.5	80	99	0
Mre11a	89.5	0	179	0
Krt10	89.5	179	0	0
Icam1	89.5	104	75	0
Hax1	89.5	0	179	0
Fcgr1	89.5	0	179	0
Ankrd49	89.5	0	179	0
Alkbh1	89.5	82	97	0
0610012G03Rik	89.5	80	99	0
Zscan30	89.0	72	106	0
Zfp35	89.0	72	106	0
Zfand5	89.0	85	93	0
Tsacc	89.0	98	80	0
Sumo2	89.0	77	101	0
Rassf5	89.0	81	97	0
Pigv	89.0	78	100	0
Pacs2	89.0	0	178	0
Mt1	89.0	0	178	0
Mgll	89.0	178	0	0
Gdf3	89.0	0	178	0
Cct3	89.0	98	80	0
Abcc5	89.0	0	178	0
2010315B03Rik	89.0	111	67	0
Rsrp1	88.5	0	177	0
Rin1	88.5	177	0	0
Psmd4	88.5	0	177	0
Kansl3	88.5	100	77	0
Gon4l	88.5	177	0	0
Gck	88.5	104	73	0
Fer1l5	88.5	100	77	0
Eif3e	88.5	73	104	0
Ebf1	88.5	177	0	0
Dhx30	88.5	0	177	0
Ccl6	88.5	177	0	0
2510002D24Rik	88.5	177	0	0
Rnase4	88.0	82	94	0
Nudt17	88.0	0	176	0
Nek11	88.0	82	94	0
Mc5r	88.0	0	176	0
Krt222	88.0	176	0	0
Icos	88.0	176	0	0
Gspt1	88.0	87	89	0
Cenpv	88.0	72	104	0
Calhm2	88.0	93	83	0
Atf3	88.0	176	0	0
Aste1	88.0	82	94	0
Ang	88.0	82	94	0
Txndc17	87.5	88	87	0
Trim12c	87.5	89	86	0
Rnase6	87.5	100	75	0
Pcnp	87.5	110	65	0
Oxct1	87.5	0	175	0
N4bp2l2	87.5	0	175	0
Lyrm9	87.5	0	175	0
Hdhd3	87.5	72	103	0
Entpd1	87.5	175	0	0
D8Ertd738e	87.5	0	175	0
Cep170	87.5	68	107	0
Cebpd	87.5	175	0	0
Cd69	87.5	175	0	0
4933427D14Rik	87.5	88	87	0
Zfat	87.0	0	174	0
Zbtb42	87.0	0	174	0
Usp3	87.0	0	174	0
Trmt44	87.0	93	81	0
Tanc2	87.0	174	0	0
Taf1d	87.0	0	174	0
Spns1	87.0	92	82	0
Socs3	87.0	174	0	0
Rbm12	87.0	87	87	0
Pprc1	87.0	73	101	0
Pmepa1	87.0	174	0	0
Mta2	87.0	174	0	0
Marchf6	87.0	77	97	0
Lnpep	87.0	79	95	0
Kif5b	87.0	0	174	0
Ino80d	87.0	73	101	0
Inf2	87.0	0	174	0
Fktn	87.0	174	0	0
Ddx6	87.0	0	174	0
Cpne1	87.0	87	87	0
Armc1	87.0	75	99	0
Akt1	87.0	0	174	0
4931406C07Rik	87.0	0	174	0
Zfp809	86.5	0	173	0
Urad	86.5	0	173	0
Tbc1d13	86.5	0	173	0
Swsap1	86.5	0	173	0
Sdcbp	86.5	80	93	0
Kifap3	86.5	0	173	0
Fam227b	86.5	173	0	0
Eif3c	86.5	105	68	0
Dtwd1	86.5	173	0	0
Bbs2	86.5	173	0	0
Aven	86.5	65	108	0
Wsb1	86.0	95	77	0
Smim6	86.0	0	172	0
Rpp30	86.0	0	172	0
Papolg	86.0	172	0	0
Ap1s2	86.0	0	172	0
Zmynd8	85.5	0	171	0
Ubxn8	85.5	171	0	0
Tnfsf8	85.5	171	0	0
Rps14	85.5	68	103	0
Rpl29	85.5	0	171	0
Rint1	85.5	0	171	0
Pus7	85.5	0	171	0
Prkag1	85.5	0	171	0
Mtrf1	85.5	66	105	0
Kdm4b	85.5	0	171	0
Hectd1	85.5	0	171	0
C130026I21Rik	85.5	171	0	0
Zfp148	85.0	170	0	0
Ubac2	85.0	97	73	0
Tarbp2	85.0	0	170	0
Smdt1	85.0	0	170	0
S100a11	85.0	170	0	0
Pheta2	85.0	0	170	0
Naga	85.0	0	170	0
Mcoln3	85.0	170	0	0
Map3k12	85.0	0	170	0
Gbx1	85.0	0	170	0
Cd74	85.0	170	0	0
Bmt2	85.0	170	0	0
Baz2b	85.0	170	0	0
Avpi1	85.0	0	170	0
Zfp36l2	84.5	0	169	0
Slx4	84.5	169	0	0
Psmb8	84.5	94	75	0
Pigk	84.5	169	0	0
Klhdc2	84.5	169	0	0
Fam166b	84.5	0	169	0
Cstf2	84.5	71	98	0
Casp8ap2	84.5	169	0	0
Unc13a	84.0	0	168	0
Nos2	84.0	80	88	0
Hspa9	84.0	72	96	0
Enpp5	84.0	0	168	0
Csnk1g2	84.0	168	0	0
Ccl5	84.0	168	0	0
Atp1b3	84.0	168	0	0
Aldh18a1	84.0	92	76	0
Adgrg7	84.0	0	168	0
Zfp933	83.5	0	167	0
Smim5	83.5	0	167	0
Slc37a4	83.5	167	0	0
Rasd1	83.5	167	0	0
Rap1gap2	83.5	86	81	0
Puf60	83.5	81	86	0
Myh9	83.5	167	0	0
Megf8	83.5	167	0	0
Lrmp	83.5	96	71	0
Col10a1	83.5	167	0	0
Cfap126	83.5	68	99	0
Cebpg	83.5	95	72	0
Cdc16	83.5	0	167	0
Anapc5	83.5	167	0	0
Tmem268	83.0	93	73	0
Sstr2	83.0	0	166	0
Scpep1	83.0	166	0	0
Parvb	83.0	0	166	0
Mettl2	83.0	0	166	0
Gpx1	83.0	0	166	0
Clasp1	83.0	97	69	0
Chfr	83.0	166	0	0
Cdkn1b	83.0	96	70	0
Ambra1	83.0	166	0	0
Tmbim7	82.5	0	165	0
Rsbn1	82.5	0	165	0
Rnf31	82.5	165	0	0
Ppa2	82.5	165	0	0
Osm	82.5	85	80	0
Nrbp1	82.5	165	0	0
Mrpl4	82.5	0	165	0
Gatb	82.5	81	84	0
Fitm2	82.5	98	67	0
Fam219b	82.5	165	0	0
Emp3	82.5	0	165	0
Elovl7	82.5	165	0	0
Dcp1a	82.5	0	165	0
Ccdc114	82.5	0	165	0
Atad1	82.5	165	0	0
Ank2	82.5	165	0	0
A4galt	82.5	165	0	0
3830406C13Rik	82.5	165	0	0
Zpr1	82.0	0	164	0
Zfyve19	82.0	81	83	0
Tasor2	82.0	164	0	0
Sphk2	82.0	88	76	0
Skil	82.0	0	164	0
Rpl18	82.0	88	76	0
Pyroxd2	82.0	0	164	0
Fam83e	82.0	88	76	0
Dnajc17	82.0	81	83	0
Apoa5	82.0	0	164	0
Acyp1	82.0	164	0	0
2700062C07Rik	82.0	0	164	0
Unc13d	81.5	0	163	0
Trim65	81.5	0	163	0
Ranbp3	81.5	0	163	0
Rac2	81.5	88	75	0
Ppib	81.5	0	163	0
Pkn2	81.5	163	0	0
Pcdh19	81.5	0	163	0
Ilf3	81.5	0	163	0
Cenpa	81.5	79	84	0
Ccnyl1	81.5	0	163	0
Zfp180	81.0	162	0	0
Zbtb40	81.0	0	162	0
Tceal3	81.0	0	162	0
Ptpn21	81.0	0	162	0
Psph	81.0	0	162	0
Nrap	81.0	0	162	0
Mydgf	81.0	162	0	0
Crnkl1	81.0	162	0	0
Cfap61	81.0	162	0	0
Cct6a	81.0	0	162	0
Ap1m2	81.0	0	162	0
Zmiz1	80.5	161	0	0
Syt11	80.5	161	0	0
Snx5	80.5	0	161	0
Slc39a4	80.5	161	0	0
Rpl13	80.5	88	73	0
Proser3	80.5	0	161	0
Nfatc4	80.5	0	161	0
Mpv17	80.5	73	88	0
Mgme1	80.5	0	161	0
Ifi47	80.5	0	161	0
Hspb6	80.5	0	161	0
Gnl3l	80.5	85	76	0
Gapdhs	80.5	161	0	0
Fam89a	80.5	161	0	0
Cfdp1	80.5	75	86	0
Xpot	80.0	0	160	0
Washc4	80.0	160	0	0
Smg9	80.0	160	0	0
Selplg	80.0	160	0	0
Odf2l	80.0	160	0	0
Mis18bp1	80.0	84	76	0
Men1	80.0	65	95	0
Jak2	80.0	0	160	0
Gpd1	80.0	0	160	0
Gna13	80.0	160	0	0
Gm7592	80.0	160	0	0
Gm525	80.0	160	0	0
Gba	80.0	0	160	0
Emc7	80.0	0	160	0
