Target_genes	Hes1|Average	SRX1550525|Macrophages	SRX1550526|Macrophages	STRING
Nbeal2	182.5	146	219	0
Fam72a	182.5	166	199	0
Eefsec	182.5	158	207	0
Dop1b	182.5	218	147	0
Ccdc12	182.5	146	219	0
Bcor	182.5	182	183	0
Tmem43	182.0	264	100	0
Slc19a2	182.0	215	149	0
Hdac2	182.0	250	114	0
Entpd6	182.0	250	114	0
Dhrs3	182.0	141	223	0
Chchd4	182.0	264	100	0
Ccdc6	182.0	219	145	0
Tmcc3	181.5	261	102	0
Tfeb	181.5	216	147	0
Impa2	181.5	200	163	0
Akap11	181.5	363	0	0
Actn4	181.5	253	110	0
Il17d	181.0	362	0	0
H4c9	181.0	178	184	0
H4c8	181.0	155	207	0
H3c8	181.0	155	207	0
H2bc11	181.0	178	184	0
H2ac11	181.0	178	184	0
H2ac10	181.0	155	207	0
Nr1d1	180.0	179	181	0
Nek7	180.0	158	202	0
Fbxl5	180.0	197	163	0
Usp16	179.5	175	184	0
Prickle1	179.5	169	190	0
Insm1	179.5	359	0	0
Dennd4c	179.5	182	177	0
Cmpk1	179.5	174	185	0
Ypel1	179.0	185	173	0
Rock1	179.0	203	155	0
Rhou	179.0	190	168	0
Rfk	179.0	165	193	0
Prtg	179.0	221	137	0
Cd63	179.0	175	183	0
Ascl2	179.0	159	199	0
Abcd3	179.0	139	219	0
Plxnb2	178.5	183	174	0
Zswim5	178.0	356	0	0
Tmem74b	178.0	199	157	0
Tlk1	178.0	356	0	0
Pwwp2b	178.0	356	0	0
H3c13	178.0	221	135	0
H2bc18	178.0	221	135	0
E2f6	178.0	184	172	0
Ahi1	178.0	166	190	0
Vgll4	177.5	149	206	0
Smc4	177.5	220	135	0
Rnf165	177.5	191	164	0
Prdx3	177.5	224	131	0
Ift80	177.5	220	135	0
Enpp1	177.5	155	200	0
Rab14	177.0	145	209	0
Pkmyt1	176.5	173	180	0
Med26	176.5	148	205	0
Lpin2	176.5	353	0	0
Exosc6	176.5	158	195	0
Derl1	176.5	153	200	0
H4c12	176.0	184	168	0
H2bc15	176.0	184	168	0
H2ac15	176.0	184	168	0
Cyp1b1	176.0	191	161	0
Tnfsf13	175.5	157	194	0
Tmem243	175.5	96	255	0
Senp3	175.5	157	194	0
Nat8l	175.5	177	174	0
Bambi	175.5	149	202	0
Arl4a	175.5	238	113	0
Zbtb9	175.0	223	127	0
Taok1	175.0	191	159	0
Prmt3	175.0	149	201	0
Dnajb2	175.0	141	209	0
A630095N17Rik	175.0	141	209	0
Otulin	174.5	216	133	0
Mrpl40	174.5	164	185	0
Mpp6	174.5	349	0	0
Mllt11	174.5	181	168	0
Hira	174.5	164	185	0
Dnajc3	174.5	222	127	0
Cotl1	174.5	168	181	0
Cdkn1b	174.5	178	171	0
Cdc42se1	174.5	181	168	0
Adnp	174.5	160	189	0
Trappc8	174.0	182	166	0
Slc25a15	174.0	348	0	0
Ppp1r12a	174.0	218	130	0
Pdgfc	174.0	184	164	0
Vps37a	173.5	138	209	0
Dsp	173.5	224	123	0
Cnot7	173.5	138	209	0
Ly6g6f	173.0	213	133	0
Lrp1	173.0	173	173	0
Igf2r	173.0	216	130	0
Abhd16a	173.0	213	133	0
D5Ertd579e	172.5	345	0	0
Creb1	172.5	235	110	0
Rragc	172.0	217	127	0
Phax	172.0	141	203	0
Per3	172.0	241	103	0
Maneal	172.0	344	0	0
Lsm2	172.0	197	147	0
Fam83d	172.0	231	113	0
Aldh7a1	172.0	141	203	0
Vrk2	171.5	160	183	0
Urod	171.5	188	155	0
Tmem201	171.5	150	193	0
Rasa2	171.5	230	113	0
Rab33b	171.5	194	149	0
Hectd3	171.5	188	155	0
Efr3a	171.5	144	199	0
Stxbp1	171.0	342	0	0
Dnajc10	171.0	201	141	0
Ankrd6	171.0	342	0	0
Tmem117	170.5	341	0	0
Siah1a	170.5	341	0	0
Rapgef1	170.5	341	0	0
Dram1	170.0	121	219	0
Tcf12	169.5	162	177	0
Kdm2b	169.5	339	0	0
H2bc6	169.5	175	164	0
H1f4	169.5	175	164	0
Fam20b	169.5	198	141	0
Timp2	169.0	200	138	0
Stard3nl	169.0	169	169	0
Sap18b	169.0	164	174	0
Sap18	169.0	164	174	0
Isoc1	169.0	256	82	0
Atg5	169.0	179	159	0
Zfp800	168.5	337	0	0
Ten1	168.5	201	136	0
Srxn1	168.5	137	200	0
Man2a2	168.5	202	135	0
H4f16	168.5	147	190	0
H2aj	168.5	147	190	0
Cyren	168.5	149	188	0
Ccdc9	168.5	181	156	0
Btbd6	168.5	201	136	0
Acox1	168.5	201	136	0
Zfp704	168.0	336	0	0
Zc3h6	168.0	182	154	0
Psat1	168.0	201	135	0
Nadk	168.0	193	143	0
Mink1	168.0	220	116	0
Icam5	168.0	142	194	0
Icam4	168.0	142	194	0
Tanc1	167.5	208	127	0
Sgf29	167.5	162	173	0
Klhl15	167.5	160	175	0
Gch1	167.5	159	176	0
Serinc1	167.0	135	199	0
Phlpp1	167.0	187	147	0
Mesp2	167.0	334	0	0
Kdelr3	167.0	232	102	0
Plk2	166.5	148	185	0
Fbxl14	166.5	190	143	0
Nptn	166.0	195	137	0
Lemd3	166.0	332	0	0
Filip1l	166.0	332	0	0
Disc1	166.0	189	143	0
Amotl2	166.0	169	163	0
3110040N11Rik	166.0	111	221	0
Trp53i11	165.5	187	144	0
Tmem191c	165.5	200	131	0
Tmem175	165.5	168	163	0
Gak	165.5	168	163	0
Depdc7	165.5	331	0	0
Baz1b	165.5	123	208	0
Qrfprl	165.0	211	119	0
Ppp6r1	165.0	170	160	0
Fdx1	165.0	162	168	0
Homer1	164.5	147	182	0
Fzd2	164.5	181	148	0
Rnf138	164.0	196	132	0
Pih1d2	164.0	144	184	0
Nkapd1	164.0	144	184	0
Ercc4	164.0	187	141	0
Alg1	164.0	132	196	0
Nap1l4	163.5	225	102	0
Upp2	163.0	326	0	0
Nkain1	163.0	326	0	0
H3c3	163.0	187	139	0
Exosc8	163.0	136	190	0
Colgalt2	163.0	108	218	0
Cnnm1	163.0	326	0	0
Btbd3	163.0	183	143	0
Alg5	163.0	136	190	0
Acvr1	163.0	326	0	0
Srf	162.5	325	0	0
Rbks	162.5	139	186	0
Npc1	162.5	152	173	0
Gsk3b	162.5	131	194	0
Babam2	162.5	139	186	0
Trp53inp1	162.0	238	86	0
Sri	162.0	165	159	0
Rcor2	162.0	324	0	0
Ppm1g	162.0	117	207	0
Mt1	162.0	182	142	0
Kctd20	162.0	179	145	0
Drosha	162.0	182	142	0
Cracdl	162.0	324	0	0
Atxn7	162.0	324	0	0
6030458C11Rik	162.0	182	142	0
Usp31	161.5	175	148	0
Trappc6a	161.5	191	132	0
Ptar1	161.5	200	123	0
Bloc1s3	161.5	191	132	0
Xpo6	161.0	172	150	0
Trmt11	161.0	171	151	0
Sertad1	161.0	125	197	0
Nudt16	161.0	167	155	0
Fam43a	161.0	171	151	0
Dixdc1	161.0	126	196	0
Cry2	161.0	144	178	0
Zfp516	160.5	175	146	0
Utp18	160.5	154	167	0
Mbtd1	160.5	154	167	0
Lactb2	160.5	142	179	0
Kcnh4	160.5	88	233	0
Hcrt	160.5	88	233	0
Cpt1a	160.5	204	117	0
Acot1	160.5	174	147	0
Abcb4	160.5	321	0	0
Zfp653	160.0	179	141	0
Vkorc1l1	160.0	187	133	0
Tpd52	160.0	320	0	0
Pmepa1	160.0	195	125	0
Large1	160.0	65	255	0
Arhgef19	160.0	103	217	0
Zbtb8a	159.5	319	0	0
Slc25a29	159.5	205	114	0
Ttc7	159.0	198	120	0
Snrnp35	159.0	185	133	0
Rilpl2	159.0	185	133	0
Foxk2	159.0	318	0	0
Plekhh3	158.5	168	149	0
Pdss1	158.5	140	177	0
Nars2	158.5	181	136	0
Gls2	158.5	91	226	0
Fh1	158.5	189	128	0
Cntnap1	158.5	168	149	0
Cfl2	158.5	317	0	0
Ccr10	158.5	168	149	0
Bahd1	158.5	317	0	0
Arid2	158.5	197	120	0
Slc35g1	158.0	316	0	0
Osbpl10	158.0	152	164	0
Itpkc	158.0	74	242	0
Fbxl17	158.0	316	0	0
Coq8b	158.0	74	242	0
Repin1	157.5	204	111	0
Osbpl8	157.5	206	109	0
Gm5111	157.5	204	111	0
Cmpk2	157.5	143	172	0
Caprin1	157.5	200	115	0
Nrep	157.0	227	87	0
N4bp2l1	157.0	314	0	0
Mdfic	157.0	145	169	0
Fer	157.0	145	169	0
Acsl4	157.0	181	133	0
Rora	156.5	145	168	0
Gins1	156.5	192	121	0
Ctcf	156.0	312	0	0
Boll	156.0	168	144	0
Abhd18	156.0	179	133	0
Zfp839	155.5	311	0	0
Rbm15b	155.5	190	121	0
Pofut1	155.5	128	183	0
Plagl2	155.5	128	183	0
Mob1b	155.5	215	96	0
Manf	155.5	190	121	0
Lrig2	155.5	102	209	0
Guf1	155.5	129	182	0
Cipc	155.5	113	198	0
Zfp462	155.0	0	310	0
Mettl9	155.0	147	163	0
Ddx17	155.0	176	134	0
Cdc42	155.0	198	112	0
Wdtc1	154.5	135	174	0
Txndc16	154.5	186	123	0
Ssb	154.5	142	167	0
Psma6	154.5	132	177	0
Itga1	154.5	101	208	0
Gpr137c	154.5	186	123	0
Tbkbp1	154.0	157	151	0
Rala	154.0	308	0	0
Lrrk2	154.0	163	145	0
Kcnh1	154.0	185	123	0
Zfp62	153.5	139	168	0
Mmgt2	153.5	307	0	0
Lrrc75a	153.5	307	0	0
Adgrg6	153.5	157	150	0
Vps39	153.0	141	165	0
Tom1l2	153.0	148	158	0
Rcor1	153.0	118	188	0
Drc3	153.0	148	158	0
Cnot8	153.0	151	155	0
Metap1d	152.5	169	136	0
Krit1	152.5	143	162	0
Ankib1	152.5	143	162	0
Selenow	152.0	161	143	0
Rwdd1	152.0	134	170	0
Rap2a	152.0	304	0	0
Hacd1	152.0	155	149	0
Fmnl2	152.0	217	87	0
Wdr12	151.5	168	135	0
Rin3	151.5	303	0	0
Klhdc2	151.5	303	0	0
Fxr2	151.5	155	148	0
Fam171a1	151.5	303	0	0
Carf	151.5	168	135	0
Rcc2	151.0	302	0	0
Ywhag	150.5	301	0	0
Slc1a2	150.0	149	151	0
Itga6	150.0	147	153	0
Spcs3	149.5	136	163	0
Sp1	149.5	127	172	0
Sh3bp5	149.5	157	142	0
Itpkb	149.5	299	0	0
Ccdc88c	149.0	192	106	0
Ap3b1	149.0	162	136	0
Pgm2l1	148.5	178	119	0
Foxj2	148.5	297	0	0
Rabgef1	148.0	110	186	0
Maz	148.0	135	161	0
Crybg1	148.0	155	141	0
Npm1	147.5	144	151	0
Ncl	147.5	196	99	0
Lig3	147.5	295	0	0
Klf14	147.5	295	0	0
Eif4b	147.5	186	109	0
Usp40	147.0	150	144	0
Hmgcr	147.0	159	135	0
Cyp2u1	147.0	147	147	0
Znrf3	146.5	160	133	0
Zdhhc9	146.5	149	144	0
Scamp4	146.5	162	131	0
Pcm1	146.5	140	153	0
Hcfc2	146.5	193	100	0
Adat3	146.5	162	131	0
Swap70	146.0	151	141	0
Rbsn	146.0	145	147	0
Mpp7	146.0	88	204	0
Hscb	146.0	126	166	0
H3c6	146.0	133	159	0
Chek2	146.0	126	166	0
Uhmk1	145.0	290	0	0
Leprotl1	145.0	290	0	0
4931428F04Rik	145.0	143	147	0
Trim24	144.5	125	164	0
Rtn3	144.5	165	124	0
Pif1	144.5	171	118	0
Eri3	144.5	180	109	0
Ubn2	144.0	159	129	0
Tmsb10	144.0	134	154	0
Msra	144.0	166	122	0
Gsc2	144.0	134	154	0
Ess2	144.0	134	154	0
E130308A19Rik	144.0	178	110	0
Ccser1	144.0	288	0	0
Kdm3b	143.5	181	106	0
Tmem249	143.0	155	131	0
Slc52a2	143.0	155	131	0
N4bp1	143.0	286	0	0
Jund	143.0	110	176	0
Iqcn	143.0	110	176	0
Fbxl6	143.0	155	131	0
Pom121	142.5	140	145	0
Fth1	142.5	142	143	0
Rmi2	142.0	284	0	0
Pcmt1	142.0	198	86	0
Nup43	142.0	198	86	0
Nrp1	142.0	174	110	0
Fgf13	142.0	170	114	0
Pgls	141.5	180	103	0
Ing1	141.5	283	0	0
Ulk3	141.0	134	148	0
Ppm1l	141.0	108	174	0
Hps6	141.0	125	157	0
Epb41l1	141.0	153	129	0
Zdhhc14	140.5	173	108	0
Steap3	140.5	182	99	0
Letmd1	140.5	281	0	0
Ctdspl	140.5	281	0	0
Vars	140.0	132	148	0
Rnf125	140.0	149	131	0
D17H6S56E-5	140.0	132	148	0
9230019H11Rik	140.0	157	123	0
Usf2	139.5	135	144	0
Slc24a3	139.5	160	119	0
Frg2f1	139.5	116	163	0
Foxj3	139.5	116	163	0
Dennd1b	139.5	279	0	0
Rpsa	139.0	154	124	0
Cyp20a1	139.0	140	138	0
Znrf4	138.5	165	112	0
Rab15	138.5	277	0	0
Klhdc1	138.5	154	123	0
Dennd5b	138.5	163	114	0
Pdzrn3	138.0	276	0	0
Parp8	138.0	276	0	0
Ercc6l2	138.0	136	140	0
Ccser2	138.0	124	152	0
C1d	138.0	82	194	0
Zxdc	137.5	112	163	0
Slc30a5	137.5	128	147	0
Pptc7	137.5	121	154	0
P2ry6	137.5	183	92	0
Jag1	137.5	152	123	0
Atxn2	137.5	275	0	0
Tspan17	137.0	155	119	0
Naa60	137.0	141	133	0
Hjurp	137.0	119	155	0
Dpf1	137.0	91	183	0
Dip2c	137.0	135	139	0
A730008H23Rik	137.0	119	155	0
Mrs2	136.5	273	0	0
Mfn1	136.5	125	148	0
Isg15	136.5	273	0	0
Hnrnpab	136.5	129	144	0
Cebpg	136.5	120	153	0
Agrn	136.5	273	0	0
Tcta	136.0	272	0	0
Scamp1	136.0	182	90	0
Rhoa	136.0	272	0	0
Prag1	136.0	272	0	0
Hprt	136.0	149	123	0
Gdf7	136.0	124	148	0
Gas2l2	136.0	158	114	0
Ap1s2	136.0	139	133	0
Ttc28	135.5	271	0	0
Pum1	135.0	270	0	0
Mapkapk5	134.5	161	108	0
Ttc14	134.0	135	133	0
Tcf24	134.0	268	0	0
Fam13b	134.0	152	116	0
Arhgap27	134.0	93	175	0
Jak1	133.5	105	162	0
Id3	133.5	162	105	0
Cul9	133.5	108	159	0
Cdc25a	133.5	175	92	0
Srrd	133.0	0	266	0
Rab39	133.0	163	103	0
Pitpnm1	133.0	143	123	0
Hps4	133.0	0	266	0
Cdk2ap2	133.0	143	123	0
Cbarp	133.0	145	121	0
Avpi1	133.0	266	0	0
Atp5d	133.0	145	121	0
Wasl	132.5	160	105	0
Srsf4	132.5	143	122	0
Far1	132.5	128	137	0
Dusp8	132.5	96	169	0
Arhgef2	132.5	152	113	0
Sowaha	132.0	92	172	0
Rapgef6	132.0	125	139	0
Pnrc2	132.0	169	95	0
Id2	132.0	264	0	0
Ythdc2	131.5	133	130	0
Sos2	131.5	263	0	0
Slc12a6	131.5	263	0	0
Plaa	131.5	115	148	0
Nop10	131.5	263	0	0
Neo1	131.5	263	0	0
Gpd2	131.5	159	104	0
Fmr1	131.5	263	0	0
Usp48	131.0	262	0	0
Spata5	131.0	143	119	0
Rp9	131.0	123	139	0
Nudt6	131.0	143	119	0
Ncoa5	131.0	143	119	0
Minpp1	131.0	262	0	0
Dusp9	131.0	129	133	0
Slc9a2	130.5	129	132	0
Cblb	130.5	148	113	0
Zfp568	130.0	120	140	0
Strn	130.0	119	141	0
Rab5if	130.0	107	153	0
Gda	129.5	105	154	0
Clec2l	129.5	259	0	0
Serpinb6a	129.0	112	146	0
Ripk1	129.0	112	146	0
Foxp4	129.0	106	152	0
Foxd1	129.0	258	0	0
Dipk1a	129.0	258	0	0
Cyb561	129.0	258	0	0
Usp6nl	128.5	257	0	0
Rrbp1	128.5	123	134	0
Heatr3	128.5	129	128	0
Tmod3	128.0	158	98	0
Terf1	128.0	123	133	0
Irf7	128.0	256	0	0
Spdya	127.5	162	93	0
Sp9	127.5	115	140	0
Rnd3	127.5	136	119	0
Zfp423	127.0	110	144	0
Tymp	127.0	121	133	0
Sfxn2	127.0	99	155	0
Sco2	127.0	121	133	0
Rps6ka2	127.0	254	0	0
Hccs	127.0	110	144	0
Gm27021	127.0	141	113	0
Gm15246	127.0	110	144	0
Emc8	127.0	141	113	0
Cox4i1	127.0	141	113	0
Arl3	127.0	99	155	0
Rps27l	126.5	105	148	0
Myh9	126.5	117	136	0
Klhl23	126.5	253	0	0
Ak4	126.5	253	0	0
Wrn	126.0	101	151	0
Sumf1	126.0	116	136	0
Purg	126.0	101	151	0
Nrl	126.0	129	123	0
Kit	126.0	138	114	0
Hectd2	126.0	252	0	0
Dvl3	126.0	138	114	0
Yes1	125.5	168	83	0
Ostm1	125.0	107	143	0
Klhl2	125.0	250	0	0
Kif1c	125.0	129	121	0
Inca1	125.0	129	121	0
Gng4	125.0	129	121	0
Elmod2	125.0	110	140	0
Socs6	124.5	249	0	0
Pias2	124.5	249	0	0
Pag1	124.5	122	127	0
H4c11	124.5	119	130	0
Pten	124.0	80	168	0
Auh	124.0	115	133	0
Schip1	123.5	247	0	0
Mier3	123.5	247	0	0
Fam20a	123.5	93	154	0
Ypel2	123.0	141	105	0
Kif26b	123.0	246	0	0
Dpp9	123.0	246	0	0
Tsg101	122.5	146	99	0
S1pr4	122.5	0	245	0
Ncln	122.5	0	245	0
Mthfsl	122.5	139	106	0
Mmp15	122.5	141	104	0
Magi1	122.5	129	116	0
Gab2	122.5	245	0	0
Epb41	122.5	245	0	0
Atp6v1c1	122.5	140	105	0
Tagln2	122.0	164	80	0
Sec24b	122.0	244	0	0
Rnf8	122.0	139	105	0
Aspscr1	122.0	128	116	0
Synm	121.5	137	106	0
Rabep2	121.5	141	102	0
Ogdh	121.5	117	126	0
L2hgdh	121.5	115	128	0
Dmac2l	121.5	115	128	0
Crocc	121.5	117	126	0
Tubb6	121.0	88	154	0
Stk39	121.0	242	0	0
Morc3	121.0	242	0	0
Lrba	121.0	242	0	0
Rbm14	120.5	121	120	0
Insig2	120.5	135	106	0
Igfbp4	120.5	130	111	0
Gm21992	120.5	121	120	0
Wdr26	120.0	152	88	0
Efna5	120.0	240	0	0
Cnih1	120.0	240	0	0
Arl8b	120.0	117	123	0
Tcp11	119.5	136	103	0
Rhoq	119.5	239	0	0
Rab32	119.5	239	0	0
Pkig	119.5	239	0	0
Hmgxb3	119.5	119	120	0
Dennd4a	119.5	123	116	0
Urb2	119.0	238	0	0
Taf5l	119.0	238	0	0
Slc7a5	119.0	111	127	0
Pard3	119.0	238	0	0
Olfm1	119.0	238	0	0
Dnajc21	119.0	238	0	0
F2r	118.5	0	237	0
Ext2	118.5	237	0	0
Ralb	118.0	134	102	0
Hapln2	118.0	126	110	0
Gdf15	118.0	105	131	0
Fmnl3	118.0	134	102	0
Dctd	118.0	236	0	0
Tbl2	117.5	125	110	0
Rcan1	117.5	235	0	0
Rbm43	117.5	103	132	0
Prkab2	117.5	88	147	0
Mtch1	117.5	112	123	0
Arid1b	117.5	112	123	0
Setdb1	117.0	234	0	0
Mtg2	117.0	147	87	0
Mreg	117.0	234	0	0
Klf7	117.0	124	110	0
Egln2	117.0	86	148	0
Ssh1	116.5	233	0	0
Sorbs1	116.5	129	104	0
Mrfap1	116.5	113	120	0
Dock1	116.5	233	0	0
Sbk1	116.0	232	0	0
Rhobtb3	116.0	232	0	0
Eps8	116.0	232	0	0
Dusp11	116.0	127	105	0
Zfp217	115.5	231	0	0
Usp22	115.5	103	128	0
Ubtd1	115.5	136	95	0
Traf3	115.5	231	0	0
Mms19	115.5	136	95	0
Creb5	115.5	103	128	0
Aldh3a2	115.5	120	111	0
Olfr806	115.0	0	230	0
Zc3h7a	114.5	92	137	0
Wnt2b	114.5	229	0	0
Trak2	114.5	119	110	0
Spint1	114.5	105	124	0
Pdpk1	114.5	103	126	0
Arhgap39	114.5	229	0	0
Ube2f	114.0	126	102	0
Stmn1	114.0	228	0	0
Saysd1	113.5	95	132	0
Rasl11a	113.5	115	112	0
Nipsnap3b	113.5	112	115	0
Icmt	113.5	107	120	0
Tmem120a	113.0	226	0	0
Crim1	113.0	226	0	0
Srcap	112.5	225	0	0
Sprtn	112.5	0	225	0
Smox	112.5	225	0	0
Mtch2	112.5	138	87	0
Kctd9	112.5	225	0	0
Hhat	112.5	102	123	0
Exoc8	112.5	0	225	0
E130309D02Rik	112.5	102	123	0
Cdca2	112.5	225	0	0
Stag2	112.0	224	0	0
Sec62	112.0	123	101	0
Ralbp1	112.0	97	127	0
Vapa	111.5	223	0	0
Rflnb	111.5	223	0	0
Rai14	111.5	86	137	0
Kcnc3	111.5	223	0	0
Gadd45g	111.5	223	0	0
D630045J12Rik	111.5	223	0	0
Smdt1	111.0	0	222	0
Sh3rf1	111.0	222	0	0
Rab23	111.0	146	76	0
Pheta2	111.0	0	222	0
Papola	111.0	117	105	0
Nos1ap	111.0	222	0	0
Naga	111.0	0	222	0
Mbd2	111.0	118	104	0
Hlcs	111.0	104	118	0
Scap	110.5	221	0	0
Rabif	110.5	221	0	0
Atr	110.5	0	221	0
1700065D16Rik	110.5	0	221	0
Ube2r2	110.0	220	0	0
Srsf1	110.0	0	220	0
Smagp	110.0	220	0	0
Slc39a14	110.0	0	220	0
Senp8	109.5	116	103	0
Ptges3	109.5	83	136	0
Pbx3	109.5	219	0	0
Otud7b	109.5	219	0	0
Myo9a	109.5	116	103	0
Epcam	109.5	219	0	0
Rmdn2	109.0	85	133	0
Riox1	109.0	218	0	0
Kif1b	109.0	218	0	0
Nktr	108.5	70	147	0
Atf7ip	108.5	90	127	0
Akap10	108.0	0	216	0
Sdccag8	107.5	93	122	0
Hlx	107.5	215	0	0
Cep170	107.5	93	122	0
Spryd7	107.0	214	0	0
Nuak1	107.0	214	0	0
Brf1	107.0	214	0	0
Srsf9	106.5	213	0	0
Slc6a17	106.5	0	213	0
Nup205	106.5	85	128	0
Mcub	106.5	91	122	0
Ice1	106.5	213	0	0
H3c7	106.5	84	129	0
H2bc9	106.5	84	129	0
Ssx2ip	106.0	212	0	0
Rhot1	106.0	136	76	0
Gpr25	105.5	211	0	0
Cast	105.5	211	0	0
Tpgs2	105.0	210	0	0
P4hb	105.0	87	123	0
Cxcl2	105.0	117	93	0
AW554918	105.0	210	0	0
Kif27	104.5	209	0	0
Gas1	104.5	209	0	0
Bclaf1	104.5	209	0	0
Zfp341	104.0	208	0	0
Lima1	104.0	0	208	0
Cand1	104.0	122	86	0
Cacnb2	104.0	0	208	0
Tgfbrap1	103.5	207	0	0
Supt4a	103.5	0	207	0
Sdc1	103.5	0	207	0
Map6	103.5	97	110	0
Lgr4	103.5	207	0	0
Sugp2	103.0	206	0	0
Psip1	103.0	206	0	0
Armc6	103.0	206	0	0
Pde5a	102.5	110	95	0
Egln1	102.5	205	0	0
Syt2	101.5	203	0	0
Grb10	101.5	203	0	0
Egr4	101.5	0	203	0
Clk4	101.5	80	123	0
Ccdc50	101.5	112	91	0
BC049762	101.5	80	123	0
Xpo4	101.0	202	0	0
Unc13a	101.0	0	202	0
Smap1	101.0	202	0	0
Jak3	101.0	0	202	0
Arhgap28	101.0	202	0	0
Ago4	101.0	202	0	0
Abca5	101.0	202	0	0
Usp10	100.5	201	0	0
Tfb2m	100.5	97	104	0
Spats2	100.5	201	0	0
Sema7a	100.5	105	96	0
Ctnnbip1	100.5	201	0	0
Cnst	100.5	97	104	0
Bcl7a	100.5	201	0	0
Zbtb46	100.0	200	0	0
Snx16	100.0	200	0	0
H1f10	100.0	200	0	0
Golim4	100.0	124	76	0
Gmcl1	100.0	0	200	0
Foxk1	100.0	200	0	0
Cenpb	100.0	200	0	0
Lyst	99.5	128	71	0
Tlcd1	99.0	198	0	0
Rpl23a	99.0	198	0	0
Qser1	99.0	198	0	0
Nenf	99.0	198	0	0
Nek8	99.0	198	0	0
Chst15	99.0	198	0	0
Camk2n2	99.0	198	0	0
Nrbp1	98.5	197	0	0
Chrm3	98.5	197	0	0
Pofut2	98.0	0	196	0
Fgf9	98.0	196	0	0
Tada2a	97.5	195	0	0
Strn4	97.5	195	0	0
Ralgapa1	97.5	195	0	0
Prkar2a	97.5	195	0	0
Kti12	97.5	65	130	0
Fkrp	97.5	195	0	0
Bend4	97.5	195	0	0
Actr2	97.5	195	0	0
Twsg1	97.0	194	0	0
Smpdl3a	97.0	0	194	0
Setd7	97.0	194	0	0
Psmd5	97.0	100	94	0
Obsl1	97.0	194	0	0
Inha	97.0	194	0	0
Cutal	97.0	100	94	0
B3galnt1	96.5	193	0	0
Selenoo	96.0	192	0	0
Homer3	96.0	192	0	0
Wnt9a	95.5	191	0	0
Pik3cd	95.5	191	0	0
Neto2	95.5	191	0	0
Klc1	95.5	191	0	0
Hp1bp3	95.5	191	0	0
Dapk2	95.5	191	0	0
Slc36a4	95.0	76	114	0
Rbbp7	95.0	190	0	0
Nptxr	95.0	190	0	0
Gadd45a	95.0	92	98	0
Tle5	94.5	189	0	0
Tlcd4	94.5	189	0	0
Lonrf2	94.5	189	0	0
Toe1	94.0	0	188	0
Pus3	94.0	188	0	0
Plcg1	94.0	96	92	0
Mutyh	94.0	0	188	0
Jmy	94.0	188	0	0
Dnmt3a	94.0	188	0	0
Ddx25	94.0	188	0	0
Arrdc2	93.5	187	0	0
Thoc7	93.0	186	0	0
Mtmr1	93.0	0	186	0
Megf6	93.0	0	186	0
Las1l	93.0	0	186	0
Dph6	93.0	101	85	0
Cdh12	93.0	0	186	0
C330018D20Rik	93.0	186	0	0
Rnf157	92.0	184	0	0
Rfx1	92.0	184	0	0
Lmo4	92.0	184	0	0
Klf15	92.0	184	0	0
Gnas	92.0	184	0	0
Bpnt2	92.0	116	68	0
Stk24	91.5	183	0	0
Lbx1	91.5	0	183	0
Bcar1	91.5	0	183	0
Smad9	91.0	182	0	0
Xk	90.5	181	0	0
Nptx1	90.5	0	181	0
Elovl7	90.5	181	0	0
Six3	90.0	180	0	0
Prox2	90.0	87	93	0
Obi1	90.0	180	0	0
Hacd2	90.0	0	180	0
Grhl1	90.0	180	0	0
Dlst	90.0	87	93	0
Atxn2l	90.0	0	180	0
Sox13	89.5	179	0	0
Mtus1	89.5	0	179	0
Limd1	89.5	179	0	0
Foxp1	89.5	179	0	0
Atn1	89.0	178	0	0
Rnf139	88.5	177	0	0
Nfkbiz	88.5	0	177	0
Midn	88.5	0	177	0
Chsy3	88.5	177	0	0
Mtcl1	88.0	108	68	0
Zxdb	87.5	0	175	0
Prkd3	87.5	175	0	0
Htra4	87.5	175	0	0
Gnb4	87.5	175	0	0
Chd1	87.5	175	0	0
Arhgef17	87.5	175	0	0
Apc	87.5	175	0	0
Ankmy1	87.5	0	175	0
Amd2	87.5	175	0	0
Amd1	87.5	175	0	0
Phlpp2	87.0	174	0	0
Med13l	87.0	174	0	0
Tbc1d20	86.5	0	173	0
Mfsd4b4	86.5	173	0	0
Fus	86.5	0	173	0
Vapb	86.0	0	172	0
Igf2bp3	86.0	172	0	0
Ifitm10	86.0	172	0	0
Gkap1	86.0	172	0	0
Fmnl1	86.0	172	0	0
Dazap2	86.0	172	0	0
Tra2b	85.5	84	87	0
Tulp4	85.0	0	170	0
Smad4	85.0	170	0	0
Rogdi	85.0	0	170	0
Prrt4	85.0	170	0	0
Ppp2cb	85.0	170	0	0
Paqr4	85.0	170	0	0
Kif7	85.0	170	0	0
Dnmbp	85.0	170	0	0
Acvr2b	85.0	170	0	0
Prdm11	84.5	169	0	0
Ldlrad3	84.5	169	0	0
Doc2b	84.5	169	0	0
App	84.5	169	0	0
St8sia4	84.0	168	0	0
Smoc1	84.0	0	168	0
Prodh	84.0	168	0	0
Ppfia1	84.0	168	0	0
Hapln4	84.0	168	0	0
Dicer1	84.0	168	0	0
Tmem263	83.5	167	0	0
Ptprs	83.5	167	0	0
Nav1	83.5	167	0	0
