Target_genes	Srebf2|Average	SRX7671896|NLPCs	SRX7671897|NLPCs	SRX7671884|Oligodendrocytes	SRX7671885|Oligodendrocytes	STRING
Sdhc	50.75	203	0	0	0	0
Ptdss1	50.75	203	0	0	0	0
Prkcsh	50.75	203	0	0	0	0
Mterf3	50.75	203	0	0	0	0
Mpz	50.75	203	0	0	0	0
Mob3a	50.75	203	0	0	0	0
Lancl1	50.75	203	0	0	0	0
Izumo4	50.75	203	0	0	0	0
Ccdc151	50.75	203	0	0	0	0
Wdr48	50.5	202	0	0	0	0
Trmt44	50.5	202	0	0	0	0
Psmd14	50.5	202	0	0	0	0
Naa25	50.5	202	0	0	0	0
Mars1	50.5	202	0	0	0	0
Lsg1	50.5	202	0	0	0	0
Inip	50.5	202	0	0	0	0
Gm14325	50.5	202	0	0	0	0
Gar1	50.5	202	0	0	0	0
Hnrnpa3	50.25	201	0	0	0	0
Zfp955b	50.0	200	0	0	0	0
Zfp426	50.0	200	0	0	0	0
Zfp239	50.0	200	0	0	0	0
Wbp1	50.0	200	0	0	0	0
Vpreb1	50.0	200	0	0	0	0
Top3b	50.0	200	0	0	0	0
Supt7l	50.0	200	0	0	0	0
Slc4a1ap	50.0	200	0	0	0	0
Nudt15	50.0	200	0	0	0	0
Nemp1	50.0	200	0	0	0	0
Mettl3	50.0	96	104	0	0	0
Ino80b	50.0	200	0	0	0	0
Cpt1b	50.0	200	0	0	0	0
Chkb	50.0	200	0	0	0	0
Trmt1l	49.75	199	0	0	0	0
Tmem134	49.75	199	0	0	0	0
Tmco3	49.75	199	0	0	0	0
Timm13	49.75	199	0	0	0	0
Tgds	49.75	199	0	0	0	0
Swt1	49.75	199	0	0	0	0
Pars2	49.75	199	0	0	0	0
Mrpl2	49.75	199	0	0	0	0
Med6	49.75	199	0	0	0	0
Klc4	49.75	199	0	0	0	0
Gtf2h3	49.75	199	0	0	0	0
Gpr180	49.75	199	0	0	0	0
Eif2b1	49.75	199	0	0	0	0
Dcun1d2	49.75	199	0	0	0	0
Cul7	49.75	199	0	0	0	0
Csnk1a1	49.75	199	0	0	0	0
Cfap410	49.75	199	0	0	0	0
Aip	49.75	199	0	0	0	0
Adck2	49.75	199	0	0	0	0
Aak1	49.75	199	0	0	0	0
Tsr1	49.5	198	0	0	0	0
Trappc1	49.5	198	0	0	0	0
Sidt2	49.5	198	0	0	0	0
Sgsm2	49.5	198	0	0	0	0
Ppp4r3b	49.5	198	0	0	0	0
Kcnab3	49.5	198	0	0	0	0
Cntrob	49.5	198	0	0	0	0
Slc39a9	49.25	197	0	0	0	0
Rad23a	49.25	197	0	0	0	0
Prr14l	49.25	197	0	0	0	0
Ppm1g	49.25	197	0	0	0	0
Hdlbp	49.25	197	0	0	0	0
Erh	49.25	197	0	0	0	0
Dbi	49.25	197	0	0	0	0
Cox7c	49.25	197	0	0	0	0
3110009E18Rik	49.25	197	0	0	0	0
Zfp276	49.0	196	0	0	0	0
Yipf1	49.0	196	0	0	0	0
Vps9d1	49.0	196	0	0	0	0
Thap11	49.0	196	0	0	0	0
Mospd3	49.0	196	0	0	0	0
Gm4981	49.0	0	0	0	196	0
Exosc2	49.0	196	0	0	0	0
Ddx49	49.0	196	0	0	0	0
Cope	49.0	196	0	0	0	0
Commd6	49.0	196	0	0	0	0
Cmtm6	49.0	196	0	0	0	0
Cenpt	49.0	196	0	0	0	0
Zgpat	48.75	127	68	0	0	0
Mtif2	48.75	195	0	0	0	0
Men1	48.75	195	0	0	0	0
Med4	48.75	195	0	0	0	0
Lonp2	48.75	195	0	0	0	0
Arfrp1	48.75	127	68	0	0	0
Zfp866	48.5	194	0	0	0	0
Zfp322a	48.5	194	0	0	0	0
Yju2	48.5	194	0	0	0	0
Tomm20	48.5	194	0	0	0	0
Tmem41b	48.5	194	0	0	0	0
Sde2	48.5	194	0	0	0	0
Rac1	48.5	194	0	0	0	0
Pccb	48.5	194	0	0	0	0
Dhodh	48.5	121	73	0	0	0
Ccdc15	48.5	194	0	0	0	0
Becn1	48.5	194	0	0	0	0
Wdr73	48.25	193	0	0	0	0
Rbm48	48.25	193	0	0	0	0
Ppp2r1a	48.25	193	0	0	0	0
Pex1	48.25	193	0	0	0	0
Nmb	48.25	193	0	0	0	0
Nbn	48.25	193	0	0	0	0
Timm23	48.0	192	0	0	0	0
Srsf4	48.0	192	0	0	0	0
Pfdn5	48.0	192	0	0	0	0
Parg	48.0	192	0	0	0	0
Nup133	48.0	192	0	0	0	0
Mob4	48.0	192	0	0	0	0
Med23	48.0	192	0	0	0	0
Gtf2f1	48.0	192	0	0	0	0
Gm6712	48.0	192	0	0	0	0
Pym1	47.75	191	0	0	0	0
Pip5kl1	47.75	191	0	0	0	0
Naxd	47.75	191	0	0	0	0
Mphosph8	47.75	191	0	0	0	0
Dpm2	47.75	191	0	0	0	0
Dgka	47.75	191	0	0	0	0
Chid1	47.75	191	0	0	0	0
Tnrc6b	47.5	190	0	0	0	0
Megf8	47.5	190	0	0	0	0
Luc7l	47.5	190	0	0	0	0
Ints3	47.5	190	0	0	0	0
Birc6	47.5	190	0	0	0	0
Trp53rka	47.25	189	0	0	0	0
Trip10	47.25	189	0	0	0	0
Tmem184b	47.25	189	0	0	0	0
Rplp2	47.25	189	0	0	0	0
Psmg3	47.25	189	0	0	0	0
Pidd1	47.25	189	0	0	0	0
Gpr108	47.25	189	0	0	0	0
Fam76a	47.25	189	0	0	0	0
Eif4ebp2	47.25	189	0	0	0	0
Cxxc1	47.25	189	0	0	0	0
Slc35e2	47.0	188	0	0	0	0
Otub1	47.0	188	0	0	0	0
Orc4	47.0	188	0	0	0	0
Mbd5	47.0	188	0	0	0	0
Ints12	47.0	188	0	0	0	0
Gstcd	47.0	188	0	0	0	0
Zfp335	46.75	187	0	0	0	0
Usp4	46.75	187	0	0	0	0
Top2a	46.75	187	0	0	0	0
Tomm5	46.75	187	0	0	0	0
Tbck	46.75	187	0	0	0	0
Romo1	46.75	187	0	0	0	0
Ppp2r5e	46.75	187	0	0	0	0
Nufip1	46.75	187	0	0	0	0
Nfs1	46.75	187	0	0	0	0
Lclat1	46.75	187	0	0	0	0
Gtf2a1	46.75	187	0	0	0	0
Gpalpp1	46.75	187	0	0	0	0
Fibp	46.75	187	0	0	0	0
Fam32a	46.75	187	0	0	0	0
Dus1l	46.75	187	0	0	0	0
Coro1b	46.75	187	0	0	0	0
Cmtr2	46.75	187	0	0	0	0
Ccdc85b	46.75	187	0	0	0	0
Cap1	46.75	187	0	0	0	0
Aimp1	46.75	187	0	0	0	0
Zfp706	46.5	186	0	0	0	0
Zfp110	46.5	186	0	0	0	0
Trp53inp1	46.5	186	0	0	0	0
Tmem88	46.5	186	0	0	0	0
Tcp1	46.5	186	0	0	0	0
Rabif	46.5	186	0	0	0	0
Pxmp2	46.5	186	0	0	0	0
Pole	46.5	186	0	0	0	0
Naa38	46.5	186	0	0	0	0
Mrpl18	46.5	186	0	0	0	0
Kdm4d	46.5	186	0	0	0	0
H4c9	46.5	186	0	0	0	0
H2bc11	46.5	186	0	0	0	0
H2ac11	46.5	186	0	0	0	0
Cyb5d1	46.5	186	0	0	0	0
Cwc15	46.5	186	0	0	0	0
Trmo	46.25	185	0	0	0	0
Tmem237	46.25	185	0	0	0	0
Setdb1	46.25	185	0	0	0	0
Sarnp	46.25	185	0	0	0	0
Rpl38	46.25	185	0	0	0	0
Ormdl2	46.25	185	0	0	0	0
Lig3	46.25	185	0	0	0	0
H4c2	46.25	185	0	0	0	0
H4c1	46.25	185	0	0	0	0
H3c1	46.25	185	0	0	0	0
H1f1	46.25	185	0	0	0	0
Cfap20	46.25	185	0	0	0	0
Cenpf	46.25	185	0	0	0	0
BC024063	46.25	185	0	0	0	0
Zfp691	46.0	184	0	0	0	0
Ubl7	46.0	184	0	0	0	0
Sp1	46.0	184	0	0	0	0
Psme3	46.0	184	0	0	0	0
Eef1aknmt	46.0	184	0	0	0	0
U2af2	45.75	183	0	0	0	0
Smdt1	45.75	183	0	0	0	0
Rbsn	45.75	183	0	0	0	0
Pheta2	45.75	183	0	0	0	0
Ntm	45.75	183	0	0	0	0
Natd1	45.75	183	0	0	0	0
Lrp8	45.75	183	0	0	0	0
Zdhhc7	45.5	182	0	0	0	0
Zbtb8os	45.5	182	0	0	0	0
Tmem198	45.5	182	0	0	0	0
Tfcp2	45.5	182	0	0	0	0
Spag1	45.5	182	0	0	0	0
Setd2	45.5	182	0	0	0	0
Serinc1	45.5	182	0	0	0	0
Rbm15	45.5	182	0	0	0	0
Rbbp4	45.5	182	0	0	0	0
Polr2k	45.5	182	0	0	0	0
Pikfyve	45.5	182	0	0	0	0
Nepro	45.5	182	0	0	0	0
Ndufs3	45.5	182	0	0	0	0
Msl3	45.5	182	0	0	0	0
Klf11	45.5	182	0	0	0	0
Kbtbd4	45.5	182	0	0	0	0
Ipo8	45.5	182	0	0	0	0
Chpf	45.5	182	0	0	0	0
Cadm1	45.5	182	0	0	0	0
Acvr2a	45.5	182	0	0	0	0
Zzz3	45.25	181	0	0	0	0
Serpini1	45.25	181	0	0	0	0
Pold3	45.25	181	0	0	0	0
Phax	45.25	181	0	0	0	0
Pdcd10	45.25	181	0	0	0	0
Mks1	45.25	181	0	0	0	0
Mettl25	45.25	181	0	0	0	0
Cdc37l1	45.25	181	0	0	0	0
Ccdc59	45.25	181	0	0	0	0
Aldh7a1	45.25	181	0	0	0	0
Zfp105	45.0	180	0	0	0	0
Vkorc1l1	45.0	180	0	0	0	0
Smndc1	45.0	180	0	0	0	0
Sf3a3	45.0	180	0	0	0	0
Rps5	45.0	180	0	0	0	0
Rnf225	45.0	180	0	0	0	0
Larp4b	45.0	180	0	0	0	0
Kansl2	45.0	180	0	0	0	0
Gsto1	45.0	180	0	0	0	0
Dguok	45.0	180	0	0	0	0
Ddx1	45.0	180	0	0	0	0
Ccny	45.0	180	0	0	0	0
Bhlhe40	45.0	180	0	0	0	0
Acp2	45.0	180	0	0	0	0
Trappc10	44.75	179	0	0	0	0
Tmem251	44.75	179	0	0	0	0
Rnaseh2b	44.75	179	0	0	0	0
Prpf38a	44.75	179	0	0	0	0
Orc1	44.75	179	0	0	0	0
Nsmce1	44.75	179	0	0	0	0
Moap1	44.75	179	0	0	0	0
Lcmt1	44.75	179	0	0	0	0
Snapc4	44.5	178	0	0	0	0
Prrc2a	44.5	178	0	0	0	0
Otud7b	44.5	178	0	0	0	0
Naa50	44.5	178	0	0	0	0
Mtmr14	44.5	178	0	0	0	0
Drg2	44.5	178	0	0	0	0
Cfap157	44.5	178	0	0	0	0
Cdkn2c	44.5	178	0	0	0	0
Atp6v1a	44.5	178	0	0	0	0
Ppie	44.25	177	0	0	0	0
Mrpl30	44.25	177	0	0	0	0
Mitd1	44.25	177	0	0	0	0
Gipc1	44.25	177	0	0	0	0
Ddx19a	44.25	177	0	0	0	0
D8Ertd738e	44.25	177	0	0	0	0
Arhgef7	44.25	177	0	0	0	0
Zc3h11a	44.0	176	0	0	0	0
Zbed6	44.0	176	0	0	0	0
Tmtc3	44.0	176	0	0	0	0
Tmem258	44.0	176	0	0	0	0
Ssr3	44.0	176	0	0	0	0
Srrm2	44.0	176	0	0	0	0
Slc5a5	44.0	176	0	0	0	0
Serp1	44.0	176	0	0	0	0
Rpl18a	44.0	176	0	0	0	0
Rlim	44.0	176	0	0	0	0
Rhot2	44.0	176	0	0	0	0
Nup214	44.0	176	0	0	0	0
Mrtfa	44.0	176	0	0	0	0
Knstrn	44.0	176	0	0	0	0
Hdac5	44.0	176	0	0	0	0
Hat1	44.0	176	0	0	0	0
Fen1	44.0	176	0	0	0	0
Fam149b	44.0	176	0	0	0	0
Etv3	44.0	176	0	0	0	0
Eif2a	44.0	176	0	0	0	0
Efcab14	44.0	176	0	0	0	0
Ecd	44.0	176	0	0	0	0
Cep290	44.0	176	0	0	0	0
Btf3	44.0	176	0	0	0	0
Arrdc4	44.0	176	0	0	0	0
Rapgef6	43.75	175	0	0	0	0
Pknox1	43.75	175	0	0	0	0
N4bp2l2	43.75	175	0	0	0	0
Mcm3	43.75	175	0	0	0	0
Eif2s3x	43.75	175	0	0	0	0
Atp5k	43.75	175	0	0	0	0
Tgfbr3l	43.5	174	0	0	0	0
Tdrd9	43.5	174	0	0	0	0
Taf10	43.5	174	0	0	0	0
Stx16	43.5	174	0	0	0	0
Snapc2	43.5	174	0	0	0	0
Slc50a1	43.5	174	0	0	0	0
Slc39a3	43.5	174	0	0	0	0
Rbm12b1	43.5	174	0	0	0	0
Pak4	43.5	174	0	0	0	0
Golga3	43.5	174	0	0	0	0
Fbxw7	43.5	174	0	0	0	0
Dpm3	43.5	174	0	0	0	0
Ddx46	43.5	174	0	0	0	0
Clpp	43.5	174	0	0	0	0
Atp5mpl	43.5	174	0	0	0	0
Taf2	43.25	173	0	0	0	0
Smad2	43.25	173	0	0	0	0
Slc6a1	43.25	173	0	0	0	0
Rbm45	43.25	173	0	0	0	0
Psmb7	43.25	173	0	0	0	0
Psmb10	43.25	173	0	0	0	0
Ppil2	43.25	173	0	0	0	0
Nup35	43.25	173	0	0	0	0
Nolc1	43.25	173	0	0	0	0
Herpud2	43.25	173	0	0	0	0
Ctrl	43.25	173	0	0	0	0
Cep55	43.25	173	0	0	0	0
Ube2b	43.0	172	0	0	0	0
Spg7	43.0	172	0	0	0	0
Naa20	43.0	172	0	0	0	0
Ifrd1	43.0	172	0	0	0	0
Gcc2	43.0	172	0	0	0	0
Cdkl3	43.0	172	0	0	0	0
Zfp654	42.75	171	0	0	0	0
Ube3c	42.75	171	0	0	0	0
Toe1	42.75	171	0	0	0	0
Tln1	42.75	171	0	0	0	0
Rnf168	42.75	171	0	0	0	0
Rmnd5b	42.75	171	0	0	0	0
Mysm1	42.75	171	0	0	0	0
Mutyh	42.75	171	0	0	0	0
Ier2	42.75	171	0	0	0	0
Ep300	42.75	171	0	0	0	0
Elk4	42.75	171	0	0	0	0
Creb3	42.75	171	0	0	0	0
Cggbp1	42.75	171	0	0	0	0
Acad9	42.75	171	0	0	0	0
Zscan26	42.5	170	0	0	0	0
Zfp58	42.5	170	0	0	0	0
Zfp160	42.5	170	0	0	0	0
Polg2	42.5	170	0	0	0	0
Nedd8	42.5	170	0	0	0	0
Lypla1	42.5	170	0	0	0	0
Kctd7	42.5	170	0	0	0	0
Katnb1	42.5	170	0	0	0	0
Gmpr2	42.5	170	0	0	0	0
Fem1a	42.5	170	0	0	0	0
Dzip3	42.5	170	0	0	0	0
Dmap1	42.5	170	0	0	0	0
Cip2a	42.5	170	0	0	0	0
Bin3	42.5	170	0	0	0	0
Ybx1	42.25	169	0	0	0	0
Usp48	42.25	169	0	0	0	0
Tmf1	42.25	169	0	0	0	0
Rraga	42.25	169	0	0	0	0
Rabggtb	42.25	169	0	0	0	0
Mtx3	42.25	169	0	0	0	0
Mterf4	42.25	169	0	0	0	0
Dpp9	42.25	169	0	0	0	0
Zfp41	42.0	168	0	0	0	0
Tmem256	42.0	168	0	0	0	0
Srcap	42.0	168	0	0	0	0
Rbm6	42.0	168	0	0	0	0
Nlgn2	42.0	168	0	0	0	0
Mrpl52	42.0	168	0	0	0	0
Mmp14	42.0	168	0	0	0	0
Larp1	42.0	168	0	0	0	0
Katnal1	42.0	168	0	0	0	0
Fbh1	42.0	168	0	0	0	0
Eif2ak3	42.0	168	0	0	0	0
Ddost	42.0	168	0	0	0	0
Cpeb4	42.0	168	0	0	0	0
Cluh	42.0	168	0	0	0	0
Ankrd16	42.0	168	0	0	0	0
Wrap53	41.75	167	0	0	0	0
Trp53	41.75	167	0	0	0	0
Trip12	41.75	167	0	0	0	0
Tmem59	41.75	167	0	0	0	0
Tceanc2	41.75	167	0	0	0	0
Rnf2	41.75	167	0	0	0	0
Mrpl58	41.75	167	0	0	0	0
Mief1	41.75	167	0	0	0	0
Gatb	41.75	167	0	0	0	0
Fbxo36	41.75	167	0	0	0	0
Ece1	41.75	167	0	0	0	0
Atp6v0a1	41.75	167	0	0	0	0
Ankhd1	41.75	167	0	0	0	0
Yipf2	41.5	166	0	0	0	0
Tut1	41.5	166	0	0	0	0
Timm29	41.5	166	0	0	0	0
Tbrg1	41.5	166	0	0	0	0
Myl12a	41.5	166	0	0	0	0
Hip1	41.5	166	0	0	0	0
Gpatch4	41.5	166	0	0	0	0
Cdk5rap3	41.5	166	0	0	0	0
Usp20	41.25	76	89	0	0	0
Ubxn6	41.25	165	0	0	0	0
Tmem249	41.25	165	0	0	0	0
Tcta	41.25	165	0	0	0	0
Slc52a2	41.25	165	0	0	0	0
Rhoa	41.25	165	0	0	0	0
Pttg1	41.25	165	0	0	0	0
Pdia6	41.25	165	0	0	0	0
Hdgfl2	41.25	165	0	0	0	0
Fbxl6	41.25	165	0	0	0	0
BC005624	41.25	76	89	0	0	0
Actr6	41.25	165	0	0	0	0
Trappc9	41.0	164	0	0	0	0
Slc35c1	41.0	164	0	0	0	0
Sfr1	41.0	164	0	0	0	0
Sar1b	41.0	164	0	0	0	0
Rpl36a	41.0	164	0	0	0	0
Rpl15	41.0	164	0	0	0	0
Rnf6	41.0	164	0	0	0	0
Rab24	41.0	164	0	0	0	0
Psmg1	41.0	164	0	0	0	0
Prpf4b	41.0	164	0	0	0	0
Prelid1	41.0	164	0	0	0	0
Nkiras1	41.0	164	0	0	0	0
Hgh1	41.0	164	0	0	0	0
Erich4	41.0	164	0	0	0	0
Dmac2	41.0	164	0	0	0	0
Ctnnb1	41.0	164	0	0	0	0
Ccni	41.0	164	0	0	0	0
Btk	41.0	164	0	0	0	0
Atxn2	41.0	164	0	0	0	0
2010109A12Rik	41.0	164	0	0	0	0
Zfp955a	40.75	163	0	0	0	0
Zbtb17	40.75	163	0	0	0	0
Usp7	40.75	163	0	0	0	0
Ufl1	40.75	163	0	0	0	0
Trp53inp2	40.75	163	0	0	0	0
Tmub2	40.75	163	0	0	0	0
Tmem128	40.75	163	0	0	0	0
Tmem101	40.75	163	0	0	0	0
Rbbp6	40.75	163	0	0	0	0
Pten	40.75	163	0	0	0	0
Pprc1	40.75	163	0	0	0	0
Msh6	40.75	163	0	0	0	0
Mia2	40.75	163	0	0	0	0
Ifnz	40.75	163	0	0	0	0
Gm13285	40.75	163	0	0	0	0
Gm13277	40.75	163	0	0	0	0
Gm13276	40.75	163	0	0	0	0
Dlgap5	40.75	163	0	0	0	0
Dhx36	40.75	163	0	0	0	0
Cwc25	40.75	163	0	0	0	0
Cipc	40.75	163	0	0	0	0
Ube3b	40.5	162	0	0	0	0
Smg9	40.5	162	0	0	0	0
Sass6	40.5	162	0	0	0	0
Rnf40	40.5	162	0	0	0	0
Ptbp1	40.5	162	0	0	0	0
Napa	40.5	162	0	0	0	0
Llgl1	40.5	162	0	0	0	0
Kctd10	40.5	162	0	0	0	0
Ep400	40.5	162	0	0	0	0
Eci1	40.5	162	0	0	0	0
Eaf2	40.5	162	0	0	0	0
Ddx39a	40.5	162	0	0	0	0
Ccdc189	40.5	162	0	0	0	0
Aars2	40.5	162	0	0	0	0
Aacs	40.5	162	0	0	0	0
AU041133	40.5	162	0	0	0	0
2410002F23Rik	40.5	162	0	0	0	0
Zbtb3	40.25	161	0	0	0	0
Ybey	40.25	161	0	0	0	0
Ufsp1	40.25	161	0	0	0	0
Ube2m	40.25	161	0	0	0	0
Ttc26	40.25	161	0	0	0	0
Tsr3	40.25	161	0	0	0	0
Tmem39b	40.25	161	0	0	0	0
Sec22b	40.25	161	0	0	0	0
Polr2g	40.25	161	0	0	0	0
Nfkbil1	40.25	161	0	0	0	0
Mfsd8	40.25	161	0	0	0	0
Mcm3ap	40.25	161	0	0	0	0
Lipe	40.25	161	0	0	0	0
Gnptg	40.25	161	0	0	0	0
Gfm1	40.25	161	0	0	0	0
Flvcr1	40.25	161	0	0	0	0
Cops8	40.25	161	0	0	0	0
Chmp2a	40.25	161	0	0	0	0
Chchd3	40.25	161	0	0	0	0
Calu	40.25	161	0	0	0	0
Ago3	40.25	161	0	0	0	0
2610001J05Rik	40.25	161	0	0	0	0
1110038F14Rik	40.25	161	0	0	0	0
Uba5	40.0	160	0	0	0	0
Tstd2	40.0	160	0	0	0	0
Rpa2	40.0	160	0	0	0	0
Psmd6	40.0	160	0	0	0	0
Ppp4r3a	40.0	160	0	0	0	0
Ncbp1	40.0	160	0	0	0	0
Mrpl38	40.0	160	0	0	0	0
Mnt	40.0	160	0	0	0	0
Ccm2	40.0	160	0	0	0	0
Angel2	40.0	160	0	0	0	0
Acad11	40.0	160	0	0	0	0
Tsc1	39.75	159	0	0	0	0
Tbc1d9	39.75	159	0	0	0	0
Smarcad1	39.75	159	0	0	0	0
Scamp4	39.75	159	0	0	0	0
Rtn3	39.75	159	0	0	0	0
Coa4	39.75	159	0	0	0	0
Armc5	39.75	159	0	0	0	0
Arid3b	39.75	159	0	0	0	0
Adat3	39.75	159	0	0	0	0
9130023H24Rik	39.75	159	0	0	0	0
Thap4	39.5	158	0	0	0	0
Slc25a26	39.5	158	0	0	0	0
Sec11a	39.5	158	0	0	0	0
Polr2h	39.5	158	0	0	0	0
Kin	39.5	158	0	0	0	0
Haus1	39.5	158	0	0	0	0
Hars2	39.5	158	0	0	0	0
Hars	39.5	158	0	0	0	0
Clcn2	39.5	158	0	0	0	0
Bbs4	39.5	158	0	0	0	0
Avl9	39.5	158	0	0	0	0
Atp5c1	39.5	158	0	0	0	0
Atp5a1	39.5	158	0	0	0	0
Atg4b	39.5	158	0	0	0	0
Ascc1	39.5	158	0	0	0	0
Anapc16	39.5	158	0	0	0	0
Znhit2	39.25	157	0	0	0	0
Zfp775	39.25	157	0	0	0	0
Tpx2	39.25	157	0	0	0	0
Spata33	39.25	157	0	0	0	0
Slc31a1	39.25	157	0	0	0	0
Plrg1	39.25	157	0	0	0	0
Phlpp1	39.25	157	0	0	0	0
Nme3	39.25	157	0	0	0	0
Mrps34	39.25	157	0	0	0	0
Mrpl49	39.25	157	0	0	0	0
H4c14	39.25	157	0	0	0	0
Gmeb1	39.25	157	0	0	0	0
Fkbp15	39.25	157	0	0	0	0
Fbxo22	39.25	157	0	0	0	0
Fbxl7	39.25	157	0	0	0	0
Fau	39.25	157	0	0	0	0
Eme2	39.25	157	0	0	0	0
Clk1	39.25	157	0	0	0	0
Chmp1a	39.25	157	0	0	0	0
Cep350	39.25	157	0	0	0	0
Ccdc97	39.25	157	0	0	0	0
Tcf3	39.0	156	0	0	0	0
Tbc1d2	39.0	156	0	0	0	0
Snrpd2	39.0	156	0	0	0	0
Rspry1	39.0	156	0	0	0	0
Qpctl	39.0	156	0	0	0	0
Psme3ip1	39.0	156	0	0	0	0
Pim3	39.0	156	0	0	0	0
Oxr1	39.0	156	0	0	0	0
Nup155	39.0	156	0	0	0	0
Ift57	39.0	156	0	0	0	0
Gnl2	39.0	156	0	0	0	0
Edem1	39.0	156	0	0	0	0
Ckap2l	39.0	156	0	0	0	0
Tmem33	38.75	155	0	0	0	0
Srf	38.75	155	0	0	0	0
Spty2d1	38.75	155	0	0	0	0
Rab11a	38.75	155	0	0	0	0
Pbld2	38.75	155	0	0	0	0
Mrpl16	38.75	155	0	0	0	0
Kmt2e	38.75	155	0	0	0	0
Itgb1bp1	38.75	155	0	0	0	0
Irf2bp1	38.75	155	0	0	0	0
Hnrnph3	38.75	155	0	0	0	0
Hmg20b	38.75	155	0	0	0	0
G3bp1	38.75	155	0	0	0	0
Ctdsp1	38.75	155	0	0	0	0
Cpsf3	38.75	155	0	0	0	0
Cmpk1	38.75	155	0	0	0	0
Cep63	38.75	155	0	0	0	0
Ankrd13c	38.75	155	0	0	0	0
Anapc13	38.75	155	0	0	0	0
Zfp688	38.5	154	0	0	0	0
Zfat	38.5	154	0	0	0	0
Tmem176b	38.5	154	0	0	0	0
Tmem176a	38.5	154	0	0	0	0
Sys1	38.5	154	0	0	0	0
Srsf2	38.5	154	0	0	0	0
Shc1	38.5	154	0	0	0	0
Sh3glb1	38.5	154	0	0	0	0
Sdhb	38.5	154	0	0	0	0
Rsf1	38.5	154	0	0	0	0
Rab8a	38.5	154	0	0	0	0
Napepld	38.5	154	0	0	0	0
Mfsd11	38.5	154	0	0	0	0
Lrif1	38.5	154	0	0	0	0
Hspa1l	38.5	154	0	0	0	0
Hspa1a	38.5	154	0	0	0	0
Heatr5b	38.5	154	0	0	0	0
Gpatch11	38.5	154	0	0	0	0
Gins3	38.5	154	0	0	0	0
Cspp1	38.5	154	0	0	0	0
Cops5	38.5	154	0	0	0	0
Cks1b	38.5	154	0	0	0	0
Ccdc174	38.5	154	0	0	0	0
Bsdc1	38.5	154	0	0	0	0
Asxl2	38.5	154	0	0	0	0
Aamdc	38.5	154	0	0	0	0
Zfp93	38.25	153	0	0	0	0
Zfp142	38.25	153	0	0	0	0
Tmem126a	38.25	153	0	0	0	0
Snx29	38.25	153	0	0	0	0
Rnasek	38.25	153	0	0	0	0
Psmc1	38.25	153	0	0	0	0
Polr2e	38.25	153	0	0	0	0
Pik3r4	38.25	153	0	0	0	0
Kbtbd2	38.25	153	0	0	0	0
Hsph1	38.25	153	0	0	0	0
Gm14410	38.25	153	0	0	0	0
Dus3l	38.25	153	0	0	0	0
Dlec1	38.25	153	0	0	0	0
Bcs1l	38.25	153	0	0	0	0
Arhgef12	38.25	153	0	0	0	0
Abtb1	38.25	153	0	0	0	0
0610010K14Rik	38.25	153	0	0	0	0
0610009B22Rik	38.25	153	0	0	0	0
Utp15	38.0	152	0	0	0	0
Rfesd	38.0	152	0	0	0	0
Prkar1a	38.0	152	0	0	0	0
Lemd2	38.0	152	0	0	0	0
Fam204a	38.0	152	0	0	0	0
Etv6	38.0	152	0	0	0	0
Dip2b	38.0	152	0	0	0	0
Dexi	38.0	152	0	0	0	0
Clec16a	38.0	152	0	0	0	0
Ankra2	38.0	152	0	0	0	0
2310011J03Rik	38.0	152	0	0	0	0
Zfp959	37.75	151	0	0	0	0
Vps26c	37.75	151	0	0	0	0
Utp6	37.75	151	0	0	0	0
Trpm7	37.75	151	0	0	0	0
Trappc3	37.75	151	0	0	0	0
Tbrg4	37.75	151	0	0	0	0
Ndufaf7	37.75	151	0	0	0	0
Nabp2	37.75	151	0	0	0	0
Mbtps1	37.75	151	0	0	0	0
Leng1	37.75	151	0	0	0	0
Igsf11	37.75	151	0	0	0	0
Ergic1	37.75	151	0	0	0	0
Ctdsp2	37.75	151	0	0	0	0
Cebpz	37.75	151	0	0	0	0
Ccdc86	37.75	151	0	0	0	0
Tma16	37.5	150	0	0	0	0
Tinf2	37.5	150	0	0	0	0
Stil	37.5	150	0	0	0	0
Slc25a3	37.5	71	79	0	0	0
Rrp15	37.5	150	0	0	0	0
Rps19bp1	37.5	150	0	0	0	0
Polr1b	37.5	150	0	0	0	0
Polg	37.5	150	0	0	0	0
Pold2	37.5	150	0	0	0	0
Nmnat1	37.5	150	0	0	0	0
Nipsnap2	37.5	150	0	0	0	0
Mapk8ip3	37.5	150	0	0	0	0
Lzic	37.5	150	0	0	0	0
Gpd1l	37.5	150	0	0	0	0
Fus	37.5	150	0	0	0	0
Dr1	37.5	150	0	0	0	0
Bcl10	37.5	150	0	0	0	0
Zcrb1	37.25	149	0	0	0	0
Vps33a	37.25	149	0	0	0	0
Vcl	37.25	149	0	0	0	0
Tnrc6c	37.25	149	0	0	0	0
Tmem30a	37.25	149	0	0	0	0
Tfg	37.25	149	0	0	0	0
Ssr4	37.25	149	0	0	0	0
Pphln1	37.25	149	0	0	0	0
Mcu	37.25	149	0	0	0	0
Ldah	37.25	149	0	0	0	0
Idh3g	37.25	149	0	0	0	0
Gm5617	37.25	149	0	0	0	0
Dusp19	37.25	149	0	0	0	0
Ciart	37.25	149	0	0	0	0
Ywhaz	37.0	148	0	0	0	0
Usp34	37.0	148	0	0	0	0
