Target_genes	Elf4|Average	SRX2242847|Macrophages	SRX2242848|Macrophages	SRX2242849|Macrophages	SRX2242850|Macrophages	STRING
Ccn4	217.75	304	0	567	0	0
Fbrsl1	217.5	603	0	267	0	0
Trim28	217.25	323	0	383	163	0
Satb2	217.25	220	0	416	233	0
Rabac1	217.25	215	0	421	233	0
Rab39	217.25	334	0	376	159	0
Oxr1	217.25	270	0	438	161	0
Ltb	217.25	285	0	386	198	0
Agap3	217.25	412	0	457	0	0
Tle3	216.75	783	0	84	0	0
Spns1	216.75	168	0	544	155	0
Kdm6b	216.75	346	0	338	183	0
Ext1	216.75	225	0	350	292	0
Slc52a3	216.5	231	0	381	254	0
Gm14325	216.5	177	0	421	268	0
Ccdc93	216.5	183	0	492	191	0
Acot7	216.5	246	0	465	155	0
Ttc17	216.25	584	0	281	0	0
Golga3	216.25	199	0	420	246	0
Chpf2	216.25	600	0	265	0	0
Casp7	216.25	161	0	357	347	0
Arhgef3	216.25	208	0	439	218	0
Srp9	216.0	435	0	429	0	0
Nop16	216.0	221	0	419	224	0
Higd2a	216.0	221	0	419	224	0
Cracr2b	216.0	289	0	458	117	0
Tax1bp3	215.75	433	0	430	0	0
Lfng	215.75	223	0	423	217	0
Emc6	215.75	433	0	430	0	0
Ccnyl1	215.75	583	0	280	0	0
Tacstd2	215.5	175	0	407	280	0
Bub3	215.5	585	0	277	0	0
Tifa	215.25	230	0	419	212	0
Oma1	215.0	648	0	212	0	0
Necap1	215.0	165	0	470	225	0
Ldha	215.0	371	0	349	140	0
Ift46	215.0	661	0	199	0	0
Agpat2	215.0	702	0	158	0	0
Zfp937	214.75	287	0	356	216	0
Ralbp1	214.75	478	0	381	0	0
Gm10778	214.75	346	0	306	207	0
Tada2b	214.5	858	0	0	0	0
Ccdc96	214.5	858	0	0	0	0
Snx5	214.25	333	0	524	0	0
Ptger4	214.25	102	0	535	220	0
Mgme1	214.25	333	0	524	0	0
Mex3c	214.25	736	0	121	0	0
Il18rap	213.75	156	0	337	362	0
Eloa	213.75	446	0	250	159	0
Znhit6	213.5	242	0	434	178	0
Smpdl3b	213.5	174	0	462	218	0
Gm9222	213.5	579	0	275	0	0
Map4	213.25	772	81	0	0	0
Bloc1s2	213.25	853	0	0	0	0
Ift140	213.0	188	0	386	278	0
Fbxo3	213.0	258	0	467	127	0
Cramp1l	213.0	188	0	386	278	0
Abca7	213.0	194	0	294	364	0
4931422A03Rik	213.0	258	0	467	127	0
Vps13c	212.75	273	0	304	274	0
Ugdh	212.75	322	0	348	181	0
Smndc1	212.75	380	0	471	0	0
Oas2	212.75	205	0	353	293	0
Cmtm3	212.75	207	0	484	160	0
Rab31	212.5	275	0	478	97	0
E130309D02Rik	212.5	244	0	418	188	0
Ripk3	212.25	240	0	430	179	0
Msr1	212.25	187	0	233	429	0
Mgst2	212.25	249	0	423	177	0
Atp6v1e2	212.25	177	0	283	389	0
Adcy4	212.25	240	0	430	179	0
Tubb6	212.0	220	0	378	250	0
Nxt2	212.0	207	0	346	295	0
Nudc	212.0	672	0	176	0	0
Arl5b	212.0	848	0	0	0	0
Arl15	212.0	370	0	478	0	0
St3gal3	211.75	0	0	275	572	0
Il21r	211.75	230	0	361	256	0
Clec5a	211.75	277	0	387	183	0
Clcn7	211.75	221	0	394	232	0
Abhd12	211.75	281	0	426	140	0
Rps8	211.5	696	0	150	0	0
Polr3g	211.5	669	0	177	0	0
Mfsd13b	211.5	192	0	459	195	0
Mblac2	211.5	669	0	177	0	0
Cdr2	211.5	192	0	459	195	0
Hyi	211.0	370	0	246	228	0
Hlx	211.0	318	0	326	200	0
Hdac8	211.0	0	0	539	305	0
Gins1	211.0	527	0	317	0	0
Cyba	211.0	220	0	320	304	0
Akap12	211.0	168	0	377	299	0
Slc25a38	210.75	417	0	211	215	0
Nktr	210.75	417	0	426	0	0
Ercc5	210.75	436	0	407	0	0
Ctsh	210.75	338	0	505	0	0
Pgd	210.5	218	0	468	156	0
Ccdc22	210.5	188	0	389	265	0
Cacna1f	210.5	188	0	389	265	0
Bzw1	210.5	726	116	0	0	0
Iqsec1	210.25	331	0	370	140	0
Ifi27	210.25	134	0	291	416	0
Dlg1	210.25	196	0	319	326	0
Csnk1d	210.25	841	0	0	0	0
1700020L24Rik	210.25	358	0	265	218	0
Plekhm1	210.0	639	0	201	0	0
Aurkb	210.0	269	0	289	282	0
1110038F14Rik	210.0	163	0	518	159	0
Spcs1	209.75	453	0	386	0	0
Slc5a6	209.75	486	0	353	0	0
Rint1	209.75	220	0	404	215	0
Pus7	209.75	220	0	404	215	0
Glt8d1	209.75	453	0	386	0	0
Atraid	209.75	486	0	353	0	0
Slc38a7	209.5	183	0	376	279	0
Riox1	209.5	435	0	273	130	0
Nrp2	209.5	270	0	406	162	0
Coro2a	209.5	146	0	443	249	0
Coq5	209.5	295	0	368	175	0
Sltm	209.25	270	0	333	234	0
Dab2ip	209.25	168	0	394	275	0
Bcl2a1c	209.25	114	0	158	565	0
Sec16a	209.0	369	0	467	0	0
Pgap2	209.0	260	0	399	177	0
Nup98	209.0	260	0	399	177	0
Lrrc20	209.0	129	0	399	308	0
Zfp708	208.75	196	0	371	268	0
Zfp566	208.75	202	0	376	257	0
Zfp260	208.75	202	0	376	257	0
Supv3l1	208.75	201	0	462	172	0
Pmpcb	208.75	354	0	276	205	0
Bzw2	208.75	266	0	403	166	0
Btbd9	208.75	186	0	323	326	0
Ankmy2	208.75	266	0	403	166	0
Lacc1	208.5	414	0	177	243	0
Jmjd7	208.5	545	0	289	0	0
Gstt2	208.5	355	0	357	122	0
Fundc2	208.5	334	0	500	0	0
F8	208.5	334	0	500	0	0
Dab2	208.5	300	0	342	192	0
Ccdc122	208.5	414	0	177	243	0
2610507B11Rik	208.5	248	0	421	165	0
Ttll9	208.25	165	0	489	179	0
Snapc4	208.25	476	0	357	0	0
P2rx6	208.25	182	0	481	170	0
Lrrc74b	208.25	182	0	481	170	0
Cyria	208.25	215	0	387	231	0
Atp5o	208.25	147	0	377	309	0
1700022I11Rik	208.25	252	0	411	170	0
Trappc5	208.0	429	0	315	88	0
P2ry14	208.0	242	0	392	198	0
Fcor	208.0	429	0	315	88	0
Degs1	208.0	197	0	355	280	0
Ccnh	208.0	302	0	360	170	0
Snapin	207.75	228	0	376	227	0
Mllt10	207.75	514	0	317	0	0
9430038I01Rik	207.75	587	0	244	0	0
Zfp655	207.5	322	0	410	98	0
Zfp560	207.5	493	0	337	0	0
Iqsec2	207.5	207	0	426	197	0
Fcrlb	207.5	0	0	124	706	0
Ptpn22	207.0	203	0	380	245	0
Myo1f	207.0	340	0	356	132	0
H2ax	207.0	134	0	403	291	0
C5ar2	207.0	197	0	440	191	0
Psmd7	206.75	565	0	262	0	0
Mrpl15	206.75	827	0	0	0	0
Eef1akmt4-ece2	206.75	239	0	347	241	0
Eef1akmt4	206.75	239	0	347	241	0
Alg3	206.75	239	0	347	241	0
Dera	206.5	491	0	335	0	0
Cenpf	206.5	508	0	318	0	0
Zmiz2	206.25	142	0	389	294	0
Tmem106b	206.25	202	0	435	188	0
Rapgef1	206.25	254	0	371	200	0
Zfp64	206.0	200	0	345	279	0
Tmem218	206.0	221	0	415	188	0
Piga	206.0	383	0	441	0	0
Lrrc66	206.0	235	0	435	154	0
St3gal4	205.75	148	0	359	316	0
Slc39a8	205.75	193	0	394	236	0
Psmd5	205.75	165	0	428	230	0
Cutal	205.75	165	0	428	230	0
Clns1a	205.75	163	0	435	225	0
Ubl3	205.5	157	0	322	343	0
Tefm	205.5	0	0	434	388	0
Mrpl35	205.5	236	0	363	223	0
Ifi203	205.5	117	0	169	536	0
Xcr1	205.25	182	0	340	299	0
Vps13a	205.25	152	0	497	172	0
Tdrd9	205.25	702	0	119	0	0
Strap	205.25	620	0	201	0	0
Nwd1	205.25	370	0	451	0	0
Erf	205.25	283	0	419	119	0
Atp5mpl	205.25	702	0	119	0	0
Arhgap19	205.25	318	0	354	149	0
Zbtb33	205.0	602	0	218	0	0
Rassf4	205.0	247	0	213	360	0
Papola	205.0	459	0	361	0	0
Mbp	205.0	308	0	512	0	0
Maml2	205.0	248	0	413	159	0
Dmap1	205.0	144	0	416	260	0
Slc35b4	204.75	122	0	473	224	0
Cd302	204.75	205	0	362	252	0
Trpv4	204.5	257	0	402	159	0
Mboat4	204.5	244	0	574	0	0
Vps11	204.25	146	0	433	238	0
Dpep3	204.25	226	0	290	301	0
Zfp647	204.0	453	0	363	0	0
Rbpj	204.0	168	0	389	259	0
Pld4	204.0	241	0	400	175	0
Mrps18c	204.0	161	0	471	184	0
Marchf6	204.0	114	0	430	272	0
Helq	204.0	161	0	471	184	0
Taf4b	203.75	342	0	329	144	0
Orc2	203.75	252	0	318	245	0
Olfr1511	203.75	229	0	437	149	0
Exosc2	203.75	248	0	346	221	0
Nucks1	203.5	245	0	415	154	0
Ncoa3	203.5	264	0	312	238	0
Mob3c	203.5	435	0	379	0	0
Sh2d3c	203.25	312	0	271	230	0
Mroh6	203.25	449	0	364	0	0
Lgals3	203.25	302	0	379	132	0
Kdm2b	203.25	283	0	530	0	0
H2bc6	203.25	342	0	291	180	0
Sfxn3	203.0	189	0	399	224	0
Pdzd7	203.0	189	0	399	224	0
Nr1h3	203.0	223	0	335	254	0
Hacd3	203.0	247	0	445	120	0
Abhd17a	203.0	316	0	496	0	0
2200002J24Rik	203.0	248	0	460	104	0
Timm50	202.75	207	0	302	302	0
Zar1l	202.5	444	0	366	0	0
Trir	202.5	423	0	387	0	0
Nek7	202.5	280	0	315	215	0
Mfsd14b	202.5	331	0	345	134	0
Get3	202.5	423	0	387	0	0
Brca2	202.5	444	0	366	0	0
Ndrg1	202.25	202	0	446	161	0
Tnfsf9	202.0	281	0	256	271	0
Setd3	202.0	219	0	387	202	0
Ccnk	202.0	219	0	387	202	0
BC029722	202.0	370	0	438	0	0
Tsc2	201.75	555	0	252	0	0
Nthl1	201.75	555	0	252	0	0
Hoxa4	201.75	474	0	333	0	0
Ube2r2	201.5	389	0	417	0	0
Phkb	201.5	730	0	76	0	0
Itfg1	201.5	730	0	76	0	0
Foxd2	201.5	443	0	363	0	0
Cybb	201.5	226	0	276	304	0
Peli1	201.25	118	0	498	189	0
Fnip2	201.25	159	0	367	279	0
Atp6v1g3	201.25	217	0	419	169	0
Atmin	201.25	294	0	302	209	0
Anapc10	201.25	314	0	491	0	0
Abce1	201.25	314	0	491	0	0
Aasdh	201.25	652	0	153	0	0
Cd180	201.0	230	0	294	280	0
Tmem205	200.75	333	0	312	158	0
Sorl1	200.75	190	0	356	257	0
Ccdc159	200.75	333	0	312	158	0
Kifbp	200.5	272	0	323	207	0
Ifrd2	200.5	173	0	365	264	0
Cplane2	200.5	223	0	340	239	0
Tgfbi	200.25	291	0	366	144	0
Rarg	200.25	189	0	401	211	0
Gm525	200.25	282	0	277	242	0
Ubald2	200.0	197	0	361	242	0
Tpst1	200.0	215	0	327	258	0
Pias4	200.0	281	0	357	162	0
Patl1	200.0	340	0	366	94	0
Olfr986	200.0	468	0	332	0	0
Camk1	200.0	333	0	467	0	0
Asb7	200.0	343	0	457	0	0
Gng3	199.5	440	0	358	0	0
Bscl2	199.5	440	0	358	0	0
Tlcd3b	199.25	280	0	364	153	0
Sptssa	199.25	283	0	421	93	0
Ms4a4b	199.25	155	0	202	440	0
Capn8	199.25	229	0	414	154	0
Esd	199.0	449	0	347	0	0
5031439G07Rik	199.0	185	0	371	240	0
Scarf1	198.75	262	0	533	0	0
Rilp	198.75	262	0	533	0	0
Cd40	198.75	114	0	230	451	0
Wdfy3	198.5	197	0	412	185	0
Smim3	198.5	144	0	296	354	0
Rragc	198.5	553	0	241	0	0
Rnf113a1	198.5	312	0	354	128	0
Rlim	198.5	338	0	361	95	0
Ndufa1	198.5	312	0	354	128	0
Mtfr1l	198.5	794	0	0	0	0
Dst	198.5	195	0	238	361	0
Bend6	198.5	195	0	238	361	0
Rrnad1	198.25	436	0	357	0	0
Mindy4	198.25	416	0	377	0	0
Isg20l2	198.25	436	0	357	0	0
Cdc42bpb	198.25	227	0	315	251	0
Tmem106c	198.0	245	0	311	236	0
Srbd1	198.0	0	0	461	331	0
Dcaf10	198.0	792	0	0	0	0
Inppl1	197.75	255	0	296	240	0
Tlr6	197.5	226	0	472	92	0
Ppm1e	197.5	147	0	366	277	0
Naa80	197.5	167	0	383	240	0
Hyal3	197.5	167	0	383	240	0
Hyal1	197.5	167	0	383	240	0
Hoxa1	197.5	142	0	459	189	0
Fgd4	197.5	234	0	322	234	0
Fcrls	197.5	180	0	501	109	0
Agfg2	197.5	402	0	388	0	0
Rps6ka1	197.25	194	0	427	168	0
Rpl23	197.25	408	0	381	0	0
Ptov1	197.25	163	0	430	196	0
Phka2	197.25	551	0	238	0	0
Parp4	197.25	628	0	161	0	0
Galnt2	197.25	233	0	339	217	0
Cenpj	197.25	628	0	161	0	0
Wdr45b	197.0	580	208	0	0	0
Thumpd1	197.0	303	0	485	0	0
Psme1	197.0	519	0	269	0	0
Plat	197.0	197	0	207	384	0
Fitm1	197.0	519	0	269	0	0
Ercc2	197.0	187	0	367	234	0
Dnah1	197.0	319	0	469	0	0
Arrb1	197.0	216	0	385	187	0
Picalm	196.75	258	0	434	95	0
Vapa	196.5	543	0	243	0	0
Lats2	196.5	260	0	321	205	0
Ccdc149	196.5	338	0	448	0	0
Bicra	196.5	220	0	352	214	0
Bcl9l	196.25	211	0	373	201	0
Ang2	196.25	237	0	302	246	0
Tm9sf3	196.0	432	0	352	0	0
Thop1	196.0	377	0	407	0	0
Stxbp3	196.0	303	0	319	162	0
Gpr160	196.0	246	0	297	241	0
Decr1	196.0	570	0	214	0	0
Dbi	196.0	193	0	368	223	0
Card11	196.0	200	0	355	229	0
3110009E18Rik	196.0	193	0	368	223	0
Stx12	195.75	662	121	0	0	0
Slamf1	195.75	0	0	129	654	0
Mrpl9	195.75	571	0	212	0	0
Mocos	195.75	190	0	356	237	0
Mfn1	195.75	273	0	295	215	0
Gabarapl2	195.75	527	0	256	0	0
Ralgapa2	195.5	386	0	227	169	0
Trim16	195.25	254	0	423	104	0
Pip4p2	195.25	335	0	446	0	0
Icam5	195.25	134	0	460	187	0
Icam4	195.25	134	0	460	187	0
Birc5	195.25	222	0	463	96	0
Sertad1	195.0	383	0	397	0	0
Ppp5c	195.0	293	0	361	126	0
2610528A11Rik	195.0	248	0	532	0	0
Tmem185a	194.75	217	0	295	267	0
Rbm47	194.75	291	0	315	173	0
Polr1d	194.75	307	0	289	183	0
Mybl2	194.75	779	0	0	0	0
Lnx2	194.75	307	0	289	183	0
Coq10b	194.75	779	0	0	0	0
Lipt1	194.5	217	0	427	134	0
Ddx20	194.5	441	0	337	0	0
Rplp0	194.25	448	0	329	0	0
Zfp366	194.0	195	0	332	249	0
Med26	194.0	383	0	393	0	0
Iqgap2	194.0	232	0	320	224	0
C3ar1	194.0	206	0	308	262	0
Ski	193.75	325	0	450	0	0
Rmdn2	193.75	775	0	0	0	0
Vamp3	193.5	665	109	0	0	0
Sestd1	193.5	302	0	268	204	0
Rnf216	193.5	573	0	201	0	0
Pif1	193.5	172	0	404	198	0
Bod1l	193.5	457	0	146	171	0
Wdr93	193.25	308	0	285	180	0
Tirap	193.25	565	0	208	0	0
Pex11a	193.25	308	0	285	180	0
Mtmr2	193.25	773	0	0	0	0
Hsdl2	193.25	283	134	356	0	0
Foxr1	193.25	235	0	413	125	0
Ccr9	193.25	192	0	411	170	0
Car6	193.25	177	0	433	163	0
Spen	192.75	350	0	261	160	0
Rap2a	192.75	241	0	377	153	0
Matn3	192.75	283	0	488	0	0
Lman2l	192.75	163	0	493	115	0
Mapk9	192.5	178	0	421	171	0
Lzts2	192.5	168	0	458	144	0
Grsf1	192.5	0	0	0	770	0
Snapc1	192.25	291	0	341	137	0
Fhad1	192.25	367	0	402	0	0
Uxs1	192.0	355	0	413	0	0
Tbc1d4	192.0	330	0	438	0	0
Smim41	192.0	217	0	353	198	0
Ipo11	192.0	410	0	358	0	0
Xiap	191.75	301	0	296	170	0
Wdcp	191.75	249	0	332	186	0
Rasa1	191.75	767	0	0	0	0
Lamp2	191.5	190	0	279	297	0
Rnase2b	191.25	215	0	389	161	0
Anapc1	191.25	180	0	368	217	0
Zbtb37	191.0	490	0	274	0	0
Sms	191.0	380	0	384	0	0
Rbl1	191.0	202	0	302	260	0
Pip4p1	191.0	537	0	227	0	0
Mpp6	191.0	292	0	324	148	0
Clip1	191.0	164	0	394	206	0
1810013L24Rik	191.0	764	0	0	0	0
Rxfp4	190.75	161	0	292	310	0
Hbegf	190.75	170	0	300	293	0
Atp8b2	190.75	297	0	305	161	0
Zfp850	190.5	250	0	306	206	0
Tpmt	190.5	642	120	0	0	0
Pak2	190.5	259	0	252	251	0
Mapre2	190.5	218	0	249	295	0
Kdm1b	190.5	642	120	0	0	0
Stra6l	190.25	248	0	239	274	0
Nol7	190.25	761	0	0	0	0
Dennd5a	190.25	379	0	382	0	0
Ucn2	190.0	185	0	380	195	0
Sema4a	190.0	212	0	443	105	0
Riox2	190.0	480	0	280	0	0
Nemp1	190.0	485	0	275	0	0
Itprid2	190.0	312	0	305	143	0
Cdk13	190.0	508	0	252	0	0
Tmem123	189.75	352	0	407	0	0
Lbh	189.75	113	0	368	278	0
Spef1l	189.5	255	0	308	195	0
Ptpro	189.5	251	0	330	177	0
Ptgir	189.5	258	0	359	141	0
Mfsd6	189.5	648	0	110	0	0
Ccrl2	189.25	147	0	321	289	0
Tes	188.75	294	0	237	224	0
Pabpn1	188.75	0	0	464	291	0
H4bc24	188.75	221	0	332	202	0
H2bc23	188.75	221	0	332	202	0
H2ac24	188.75	221	0	332	202	0
H2ac23	188.75	221	0	332	202	0
Atp8a1	188.75	242	0	289	224	0
Ajuba	188.75	202	0	422	131	0
Srebf1	188.5	506	0	248	0	0
Slc26a4	188.5	204	0	352	198	0
Slc25a4	188.5	386	0	368	0	0
Lhpp	188.5	292	0	462	0	0
H3c13	188.5	0	0	413	341	0
Gm14326	188.5	272	0	277	205	0
Zbtb42	188.25	152	0	363	238	0
Pcgf3	188.25	411	0	342	0	0
E030030I06Rik	188.25	406	0	347	0	0
Akt1	188.25	152	0	363	238	0
Zswim4	188.0	206	0	414	132	0
Vps29	188.0	455	0	297	0	0
Ttc21b	188.0	432	0	320	0	0
Scn1b	188.0	254	0	291	207	0
Rad9b	188.0	455	0	297	0	0
Mxi1	188.0	214	0	409	129	0
Ifitm5	188.0	186	0	322	244	0
Ifitm2	188.0	186	0	322	244	0
Gphn	187.75	217	0	320	214	0
Snx19	187.5	750	0	0	0	0
Rps13	187.5	549	0	201	0	0
Lmna	187.5	161	0	373	216	0
Mbd2	187.25	371	0	127	251	0
Exoc6b	187.25	245	0	300	204	0
Disp1	187.25	749	0	0	0	0
Vrk2	187.0	371	0	377	0	0
Map3k9	186.75	176	0	383	188	0
Lag3	186.75	163	0	368	216	0
Syvn1	186.5	330	0	317	99	0
Odf2l	186.5	528	0	218	0	0
Msantd2	186.5	368	0	378	0	0
Mia2	186.5	207	0	414	125	0
Gm5108	186.5	345	0	401	0	0
Celf2	186.5	282	0	353	111	0
Jrk	186.25	437	0	308	0	0
Fn3krp	186.25	269	0	476	0	0
Fbxo5	186.25	329	0	416	0	0
Zfp968	186.0	177	0	423	144	0
Zfp967	186.0	177	0	423	144	0
Zfp966	186.0	177	0	423	144	0
H2az1	186.0	246	0	384	114	0
Fdxacb1	186.0	273	0	343	128	0
Dnajb14	186.0	246	0	384	114	0
1110032A03Rik	186.0	273	0	343	128	0
Ppat	185.75	602	141	0	0	0
Paics	185.75	602	141	0	0	0
Baz1b	185.75	452	0	291	0	0
Ripor3	185.5	235	0	338	169	0
Cox6a1	185.5	493	0	249	0	0
Clec12a	185.5	165	0	221	356	0
Vma21	185.25	206	0	144	391	0
Thoc3	185.25	456	0	285	0	0
Star	185.25	131	0	361	249	0
Rpgr	185.25	392	0	349	0	0
Pds5a	185.25	177	0	390	174	0
Ncbp2	185.25	592	0	149	0	0
Il15ra	185.25	177	0	285	279	0
Fbxo9	185.25	143	0	368	230	0
Cilk1	185.25	143	0	368	230	0
Ankrd13d	185.25	251	0	379	111	0
0610012G03Rik	185.25	592	0	149	0	0
Ly6e	185.0	165	0	317	258	0
H2-Ke6	185.0	270	0	470	0	0
Tgfbrap1	184.75	304	0	435	0	0
Taldo1	184.75	327	0	205	207	0
Stard3nl	184.75	232	0	325	182	0
Pigl	184.75	258	0	357	124	0
Ncor1	184.75	258	0	357	124	0
Syngr3	184.5	346	0	392	0	0
Herpud1	184.5	229	0	379	130	0
Foxn1	184.5	290	0	448	0	0
Fosl2	184.5	140	0	421	177	0
Dnajc24	184.5	177	0	410	151	0
Ttc39c	184.25	0	0	169	568	0
Rsph9	184.25	323	0	263	151	0
Pigs	184.25	575	0	162	0	0
Mid1ip1	184.25	162	0	339	236	0
Helz2	184.25	188	0	0	549	0
Gckr	184.25	420	0	317	0	0
Fndc4	184.25	420	0	317	0	0
Epsti1	184.25	167	0	288	282	0
C1qc	184.25	111	0	477	149	0
Aldoc	184.25	575	0	162	0	0
Ucp2	184.0	189	0	305	242	0
Sult6b1	184.0	224	0	512	0	0
Pprc1	184.0	122	0	413	201	0
Polr3h	184.0	736	0	0	0	0
Mllt1	184.0	563	0	173	0	0
Ulk3	183.75	605	0	130	0	0
Tab3	183.75	392	0	343	0	0
Sod2	183.75	0	0	94	641	0
Arid1a	183.75	188	0	262	285	0
Nectin4	183.5	220	0	278	236	0
Mrps35	183.5	411	0	323	0	0
Tifab	183.25	222	0	386	125	0
Mrpl20	183.25	440	0	293	0	0
Fntb	183.25	228	0	319	186	0
Fam131b	183.25	131	0	332	270	0
Ankrd17	183.25	733	0	0	0	0
Slc4a2	183.0	116	0	434	182	0
Nubpl	183.0	491	0	241	0	0
Faap20	183.0	281	0	313	138	0
Cdk5	183.0	116	0	434	182	0
Map6	182.75	234	0	353	144	0
Lipn	182.75	109	0	287	335	0
Ppp1r12a	182.5	147	0	276	307	0
Hacd4	182.5	306	0	424	0	0
Agpat4	182.5	121	0	344	265	0
Def6	182.25	356	0	373	0	0
Set	182.0	173	0	403	152	0
Muc1	182.0	177	0	331	220	0
Uchl3	181.75	496	0	231	0	0
Pi16	181.75	240	0	235	252	0
Map2k1	181.75	528	0	199	0	0
Ccdc84	181.75	316	0	411	0	0
Adamts14	181.75	131	0	236	360	0
AI413582	181.75	364	0	154	209	0
Zfp503	181.5	136	0	421	169	0
Slc25a23	181.5	411	0	315	0	0
Crb3	181.5	411	0	315	0	0
Cav2	181.5	273	0	453	0	0
Adam15	181.5	187	0	402	137	0
Mob1b	181.25	725	0	0	0	0
Ifit3b	181.25	0	0	202	523	0
Coq7	181.25	316	0	409	0	0
Borcs7	181.25	187	0	385	153	0
Ap5s1	181.25	177	0	367	181	0
Fbxl21	181.0	556	0	168	0	0
Dnajc15	181.0	238	0	272	214	0
Snx18	180.75	271	0	292	160	0
Radx	180.75	177	0	179	367	0
Gigyf2	180.75	504	0	219	0	0
Tollip	180.5	333	0	389	0	0
Tagap1	180.5	289	0	433	0	0
Slfn10-ps	180.5	236	0	256	230	0
Orai1	180.5	247	0	309	166	0
Tnfsf15	180.25	214	0	344	163	0
Anapc11	180.25	721	0	0	0	0
Alyref	180.25	721	0	0	0	0
Rnf113a2	180.0	288	0	432	0	0
Ptpn21	180.0	193	0	344	183	0
Susd6	179.75	168	0	269	282	0
Sertad3	179.75	164	0	232	323	0
Tmsb4x	179.5	278	0	269	171	0
Slc46a3	179.5	297	0	421	0	0
Oas3	179.5	0	0	363	355	0
Fnta	179.5	188	0	329	201	0
Entpd7	179.5	718	0	0	0	0
Efemp2	179.5	343	0	264	111	0
Cyb5a	179.5	219	0	499	0	0
Cd300c	179.5	245	0	473	0	0
Abhd17c	179.5	523	0	195	0	0
Trps1	179.25	286	0	431	0	0
Rell2	179.25	392	0	325	0	0
Rcc1l	179.25	483	0	234	0	0
Hdac3	179.25	392	0	325	0	0
Fbxo25	179.25	717	0	0	0	0
Dusp11	179.25	589	0	128	0	0
Csad	179.25	389	0	197	131	0
Tmtc2	179.0	146	0	375	195	0
Thrap3	179.0	569	0	147	0	0
Igip	179.0	270	0	446	0	0
B4galnt1	179.0	716	0	0	0	0
Grk3	178.75	253	0	154	308	0
Clpb	178.75	121	0	409	185	0
Abhd2	178.75	551	0	164	0	0
Mettl15	178.5	204	0	385	125	0
Kif18a	178.5	204	0	385	125	0
Cuedc2	178.5	152	0	409	153	0
Rbm18	178.25	277	0	308	128	0
Mrrf	178.25	277	0	308	128	0
Lrrk1	178.25	549	0	164	0	0
Gpr132	178.25	172	0	296	245	0
Chd1l	178.25	545	0	168	0	0
Trmt2b	178.0	380	0	332	0	0
Limd2	178.0	172	0	363	177	0
Eif3e	178.0	517	0	195	0	0
Ufsp1	177.75	264	0	311	136	0
Tpm1	177.5	710	0	0	0	0
Xpo1	177.25	220	0	294	195	0
Src	177.25	187	0	241	281	0
Pex11b	177.25	97	0	612	0	0
Ms4a1	177.25	232	0	301	176	0
Fam111a	177.25	187	0	395	127	0
Ap1b1	177.25	297	0	412	0	0
Txlnb	177.0	125	0	232	351	0
Slc25a1	177.0	524	0	110	74	0
Senp5	177.0	480	0	228	0	0
Etaa1	177.0	188	0	331	189	0
Dus4l	177.0	322	0	386	0	0
Cog5	177.0	322	0	386	0	0
Wdfy1	176.75	296	0	242	169	0
Ripk2	176.75	242	0	292	173	0
Mgl2	176.75	330	0	377	0	0
Lrrc59	176.75	446	0	261	0	0
Fchsd1	176.75	549	0	158	0	0
Dok2	176.75	0	0	500	207	0
Tk2	176.5	336	0	370	0	0
Sptbn1	176.5	195	0	374	137	0
Snap29	176.5	706	0	0	0	0
Pi4ka	176.5	706	0	0	0	0
Ncl	176.5	150	0	327	229	0
Cklf	176.5	336	0	370	0	0
Casq1	176.5	131	0	355	220	0
Tram2	176.25	467	0	238	0	0
Tmem159	176.25	255	0	326	124	0
Prr15	176.25	349	0	356	0	0
Tmem119	176.0	299	0	235	170	0
Nsmaf	176.0	192	0	369	143	0
Mphosph10	176.0	177	0	371	156	0
Mcee	176.0	177	0	371	156	0
Tmem250-ps	175.75	601	0	102	0	0
Spop	175.75	244	0	459	0	0
Orc5	175.75	510	0	193	0	0
Xpnpep1	175.5	210	0	276	216	0
Ttc12	175.5	207	0	318	177	0
B3galt5	175.5	251	0	451	0	0
Mov10	175.25	143	0	289	269	0
Kif20b	175.25	535	0	166	0	0
9930012K11Rik	175.25	328	0	373	0	0
4933430I17Rik	175.25	0	0	432	269	0
Slc36a3	175.0	110	0	386	204	0
Nmur1	175.0	122	0	374	204	0
Lrp1	175.0	196	0	318	186	0
Zfyve21	174.75	380	0	319	0	0
Xrcc3	174.75	380	0	319	0	0
Gnl2	174.75	353	0	346	0	0
Zrsr1	174.5	153	0	356	189	0
Trpc4ap	174.5	367	0	331	0	0
I830077J02Rik	174.5	196	0	288	214	0
Dtx2	174.5	193	0	281	224	0
Zgrf1	174.25	208	0	309	180	0
Metap2	174.25	295	0	402	0	0
Larp7	174.25	208	0	309	180	0
Dntt	174.25	230	0	304	163	0
Trmt10c	174.0	494	0	202	0	0
Rcan1	174.0	248	0	448	0	0
Gtpbp3	174.0	0	0	323	373	0
Ano8	174.0	0	0	323	373	0
Notch4	173.75	190	0	334	171	0
Atp2c1	173.75	511	0	184	0	0
Zfp874b	173.5	151	0	345	198	0
Treml4	173.5	219	0	475	0	0
Tas1r1	173.5	694	0	0	0	0
Slf1	173.5	217	0	248	229	0
Pnrc2	173.5	694	0	0	0	0
Nol9	173.5	694	0	0	0	0
2210408I21Rik	173.5	217	0	248	229	0
1810037I17Rik	173.5	173	0	291	230	0
