Target_genes	Elf4|Average	SRX2242847|Macrophages	SRX2242848|Macrophages	SRX2242849|Macrophages	SRX2242850|Macrophages	STRING
Gys1	270.0	260	0	495	325	0
Ubtf	269.75	317	0	488	274	0
Rassf3	269.75	268	0	420	391	0
Ralgapb	269.75	827	0	252	0	0
Slc35f6	269.5	354	0	523	201	0
Osbpl3	269.5	325	0	448	305	0
Nos2	269.5	0	0	148	930	0
Laptm4a	269.5	343	0	540	195	0
Zdhhc16	269.25	415	0	451	211	0
Wnt5b	269.25	287	0	468	322	0
Ptk2b	269.25	442	0	446	189	0
Ncaph2	269.25	468	0	363	246	0
Lmf2	269.25	468	0	363	246	0
Hspa1b	269.25	278	0	498	301	0
Exosc1	269.25	415	0	451	211	0
Thbs3	269.0	528	0	368	180	0
Srp14	269.0	721	0	355	0	0
Setdb1	269.0	387	0	329	360	0
Mtx1	269.0	528	0	368	180	0
Gm13276	269.0	301	0	416	359	0
Trim41	268.75	695	168	212	0	0
Fmo5	268.75	351	0	724	0	0
Cpeb3	268.75	259	0	518	298	0
Anks3	268.75	863	212	0	0	0
4930451G09Rik	268.75	863	212	0	0	0
Wdr4	268.5	766	153	155	0	0
Rsrc2	268.5	255	0	484	335	0
Kntc1	268.5	255	0	484	335	0
4930404N11Rik	268.5	294	0	652	128	0
Oscar	268.25	223	0	524	326	0
Ndufa3	268.25	223	0	524	326	0
Atp6v0d1	268.25	407	0	431	235	0
Agrp	268.25	407	0	431	235	0
Adipor1	268.25	246	0	515	312	0
Spata5	268.0	364	0	465	243	0
Nudt6	268.0	364	0	465	243	0
Endov	268.0	554	0	518	0	0
Tm4sf19	267.75	304	0	464	303	0
Sidt2	267.75	246	0	452	373	0
Mob3a	267.75	382	0	497	192	0
Izumo4	267.75	382	0	497	192	0
Inpp4a	267.75	226	0	476	369	0
Commd1	267.75	526	0	356	189	0
Mlh1	267.5	221	0	565	284	0
Epm2aip1	267.5	221	0	565	284	0
Clec4b2	267.5	305	0	551	214	0
Meis2	267.25	217	0	536	316	0
Ints11	267.25	383	0	475	211	0
Gm13271	267.25	223	0	463	383	0
Cptp	267.25	383	0	475	211	0
Zfp7	267.0	427	0	406	235	0
Slc35e1	267.0	1068	0	0	0	0
Filip1l	267.0	294	0	481	293	0
Zfp36l2	266.75	250	0	512	305	0
Fkbp1a	266.75	610	0	262	195	0
Scrt2	266.5	270	0	541	255	0
Pex7	266.5	401	0	458	207	0
Ifi204	266.5	177	0	529	360	0
Elovl1	266.25	783	113	169	0	0
Eif5a2	266.0	667	0	397	0	0
Ddhd1	266.0	325	0	411	328	0
Taco1	265.75	262	0	522	279	0
Lmbr1	265.75	258	0	507	298	0
Med13l	265.5	267	0	451	344	0
Washc2	265.25	178	0	557	326	0
Sqor	265.25	201	0	479	381	0
Pola1	265.25	1061	0	0	0	0
Cd74	265.25	324	0	541	196	0
Stk35	265.0	310	0	450	300	0
Lrrc57	265.0	797	0	263	0	0
Haus2	265.0	797	0	263	0	0
Capns1	265.0	154	0	498	408	0
Zbtb43	264.75	556	0	503	0	0
Pkn3	264.75	771	0	288	0	0
Pde4b	264.75	246	0	356	457	0
Dtx3	264.75	283	0	515	261	0
Arhgef25	264.75	283	0	515	261	0
Zfp773	264.5	339	0	512	207	0
Serinc3	264.5	413	0	393	252	0
Cdk20	264.25	297	0	570	190	0
Tmem143	264.0	410	0	646	0	0
Tmem139	264.0	403	0	478	175	0
Syngr4	264.0	410	0	646	0	0
Sec22b	264.0	279	0	494	283	0
Pcbp1	264.0	361	0	464	231	0
Casp2	264.0	403	0	478	175	0
Ipmk	263.75	404	0	439	212	0
Cisd1	263.75	404	0	439	212	0
Zfpm1	263.5	701	0	353	0	0
C77080	263.5	271	0	613	170	0
Spryd3	263.25	1053	0	0	0	0
S100a10	263.25	235	0	561	257	0
Kmt2e	263.25	352	0	533	168	0
Sh3bgrl3	263.0	325	0	210	517	0
Actl6a	263.0	761	118	173	0	0
Scml4	262.75	208	0	506	337	0
Gm13272	262.75	276	0	416	359	0
Scpep1	262.5	365	0	534	151	0
Mrpl17	262.5	429	0	356	265	0
Eif3j2	262.5	234	0	533	283	0
Eif3j1	262.5	234	0	533	283	0
Zbtb17	262.0	1048	0	0	0	0
Srpk2	262.0	159	0	614	275	0
Snrpd1	262.0	919	0	129	0	0
Serhl	262.0	454	0	594	0	0
Septin2	262.0	471	136	441	0	0
Kif16b	262.0	1048	0	0	0	0
Hdlbp	262.0	471	136	441	0	0
Ddost	262.0	645	144	259	0	0
Scd2	261.75	368	0	351	328	0
Myh9	261.75	487	0	341	219	0
Tpt1	261.5	684	0	362	0	0
Tmem86a	261.5	0	0	847	199	0
Psmc1	261.5	261	0	415	370	0
Ppcdc	261.25	332	0	393	320	0
Ccne1	261.25	528	0	301	216	0
Rgp1	261.0	732	0	192	120	0
Krtcap3	261.0	197	0	255	592	0
Gba2	261.0	732	0	192	120	0
Atp5j2	261.0	375	0	430	239	0
Pkib	260.75	406	0	637	0	0
Heatr5b	260.75	697	0	346	0	0
Gpatch11	260.75	697	0	346	0	0
Ezh1	260.75	427	0	365	251	0
Btbd2	260.75	305	0	495	243	0
Ung	260.5	569	0	303	170	0
Pwwp3a	260.5	200	0	475	367	0
H2-M5	260.5	380	0	662	0	0
Alkbh2	260.5	569	0	303	170	0
Slc30a9	260.25	768	0	273	0	0
Rpusd1	260.0	304	0	481	255	0
Cop1	260.0	348	0	410	282	0
Chtf18	260.0	304	0	481	255	0
Nol10	259.75	388	0	359	292	0
Clasp2	259.5	367	0	481	190	0
Cmklr1	259.25	289	0	498	250	0
Zfp426	258.75	428	0	477	130	0
Slc31a2	258.5	287	0	364	383	0
Cnnm3	258.5	261	0	546	227	0
Abr	258.5	607	0	249	178	0
Zfp113	258.25	267	0	505	261	0
Rab19	258.25	239	0	500	294	0
Stx4a	258.0	364	0	439	229	0
Zfp947	257.75	370	0	523	138	0
Utp14a	257.75	187	0	406	438	0
Gtf2h3	257.75	667	144	220	0	0
Eif2b1	257.75	667	144	220	0	0
Cotl1	257.75	305	0	404	322	0
Aar2	257.75	257	0	481	293	0
Uba1	257.5	349	0	375	306	0
Trnau1ap	257.25	735	171	123	0	0
Tuft1	257.0	511	0	517	0	0
Ppp1cb	257.0	413	0	373	242	0
Gna14	257.0	238	0	509	281	0
Ccdc171	257.0	665	0	363	0	0
Vcan	256.75	251	0	287	489	0
Tpd52	256.75	247	0	453	327	0
Suclg1	256.75	169	0	512	346	0
Serpinb12	256.75	414	0	401	212	0
Kdm3b	256.75	355	0	360	312	0
Gsdmd	256.75	334	0	369	324	0
Swi5	256.5	515	0	511	0	0
Srek1ip1	256.5	155	0	441	430	0
Slc16a6	256.5	649	0	377	0	0
Golga2	256.5	515	0	511	0	0
Cwc27	256.5	155	0	441	430	0
Zscan21	256.25	354	0	445	226	0
Syt11	256.0	224	0	397	403	0
Phf11b	256.0	192	0	271	561	0
Dctn6	256.0	244	0	574	206	0
Tmem29	255.75	323	0	416	284	0
Ptprc	255.75	222	0	429	372	0
Csnk1a1	255.5	687	125	210	0	0
Gtf2e2	255.25	1021	0	0	0	0
Eef2kmt	255.25	448	0	359	214	0
Cdk5rap2	255.25	434	0	587	0	0
Zfp109	255.0	307	0	551	162	0
Rpp38	255.0	351	0	383	286	0
Ptpn18	255.0	250	0	570	200	0
Fgfbp3	255.0	262	0	533	225	0
Alg1	255.0	614	171	235	0	0
Acbd7	255.0	351	0	383	286	0
Wdr18	254.75	336	0	683	0	0
S100a13	254.75	274	0	480	265	0
S100a1	254.75	274	0	480	265	0
Mrpl12	254.75	330	0	415	274	0
Cep112	254.75	394	0	625	0	0
Urgcp	254.5	246	0	603	169	0
Mindy2	254.5	553	0	465	0	0
Hdac1	254.5	893	125	0	0	0
Atic	254.5	1018	0	0	0	0
Nap1l4	254.25	326	0	451	240	0
Arl2bp	254.0	238	0	475	303	0
Rap2b	253.75	230	0	545	240	0
Prkaca	253.75	329	0	454	232	0
Efcab8	253.75	264	0	552	199	0
Zfp184	253.5	199	0	482	333	0
Atp5e	253.5	803	0	211	0	0
Snx33	253.25	846	0	167	0	0
Per2	253.25	768	0	245	0	0
Sting1	253.0	237	0	448	327	0
Smdt1	253.0	246	0	447	319	0
Fdft1	253.0	284	0	462	266	0
Dnajc10	252.75	354	0	440	217	0
Fus	252.5	508	0	502	0	0
Flcn	252.5	309	0	563	138	0
Cst3	252.5	215	0	491	304	0
Cops8	252.5	371	0	424	215	0
Aph1c	252.25	257	0	423	329	0
Tmem72	252.0	296	0	549	163	0
Pecam1	252.0	170	0	303	535	0
Msl3	252.0	568	0	214	226	0
Cd244a	252.0	314	0	524	170	0
Aldoart2	252.0	272	0	337	399	0
Slc25a53	251.75	248	0	484	275	0
Tstd3	251.25	327	0	417	261	0
Tst	251.25	212	0	542	251	0
Pdcd6ip	251.25	737	0	146	122	0
Mpst	251.25	212	0	542	251	0
Sycp2l	251.0	217	0	624	163	0
Rab5b	251.0	169	0	577	258	0
Lair1	251.0	146	0	437	421	0
Eif2s3x	251.0	140	0	559	305	0
Ctss	251.0	407	0	361	236	0
Snx12	250.75	362	0	366	275	0
Anxa11	250.75	340	0	401	262	0
Ypel5	250.5	271	0	521	210	0
Tmem79	250.5	204	0	335	463	0
Smg5	250.5	204	0	335	463	0
Higd1a	250.5	387	0	460	155	0
Mief2	250.25	301	0	457	243	0
Kif18b	250.25	405	0	444	152	0
H2-DMa	250.25	210	0	384	407	0
Gpr84	250.25	209	0	380	412	0
Flii	250.25	301	0	457	243	0
Brd2	250.25	210	0	384	407	0
Zc3h6	250.0	301	0	481	218	0
Yeats4	250.0	872	128	0	0	0
Vps28	250.0	296	0	490	214	0
Lrrc25	250.0	299	0	400	301	0
Igflr1	250.0	271	0	451	278	0
Ssbp4	249.75	843	0	156	0	0
Ifnz	249.75	224	0	416	359	0
Spin1	249.5	419	0	579	0	0
Dusp23	249.5	458	0	418	122	0
Rhobtb1	249.0	324	0	518	154	0
Map2k7	249.0	843	0	153	0	0
Bcl2a1a	249.0	255	0	339	402	0
A930033H14Rik	249.0	324	0	518	154	0
Tas2r143	248.75	308	0	291	396	0
Prps2	248.75	340	0	429	226	0
Nucb2	248.75	223	0	542	230	0
Mef2d	248.75	296	0	514	185	0
Me2	248.75	810	0	185	0	0
Cercam	248.75	263	0	487	245	0
Cdc5l	248.75	339	0	440	216	0
Sult2b1	248.5	389	0	605	0	0
Rhbdl1	248.5	746	248	0	0	0
Rhbdd2	248.5	731	0	263	0	0
Hspb7	248.5	266	0	442	286	0
Emb	248.5	254	0	464	276	0
Clec10a	248.5	339	0	536	119	0
Clcnkb	248.5	266	0	442	286	0
2810021J22Rik	248.25	285	0	419	289	0
Xpnpep3	248.0	618	146	228	0	0
St13	248.0	618	146	228	0	0
Rps6ka5	248.0	247	0	453	292	0
Hsd17b1	248.0	396	0	352	244	0
Ttc32	247.75	239	0	549	203	0
Il17ra	247.75	587	0	404	0	0
Snrpd3	247.5	156	0	541	293	0
Gucd1	247.5	156	0	541	293	0
Bcl3	247.5	316	0	438	236	0
Smc2	247.25	245	0	528	216	0
Nepro	247.25	989	0	0	0	0
Znrd1as	247.0	205	0	444	339	0
Stx16	247.0	335	0	366	287	0
Cep70	247.0	643	0	345	0	0
Traip	246.75	195	0	572	220	0
Slc19a2	246.75	255	0	438	294	0
Praf2	246.75	227	0	572	188	0
Nnt	246.75	822	0	165	0	0
Tbata	246.5	392	0	594	0	0
Syk	246.25	398	0	377	210	0
Slc49a4	246.25	478	0	297	210	0
Rilpl2	246.25	224	0	305	456	0
Osbpl5	246.25	327	0	332	326	0
Fra10ac1	246.25	471	0	279	235	0
Sh3tc1	246.0	400	0	404	180	0
Rapgef2	246.0	367	0	380	237	0
Fam161a	246.0	262	0	531	191	0
Cnot1	246.0	277	0	405	302	0
Psmd14	245.75	378	0	384	221	0
Ndufs4	245.75	272	0	408	303	0
Igsf6	245.75	242	0	506	235	0
Gimap6	245.75	329	0	386	268	0
Fam20b	245.75	538	0	224	221	0
Alox5ap	245.75	340	0	476	167	0
Akt2	245.75	160	0	383	440	0
N4bp1	245.5	258	0	407	317	0
Ddx21	245.25	457	0	395	129	0
Abcc3	245.25	346	0	437	198	0
Ypel3	245.0	717	0	263	0	0
Tmem256	245.0	243	0	517	220	0
Tbx6	245.0	717	0	263	0	0
Snx27	245.0	168	0	430	382	0
Pusl1	245.0	264	0	600	116	0
Nvl	245.0	276	0	486	218	0
Acap3	245.0	264	0	600	116	0
Pde6g	244.75	979	0	0	0	0
Oxld1	244.75	979	0	0	0	0
Gtf2ird2	244.75	979	0	0	0	0
Fam160a2	244.75	177	0	528	274	0
Ccdc137	244.75	979	0	0	0	0
Pira1	244.5	336	0	412	230	0
Large1	244.5	222	0	369	387	0
Kptn	244.5	328	0	429	221	0
Klf10	244.5	356	0	622	0	0
Scyl1	244.25	512	0	465	0	0
Pnrc1	244.25	704	0	273	0	0
Gm13277	244.25	301	0	354	322	0
Foxp1	244.25	246	0	434	297	0
Dnase2a	244.25	452	0	318	207	0
Abca4	244.25	258	0	437	282	0
Ehd4	244.0	376	0	406	194	0
Prrc2c	243.75	292	0	353	330	0
Lrmp	243.75	238	0	579	158	0
Ubap1	243.25	223	0	610	140	0
Prune1	243.25	401	0	335	237	0
Mindy1	243.25	401	0	335	237	0
Dlk2	243.25	369	0	388	216	0
Zfp52	243.0	252	0	435	285	0
Ube3b	243.0	466	0	506	0	0
Med23	243.0	174	0	523	275	0
Kctd10	243.0	466	0	506	0	0
Dennd1c	243.0	266	0	395	311	0
Rasgrp3	242.75	311	0	496	164	0
Gnpda2	242.75	437	0	534	0	0
Zfp971	242.5	206	0	504	260	0
Zfp874a	242.5	272	0	487	211	0
Prrt1	242.5	279	0	438	253	0
Ppt2	242.5	279	0	438	253	0
Crot	242.5	205	0	530	235	0
Ccl1	242.5	269	0	361	340	0
Vav1	242.25	246	0	446	277	0
Sp140	242.25	181	0	324	464	0
Sp110	242.25	181	0	324	464	0
Rpl31	242.25	797	172	0	0	0
Plec	242.25	264	0	377	328	0
Pgam5	242.25	706	104	159	0	0
Aatf	242.25	969	0	0	0	0
Taf9	242.0	818	150	0	0	0
Rad17	242.0	818	150	0	0	0
Ppm1l	242.0	270	0	482	216	0
Irgm1	242.0	252	0	393	323	0
Ak6	242.0	818	150	0	0	0
Litaf	241.75	276	0	444	247	0
Fam214a	241.75	214	0	556	197	0
Tdrkh	241.5	554	0	412	0	0
Polg2	241.5	648	0	318	0	0
Il1r2	241.5	264	0	398	304	0
Ap2a2	241.5	296	0	496	174	0
Selenom	241.25	147	0	486	332	0
Cryga	241.0	349	0	479	136	0
Slc30a1	240.75	264	0	483	216	0
Pdcl3	240.75	444	0	519	0	0
Ablim2	240.75	295	0	533	135	0
Ubn2	240.5	475	0	487	0	0
Smarcal1	240.5	228	0	517	217	0
Enox2	240.5	294	0	511	157	0
Exo5	240.25	239	0	457	265	0
Slc4a8	240.0	585	0	375	0	0
Srsf1	239.75	328	0	457	174	0
Kazald1	239.75	266	0	461	232	0
Fosb	239.75	382	0	346	231	0
Rps17	239.5	591	138	229	0	0
Ptcd1	239.5	187	0	483	288	0
Prss50	239.5	349	0	291	318	0
Cpsf4	239.5	187	0	483	288	0
Xrcc6	239.25	331	148	348	130	0
Slc25a42	239.25	305	0	460	192	0
H4c14	239.25	203	0	413	341	0
Desi1	239.25	331	148	348	130	0
Rassf2	239.0	445	0	511	0	0
Atp5g2	239.0	298	0	463	195	0
Twistnb	238.75	271	0	435	249	0
Slc27a1	238.75	301	0	437	217	0
Rpl7	238.75	288	0	404	263	0
Rdh10	238.75	288	0	404	263	0
Nxnl1	238.75	301	0	437	217	0
Grxcr1	238.75	241	0	516	198	0
Ern1	238.75	715	0	240	0	0
Cd84	238.75	338	0	617	0	0
Mrpl38	238.5	140	0	585	229	0
Eif4e2	238.5	582	0	372	0	0
R3hdm2	238.25	201	0	430	322	0
Plekhf2	238.25	469	0	484	0	0
Nars2	238.25	323	0	464	166	0
Mllt6	238.25	259	0	467	227	0
Ltbr	238.25	665	0	288	0	0
E2f3	238.25	228	0	537	188	0
Adgre4	238.25	297	0	500	156	0
Rapgef3	238.0	532	0	420	0	0
Plrg1	238.0	644	0	308	0	0
Ndufb4	238.0	302	0	437	213	0
Gsg1l	238.0	197	0	460	295	0
Ssbp3	237.75	206	0	619	126	0
Dctn4	237.75	587	0	364	0	0
Tmem161a	237.5	301	0	442	207	0
Ift88	237.5	708	0	242	0	0
Antxr2	237.5	265	0	416	269	0
Sorbs1	237.25	608	0	143	198	0
Polr2c	237.25	750	0	199	0	0
Oxa1l	237.25	161	0	467	321	0
Engase	237.0	538	0	410	0	0
Cdc42ep2	237.0	283	0	321	344	0
Tmed10	236.75	300	0	395	252	0
Rraga	236.75	387	0	423	137	0
Fxn	236.75	239	0	311	397	0
Cdc42bpg	236.75	688	0	259	0	0
Yif1b	236.5	351	0	595	0	0
Tecpr2	236.5	316	0	411	219	0
Pafah2	236.5	171	0	455	320	0
Cinp	236.5	316	0	411	219	0
Tor1aip2	236.25	301	0	386	258	0
Tor1aip1	236.25	301	0	386	258	0
Pinx1	236.25	333	0	363	249	0
Ddx23	236.25	257	0	496	192	0
Arid2	236.25	267	0	422	256	0
Rnf19b	236.0	227	0	289	428	0
Ano2	236.0	184	0	544	216	0
Timm17a	235.75	305	0	388	250	0
Slc29a2	235.75	203	0	511	229	0
Nampt	235.75	319	0	307	317	0
Usp9x	235.5	181	0	500	261	0
Micall2	235.5	228	0	285	429	0
Mgst3	235.5	259	0	588	95	0
Hexb	235.5	519	0	423	0	0
Eif3b	235.5	314	0	327	301	0
Mthfd1	235.25	380	0	561	0	0
Cep20	235.25	214	0	499	228	0
Mefv	235.0	140	0	302	498	0
Diaph2	235.0	272	0	468	200	0
Aff1	235.0	247	0	439	254	0
Slc9a3r2	234.75	207	0	373	359	0
Npw	234.75	207	0	373	359	0
Mpv17l	234.75	641	157	141	0	0
Ipo13	234.75	406	0	323	210	0
Fbxw10	234.75	287	0	532	120	0
Dpep2	234.75	229	0	525	185	0
Ebf4	234.5	316	0	526	96	0
Topbp1	234.25	572	0	365	0	0
Iqch	234.25	937	0	0	0	0
Arl8b	234.25	519	0	418	0	0
Aagab	234.25	937	0	0	0	0
Sun3	234.0	309	0	401	226	0
Rnf141	234.0	222	0	409	305	0
Rbpms	234.0	242	0	432	262	0
Pygl	234.0	331	0	450	155	0
Gtf2a2	234.0	690	0	246	0	0
Gm11992	234.0	309	0	401	226	0
Ppt1	233.75	253	0	297	385	0
Elk4	233.5	347	0	375	212	0
Ube2j2	233.25	340	0	381	212	0
Sprtn	233.25	933	0	0	0	0
Lamp1	233.25	308	0	437	188	0
Exoc8	233.25	933	0	0	0	0
Abcc2	233.25	319	0	614	0	0
Pqlc3	233.0	446	0	486	0	0
Cog7	233.0	339	0	322	271	0
Adgre1	233.0	267	0	319	346	0
Ythdf1	232.75	248	0	299	384	0
Slc39a6	232.75	474	0	457	0	0
Sdad1	232.75	351	0	325	255	0
Rs1	232.75	334	0	353	244	0
Myo10	232.75	237	0	506	188	0
Elp2	232.75	474	0	457	0	0
Dmac1	232.75	283	0	451	197	0
Csrp1	232.75	323	0	329	279	0
Mcm9	232.5	767	163	0	0	0
Derl3	232.5	392	0	538	0	0
Spout1	232.25	666	0	263	0	0
Ccdc138	232.25	408	0	345	176	0
Pxk	232.0	239	0	395	294	0
Utp25	231.75	304	0	367	256	0
Det1	231.5	614	0	181	131	0
Kif23	231.25	390	0	323	212	0
Gm5150	231.25	269	0	429	227	0
Cd33	231.25	259	0	330	336	0
Slc39a7	231.0	347	0	470	107	0
Rxrb	231.0	347	0	470	107	0
Rmi2	231.0	171	0	277	476	0
Pdia3	231.0	750	0	174	0	0
Catsper2	231.0	750	0	174	0	0
Plpbp	230.75	631	0	292	0	0
Lxn	230.75	389	0	534	0	0
Clptm1l	230.75	923	0	0	0	0
Camta2	230.75	256	0	433	234	0
Trappc2l	230.5	421	0	501	0	0
Snx4	230.5	206	0	501	215	0
Ireb2	230.5	665	0	257	0	0
Galns	230.5	421	0	501	0	0
Lonrf1	230.25	258	0	492	171	0
Adar	230.25	269	0	400	252	0
Tmem242	230.0	129	0	429	362	0
Lrch1	230.0	180	0	303	437	0
Jrkl	230.0	261	0	340	319	0
Dennd1a	230.0	275	0	462	183	0
Cyren	230.0	752	0	168	0	0
Ccdc82	230.0	261	0	340	319	0
Rhof	229.75	383	0	385	151	0
Nrd1	229.75	231	0	394	294	0
Hp1bp3	229.75	250	0	326	343	0
Rnf130	229.5	286	0	413	219	0
Dennd1b	229.5	487	0	217	214	0
Usp11	229.25	149	0	503	265	0
Slc10a7	229.25	236	0	402	279	0
Rbmxl1	229.25	236	0	402	279	0
Pigv	229.25	478	0	181	258	0
Hmox1	229.25	226	0	430	261	0
Ctse	229.25	337	0	400	180	0
Copb1	229.25	273	0	450	194	0
Zfp326	229.0	421	0	495	0	0
Tmem9	229.0	216	0	477	223	0
Mitf	229.0	329	0	412	175	0
Igfn1	229.0	216	0	477	223	0
Cycs	229.0	486	0	430	0	0
Tex45	228.75	366	0	342	207	0
Pex11g	228.75	366	0	342	207	0
Oosp2	228.75	0	0	213	702	0
Kcnn4	228.75	313	0	344	258	0
Hsp90ab1	228.75	915	0	0	0	0
Exd1	228.75	597	116	202	0	0
Chp1	228.75	597	116	202	0	0
2700062C07Rik	228.75	162	0	538	215	0
Tmtc4	228.5	256	0	482	176	0
Lgals7	228.5	158	0	400	356	0
Jun	228.5	376	0	256	282	0
Rpl9	228.25	273	0	491	149	0
Lias	228.25	273	0	491	149	0
Klhl21	228.25	392	0	299	222	0
Brf1	228.25	229	0	477	207	0
Stt3b	228.0	738	0	174	0	0
Smg7	228.0	613	0	160	139	0
Lrp11	228.0	912	0	0	0	0
Zfp386	227.75	301	0	446	164	0
Kansl3	227.75	452	0	219	240	0
Fer1l5	227.75	452	0	219	240	0
Ptp4a2	227.5	159	0	469	282	0
Pcnx4	227.5	555	0	355	0	0
Zkscan7	227.25	484	0	425	0	0
Tspo	227.25	206	0	324	379	0
Tmem50a	227.25	320	0	205	384	0
Fam210b	227.25	277	0	434	198	0
Efcab2	227.25	274	0	501	134	0
D030056L22Rik	227.25	678	0	231	0	0
Atp11a	227.25	207	0	216	486	0
Ppm1h	227.0	226	0	380	302	0
Otulin	227.0	420	0	208	280	0
Snrnp27	226.25	158	0	453	294	0
Gpr137	226.25	513	0	392	0	0
Bad	226.25	513	0	392	0	0
Zfp691	226.0	427	0	477	0	0
Pdxdc1	226.0	641	157	106	0	0
Ndufaf5	226.0	358	0	362	184	0
Mcoln2	226.0	190	0	281	433	0
Klhl25	226.0	288	0	390	226	0
Esf1	226.0	358	0	362	184	0
Cd63	226.0	315	0	353	236	0
Snx16	225.75	254	0	394	255	0
Pfkfb3	225.75	796	0	107	0	0
Pdrg1	225.75	547	0	356	0	0
Cnbp	225.75	903	0	0	0	0
Uso1	225.5	902	0	0	0	0
Lgals9	225.5	248	0	409	245	0
Immp2l	225.5	292	0	405	205	0
Tmem68	225.25	640	0	261	0	0
Tgs1	225.25	640	0	261	0	0
Pou2f2	225.25	343	0	392	166	0
Pih1d2	225.25	377	0	524	0	0
Nkapd1	225.25	377	0	524	0	0
Ccl27a	225.25	258	0	445	198	0
Rnf138	225.0	900	0	0	0	0
Gm527	225.0	258	0	398	244	0
Faim	225.0	716	184	0	0	0
Trim80	224.75	245	0	407	247	0
Pfdn5	224.75	219	0	439	241	0
Idh3b	224.75	376	0	523	0	0
Ggt5	224.75	284	0	425	190	0
Psmb8	224.5	244	0	438	216	0
Pitpnm1	224.5	538	0	210	150	0
Homer3	224.5	275	0	441	182	0
Dnajc7	224.5	431	0	255	212	0
Cdkl2	224.5	569	0	329	0	0
Cdk2ap2	224.5	538	0	210	150	0
1810055G02Rik	224.5	272	0	410	216	0
Ppdpf	224.25	312	0	353	232	0
Nme3	224.25	476	0	421	0	0
Mrps34	224.25	476	0	421	0	0
Eme2	224.25	476	0	421	0	0
Ecm1	224.25	353	0	408	136	0
Ascc3	224.25	714	0	0	183	0
Ttc13	224.0	480	0	416	0	0
Spag11a	224.0	149	0	439	308	0
Ccl24	224.0	237	0	433	226	0
Arv1	224.0	480	0	416	0	0
Wnt6	223.75	183	0	432	280	0
Nup62	223.75	197	0	519	179	0
Irf2	223.75	716	0	179	0	0
Il4i1b	223.75	197	0	519	179	0
Atf5	223.75	197	0	519	179	0
Tnks1bp1	223.5	361	0	363	170	0
Rsad2	223.5	0	0	108	786	0
Ppp6r2	223.5	158	0	406	330	0
Pop5	223.25	195	0	439	259	0
Orai2	223.25	263	0	333	297	0
Itgam	223.25	259	0	433	201	0
Ddx58	223.25	198	0	425	270	0
Ccdc69	223.25	507	0	386	0	0
Aldh2	223.25	368	0	525	0	0
Xaf1	223.0	165	0	410	317	0
Dync1li1	223.0	689	203	0	0	0
Rsl1d1	222.75	213	0	478	200	0
Rab7b	222.75	220	0	351	320	0
Knl1	222.75	216	0	443	232	0
Spidr	222.5	672	0	218	0	0
Limk1	222.5	373	0	384	133	0
Dip2b	222.5	212	0	462	216	0
Cast	222.5	210	0	407	273	0
Rps10	222.25	768	0	121	0	0
Kpna1	222.0	130	144	362	252	0
Edc4	222.0	272	0	410	206	0
Cgref1	222.0	363	0	339	186	0
Abhd1	222.0	363	0	339	186	0
Sucnr1	221.75	256	0	420	211	0
Slc25a34	221.75	173	0	439	275	0
Parp9	221.75	202	0	519	166	0
Dtx3l	221.75	202	0	519	166	0
Dop1b	221.75	206	0	491	190	0
Cnot6l	221.75	208	0	444	235	0
Btg1	221.75	536	0	351	0	0
Pnisr	221.5	226	0	332	328	0
Nsun7	221.5	232	0	369	285	0
Crebzf	221.5	271	0	361	254	0
Ankrd45	221.5	326	0	416	144	0
Tubb2a	221.25	323	0	562	0	0
Phf11d	221.25	178	0	242	465	0
Arid3a	221.25	355	0	206	324	0
Ubtd1	220.75	394	0	250	239	0
Tmem109	220.75	246	0	462	175	0
Mms19	220.75	394	0	250	239	0
Chst12	220.75	264	0	326	293	0
Zbtb39	220.5	310	0	443	129	0
Tubgcp5	220.5	299	0	413	170	0
Prmt9	220.5	335	0	388	159	0
Mrps11	220.5	269	0	425	188	0
Mrpl46	220.5	269	0	425	188	0
Hcfc1	220.5	362	0	388	132	0
Mdp1	220.25	252	0	415	214	0
H4c6	220.25	327	0	379	175	0
H1f3	220.25	327	0	379	175	0
Creld1	220.25	383	0	377	121	0
Vps35	220.0	355	0	397	128	0
Orc6	220.0	355	0	397	128	0
Sesn1	219.75	280	0	417	182	0
Man2a1	219.75	176	0	514	189	0
Lpcat1	219.5	257	0	409	212	0
Chrng	219.5	324	0	554	0	0
Slamf9	219.25	209	0	375	293	0
Rab44	219.25	186	0	424	267	0
Nr4a3	219.25	877	0	0	0	0
Lpar5	219.25	269	0	456	152	0
Eef1aknmt	219.25	547	0	330	0	0
Bcl2a1d	219.25	304	0	296	277	0
Tnfrsf17	219.0	370	0	506	0	0
Rbx1	219.0	259	0	373	244	0
Arhgef2	219.0	229	0	443	204	0
Kcnk6	218.75	342	0	359	174	0
Cyp46a1	218.75	293	0	454	128	0
Cfap97	218.75	728	147	0	0	0
Ado	218.75	200	0	357	318	0
Efna1	218.5	214	0	419	241	0
Csf1r	218.5	270	0	486	118	0
Adsl	218.5	458	0	416	0	0
Ptcd2	218.25	503	0	190	180	0
Mrps27	218.25	503	0	190	180	0
Rpp40	218.0	153	0	437	282	0
Ptpru	218.0	153	0	464	255	0
Mecr	218.0	153	0	464	255	0
Irf9	218.0	312	0	377	183	0
Trmt1	217.75	209	0	379	283	0
Tac4	217.75	395	0	282	194	0
Nacc1	217.75	209	0	379	283	0
