	source	target	weight	p_value
182365	Trail	RPS6KL1	0.069308855	0.91366273
182366	Trail	IFNA2	0.043430876	0.9137111
182367	Trail	RNF182	0.16449094	0.91372234
182368	Trail	PRSS33	-0.14324512	0.913803
182369	Trail	TRPM8	0.08874833	0.91384286
182370	Trail	ARFGEF3	-0.13637018	0.9138698
182371	Trail	SH3BP2	0.06936608	0.91387045
182372	Trail	VAC14	-0.036078896	0.9139056
182373	Trail	LIPA	0.14687644	0.9139198
182374	Trail	ALDH8A1	-0.10770571	0.9140204
182375	Trail	ATP8B4	-0.10500393	0.91406286
182376	Trail	AAK1	-0.044506956	0.9140753
182377	Trail	VPS26B	-0.10232539	0.914282
182378	Trail	CHAMP1	0.21490103	0.91428804
182379	Trail	TMEM143	-0.04159566	0.9143929
182380	Trail	MEIG1	-0.06993968	0.91450256
182381	Trail	KCNG1	0.09297963	0.91450495
182382	Trail	CASTOR2	0.17974564	0.9145133
182383	Trail	SPCS1	0.085417025	0.91453713
182384	Trail	EMC2	0.099183224	0.9145663
182385	Trail	IL6R	-0.1335643	0.9145853
182386	Trail	FAH	-0.095631234	0.9146061
182387	Trail	PPP2R2D	-0.058014866	0.9146133
182388	Trail	GGT5	-0.0883269	0.91463494
182389	Trail	HBM	0.05581787	0.91465974
182390	Trail	ZCCHC13	0.05429356	0.9147336
182391	Trail	CRISPLD1	-0.2527472	0.9147388
182392	Trail	SLIRP	0.15167756	0.9147405
182393	Trail	CAMTA2	0.11933025	0.9147609
182394	Trail	MMP7	0.19201247	0.9147756
182395	Trail	THPO	0.035363007	0.91477865
182396	Trail	ING2	-0.08601778	0.9147978
182397	Trail	LUZP4	-0.035776474	0.9148621
182398	Trail	ALDOB	-0.028244609	0.91486263
182399	Trail	DUSP3	-0.09875639	0.91486686
182400	Trail	SLC45A3	-0.091915354	0.91488045
182401	Trail	IL32	-0.37769306	0.91491014
182402	Trail	TBC1D12	0.07520123	0.91491234
182403	Trail	CHUK	0.12389578	0.9149513
182404	Trail	NOP10	0.098166615	0.9149812
182405	Trail	H2BC9	-0.17446662	0.9150087
182406	Trail	IGFBP5	0.18692544	0.91502833
182407	Trail	SEPTIN8	-0.08002084	0.9150321
182408	Trail	SLC10A3	0.08392985	0.91503245
182409	Trail	KLKB1	0.050110117	0.91503686
182410	Trail	TFEB	0.07125377	0.91511065
182411	Trail	CFC1B	-0.051107068	0.91513246
182412	Trail	SLC24A3	0.1665815	0.9151406
182413	Trail	GATD1	-0.118001245	0.9151643
182414	Trail	GTF2E2	-0.07101896	0.91522586
182415	Trail	PRRG1	-0.106523626	0.9152628
182416	Trail	ALDH1A3	0.18043914	0.91527396
182417	Trail	CFAP95	-0.09281075	0.91527915
182418	Trail	STXBP5	0.13096447	0.91529083
182419	Trail	TAF2	-0.06948809	0.9153139
182420	Trail	ZNF664	0.043968458	0.9153234
182421	Trail	PCF11	0.089328945	0.9153267
182422	Trail	TFCP2	-0.06688737	0.9153422
182423	Trail	HIF1A	0.16431163	0.91539764
182424	Trail	KANK1	0.101111196	0.9154149
182425	Trail	TMEM117	-0.2030929	0.9154553
182426	Trail	EBI3	0.265375	0.91548353
182427	Trail	CCDC186	-0.09225597	0.9155139
182428	Trail	NIF3L1	-0.106842615	0.9156141
182429	Trail	AMIGO2	-0.28316388	0.9156264
182430	Trail	FAS	0.19243592	0.91562736
182431	Trail	SSBP2	0.13007306	0.9156832
182432	Trail	CTDSP2	0.10082447	0.9156862
182433	Trail	NECAP2	0.08984267	0.9157931
182434	Trail	ABCB1	0.053151604	0.9158148
182435	Trail	FGD5	-0.06810894	0.9158353
182436	Trail	ZNF776	-0.065710686	0.9158867
182437	Trail	GOLM1	-0.07423052	0.9159066
182438	Trail	C16orf87	-0.09910243	0.91592884
182439	Trail	SENP2	-0.05610186	0.9159429
182440	Trail	CATR1	0.040093154	0.91598594
182441	Trail	ZNF691	0.11058597	0.91600037
182442	Trail	S100P	0.19596621	0.9160131
182443	Trail	IL1RAP	0.15419422	0.916135
182444	Trail	LDB3	0.061537616	0.91615087
182445	Trail	SLC16A6	0.22447878	0.91616035
182446	Trail	TET2	-0.11192702	0.91619134
182447	Trail	PHLDA2	0.15590304	0.916266
182448	Trail	SPAST	0.11384489	0.91637945
182449	Trail	MADD	0.05252931	0.9163876
182450	Trail	ZSCAN4	-0.07680024	0.91653264
182451	Trail	PWWP2A	0.048596147	0.91654706
182452	Trail	DPYSL2	-0.19564955	0.9165599
182453	Trail	POLG2	-0.09116567	0.91656023
182454	Trail	NABP2	-0.08775124	0.9166723
182455	Trail	CDKL5	-0.07537227	0.9166991
182456	Trail	ADAMTS3	-0.11598923	0.9167108
182457	Trail	PTX3	0.6665244	0.9167425
182458	Trail	KIF20B	0.10891626	0.9167605
182459	Trail	AKAP14	0.046790674	0.916801
182460	Trail	MLLT11	0.1708416	0.9168209
182461	Trail	DCLRE1B	0.1202841	0.9168311
182462	Trail	REEP3	0.17937273	0.9168374
182463	Trail	TOX2	-0.29135245	0.91684633
182464	Trail	BARD1	-0.13512294	0.9168938
182465	Trail	GPR174	-0.08981122	0.91695225
182466	Trail	XAF1	-0.23674895	0.91696703
182467	Trail	GOLT1A	0.11411097	0.91702366
182468	Trail	MT1X	0.38967282	0.9170495
182469	Trail	KIF21B	-0.096947566	0.91706705
182470	Trail	ACAD10	-0.049868427	0.9171534
182471	Trail	LRATD2	0.14856765	0.9171836
182472	Trail	ADH6	0.057378583	0.9172116
182473	Trail	FHIP2B	0.04540529	0.9172121
182474	Trail	TTC38	-0.05095064	0.9172587
182475	Trail	NRAS	-0.08609433	0.9172756
182476	Trail	PLEKHA8	0.064211056	0.9173133
182477	Trail	HYKK	0.10295444	0.9173295
182478	Trail	ZFP28	-0.05320573	0.917336
182479	Trail	UGP2	-0.09847464	0.91736495
182480	Trail	PLSCR1	-0.20162821	0.9173795
182481	Trail	IL10	-0.1823626	0.91743183
182482	Trail	TNS3	0.13875969	0.91743714
182483	Trail	QPCT	-0.16851614	0.91757494
182484	Trail	FOXE3	0.039199285	0.91759026
182485	Trail	THUMPD3	0.09125028	0.917619
182486	Trail	MYADML2	-0.055752557	0.91762155
182487	Trail	KATNIP	0.06871843	0.91762596
182488	Trail	NR2C1	0.0520952	0.9177706
182489	Trail	SLITRK4	-0.12176682	0.91785884
182490	Trail	LHFPL2	-0.11853816	0.91791457
182491	Trail	PAPOLG	0.068268746	0.9179199
182492	Trail	EFCC1	0.03926395	0.9180004
182493	Trail	BID	0.14472227	0.9181255
182494	Trail	TMEM171	0.15182863	0.91813976
182495	Trail	NOB1	0.15078495	0.91818225
182496	Trail	DNAJC22	-0.072114885	0.9182117
182497	Trail	DANCR	0.2511136	0.91821194
182498	Trail	PRPS2	0.115184635	0.9183123
182499	Trail	CDK17	0.12123389	0.91832054
182500	Trail	CASR	-0.027548093	0.9183254
182501	Trail	SMC5	-0.0745834	0.9183262
182502	Trail	FST	0.29992247	0.9183294
182503	Trail	TSPAN13	0.19090581	0.9183361
182504	Trail	PODN	0.06918768	0.9183432
182505	Trail	KRT14	0.20274666	0.91842335
182506	Trail	KXD1	0.039300457	0.9185559
182507	Trail	ZBTB1	-0.09818431	0.9185984
182508	Trail	AXIN2	-0.061720856	0.9186231
182509	Trail	C8orf34	0.04322396	0.91862494
182510	Trail	FSTL3	0.19057564	0.91862917
182511	Trail	FUT10	-0.05990004	0.918638
182512	Trail	MAT2B	-0.07203457	0.9186592
182513	Trail	ELMOD2	-0.06485725	0.91871226
182514	Trail	ETS2	-0.16356549	0.9187195
182515	Trail	METTL7A	-0.13210714	0.91875196
182516	Trail	TAOK1	-0.08388513	0.9187741
182517	Trail	IFI44L	0.45786119	0.91878384
182518	Trail	FAM210A	-0.17385276	0.9188347
182519	Trail	ZNF600	-0.14918284	0.9188564
182520	Trail	ATP6V1H	0.05083276	0.9188633
182521	Trail	FOXS1	0.09798378	0.9190164
182522	Trail	HSPB7	-0.047742575	0.9190546
182523	Trail	COPS6	-0.084734455	0.91908586
182524	Trail	ASAP1	0.10695576	0.91911757
182525	Trail	PDCD2L	-0.17697948	0.9191374
182526	Trail	SIRPD	-0.061883327	0.91928744
182527	Trail	TOP2A	0.18920997	0.91928756
182528	Trail	SH3TC2	0.08474932	0.91931117
182529	Trail	SEMA7A	0.13668552	0.9193188
182530	Trail	CCDC171	-0.05780164	0.9193297
182531	Trail	S100A16	-0.22419727	0.9193389
182532	Trail	GABRB1	0.046161067	0.91940725
182533	Trail	GRM3	0.048517633	0.91943425
182534	Trail	ITGA11	-0.10419742	0.91957897
182535	Trail	MAML2	0.19094168	0.91958886
182536	Trail	MLLT3	0.104775384	0.91964513
182537	Trail	MMP1	-0.44479457	0.9196706
182538	Trail	RAB40AL	-0.047585003	0.9196801
182539	Trail	KRT4	0.11505886	0.91969866
182540	Trail	SLC46A2	-0.076345004	0.91973794
182541	Trail	IDS	0.057409894	0.91977346
182542	Trail	RALB	-0.09914747	0.9198193
182543	Trail	ABRA	-0.04369751	0.9198584
182544	Trail	TM7SF2	0.17863294	0.91989374
182545	Trail	NFE2L2	-0.09761207	0.91990423
182546	Trail	NAB1	0.08468833	0.9199225
182547	Trail	ZNF366	0.068306856	0.919994
182548	Trail	ACP6	-0.085039504	0.91999865
182549	Trail	C1QTNF7	-0.04276332	0.9200165
182550	Trail	MON2	0.05482221	0.920033
182551	Trail	GALR2	-0.0855032	0.920042
182552	Trail	MESP2	0.04860924	0.92005074
182553	Trail	UBL4B	0.05027244	0.9201
182554	Trail	ASB4	0.037503663	0.9201572
182555	Trail	TM6SF2	0.035822485	0.92018586
182556	Trail	APOA5	0.0481343	0.9201941
182557	Trail	KDM5A	-0.07471305	0.9202029
182558	Trail	CTTNBP2	-0.11094513	0.9202295
182559	Trail	RPL11	0.06342548	0.9202299
182560	Trail	NCOA7	-0.13828786	0.92026407
182561	Trail	GSTT2	0.070625715	0.92029953
182562	Trail	ERO1A	-0.2110273	0.92034435
182563	Trail	ARHGAP5	0.096598305	0.92043436
182564	Trail	CD8B	0.027420828	0.9204381
182565	Trail	DUSP23	-0.11522931	0.9205474
182566	Trail	GDAP2	-0.059465084	0.9205981
182567	Trail	CNTN3	0.18942799	0.9206477
182568	Trail	CPE	-0.12581526	0.9206701
182569	Trail	CUEDC1	0.06757051	0.920804
182570	Trail	WDR47	-0.10233558	0.92082095
182571	Trail	LRRC66	-0.068200804	0.92083627
182572	Trail	ST8SIA5	0.057468843	0.9208601
182573	Trail	KLHL12	0.07093303	0.92095
182574	Trail	AKIRIN2	0.08269721	0.9209633
182575	Trail	TBL1XR1	-0.08490611	0.92099535
182576	Trail	SF3B3	-0.0646485	0.9210165
182577	Trail	PRSS22	-0.07878013	0.9210303
182578	Trail	SPPL2A	0.19427645	0.9210491
182579	Trail	PPY2P	-0.043159954	0.9210689
182580	Trail	DCAF16	-0.082115024	0.92112184
182581	Trail	CD48	0.100999735	0.9211422
182582	Trail	POMT1	-0.073612265	0.9212118
182583	Trail	POLR2A	0.056849387	0.9212237
182584	Trail	STIL	0.1656421	0.92122376
182585	Trail	KCTD9	0.11025604	0.9212387
182586	Trail	PIM1	0.19935651	0.92127925
182587	Trail	EIF1AY	0.060035583	0.92128015
182588	Trail	TM2D2	-0.13623789	0.92130864
182589	Trail	KIF15	0.19329835	0.92142236
182590	Trail	HGD	0.049641293	0.92143375
182591	Trail	GPR19	-0.08537819	0.92145336
182592	Trail	SIK2	0.054937012	0.9214818
182593	Trail	ADPRS	0.13424638	0.92150086
182594	Trail	LGI3	0.110944204	0.9215397
182595	Trail	ANGPTL2	-0.09266664	0.9217497
182596	Trail	SUSD2	0.08566392	0.92180544
182597	Trail	CDS1	0.049292404	0.92181104
182598	Trail	HSPA4L	0.14173457	0.92181474
182599	Trail	SETD2	0.06127247	0.9218183
182600	Trail	TMEM231	-0.08319317	0.92186546
182601	Trail	NDUFA12	0.13274851	0.92189264
182602	Trail	ASAH2B	0.11950618	0.92189586
182603	Trail	TIAM2	0.06621807	0.921961
182604	Trail	CRISPLD2	0.10279598	0.9219626
182605	Trail	SLC16A9	0.16229397	0.92197126
182606	Trail	EIF2B4	-0.06567585	0.92200774
182607	Trail	ASPH	-0.08302499	0.9220226
182608	Trail	H3-3A	-0.087812744	0.9220453
182609	Trail	NEK3	0.0748231	0.92210174
182610	Trail	MANEA	0.08522321	0.922135
182611	Trail	RHOJ	0.13963337	0.92213804
182612	Trail	MTHFD1L	0.085267074	0.92216414
182613	Trail	BMX	0.058590792	0.9222053
182614	Trail	WASHC2C	0.11875305	0.92221266
182615	Trail	SH3RF1	0.12930186	0.9222143
182616	Trail	INF2	0.049737595	0.92223096
182617	Trail	ARMCX2	-0.105025455	0.9223345
182618	Trail	HYI	-0.09458498	0.92240083
182619	Trail	UBA2	0.09372534	0.92240125
182620	Trail	WDCP	0.07942858	0.92241997
182621	Trail	DRICH1	0.034695253	0.922453
182622	Trail	PPME1	0.0910464	0.9224671
182623	Trail	CDCA7L	-0.23437363	0.92247576
182624	Trail	RASD1	-0.3081868	0.9225406
182625	Trail	UNKL	0.069571786	0.92266953
182626	Trail	HESX1	0.104699425	0.9226911
182627	Trail	CHURC1	0.09712747	0.92270094
182628	Trail	TRIM26	-0.09461914	0.92271256
182629	Trail	CEP250	-0.05071086	0.9227438
182630	Trail	CLDN9	0.04571799	0.92276543
182631	Trail	CLK2	-0.067411974	0.92278796
182632	Trail	SAMD4B	-0.03924213	0.9228121
182633	Trail	SLC7A8	0.08059707	0.9229214
182634	Trail	ADH1C	0.07540393	0.9229259
182635	Trail	TMEM80	-0.06786103	0.92293084
182636	Trail	CABCOCO1	0.053609226	0.9229436
182637	Trail	KRBOX1	-0.061338186	0.92299974
182638	Trail	LOXL3	0.11318417	0.92303264
182639	Trail	GMNN	-0.18229464	0.92308056
182640	Trail	RTL6	-0.14195183	0.9231411
182641	Trail	PMCH	-0.08241531	0.92317325
182642	Trail	STAB1	-0.032549877	0.9232676
182643	Trail	COMMD2	0.10378378	0.9233556
182644	Trail	HNRNPUL1	-0.060263354	0.92341346
182645	Trail	C1QC	-0.060564354	0.92344207
182646	Trail	PSEN2	-0.0706014	0.923445
182647	Trail	CYP3A5	-0.066687986	0.92346245
182648	Trail	BPESC1	-0.05144181	0.9234732
182649	Trail	ZIC4	0.031135911	0.92348874
182650	Trail	GABRP	0.17551182	0.92351186
182651	Trail	MED4	-0.07998869	0.9235227
182652	Trail	S100Z	0.06551908	0.9235229
182653	Trail	P2RX5	0.099206835	0.9235308
182654	Trail	ZPR1	-0.10066968	0.9235529
182655	Trail	ARHGAP22	-0.067703955	0.9235637
182656	Trail	BCAP29	-0.06675398	0.92361474
182657	Trail	ZNF257	0.10876309	0.9236153
182658	Trail	PCDH18	0.18521433	0.9236624
182659	Trail	APOE	0.051714793	0.9236812
182660	Trail	GALNT13	-0.06941098	0.92368674
182661	Trail	KLK5	0.0813947	0.9237593
182662	Trail	DOK7	0.13496046	0.9238292
182663	Trail	SIMC1	-0.12639569	0.92388403
182664	Trail	KIF16B	0.07639773	0.9239063
182665	Trail	RNF24	0.103958294	0.92401046
182666	Trail	TTC31	0.0628483	0.92401725
182667	Trail	TGFB1	0.088870876	0.9240346
182668	Trail	DCT	0.28870052	0.9240447
182669	Trail	IL36B	0.048978332	0.9240651
182670	Trail	ASB16-AS1	-0.106298886	0.92407244
182671	Trail	KLHL25	0.043839857	0.924074
182672	Trail	SNW1	-0.05600934	0.9240878
182673	Trail	NUTM2B	-0.055000592	0.9240896
182674	Trail	PGM2L1	-0.1569821	0.9240974
182675	Trail	PLAT	-0.33147427	0.92412025
182676	Trail	IER3	-0.44969958	0.9243465
182677	Trail	DNAAF1	0.08862756	0.92435104
182678	Trail	SPPL3	-0.05932924	0.92435145
182679	Trail	LHFPL1	0.054509465	0.9243941
182680	Trail	PCSK5	0.08883904	0.92446476
182681	Trail	PRCP	0.06030564	0.92446625
182682	Trail	PLXNA2	0.076888934	0.92447436
182683	Trail	NPTN	0.10223886	0.92453134
182684	Trail	CLK3	0.0876716	0.92455643
182685	Trail	USP29	-0.042399608	0.924576
182686	Trail	CEP20	-0.110717095	0.9246744
182687	Trail	PSMB5	-0.10290475	0.92476517
182688	Trail	THBD	0.1847573	0.924811
182689	Trail	KRT6B	-0.13336629	0.92481124
182690	Trail	PCP4L1	-0.07153521	0.9249927
182691	Trail	SSBP1	0.07310389	0.92500436
182692	Trail	PDIK1L	-0.15579337	0.92503536
182693	Trail	PER2	0.08393141	0.92503905
182694	Trail	MYEOV	0.07649359	0.92512333
182695	Trail	ZNF804A	0.11982483	0.9251388
182696	Trail	C5orf46	0.18530886	0.9251404
182697	Trail	NCOR2	-0.040488668	0.9251458
182698	Trail	SSTR2	0.06433265	0.9252334
182699	Trail	COX18	-0.06383304	0.92526275
182700	Trail	SPNS2	0.16139807	0.925273
182701	Trail	VIM	-0.2720801	0.92545426
182702	Trail	COG4	-0.0788288	0.92550987
182703	Trail	CCNB2	-0.11858835	0.92553425
182704	Trail	RNF146	0.10213588	0.9255594
182705	Trail	GPLD1	-0.034771822	0.92559105
182706	Trail	ALPP	0.31519955	0.9256026
182707	Trail	GGTA1	0.06439696	0.9256063
182708	Trail	RAB11FIP1	-0.11173827	0.92561185
182709	Trail	B3GALNT1	-0.14284036	0.9256207
182710	Trail	NLRC4	0.10264928	0.925659
182711	Trail	SLMAP	0.071335174	0.9256922
182712	Trail	EPHX3	0.055567198	0.92570984
182713	Trail	BST2	-0.19814563	0.92571944
182714	Trail	SNX24	0.059796434	0.92574304
182715	Trail	ASGR1	0.07181989	0.9257532
182716	Trail	SLC29A3	0.1519776	0.92576087
182717	Trail	HCLS1	-0.05709878	0.9257858
182718	Trail	SFRP2	-0.089990124	0.92578644
182719	Trail	VPS37B	0.10593327	0.9258052
182720	Trail	MBD3	0.045198828	0.9258489
182721	Trail	CD47	0.083049975	0.9259391
182722	Trail	IRX5	0.085230045	0.9260109
182723	Trail	NFYA	-0.0561618	0.9260115
182724	Trail	COLEC12	0.11000578	0.92602617
182725	Trail	RLN1	0.0450639	0.92602783
182726	Trail	IST1	-0.061977293	0.92604154
182727	Trail	IL10RA	0.1894608	0.92608804
182728	Trail	AIM2	0.17162992	0.9261017
182729	Trail	NDRG1	0.4144367	0.9261191
182730	Trail	RBM24	-0.1692593	0.9262575
182731	Trail	FBXO45	-0.13052557	0.92626315
182732	Trail	ZNF467	0.05704435	0.92626995
182733	Trail	RRN3	-0.10520442	0.92631525
182734	Trail	SLC33A1	-0.073894665	0.9263482
182735	Trail	RNASEH2A	0.1577115	0.92635924
182736	Trail	ABHD12	-0.09711363	0.9264319
182737	Trail	GAPVD1	0.051727172	0.92643356
182738	Trail	INTS2	-0.13513876	0.92649287
182739	Trail	HPGD	0.20470665	0.92649686
182740	Trail	KCNC4	0.048495993	0.9265408
182741	Trail	SLC1A1	-0.13388637	0.92660356
182742	Trail	CENPX	-0.11976563	0.92662984
182743	Trail	ULK3	0.06372005	0.9266773
182744	Trail	GPR3	0.07045785	0.92667806
182745	Trail	THOC2	0.057883523	0.92674494
182746	Trail	TMEM256	-0.119650126	0.92683166
182747	Trail	SGPP1	0.1073029	0.92683387
182748	Trail	ZCCHC17	0.0953827	0.9268494
182749	Trail	PAGE5	-0.060751885	0.9268621
182750	Trail	ST6GALNAC6	-0.082479216	0.9268724
182751	Trail	ENG	0.06309924	0.9268986
182752	Trail	RAB1A	0.056128684	0.9269225
182753	Trail	DAND5	0.061274577	0.92692983
182754	Trail	ARHGAP4	-0.048817813	0.92696065
182755	Trail	CHN1	0.114944346	0.92697906
182756	Trail	PLEKHF1	-0.08978318	0.9270034
182757	Trail	IGFBP1	-0.11284835	0.92704225
182758	Trail	EID3	-0.14741915	0.92706734
182759	Trail	SLA	-0.09211313	0.92707896
182760	Trail	RREB1	0.03222647	0.9271068
182761	Trail	LINC03040	-0.055564255	0.92715347
182762	Trail	IKBIP	0.17657813	0.9271587
182763	Trail	EGFR	-0.08516345	0.9272058
182764	Trail	TPST1	0.10986084	0.927219
182765	Trail	JAGN1	0.1264647	0.9272538
182766	Trail	RCN2	-0.098368235	0.9272992
182767	Trail	EIF4E3	-0.071500294	0.9274318
182768	Trail	SUCNR1	0.12278648	0.92748463
182769	Trail	ACAD9	-0.088792495	0.9274972
182770	Trail	OXTR	-0.17470852	0.9275377
182771	Trail	KIFC1	0.12891048	0.9275396
182772	Trail	IFT57	-0.06981297	0.92760164
182773	Trail	CBLN2	0.130462	0.92762214
182774	Trail	PHF11	-0.106993824	0.9276297
182775	Trail	RER1	0.04549823	0.927632
182776	Trail	SLAMF7	0.32255936	0.92766094
182777	Trail	SHH	-0.035886094	0.92768043
182778	Trail	SNIP1	-0.058587383	0.927736
182779	Trail	TMEM190	0.075376935	0.92775095
182780	Trail	MRPL32	-0.117412336	0.9277702
182781	Trail	CPNE3	0.08079524	0.9277883
182782	Trail	CRYBA2	-0.048566412	0.9278326
182783	Trail	FAU	-0.061912056	0.92787904
182784	Trail	HEY2	0.07366135	0.9279511
182785	Trail	MED9	0.054504458	0.92795366
182786	Trail	MMP25	0.037918847	0.92803943
182787	Trail	BNIP3	0.38423538	0.9280889
182788	Trail	NCKIPSD	0.050705064	0.92813706
182789	Trail	PPIP5K2	0.103226066	0.9281614
182790	Trail	OPRK1	0.033622555	0.9281851
182791	Trail	IQGAP2	0.08084214	0.92822486
182792	Trail	PNMA2	-0.06541201	0.92824566
182793	Trail	CDIPT	0.08588573	0.9282602
182794	Trail	ZBED10P	0.119264275	0.9282752
182795	Trail	DNAAF9	0.105805054	0.9282975
182796	Trail	PASD1	0.059691947	0.92835915
182797	Trail	UBE2H	0.082292765	0.9284427
182798	Trail	NXT1	0.13061243	0.92845935
182799	Trail	MTERF3	-0.10718309	0.9284919
182800	Trail	LDLR	-0.13934702	0.9285043
182801	Trail	SEH1L	-0.13616365	0.92851514
182802	Trail	NUTF2	-0.06508063	0.9285397
182803	Trail	PCDH12	0.03710517	0.92856413
182804	Trail	LEMD2	0.07284233	0.92856854
182805	Trail	TMEM222	0.057644933	0.9285813
182806	Trail	MAB21L2	-0.05753135	0.92858243
182807	Trail	ZNF274	-0.06640118	0.9286074
182808	Trail	P2RY14	0.07861742	0.92863065
182809	Trail	AFF4	0.063514315	0.92864555
182810	Trail	SLITRK2	0.051090945	0.9286514
182811	Trail	SERPINB11	-0.04738466	0.9286922
182812	Trail	C6orf89	-0.065071136	0.92871225
182813	Trail	OCLN	0.09860569	0.9287448
182814	Trail	PABPC1L	-0.07243241	0.9288079
182815	Trail	UBOX5	0.028284425	0.9288802
182816	Trail	RDH16	0.044658948	0.9289109
182817	Trail	NAP1L2	-0.09438286	0.9289487
182818	Trail	DCPS	0.104186155	0.9289535
182819	Trail	ZNF584	-0.08134453	0.9290013
182820	Trail	PKIB	0.23473318	0.929024
182821	Trail	IDO1	0.35200334	0.9290282
182822	Trail	CASP7	0.123106696	0.92908186
182823	Trail	ATP6V0D1	0.101066604	0.92911196
182824	Trail	CLCN5	-0.0583891	0.9291335
182825	Trail	ARHGEF39	0.087217934	0.9291401
182826	Trail	TRAIP	0.07728727	0.92917895
182827	Trail	DNAJC30	-0.046674073	0.92919385
182828	Trail	KCNC3	-0.034142405	0.9291994
182829	Trail	CDT1	-0.1264386	0.9292314
182830	Trail	XP32	0.032090213	0.9292762
182831	Trail	MAL2	-0.20612288	0.929301
182832	Trail	PLPP7	0.07511149	0.92933446
182833	Trail	ZW10	0.064654216	0.92938876
182834	Trail	GTF3C3	-0.050189145	0.92938924
182835	Trail	FANCI	-0.15450396	0.92943907
182836	Trail	IL15RA	-0.18224281	0.9294556
182837	Trail	C7	0.03675329	0.9294571
182838	Trail	STIMATE	0.05865359	0.9294817
182839	Trail	TCF7L2	-0.0983435	0.9294928
182840	Trail	ARTN	-0.07022837	0.92952156
182841	Trail	AVIL	0.046833303	0.92957956
182842	Trail	CTDP1	-0.04245297	0.929605
182843	Trail	SCIN	0.05778728	0.9296111
182844	Trail	SLC5A10	-0.039635144	0.9296812
182845	Trail	SLC11A2	0.08489396	0.92970264
182846	Trail	MAGEA1	-0.054142755	0.92972016
182847	Trail	BCAN	0.069113776	0.92972964
182848	Trail	MIIP	-0.046100862	0.9297713
182849	Trail	ZNF609	0.042554434	0.92977566
182850	Trail	PPP1R3C	0.16083805	0.92977995
182851	Trail	NPL	0.061763853	0.9298174
182852	Trail	B4GALT5	0.13041024	0.92982024
182853	Trail	KPNA2	-0.15376149	0.9298745
182854	Trail	BUD13	0.08338934	0.9298996
182855	Trail	STX11	0.13550755	0.9299119
182856	Trail	VTI1A	0.055530813	0.9299223
182857	Trail	PTPN5	0.03575657	0.92992413
182858	Trail	PI3	-0.13901414	0.9299478
182859	Trail	APRG1	-0.046399187	0.92995703
182860	Trail	TMTC2	0.17918238	0.92996913
182861	Trail	SYCE2	-0.0756896	0.9299913
182862	Trail	ATG4B	-0.038601015	0.9300234
182863	Trail	METTL14	-0.072109215	0.9300319
182864	Trail	OR2M4	0.04276267	0.9300511
182865	Trail	RANBP9	0.06113211	0.93010426
182866	Trail	PAM	-0.15789193	0.9301517
182867	Trail	ATF5	0.06439513	0.930261
182868	Trail	BRSK2	-0.030903853	0.9302886
182869	Trail	KLHDC3	0.07010006	0.93031675
182870	Trail	INPP4A	-0.05526909	0.9303367
182871	Trail	DBR1	-0.07700924	0.93041307
182872	Trail	TEDC2	-0.08048128	0.9304304
182873	Trail	RPL14	-0.04860613	0.93046284
182874	Trail	C2orf69	0.12168437	0.93048626
182875	Trail	NBR1	0.08714498	0.9304988
182876	Trail	DGKA	-0.094012044	0.9305101
182877	Trail	ANKRD39	-0.118860915	0.9305495
182878	Trail	AGPAT3	-0.060628686	0.93055713
182879	Trail	HARBI1	-0.073185265	0.93056756
182880	Trail	GPER1	-0.07286087	0.9305926
182881	Trail	TMCO6	0.079095	0.9305981
182882	Trail	ATF2	-0.060664967	0.9306629
182883	Trail	CCNA2	0.17707087	0.9306813
182884	Trail	CCNB3	-0.045335453	0.93068194
182885	Trail	SELENOS	-0.13091841	0.93069476
182886	Trail	EEF1D	-0.05206833	0.9309057
182887	Trail	PREX1	0.09775927	0.9309199
182888	Trail	CYGB	0.07087651	0.9309245
182889	Trail	GLCE	-0.11926549	0.9309581
182890	Trail	RAMP1	-0.11803718	0.9309946
182891	Trail	ZNF205	0.04474345	0.9310146
182892	Trail	TET3	0.062453568	0.9310449
182893	Trail	ZNF512B	0.08277816	0.9310461
182894	Trail	TBCCD1	-0.080146685	0.93113154
182895	Trail	CWC15	0.06832675	0.9311888
182896	Trail	PJA1	0.07440756	0.93125063
182897	Trail	NACA4P	-0.03320842	0.9312746
182898	Trail	NSG1	0.09523914	0.93129766
182899	Trail	GGCT	-0.15756671	0.93133384
182900	Trail	SETD1B	0.09288121	0.9313428
182901	Trail	TM4SF20	0.061686333	0.93135583
182902	Trail	KIF5C	-0.06755372	0.93145615
182903	Trail	SLCO4A1	0.14481427	0.9314833
182904	Trail	NAGK	0.09591925	0.9315472
182905	Trail	DACT3	0.046546895	0.93162036
182906	Trail	STK16	-0.048766576	0.93162537
182907	Trail	FUCA1	-0.08515513	0.9316293
182908	Trail	STX12	0.091997944	0.9316701
182909	Trail	HERC6	-0.16482352	0.9316979
182910	Trail	FOXJ1	-0.04053926	0.931747
182911	Trail	SCO1	0.11033895	0.9317673
182912	Trail	INAVA	-0.15154098	0.9317689
182913	Trail	CALHM3	-0.05913299	0.93177897
182914	Trail	RPS6KA2	-0.094166115	0.93178
182915	Trail	HRK	0.047531392	0.9318214
182916	Trail	SWSAP1	-0.090015434	0.93186796
182917	Trail	STK32B	-0.07436948	0.9318824
182918	Trail	BRCA1	0.124030046	0.9318869
