"tf"	"confidence"	"target"	"mor"
"401875"	"ZNF586"	"E"	"ADAMTS9"	1
"401876"	"ZNF586"	"E"	"ADAMTSL5"	1
"401877"	"ZNF586"	"E"	"AGBL4"	1
"401878"	"ZNF586"	"E"	"AGO1"	1
"401879"	"ZNF586"	"E"	"AIF1"	1
"401880"	"ZNF586"	"E"	"AKAP6"	1
"401881"	"ZNF586"	"E"	"AKT2"	1
"401882"	"ZNF586"	"E"	"ALG6"	1
"401883"	"ZNF586"	"E"	"ANK2"	1
"401884"	"ZNF586"	"E"	"ANKRD13A"	1
"401885"	"ZNF586"	"E"	"ANO7"	1
"401886"	"ZNF586"	"E"	"ANTXRL"	1
"401887"	"ZNF586"	"E"	"AP4S1"	1
"401888"	"ZNF586"	"E"	"APOBR"	1
"401889"	"ZNF586"	"E"	"AQP11"	1
"401890"	"ZNF586"	"E"	"ARAF"	1
"401891"	"ZNF586"	"E"	"ARHGAP9"	1
"401892"	"ZNF586"	"E"	"ARID5A"	1
"401893"	"ZNF586"	"E"	"ASB2"	1
"401894"	"ZNF586"	"E"	"ATAD2B"	1
"401895"	"ZNF586"	"E"	"ATF3"	1
"401896"	"ZNF586"	"E"	"ATG4B"	1
"401897"	"ZNF586"	"E"	"ATOH1"	1
"401898"	"ZNF586"	"E"	"ATP1A3"	1
"401899"	"ZNF586"	"E"	"ATP2C2"	1
"401900"	"ZNF586"	"E"	"AVPR1B"	1
"401901"	"ZNF586"	"E"	"B3GALT5"	1
"401902"	"ZNF586"	"E"	"BANP"	1
"401903"	"ZNF586"	"E"	"BBS9"	1
"401904"	"ZNF586"	"E"	"BDKRB2"	1
"401905"	"ZNF586"	"E"	"BFSP1"	1
"401906"	"ZNF586"	"E"	"BRMS1L"	1
"401907"	"ZNF586"	"E"	"BTN3A1"	1
"401908"	"ZNF586"	"E"	"BTN3A2"	1
"401909"	"ZNF586"	"E"	"C11orf45"	1
"401910"	"ZNF586"	"E"	"C11orf65"	1
"401911"	"ZNF586"	"E"	"C16orf74"	1
"401912"	"ZNF586"	"E"	"C1orf54"	1
"401913"	"ZNF586"	"E"	"C2CD2"	1
"401914"	"ZNF586"	"E"	"C2orf68"	1
"401915"	"ZNF586"	"E"	"C5orf51"	1
"401916"	"ZNF586"	"E"	"C9"	1
"401917"	"ZNF586"	"E"	"CALHM3"	1
"401918"	"ZNF586"	"E"	"CALM1"	1
"401919"	"ZNF586"	"E"	"CARMIL2"	1
"401920"	"ZNF586"	"E"	"CARNMT1"	1
"401921"	"ZNF586"	"E"	"CBFA2T2"	1
"401922"	"ZNF586"	"E"	"CBWD5"	1
"401923"	"ZNF586"	"E"	"CCDC167"	1
"401924"	"ZNF586"	"E"	"CCDC30"	1
"401925"	"ZNF586"	"E"	"CCDC6"	1
"401926"	"ZNF586"	"E"	"CCDC90B"	1
"401927"	"ZNF586"	"E"	"CCNB1IP1"	1
"401928"	"ZNF586"	"E"	"CCNT2"	1
"401929"	"ZNF586"	"E"	"CCSER1"	1
"401930"	"ZNF586"	"E"	"CD151"	1
"401931"	"ZNF586"	"E"	"CD177"	1
"401932"	"ZNF586"	"E"	"CD1B"	1
"401933"	"ZNF586"	"E"	"CDC42EP1"	1
"401934"	"ZNF586"	"E"	"CDH22"	1
"401935"	"ZNF586"	"E"	"CDH4"	1
"401936"	"ZNF586"	"E"	"CELF2"	1
"401937"	"ZNF586"	"E"	"CELF6"	1
"401938"	"ZNF586"	"E"	"CENPI"	1
"401939"	"ZNF586"	"E"	"CEP97"	1
"401940"	"ZNF586"	"E"	"CFAP161"	1
"401941"	"ZNF586"	"E"	"CHIT1"	1
"401942"	"ZNF586"	"E"	"CHRM5"	1
"401943"	"ZNF586"	"E"	"CHST11"	1
"401944"	"ZNF586"	"E"	"CHTOP"	1
"401945"	"ZNF586"	"E"	"CKMT2"	1
"401946"	"ZNF586"	"E"	"CLCNKA"	1
"401947"	"ZNF586"	"E"	"CLEC4M"	1
"401948"	"ZNF586"	"E"	"CLIC5"	1
"401949"	"ZNF586"	"E"	"CLK3"	1
"401950"	"ZNF586"	"E"	"CNDP1"	1
"401951"	"ZNF586"	"E"	"CNPY3"	1
"401952"	"ZNF586"	"E"	"COA4"	1
"401953"	"ZNF586"	"E"	"COL24A1"	1
"401954"	"ZNF586"	"E"	"CORO2B"	1
"401955"	"ZNF586"	"E"	"CRLF3"	1
"401956"	"ZNF586"	"E"	"CRMP1"	1
"401957"	"ZNF586"	"E"	"CROCC"	1
"401958"	"ZNF586"	"E"	"CTIF"	1
"401959"	"ZNF586"	"E"	"CTTNBP2NL"	1
"401960"	"ZNF586"	"E"	"DAAM2"	1
"401961"	"ZNF586"	"E"	"DDAH2"	1
"401962"	"ZNF586"	"E"	"DEFB124"	1
"401963"	"ZNF586"	"E"	"DEPDC5"	1
"401964"	"ZNF586"	"E"	"DEPTOR"	1
"401965"	"ZNF586"	"E"	"DHRS3"	1
"401966"	"ZNF586"	"E"	"DHX32"	1
"401967"	"ZNF586"	"E"	"DHX34"	1
"401968"	"ZNF586"	"E"	"DIS3L2"	1
"401969"	"ZNF586"	"E"	"DISC1"	1
"401970"	"ZNF586"	"E"	"DLGAP1"	1
"401971"	"ZNF586"	"E"	"DNASE1L1"	1
"401972"	"ZNF586"	"E"	"DPEP1"	1
"401973"	"ZNF586"	"E"	"DPP3"	1
"401974"	"ZNF586"	"E"	"DPP8"	1
"401975"	"ZNF586"	"E"	"DSTN"	1
"401976"	"ZNF586"	"E"	"DTNB"	1
"401977"	"ZNF586"	"E"	"DUS3L"	1
"401978"	"ZNF586"	"E"	"DUSP10"	1
"401979"	"ZNF586"	"E"	"E2F5"	1
"401980"	"ZNF586"	"E"	"EED"	1
"401981"	"ZNF586"	"E"	"EIF4B"	1
"401982"	"ZNF586"	"E"	"EIF5A2"	1
"401983"	"ZNF586"	"E"	"EIF6"	1
"401984"	"ZNF586"	"E"	"ELK4"	1
"401985"	"ZNF586"	"E"	"EMC9"	1
"401986"	"ZNF586"	"E"	"ENO3"	1
"401987"	"ZNF586"	"E"	"ENTPD2"	1
"401988"	"ZNF586"	"E"	"EPB41L2"	1
"401989"	"ZNF586"	"E"	"EPHX1"	1
"401990"	"ZNF586"	"E"	"EPHX2"	1
"401991"	"ZNF586"	"E"	"ERC2"	1
"401992"	"ZNF586"	"E"	"ERCC2"	1
"401993"	"ZNF586"	"E"	"ERCC6"	1
"401994"	"ZNF586"	"E"	"FAAP24"	1
"401995"	"ZNF586"	"E"	"FAH"	1
"401996"	"ZNF586"	"E"	"FAM153B"	1
"401997"	"ZNF586"	"E"	"FAM200A"	1
"401998"	"ZNF586"	"E"	"FAM236B"	1
"401999"	"ZNF586"	"E"	"FAM71F1"	1
"402000"	"ZNF586"	"E"	"FBXO46"	1
"402001"	"ZNF586"	"E"	"FGFR1OP2"	1
"402002"	"ZNF586"	"E"	"FIP1L1"	1
"402003"	"ZNF586"	"E"	"FLT1"	1
"402004"	"ZNF586"	"E"	"FLVCR2"	1
"402005"	"ZNF586"	"E"	"FRY"	1
"402006"	"ZNF586"	"E"	"FUCA1"	1
"402007"	"ZNF586"	"E"	"FUT11"	1
"402008"	"ZNF586"	"E"	"FUT5"	1
"402009"	"ZNF586"	"E"	"FXYD1"	1
"402010"	"ZNF586"	"E"	"G6PC3"	1
"402011"	"ZNF586"	"E"	"GBA2"	1
"402012"	"ZNF586"	"E"	"GBP4"	1
"402013"	"ZNF586"	"E"	"GDAP2"	1
"402014"	"ZNF586"	"E"	"GDF3"	1
"402015"	"ZNF586"	"E"	"GJC2"	1
"402016"	"ZNF586"	"E"	"GMDS"	1
"402017"	"ZNF586"	"E"	"GPBP1"	1
"402018"	"ZNF586"	"E"	"GPBP1L1"	1
"402019"	"ZNF586"	"E"	"GPC6"	1
"402020"	"ZNF586"	"E"	"GPR150"	1
"402021"	"ZNF586"	"E"	"GPR89B"	1
"402022"	"ZNF586"	"E"	"GRIA4"	1
"402023"	"ZNF586"	"E"	"GRIK5"	1
"402024"	"ZNF586"	"E"	"GRIN3A"	1
"402025"	"ZNF586"	"E"	"GRM4"	1
"402026"	"ZNF586"	"E"	"GTDC1"	1
"402027"	"ZNF586"	"E"	"HAUS5"	1
"402028"	"ZNF586"	"E"	"HBB"	1
"402029"	"ZNF586"	"E"	"HDAC1"	1
"402030"	"ZNF586"	"E"	"HDAC5"	1
"402031"	"ZNF586"	"E"	"HEY2"	1
"402032"	"ZNF586"	"E"	"HLA-F"	1
"402033"	"ZNF586"	"E"	"HMGN1"	1
"402034"	"ZNF586"	"E"	"HNRNPD"	1
"402035"	"ZNF586"	"E"	"HOOK2"	1
"402036"	"ZNF586"	"E"	"HSPB7"	1
"402037"	"ZNF586"	"E"	"HTR3E"	1
"402038"	"ZNF586"	"E"	"IBA57"	1
"402039"	"ZNF586"	"E"	"IFT122"	1
"402040"	"ZNF586"	"E"	"IGSF1"	1
"402041"	"ZNF586"	"E"	"IGSF23"	1
"402042"	"ZNF586"	"E"	"IGSF9"	1
"402043"	"ZNF586"	"E"	"IL16"	1
"402044"	"ZNF586"	"E"	"IL23R"	1
"402045"	"ZNF586"	"E"	"INO80E"	1
"402046"	"ZNF586"	"E"	"INTS13"	1
"402047"	"ZNF586"	"E"	"IQCB1"	1
"402048"	"ZNF586"	"E"	"IQCF3"	1
"402049"	"ZNF586"	"E"	"IQCK"	1
"402050"	"ZNF586"	"E"	"ITGB7"	1
"402051"	"ZNF586"	"E"	"ITPA"	1
"402052"	"ZNF586"	"E"	"ITPK1"	1
"402053"	"ZNF586"	"E"	"IWS1"	1
"402054"	"ZNF586"	"E"	"JADE2"	1
"402055"	"ZNF586"	"E"	"JMJD1C"	1
"402056"	"ZNF586"	"E"	"JMJD7-PLA2G4B"	1
"402057"	"ZNF586"	"E"	"JRK"	1
"402058"	"ZNF586"	"E"	"KANK4"	1
"402059"	"ZNF586"	"E"	"KAZN"	1
"402060"	"ZNF586"	"E"	"KCNAB3"	1
"402061"	"ZNF586"	"E"	"KCNC1"	1
"402062"	"ZNF586"	"E"	"KCNC4"	1
"402063"	"ZNF586"	"E"	"KCNH8"	1
"402064"	"ZNF586"	"E"	"KCNK1"	1
"402065"	"ZNF586"	"E"	"KCNK3"	1
"402066"	"ZNF586"	"E"	"KCNK6"	1
"402067"	"ZNF586"	"E"	"KDM2A"	1
"402068"	"ZNF586"	"E"	"KDM4C"	1
"402069"	"ZNF586"	"E"	"KIAA1217"	1
"402070"	"ZNF586"	"E"	"KIF17"	1
"402071"	"ZNF586"	"E"	"KIFC3"	1
"402072"	"ZNF586"	"E"	"KIRREL1"	1
"402073"	"ZNF586"	"E"	"KLC2"	1
"402074"	"ZNF586"	"E"	"KLF5"	1
"402075"	"ZNF586"	"E"	"KLHDC4"	1
"402076"	"ZNF586"	"E"	"KLHDC9"	1
"402077"	"ZNF586"	"E"	"KRT78"	1
"402078"	"ZNF586"	"E"	"KRT79"	1
"402079"	"ZNF586"	"E"	"KRTAP1-5"	1
"402080"	"ZNF586"	"E"	"KRTAP5-9"	1
"402081"	"ZNF586"	"E"	"LAPTM4A"	1
"402082"	"ZNF586"	"E"	"LILRA6"	1
"402083"	"ZNF586"	"E"	"LIMA1"	1
"402084"	"ZNF586"	"E"	"LIN28A"	1
"402085"	"ZNF586"	"E"	"LPIN1"	1
"402086"	"ZNF586"	"E"	"LPO"	1
"402087"	"ZNF586"	"E"	"LRFN2"	1
"402088"	"ZNF586"	"E"	"LRIG3"	1
"402089"	"ZNF586"	"E"	"LRP1"	1
"402090"	"ZNF586"	"E"	"LRRFIP2"	1
"402091"	"ZNF586"	"E"	"LSM8"	1
"402092"	"ZNF586"	"E"	"LTBP4"	1
"402093"	"ZNF586"	"E"	"MAGOH"	1
"402094"	"ZNF586"	"E"	"MAL2"	1
"402095"	"ZNF586"	"E"	"MAP1B"	1
"402096"	"ZNF586"	"E"	"MAP3K21"	1
"402097"	"ZNF586"	"E"	"MAX"	1
"402098"	"ZNF586"	"E"	"MCCD1"	1
"402099"	"ZNF586"	"E"	"MCUB"	1
"402100"	"ZNF586"	"E"	"MDN1"	1
"402101"	"ZNF586"	"E"	"MED21"	1
"402102"	"ZNF586"	"E"	"MED24"	1
"402103"	"ZNF586"	"E"	"MED6"	1
"402104"	"ZNF586"	"E"	"MEF2C"	1
"402105"	"ZNF586"	"E"	"MEGF8"	1
"402106"	"ZNF586"	"E"	"METAP1"	1
"402107"	"ZNF586"	"E"	"MIA"	1
"402108"	"ZNF586"	"E"	"MIPOL1"	1
"402109"	"ZNF586"	"E"	"MLLT11"	1
"402110"	"ZNF586"	"E"	"MORC3"	1
"402111"	"ZNF586"	"E"	"MPZL3"	1
"402112"	"ZNF586"	"E"	"MROH2B"	1
"402113"	"ZNF586"	"E"	"MRPL22"	1
"402114"	"ZNF586"	"E"	"MSANTD4"	1
"402115"	"ZNF586"	"E"	"MTIF2"	1
"402116"	"ZNF586"	"E"	"MTMR1"	1
"402117"	"ZNF586"	"E"	"MTMR14"	1
"402118"	"ZNF586"	"E"	"MTO1"	1
"402119"	"ZNF586"	"E"	"MUTYH"	1
"402120"	"ZNF586"	"E"	"MYB"	1
"402121"	"ZNF586"	"E"	"MYEF2"	1
"402122"	"ZNF586"	"E"	"MYF6"	1
"402123"	"ZNF586"	"E"	"MYL6B"	1
"402124"	"ZNF586"	"E"	"MYLK3"	1
"402125"	"ZNF586"	"E"	"MYO7A"	1
"402126"	"ZNF586"	"E"	"NANOG"	1
"402127"	"ZNF586"	"E"	"NAPB"	1
"402128"	"ZNF586"	"E"	"NAPEPLD"	1
"402129"	"ZNF586"	"E"	"NDUFA9"	1
"402130"	"ZNF586"	"E"	"NEDD4L"	1
"402131"	"ZNF586"	"E"	"NELFCD"	1
"402132"	"ZNF586"	"E"	"NEUROG2"	1
"402133"	"ZNF586"	"E"	"NFYA"	1
"402134"	"ZNF586"	"E"	"NGLY1"	1
"402135"	"ZNF586"	"E"	"NIPBL"	1
"402136"	"ZNF586"	"E"	"NME9"	1
"402137"	"ZNF586"	"E"	"NOD2"	1
"402138"	"ZNF586"	"E"	"NOP14"	1
"402139"	"ZNF586"	"E"	"NOS1"	1
"402140"	"ZNF586"	"E"	"NOTCH4"	1
"402141"	"ZNF586"	"E"	"NOX5"	1
"402142"	"ZNF586"	"E"	"NPLOC4"	1
"402143"	"ZNF586"	"E"	"NPR3"	1
"402144"	"ZNF586"	"E"	"NRL"	1
"402145"	"ZNF586"	"E"	"NSD3"	1
"402146"	"ZNF586"	"E"	"NSUN4"	1
"402147"	"ZNF586"	"E"	"NTMT1"	1
"402148"	"ZNF586"	"E"	"NUFIP1"	1
"402149"	"ZNF586"	"E"	"NUP58"	1
"402150"	"ZNF586"	"E"	"NVL"	1
"402151"	"ZNF586"	"E"	"OFD1"	1
"402152"	"ZNF586"	"E"	"OLFM4"	1
"402153"	"ZNF586"	"E"	"OPN1SW"	1
"402154"	"ZNF586"	"E"	"OPRM1"	1
"402155"	"ZNF586"	"E"	"OR1K1"	1
"402156"	"ZNF586"	"E"	"OR1Q1"	1
"402157"	"ZNF586"	"E"	"OR2G6"	1
"402158"	"ZNF586"	"E"	"OR2Y1"	1
"402159"	"ZNF586"	"E"	"OR4C3"	1
"402160"	"ZNF586"	"E"	"OR4C6"	1
"402161"	"ZNF586"	"E"	"OR6C3"	1
"402162"	"ZNF586"	"E"	"OTOGL"	1
"402163"	"ZNF586"	"E"	"OTULIN"	1
"402164"	"ZNF586"	"E"	"OVOL1"	1
"402165"	"ZNF586"	"E"	"PABPC1L"	1
"402166"	"ZNF586"	"E"	"PAM"	1
"402167"	"ZNF586"	"E"	"PCDH1"	1
"402168"	"ZNF586"	"E"	"PCDH10"	1
"402169"	"ZNF586"	"E"	"PCDHA11"	1
"402170"	"ZNF586"	"E"	"PCDHGB1"	1
"402171"	"ZNF586"	"E"	"PCYT1B"	1
"402172"	"ZNF586"	"E"	"PDE7A"	1
"402173"	"ZNF586"	"E"	"PFDN4"	1
"402174"	"ZNF586"	"E"	"PGA3"	1
"402175"	"ZNF586"	"E"	"PGA4"	1
"402176"	"ZNF586"	"E"	"PGA5"	1
"402177"	"ZNF586"	"E"	"PHYKPL"	1
"402178"	"ZNF586"	"E"	"PIAS3"	1
"402179"	"ZNF586"	"E"	"PIBF1"	1
"402180"	"ZNF586"	"E"	"PIEZO1"	1
"402181"	"ZNF586"	"E"	"PIF1"	1
"402182"	"ZNF586"	"E"	"PIK3R6"	1
"402183"	"ZNF586"	"E"	"PITPNM1"	1
"402184"	"ZNF586"	"E"	"PITPNM3"	1
"402185"	"ZNF586"	"E"	"PITX2"	1
"402186"	"ZNF586"	"E"	"PKD2"	1
"402187"	"ZNF586"	"E"	"PKD2L2"	1
"402188"	"ZNF586"	"E"	"PKP1"	1
"402189"	"ZNF586"	"E"	"PLA2G15"	1
"402190"	"ZNF586"	"E"	"PLAAT4"	1
"402191"	"ZNF586"	"E"	"PLEKHG7"	1
"402192"	"ZNF586"	"E"	"POU5F1"	1
"402193"	"ZNF586"	"E"	"POU6F1"	1
"402194"	"ZNF586"	"E"	"PPIA"	1
"402195"	"ZNF586"	"E"	"PPIL2"	1
"402196"	"ZNF586"	"E"	"PPP1R8"	1
"402197"	"ZNF586"	"E"	"PPT2"	1
"402198"	"ZNF586"	"E"	"PRB1"	1
"402199"	"ZNF586"	"E"	"PRB2"	1
"402200"	"ZNF586"	"E"	"PRKCD"	1
"402201"	"ZNF586"	"E"	"PROP1"	1
"402202"	"ZNF586"	"E"	"PRPF38A"	1
"402203"	"ZNF586"	"E"	"PRRT1"	1
"402204"	"ZNF586"	"E"	"PRSS16"	1
"402205"	"ZNF586"	"E"	"PRSS45P"	1
"402206"	"ZNF586"	"E"	"PRSS50"	1
"402207"	"ZNF586"	"E"	"PSCA"	1
"402208"	"ZNF586"	"E"	"PSTPIP2"	1
"402209"	"ZNF586"	"E"	"PTK2B"	1
"402210"	"ZNF586"	"E"	"PTPN3"	1
"402211"	"ZNF586"	"E"	"PTPN7"	1
"402212"	"ZNF586"	"E"	"PYGO2"	1
"402213"	"ZNF586"	"E"	"R3HDM2"	1
"402214"	"ZNF586"	"E"	"RAB7B"	1
"402215"	"ZNF586"	"E"	"RABGAP1L"	1
"402216"	"ZNF586"	"E"	"RAPGEF6"	1
"402217"	"ZNF586"	"E"	"RARS2"	1
"402218"	"ZNF586"	"E"	"RASD2"	1
"402219"	"ZNF586"	"E"	"RASGRF1"	1
"402220"	"ZNF586"	"E"	"RASGRP1"	1
"402221"	"ZNF586"	"E"	"RBM10"	1
"402222"	"ZNF586"	"E"	"RBM12B"	1
"402223"	"ZNF586"	"E"	"RBM22"	1
"402224"	"ZNF586"	"E"	"RBM39"	1
"402225"	"ZNF586"	"E"	"RBM46"	1
"402226"	"ZNF586"	"E"	"RBMX"	1
"402227"	"ZNF586"	"E"	"RBPMS"	1
"402228"	"ZNF586"	"E"	"RCOR1"	1
"402229"	"ZNF586"	"E"	"RGS7BP"	1
"402230"	"ZNF586"	"E"	"RHOA"	1
"402231"	"ZNF586"	"E"	"RIMS2"	1
"402232"	"ZNF586"	"E"	"RNF111"	1
"402233"	"ZNF586"	"E"	"RNF122"	1
"402234"	"ZNF586"	"E"	"RNF128"	1
"402235"	"ZNF586"	"E"	"RPAIN"	1
"402236"	"ZNF586"	"E"	"RPL36"	1
"402237"	"ZNF586"	"E"	"RSRP1"	1
"402238"	"ZNF586"	"E"	"RTP4"	1
"402239"	"ZNF586"	"E"	"RUBCNL"	1
"402240"	"ZNF586"	"E"	"RXRA"	1
"402241"	"ZNF586"	"E"	"S100A1"	1
"402242"	"ZNF586"	"E"	"S100A10"	1
"402243"	"ZNF586"	"E"	"S100A13"	1
"402244"	"ZNF586"	"E"	"S100B"	1
"402245"	"ZNF586"	"E"	"S100Z"	1
"402246"	"ZNF586"	"E"	"SAFB"	1
"402247"	"ZNF586"	"E"	"SAMD9"	1
"402248"	"ZNF586"	"E"	"SCAMP3"	1
"402249"	"ZNF586"	"E"	"SCAMP5"	1
"402250"	"ZNF586"	"E"	"SCLT1"	1
"402251"	"ZNF586"	"E"	"SCN7A"	1
"402252"	"ZNF586"	"E"	"SCN8A"	1
"402253"	"ZNF586"	"E"	"SCYL1"	1
"402254"	"ZNF586"	"E"	"SECISBP2"	1
"402255"	"ZNF586"	"E"	"SEMA4A"	1
"402256"	"ZNF586"	"E"	"SERPINB9"	1
"402257"	"ZNF586"	"E"	"SFT2D1"	1
"402258"	"ZNF586"	"E"	"SH2B3"	1
"402259"	"ZNF586"	"E"	"SHC1"	1
"402260"	"ZNF586"	"E"	"SHROOM4"	1
"402261"	"ZNF586"	"E"	"SIGLEC12"	1
"402262"	"ZNF586"	"E"	"SIX4"	1
"402263"	"ZNF586"	"E"	"SLC14A2"	1
"402264"	"ZNF586"	"E"	"SLC22A6"	1
"402265"	"ZNF586"	"E"	"SLC25A19"	1
"402266"	"ZNF586"	"E"	"SLC2A14"	1
"402267"	"ZNF586"	"E"	"SLC2A4RG"	1
"402268"	"ZNF586"	"E"	"SLC35A2"	1
"402269"	"ZNF586"	"E"	"SLC35A3"	1
"402270"	"ZNF586"	"E"	"SLC6A16"	1
"402271"	"ZNF586"	"E"	"SLC7A9"	1
"402272"	"ZNF586"	"E"	"SLC9A3R2"	1
"402273"	"ZNF586"	"E"	"SLFNL1"	1
"402274"	"ZNF586"	"E"	"SMARCC1"	1
"402275"	"ZNF586"	"E"	"SMIM14"	1
"402276"	"ZNF586"	"E"	"SMURF2"	1
"402277"	"ZNF586"	"E"	"SNAPC3"	1
"402278"	"ZNF586"	"E"	"SNX27"	1
"402279"	"ZNF586"	"E"	"SNX29"	1
"402280"	"ZNF586"	"E"	"SORCS3"	1
"402281"	"ZNF586"	"E"	"SPHK1"	1
"402282"	"ZNF586"	"E"	"SPICE1"	1
"402283"	"ZNF586"	"E"	"SPIDR"	1
"402284"	"ZNF586"	"E"	"SPPL3"	1
"402285"	"ZNF586"	"E"	"SQOR"	1
"402286"	"ZNF586"	"E"	"SRP68"	1
"402287"	"ZNF586"	"E"	"SRSF1"	1
"402288"	"ZNF586"	"E"	"SRSF3"	1
"402289"	"ZNF586"	"E"	"SSBP4"	1
"402290"	"ZNF586"	"E"	"SSTR5"	1
"402291"	"ZNF586"	"E"	"STAMBPL1"	1
"402292"	"ZNF586"	"E"	"STARD13"	1
"402293"	"ZNF586"	"E"	"STING1"	1
"402294"	"ZNF586"	"E"	"STMN4"	1
"402295"	"ZNF586"	"E"	"STPG1"	1
"402296"	"ZNF586"	"E"	"SULF1"	1
"402297"	"ZNF586"	"E"	"SULT1A3"	1
"402298"	"ZNF586"	"E"	"SULT1E1"	1
"402299"	"ZNF586"	"E"	"SV2A"	1
"402300"	"ZNF586"	"E"	"TACC1"	1
"402301"	"ZNF586"	"E"	"TADA3"	1
"402302"	"ZNF586"	"E"	"TAF6"	1
"402303"	"ZNF586"	"E"	"TAF7"	1
"402304"	"ZNF586"	"E"	"TAFA1"	1
"402305"	"ZNF586"	"E"	"TARDBP"	1
"402306"	"ZNF586"	"E"	"TBC1D19"	1
"402307"	"ZNF586"	"E"	"TBX10"	1
"402308"	"ZNF586"	"E"	"TBX19"	1
"402309"	"ZNF586"	"E"	"TCF7L2"	1
"402310"	"ZNF586"	"E"	"TDG"	1
"402311"	"ZNF586"	"E"	"TEAD4"	1
"402312"	"ZNF586"	"E"	"TEDC2"	1
"402313"	"ZNF586"	"E"	"TEFM"	1
"402314"	"ZNF586"	"E"	"TESMIN"	1
"402315"	"ZNF586"	"E"	"TEX13B"	1
"402316"	"ZNF586"	"E"	"TG"	1
"402317"	"ZNF586"	"E"	"THOC2"	1
"402318"	"ZNF586"	"E"	"TMEFF2"	1
"402319"	"ZNF586"	"E"	"TMEM161B"	1
"402320"	"ZNF586"	"E"	"TMEM262"	1
"402321"	"ZNF586"	"E"	"TMOD3"	1
"402322"	"ZNF586"	"E"	"TMPRSS3"	1
"402323"	"ZNF586"	"E"	"TNFSF13B"	1
"402324"	"ZNF586"	"E"	"TNFSF18"	1
"402325"	"ZNF586"	"E"	"TNNC2"	1
"402326"	"ZNF586"	"E"	"TNS1"	1
"402327"	"ZNF586"	"E"	"TPM2"	1
"402328"	"ZNF586"	"E"	"TPP1"	1
"402329"	"ZNF586"	"E"	"TRABD2A"	1
"402330"	"ZNF586"	"E"	"TRIM72"	1
"402331"	"ZNF586"	"E"	"TRIM8"	1
"402332"	"ZNF586"	"E"	"TRIO"	1
"402333"	"ZNF586"	"E"	"TRMT13"	1
"402334"	"ZNF586"	"E"	"TRMT2B"	1
"402335"	"ZNF586"	"E"	"TTC22"	1
"402336"	"ZNF586"	"E"	"UBR4"	1
"402337"	"ZNF586"	"E"	"UEVLD"	1
"402338"	"ZNF586"	"E"	"UTP14A"	1
"402339"	"ZNF586"	"E"	"UTP6"	1
"402340"	"ZNF586"	"E"	"UTS2R"	1
"402341"	"ZNF586"	"E"	"VASN"	1
"402342"	"ZNF586"	"E"	"VAT1L"	1
"402343"	"ZNF586"	"E"	"VCX3B"	1
"402344"	"ZNF586"	"E"	"VPS37A"	1
"402345"	"ZNF586"	"E"	"WAC"	1
"402346"	"ZNF586"	"E"	"WDR13"	1
"402347"	"ZNF586"	"E"	"WRN"	1
"402348"	"ZNF586"	"E"	"WWP2"	1
"402349"	"ZNF586"	"E"	"XAF1"	1
"402350"	"ZNF586"	"E"	"YAF2"	1
"402351"	"ZNF586"	"E"	"ZACN"	1
"402352"	"ZNF586"	"E"	"ZBTB17"	1
"402353"	"ZNF586"	"E"	"ZBTB22"	1
"402354"	"ZNF586"	"E"	"ZCWPW1"	1
"402355"	"ZNF586"	"E"	"ZFP62"	1
"402356"	"ZNF586"	"E"	"ZFP92"	1
"402357"	"ZNF586"	"E"	"ZHX3"	1
"402358"	"ZNF586"	"E"	"ZIC2"	1
"402359"	"ZNF586"	"E"	"ZKSCAN1"	1
"402360"	"ZNF586"	"E"	"ZNF136"	1
"402361"	"ZNF586"	"E"	"ZNF138"	1
"402362"	"ZNF586"	"E"	"ZNF140"	1
"402363"	"ZNF586"	"E"	"ZNF17"	1
"402364"	"ZNF586"	"E"	"ZNF207"	1
"402365"	"ZNF586"	"E"	"ZNF274"	1
"402366"	"ZNF586"	"E"	"ZNF276"	1
"402367"	"ZNF586"	"E"	"ZNF394"	1
"402368"	"ZNF586"	"E"	"ZNF417"	1
"402369"	"ZNF586"	"E"	"ZNF418"	1
"402370"	"ZNF586"	"E"	"ZNF44"	1
"402371"	"ZNF586"	"E"	"ZNF443"	1
"402372"	"ZNF586"	"E"	"ZNF45"	1
"402373"	"ZNF586"	"E"	"ZNF493"	1
"402374"	"ZNF586"	"E"	"ZNF532"	1
"402375"	"ZNF586"	"E"	"ZNF544"	1
"402376"	"ZNF586"	"E"	"ZNF548"	1
"402377"	"ZNF586"	"E"	"ZNF550"	1
"402378"	"ZNF586"	"E"	"ZNF552"	1
"402379"	"ZNF586"	"E"	"ZNF565"	1
"402380"	"ZNF586"	"E"	"ZNF571"	1
"402381"	"ZNF586"	"E"	"ZNF584"	1
"402382"	"ZNF586"	"E"	"ZNF587"	1
"402383"	"ZNF586"	"E"	"ZNF658"	1
"402384"	"ZNF586"	"E"	"ZNF774"	1
"402385"	"ZNF586"	"E"	"ZNF776"	1
"402386"	"ZNF586"	"E"	"ZNF778"	1
"402387"	"ZNF586"	"E"	"ZNF782"	1
"402388"	"ZNF586"	"E"	"ZNF814"	1
"402389"	"ZNF586"	"E"	"ZNF878"	1
"402390"	"ZNF587"	"E"	"AARSD1"	1
"402391"	"ZNF587"	"E"	"ABHD18"	1
"402392"	"ZNF587"	"E"	"ACBD7"	1
"402393"	"ZNF587"	"E"	"ACIN1"	1
