Target_genes	Sox10|Average	SRX1062970|embryonic_skin	SRX1062971|embryonic_skin	SRX7856758|Melanoma	SRX7856759|Melanoma	STRING
Cpped1	51.000000	78	126	0	0	0
Zyx	50.750000	116	87	0	0	0
Tm9sf1	50.750000	103	100	0	0	0
Tgoln2	50.750000	102	101	0	0	0
Tgoln1	50.750000	102	101	0	0	0
Mrpl1	50.750000	0	203	0	0	0
Eef2	50.750000	0	0	203	0	0
Dgat1	50.750000	0	203	0	0	0
Dapk3	50.750000	0	0	203	0	0
Atxn7l2	50.750000	0	203	0	0	0
Vps13b	50.500000	105	97	0	0	0
Toporsl	50.500000	120	82	0	0	0
Taf13	50.500000	0	202	0	0	0
Slc14a2	50.500000	0	202	0	0	0
Mdm2	50.500000	0	202	0	0	0
Gipc1	50.500000	0	202	0	0	0
Fem1b	50.500000	0	202	0	0	0
Fbxo7	50.500000	72	130	0	0	0
Dnajb6	50.500000	0	202	0	0	0
Ctdsp1	50.500000	112	90	0	0	0
Ddost	50.250000	0	201	0	0	0
Atg16l1	50.250000	0	201	0	0	0
Zmym6	50.000000	0	200	0	0	0
Vpreb1	50.000000	0	200	0	0	0
Top3b	50.000000	0	200	0	0	0
Cobll1	50.000000	0	200	0	0	0
Zfp820	49.750000	199	0	0	0	0
Thrap3	49.750000	93	106	0	0	0
Recql4	49.750000	0	199	0	0	0
Lrrc14	49.750000	0	199	0	0	0
Fam133b	49.750000	0	199	0	0	0
Tmem237	49.500000	89	109	0	0	0
Septin9	49.500000	94	104	0	0	0
Ipo7	49.500000	0	198	0	0	0
Aspm	49.500000	115	83	0	0	0
Lamtor5	49.250000	0	197	0	0	0
Gtf2h3	49.250000	0	197	0	0	0
Eif2b1	49.250000	0	197	0	0	0
Atad2	49.250000	92	105	0	0	0
Tmem43	49.000000	0	196	0	0	0
Chchd4	49.000000	0	196	0	0	0
Brpf1	49.000000	96	100	0	0	0
Cks2	48.750000	0	195	0	0	0
Sh3gl1	48.500000	0	194	0	0	0
Rps19bp1	48.500000	0	194	0	0	0
Rasip1	48.500000	0	194	0	0	0
Phactr1	48.500000	0	194	0	0	0
Mrps2	48.500000	0	194	0	0	0
Izumo1	48.500000	0	194	0	0	0
Chaf1a	48.500000	0	194	0	0	0
1700007K13Rik	48.500000	0	194	0	0	0
Sphk2	48.250000	0	193	0	0	0
Rpl18	48.250000	0	193	0	0	0
Nt5c3	48.250000	0	193	0	0	0
Gnb2	48.250000	95	98	0	0	0
Fam90a1b	48.250000	0	193	0	0	0
Fam83e	48.250000	0	193	0	0	0
Csnk1d	48.250000	0	193	0	0	0
Apoo	48.250000	0	193	0	0	0
Polr3e	48.000000	0	192	0	0	0
Myadm	48.000000	0	192	0	0	0
Lrpprc	48.000000	89	103	0	0	0
Klf15	48.000000	0	192	0	0	0
Ttc6	47.750000	191	0	0	0	0
Map7d1	47.750000	191	0	0	0	0
Eif4a3	47.750000	0	191	0	0	0
Zhx1	47.500000	0	190	0	0	0
Uba2	47.500000	89	101	0	0	0
Stk38l	47.500000	0	190	0	0	0
Mphosph10	47.500000	0	190	0	0	0
Mcee	47.500000	0	190	0	0	0
Eif3g	47.500000	0	190	0	0	0
Atp6v1g1	47.500000	0	190	0	0	0
Commd8	47.250000	189	0	0	0	0
Zfp74	47.000000	107	81	0	0	0
Txnip	47.000000	0	188	0	0	0
Sgms1	47.000000	0	188	0	0	0
Zc3hav1	46.750000	0	187	0	0	0
Vps51	46.750000	0	187	0	0	0
Ube2f	46.750000	0	187	0	0	0
Txn2	46.750000	0	187	0	0	0
Tmem262	46.750000	0	187	0	0	0
Eif4e2	46.750000	0	187	0	0	0
Cep295	46.750000	0	187	0	0	0
Arl15	46.750000	108	79	0	0	0
Mrps16	46.500000	186	0	0	0	0
Irf2bp2	46.500000	0	186	0	0	0
Dnajc9	46.500000	186	0	0	0	0
Caprin2	46.500000	0	186	0	0	0
Mien1	46.250000	0	185	0	0	0
Irak2	46.250000	0	185	0	0	0
Ech1	46.250000	0	185	0	0	0
Dffb	46.250000	0	185	0	0	0
Cep104	46.250000	0	185	0	0	0
Serpinh1	46.000000	0	184	0	0	0
Pcdh1	46.000000	0	184	0	0	0
Nop14	46.000000	0	184	0	0	0
Kdm1a	46.000000	0	184	0	0	0
H3f3b	46.000000	0	184	0	0	0
Grk4	46.000000	0	184	0	0	0
Efcab2	46.000000	0	184	0	0	0
Zfp469	45.750000	0	183	0	0	0
Pten	45.750000	0	183	0	0	0
Mettl9	45.750000	0	183	0	0	0
Kif5b	45.750000	0	183	0	0	0
Cycs	45.750000	75	108	0	0	0
Tmem248	45.500000	0	182	0	0	0
Tjp2	45.500000	0	182	0	0	0
Spata19	45.500000	0	182	0	0	0
Ppp1r10	45.500000	0	182	0	0	0
Mrps18b	45.500000	0	182	0	0	0
Zrsr1	45.250000	0	181	0	0	0
Rmnd5a	45.250000	0	181	0	0	0
Nup62	45.250000	0	181	0	0	0
Nectin3	45.250000	0	181	0	0	0
Kirrel	45.250000	87	94	0	0	0
Il4i1b	45.250000	0	181	0	0	0
Eif3e	45.250000	0	181	0	0	0
Commd1	45.250000	0	181	0	0	0
Calm2	45.250000	0	181	0	0	0
Atf5	45.250000	0	181	0	0	0
AW549877	45.250000	0	181	0	0	0
Zfp809	45.000000	0	180	0	0	0
Zfp607b	45.000000	0	180	0	0	0
Zfp296	45.000000	0	180	0	0	0
Washc1	45.000000	0	180	0	0	0
Prkdc	45.000000	68	112	0	0	0
Naf1	45.000000	0	180	0	0	0
Mcm4	45.000000	68	112	0	0	0
Gemin7	45.000000	0	180	0	0	0
Zfp386	44.750000	179	0	0	0	0
Yeats4	44.750000	0	179	0	0	0
Wdr63	44.750000	0	179	0	0	0
Uvssa	44.750000	0	179	0	0	0
Usp32	44.750000	0	179	0	0	0
Fam136a	44.750000	0	179	0	0	0
Mettl23	44.500000	0	178	0	0	0
Atp11a	44.500000	0	178	0	0	0
Atg7	44.500000	0	178	0	0	0
Zc3h18	44.250000	0	177	0	0	0
Rabggta	44.250000	0	177	0	0	0
Pole2	44.250000	0	177	0	0	0
Paqr4	44.250000	0	177	0	0	0
Nufip1	44.250000	0	177	0	0	0
Nt5c3b	44.250000	0	177	0	0	0
Klrb1b	44.250000	177	0	0	0	0
Klhl10	44.250000	0	177	0	0	0
Gpalpp1	44.250000	0	177	0	0	0
Calml3	44.250000	0	177	0	0	0
C1d	44.250000	0	177	0	0	0
Snrpa1	44.000000	0	176	0	0	0
Rhpn1	44.000000	176	0	0	0	0
Nsun5	44.000000	0	176	0	0	0
Gadd45b	44.000000	0	176	0	0	0
Faf1	44.000000	0	176	0	0	0
Cyb5r4	44.000000	0	176	0	0	0
Arnt	44.000000	0	176	0	0	0
Tob2	43.750000	175	0	0	0	0
Slc9a1	43.750000	0	175	0	0	0
Plin3	43.750000	0	175	0	0	0
Ndufb1	43.750000	0	175	0	0	0
Lama4	43.750000	0	175	0	0	0
Cpsf2	43.750000	0	175	0	0	0
Commd10	43.750000	0	175	0	0	0
Vhl	43.500000	0	174	0	0	0
Smad7	43.500000	0	174	0	0	0
Nudt9	43.500000	0	174	0	0	0
Man2b2	43.500000	0	174	0	0	0
Gtf2a2	43.500000	174	0	0	0	0
Fancd2	43.500000	0	174	0	0	0
Emc3	43.500000	0	174	0	0	0
Dnajc16	43.500000	0	174	0	0	0
Casp9	43.500000	0	174	0	0	0
Thumpd2	43.250000	0	173	0	0	0
Smg7	43.250000	0	173	0	0	0
Pcca	43.250000	0	173	0	0	0
Nfx1	43.250000	0	173	0	0	0
Nfkbia	43.250000	0	173	0	0	0
Ift46	43.250000	0	173	0	0	0
Arcn1	43.250000	0	173	0	0	0
Slc35b4	43.000000	96	76	0	0	0
Plxnb1	43.000000	0	172	0	0	0
Mt1	43.000000	0	172	0	0	0
Map2k1	43.000000	0	172	0	0	0
Id2	43.000000	0	172	0	0	0
5730455P16Rik	43.000000	0	172	0	0	0
Slc39a9	42.750000	0	171	0	0	0
Rpl7a	42.750000	0	171	0	0	0
Rpl27	42.750000	0	171	0	0	0
Psmg3	42.750000	85	86	0	0	0
Pmf1	42.750000	0	171	0	0	0
Med22	42.750000	0	171	0	0	0
H4c17	42.750000	0	171	0	0	0
H4bc24	42.750000	0	171	0	0	0
H2bc23	42.750000	0	171	0	0	0
H2ac24	42.750000	0	171	0	0	0
H2ac23	42.750000	0	171	0	0	0
Erh	42.750000	0	171	0	0	0
Cnmd	42.750000	0	171	0	0	0
Arhgef1	42.750000	171	0	0	0	0
Vps72	42.500000	170	0	0	0	0
Spring1	42.500000	0	170	0	0	0
Snx1	42.500000	170	0	0	0	0
Rnft2	42.500000	0	170	0	0	0
Psmd6	42.500000	0	170	0	0	0
Pip5k1a	42.500000	170	0	0	0	0
Pdcl2	42.500000	0	170	0	0	0
Gga2	42.500000	0	170	0	0	0
Denr	42.500000	0	170	0	0	0
Col9a3	42.500000	0	170	0	0	0
Ciao2a	42.500000	170	0	0	0	0
Afg1l	42.500000	0	170	0	0	0
Zbtb17	42.250000	0	169	0	0	0
Tomt	42.250000	80	89	0	0	0
Supt5	42.250000	0	169	0	0	0
Srxn1	42.250000	0	169	0	0	0
Rragc	42.250000	0	169	0	0	0
Lamtor1	42.250000	80	89	0	0	0
Dynlt1b	42.250000	0	169	0	0	0
B9d1	42.250000	0	169	0	0	0
Anxa6	42.250000	0	169	0	0	0
Zfp511	42.000000	0	168	0	0	0
Zfp282	42.000000	168	0	0	0	0
Tubgcp2	42.000000	0	168	0	0	0
Rbbp5	42.000000	0	168	0	0	0
Eif4e	42.000000	84	84	0	0	0
Tln1	41.750000	0	167	0	0	0
Sox6	41.750000	69	98	0	0	0
Sfr1	41.750000	0	167	0	0	0
Rap2a	41.750000	0	167	0	0	0
Ndufa10	41.750000	0	167	0	0	0
Faf2	41.750000	0	167	0	0	0
Creb3	41.750000	0	167	0	0	0
Ciao3	41.750000	0	167	0	0	0
Wdr91	41.500000	0	166	0	0	0
Tmem209	41.500000	0	166	0	0	0
Tab1	41.500000	0	166	0	0	0
Ssmem1	41.500000	0	166	0	0	0
Entpd2	41.500000	0	166	0	0	0
Sirt6	41.250000	165	0	0	0	0
Rdh5	41.250000	0	165	0	0	0
Nol7	41.250000	0	165	0	0	0
Noct	41.250000	0	165	0	0	0
Klhdc2	41.250000	0	165	0	0	0
Dera	41.250000	0	165	0	0	0
Clasp2	41.250000	0	165	0	0	0
Bloc1s1	41.250000	0	165	0	0	0
Ankrd24	41.250000	165	0	0	0	0
Usp47	41.000000	0	164	0	0	0
Slc39a7	41.000000	0	164	0	0	0
Rxrb	41.000000	0	164	0	0	0
Rps19	41.000000	0	164	0	0	0
Rnf181	41.000000	0	164	0	0	0
Nup153	41.000000	0	164	0	0	0
H2-Ke6	41.000000	0	164	0	0	0
Ufl1	40.750000	0	163	0	0	0
Rpl34-ps1	40.750000	0	163	0	0	0
Rpl34	40.750000	0	163	0	0	0
Prdm4	40.750000	0	163	0	0	0
Malsu1	40.750000	0	163	0	0	0
Wtap	40.500000	0	162	0	0	0
Wac	40.500000	0	162	0	0	0
Rab5a	40.500000	162	0	0	0	0
Olfr248	40.500000	162	0	0	0	0
Flcn	40.500000	0	162	0	0	0
Dync1li2	40.500000	0	162	0	0	0
Cse1l	40.500000	0	162	0	0	0
Asf1a	40.500000	162	0	0	0	0
Tfrc	40.250000	0	161	0	0	0
Sys1	40.250000	0	161	0	0	0
Rwdd2b	40.250000	0	161	0	0	0
Obi1	40.250000	0	161	0	0	0
Mapk7	40.250000	0	161	0	0	0
Itgb3bp	40.250000	0	161	0	0	0
Hsd17b12	40.250000	0	161	0	0	0
Filip1	40.250000	0	161	0	0	0
Efcab7	40.250000	0	161	0	0	0
Cxxc4	40.250000	161	0	0	0	0
Coq7	40.250000	0	161	0	0	0
Commd2	40.250000	0	161	0	0	0
Ccno	40.250000	0	161	0	0	0
C1qbp	40.250000	0	161	0	0	0
Zfp995	40.000000	0	160	0	0	0
Tmem223	40.000000	0	160	0	0	0
Tmem179b	40.000000	0	160	0	0	0
Tef	40.000000	0	160	0	0	0
Srebf1	40.000000	0	160	0	0	0
Sf3b3	40.000000	0	160	0	0	0
Rwdd3	40.000000	0	160	0	0	0
Rab23	40.000000	0	160	0	0	0
Olfr482	40.000000	160	0	0	0	0
Mrpl54	40.000000	0	160	0	0	0
Lrrc8a	40.000000	0	160	0	0	0
Hint3	40.000000	0	160	0	0	0
Cog4	40.000000	0	160	0	0	0
Cdiptos	40.000000	0	160	0	0	0
Cdipt	40.000000	0	160	0	0	0
Apba3	40.000000	0	160	0	0	0
Txnl4b	39.750000	0	159	0	0	0
Srek1ip1	39.750000	0	159	0	0	0
Speg	39.750000	0	159	0	0	0
Snrpd1	39.750000	0	159	0	0	0
Mphosph9	39.750000	0	159	0	0	0
Morc2a	39.750000	159	0	0	0	0
Dhx38	39.750000	0	159	0	0	0
Cwc27	39.750000	0	159	0	0	0
Cbx1	39.750000	0	159	0	0	0
2810006K23Rik	39.750000	0	159	0	0	0
Txnl1	39.500000	0	158	0	0	0
Tmem251	39.500000	0	158	0	0	0
Tgfbr1	39.500000	0	158	0	0	0
Nhlrc1	39.500000	0	158	0	0	0
Ndel1	39.500000	0	158	0	0	0
Moap1	39.500000	0	158	0	0	0
Manea	39.500000	0	158	0	0	0
Cmss1	39.500000	0	158	0	0	0
Cdkn2aipnl	39.500000	0	158	0	0	0
Bloc1s6	39.500000	0	158	0	0	0
Zfp672	39.250000	0	157	0	0	0
Zc3h15	39.250000	0	157	0	0	0
Sgk2	39.250000	157	0	0	0	0
Pde4a	39.250000	0	157	0	0	0
Osbpl3	39.250000	0	157	0	0	0
Mtres1	39.250000	0	157	0	0	0
Mrpl22	39.250000	0	157	0	0	0
Hibch	39.250000	0	157	0	0	0
Hibadh	39.250000	0	157	0	0	0
Gemin5	39.250000	0	157	0	0	0
Ep400	39.250000	0	157	0	0	0
Cdk5rap1	39.250000	157	0	0	0	0
Alcam	39.250000	0	157	0	0	0
Tnp2	39.000000	0	156	0	0	0
Socs1	39.000000	0	156	0	0	0
Sema4c	39.000000	0	156	0	0	0
Ptcd2	39.000000	0	156	0	0	0
Prm3	39.000000	0	156	0	0	0
Mrps27	39.000000	0	156	0	0	0
Impdh2	39.000000	0	156	0	0	0
Hmces	39.000000	0	156	0	0	0
Dscc1	39.000000	0	156	0	0	0
Zfp276	38.750000	0	155	0	0	0
Wdr61	38.750000	0	155	0	0	0
Wdr4	38.750000	0	155	0	0	0
Vps9d1	38.750000	0	155	0	0	0
Ube2v1	38.750000	0	155	0	0	0
Trmt61a	38.750000	0	155	0	0	0
Tle3	38.750000	0	155	0	0	0
Tinf2	38.750000	0	155	0	0	0
Synm	38.750000	0	155	0	0	0
Polr3b	38.750000	0	155	0	0	0
Pcid2	38.750000	0	155	0	0	0
Mitf	38.750000	0	155	0	0	0
Ier3	38.750000	0	155	0	0	0
H4c6	38.750000	0	155	0	0	0
H1f3	38.750000	0	155	0	0	0
Flot1	38.750000	0	155	0	0	0
Espn	38.750000	155	0	0	0	0
Eef1aknmt	38.750000	0	155	0	0	0
Drd1	38.750000	0	155	0	0	0
Cul4a	38.750000	0	155	0	0	0
Vgll4	38.500000	0	154	0	0	0
Rab31	38.500000	0	154	0	0	0
Ppm1l	38.500000	0	154	0	0	0
Naca	38.500000	0	154	0	0	0
Mettl8	38.500000	0	154	0	0	0
H3c3	38.500000	0	154	0	0	0
H2bc3	38.500000	0	154	0	0	0
Dcaf17	38.500000	0	154	0	0	0
Cct8	38.500000	0	154	0	0	0
Yipf2	38.250000	0	153	0	0	0
Tomm34	38.250000	0	153	0	0	0
Timm29	38.250000	0	153	0	0	0
Stk4	38.250000	0	153	0	0	0
Ralb	38.250000	0	153	0	0	0
Frmd6	38.250000	0	153	0	0	0
Fam227b	38.250000	0	153	0	0	0
Dtwd1	38.250000	0	153	0	0	0
Aatf	38.250000	0	153	0	0	0
Zfp748	38.000000	0	152	0	0	0
Uggt1	38.000000	0	152	0	0	0
Trmt6	38.000000	0	152	0	0	0
Snrpb2	38.000000	0	152	0	0	0
Smim15	38.000000	0	152	0	0	0
Rnf6	38.000000	0	152	0	0	0
Pcolce2	38.000000	0	152	0	0	0
Nrp2	38.000000	0	152	0	0	0
Mrto4	38.000000	0	152	0	0	0
Mcm8	38.000000	0	152	0	0	0
Emc1	38.000000	0	152	0	0	0
Bloc1s5	38.000000	0	152	0	0	0
Snrpg	37.750000	0	151	0	0	0
Rpl29	37.750000	0	151	0	0	0
Ptpn6	37.750000	0	151	0	0	0
Mob3b	37.750000	0	151	0	0	0
Lamtor4	37.750000	0	151	0	0	0
Ifnk	37.750000	0	151	0	0	0
Grcc10	37.750000	0	151	0	0	0
Gng7	37.750000	0	151	0	0	0
Camta1	37.750000	0	151	0	0	0
Stk19	37.500000	0	150	0	0	0
Rbck1	37.500000	0	150	0	0	0
Mapk1ip1l	37.500000	0	150	0	0	0
Fbxo33	37.500000	0	150	0	0	0
Edc4	37.500000	150	0	0	0	0
Dxo	37.500000	0	150	0	0	0
Dtd1	37.500000	0	150	0	0	0
Creb3l2	37.500000	0	150	0	0	0
Alg1	37.500000	0	150	0	0	0
Ulk3	37.250000	0	149	0	0	0
Tcf4	37.250000	0	149	0	0	0
Safb2	37.250000	0	149	0	0	0
Safb	37.250000	0	149	0	0	0
Poldip3	37.250000	0	149	0	0	0
Nfkbiz	37.250000	0	149	0	0	0
Mrpl17	37.250000	0	149	0	0	0
Med21	37.250000	0	149	0	0	0
Immt	37.250000	0	149	0	0	0
Hspa9	37.250000	0	149	0	0	0
Efnb3	37.250000	0	149	0	0	0
Dpp8	37.250000	0	149	0	0	0
Zbtb26	37.000000	0	148	0	0	0
Sos1	37.000000	0	148	0	0	0
Rbm38	37.000000	0	148	0	0	0
Rabgap1	37.000000	0	148	0	0	0
Necap1	37.000000	0	148	0	0	0
Mrpl10	37.000000	0	148	0	0	0
Lrrc46	37.000000	0	148	0	0	0
Kansl2	37.000000	0	148	0	0	0
Herpud1	37.000000	0	148	0	0	0
Gatb	37.000000	148	0	0	0	0
Eif1	37.000000	0	148	0	0	0
Det1	37.000000	0	148	0	0	0
Ckap2	37.000000	0	148	0	0	0
Cdc5l	37.000000	0	148	0	0	0
Zfp882	36.750000	0	147	0	0	0
Tesmin	36.750000	0	147	0	0	0
Tbc1d19	36.750000	0	147	0	0	0
St3gal1	36.750000	0	147	0	0	0
Slc17a7	36.750000	0	147	0	0	0
Sdad1	36.750000	0	147	0	0	0
Psen1	36.750000	0	147	0	0	0
Pdss1	36.750000	0	147	0	0	0
Lrrfip1	36.750000	0	147	0	0	0
Inip	36.750000	0	147	0	0	0
Hes1	36.750000	0	147	0	0	0
Gphn	36.750000	0	147	0	0	0
Fbxw2	36.750000	0	147	0	0	0
Edf1	36.750000	0	147	0	0	0
Abtb1	36.750000	0	147	0	0	0
Vegfa	36.500000	0	146	0	0	0
Usf1	36.500000	0	146	0	0	0
Ubr7	36.500000	0	146	0	0	0
Tctex1d2	36.500000	146	0	0	0	0
Taf10	36.500000	0	146	0	0	0
Rpl22l1	36.500000	0	146	0	0	0
Pim3	36.500000	0	146	0	0	0
Mrps23	36.500000	0	146	0	0	0
Irf4	36.500000	0	146	0	0	0
H4c4	36.500000	0	146	0	0	0
Gtf3c3	36.500000	0	146	0	0	0
Gon7	36.500000	0	146	0	0	0
Gm20604	36.500000	0	146	0	0	0
Frg2f1	36.500000	0	146	0	0	0
Foxj3	36.500000	0	146	0	0	0
Ermp1	36.500000	0	146	0	0	0
Eif2b3	36.500000	0	146	0	0	0
Dut	36.500000	0	146	0	0	0
Dennd6a	36.500000	0	146	0	0	0
Cfl1	36.500000	0	146	0	0	0
Cast	36.500000	0	146	0	0	0
Ate1	36.500000	0	146	0	0	0
Adgrg1	36.500000	0	146	0	0	0
Vamp5	36.250000	0	145	0	0	0
Tspan4	36.250000	0	145	0	0	0
Tia1	36.250000	0	145	0	0	0
Snrpd3	36.250000	0	145	0	0	0
Slc25a22	36.250000	0	145	0	0	0
Sh2b1	36.250000	0	145	0	0	0
Sfpq	36.250000	0	145	0	0	0
Polr2l	36.250000	0	145	0	0	0
Gucd1	36.250000	0	145	0	0	0
Dennd4b	36.250000	0	145	0	0	0
Dbr1	36.250000	0	145	0	0	0
Ccser2	36.250000	145	0	0	0	0
Ccnl1	36.250000	0	145	0	0	0
Angptl6	36.250000	0	145	0	0	0
Actr3	36.250000	0	145	0	0	0
Zswim8	36.000000	0	144	0	0	0
Tbrg4	36.000000	0	144	0	0	0
Taok2	36.000000	0	144	0	0	0
Snapin	36.000000	0	144	0	0	0
Slc35e2	36.000000	0	144	0	0	0
Rps3	36.000000	144	0	0	0	0
Rft1	36.000000	0	144	0	0	0
Rbm5	36.000000	0	144	0	0	0
Ptma	36.000000	0	144	0	0	0
Psmb2	36.000000	0	144	0	0	0
Nup205	36.000000	0	144	0	0	0
Ndufa12	36.000000	0	144	0	0	0
Mysm1	36.000000	0	144	0	0	0
Hkdc1	36.000000	0	144	0	0	0
Gm3776	36.000000	0	144	0	0	0
Fbxl18	36.000000	0	144	0	0	0
Etnk1	36.000000	0	144	0	0	0
Dus2	36.000000	0	144	0	0	0
Ddx28	36.000000	0	144	0	0	0
Chchd1	36.000000	0	144	0	0	0
Tpm1	35.750000	0	143	0	0	0
Snx12	35.750000	143	0	0	0	0
Scyl3	35.750000	0	143	0	0	0
Psma6	35.750000	143	0	0	0	0
Nfyc	35.750000	0	143	0	0	0
Mtmr14	35.750000	0	143	0	0	0
Max	35.750000	0	143	0	0	0
Gas1	35.750000	0	143	0	0	0
Zcchc4	35.500000	0	142	0	0	0
Ubn2	35.500000	0	142	0	0	0
Ube2m	35.500000	142	0	0	0	0
Them6	35.500000	0	142	0	0	0
Shb	35.500000	0	142	0	0	0
Por	35.500000	0	142	0	0	0
Nf1	35.500000	0	142	0	0	0
Ldha	35.500000	0	142	0	0	0
Hagh	35.500000	0	142	0	0	0
Fahd1	35.500000	0	142	0	0	0
Exosc10	35.500000	0	142	0	0	0
Dhx16	35.500000	0	142	0	0	0
Chmp2a	35.500000	142	0	0	0	0
Zkscan6	35.250000	0	141	0	0	0
Zdhhc1	35.250000	0	141	0	0	0
Trnt1	35.250000	141	0	0	0	0
Tmbim4	35.250000	0	141	0	0	0
Smu1	35.250000	0	141	0	0	0
Scarb2	35.250000	0	141	0	0	0
Scai	35.250000	0	141	0	0	0
Rbm28	35.250000	0	141	0	0	0
Pop7	35.250000	141	0	0	0	0
Pml	35.250000	0	141	0	0	0
Nup50	35.250000	0	141	0	0	0
Mrpl40	35.250000	0	141	0	0	0
Ltv1	35.250000	0	141	0	0	0
Hira	35.250000	0	141	0	0	0
Gorasp2	35.250000	0	141	0	0	0
Gins2	35.250000	0	141	0	0	0
Deptor	35.250000	0	141	0	0	0
Vmp1	35.000000	0	140	0	0	0
Uggt2	35.000000	0	140	0	0	0
Stxbp4	35.000000	0	140	0	0	0
Slc25a24	35.000000	0	140	0	0	0
Serf2	35.000000	0	140	0	0	0
Sash1	35.000000	0	140	0	0	0
Ptrh2	35.000000	0	140	0	0	0
Pip4p2	35.000000	0	140	0	0	0
Nsun3	35.000000	0	140	0	0	0
Noc4l	35.000000	0	140	0	0	0
Nipsnap3b	35.000000	0	140	0	0	0
Lonp1	35.000000	0	140	0	0	0
Kctd9	35.000000	0	140	0	0	0
Gmps	35.000000	0	140	0	0	0
Fignl1	35.000000	0	140	0	0	0
Eps15	35.000000	0	140	0	0	0
Ddx51	35.000000	0	140	0	0	0
Cox11	35.000000	0	140	0	0	0
Cdca2	35.000000	0	140	0	0	0
Cdc42bpb	35.000000	0	140	0	0	0
Catsperd	35.000000	0	140	0	0	0
Abcd3	35.000000	0	140	0	0	0
Topors	34.750000	0	139	0	0	0
Tmem222	34.750000	0	139	0	0	0
Smim27	34.750000	0	139	0	0	0
Rttn	34.750000	139	0	0	0	0
Rrp8	34.750000	0	139	0	0	0
Rbm45	34.750000	0	139	0	0	0
Ranbp6	34.750000	0	139	0	0	0
Ran	34.750000	0	139	0	0	0
Phykpl	34.750000	0	139	0	0	0
Ndufs2	34.750000	0	139	0	0	0
Myo10	34.750000	0	139	0	0	0
Mthfr	34.750000	139	0	0	0	0
Mmadhc	34.750000	0	139	0	0	0
Mapkbp1	34.750000	0	139	0	0	0
Ilk	34.750000	0	139	0	0	0
Dync1li1	34.750000	0	139	0	0	0
Clcn6	34.750000	139	0	0	0	0
Appl2	34.750000	0	139	0	0	0
Adamts4	34.750000	0	139	0	0	0
A130010J15Rik	34.750000	0	139	0	0	0
Xrn1	34.500000	0	138	0	0	0
Wdr3	34.500000	0	138	0	0	0
Washc5	34.500000	0	138	0	0	0
Ttc33	34.500000	138	0	0	0	0
Thg1l	34.500000	138	0	0	0	0
Tbp	34.500000	0	138	0	0	0
Rnd3	34.500000	0	138	0	0	0
Rab38	34.500000	138	0	0	0	0
Psmb1	34.500000	0	138	0	0	0
Prkce	34.500000	0	138	0	0	0
Nsmce2	34.500000	0	138	0	0	0
Mrpl9	34.500000	0	138	0	0	0
Matr3	34.500000	0	138	0	0	0
Kctd18	34.500000	0	138	0	0	0
Hs3st1	34.500000	0	138	0	0	0
Grm7	34.500000	138	0	0	0	0
Fgf22	34.500000	0	138	0	0	0
Elac2	34.500000	138	0	0	0	0
Ddx21	34.500000	0	138	0	0	0
Cyren	34.500000	0	138	0	0	0
Cnot8	34.500000	0	138	0	0	0
Borcs7	34.500000	0	138	0	0	0
Atp1a1	34.500000	0	138	0	0	0
Sgo2a	34.250000	0	137	0	0	0
Scrn1	34.250000	137	0	0	0	0
Rrp1	34.250000	0	137	0	0	0
Rbfox2	34.250000	137	0	0	0	0
Psph	34.250000	137	0	0	0	0
Marchf9	34.250000	137	0	0	0	0
Ints13	34.250000	0	137	0	0	0
Fgfr1op2	34.250000	0	137	0	0	0
Ehd3	34.250000	0	137	0	0	0
Cdk4	34.250000	137	0	0	0	0
Cct6a	34.250000	137	0	0	0	0
Wdr6	34.000000	0	136	0	0	0
Tmem183a	34.000000	0	136	0	0	0
Slu7	34.000000	0	136	0	0	0
Rps16	34.000000	136	0	0	0	0
Ptcd3	34.000000	0	136	0	0	0
Polr1a	34.000000	0	136	0	0	0
Nup107	34.000000	0	136	0	0	0
Luc7l2	34.000000	0	136	0	0	0
Hk2	34.000000	0	136	0	0	0
Fgf1	34.000000	136	0	0	0	0
Exosc3	34.000000	0	136	0	0	0
Csnk2a1	34.000000	0	136	0	0	0
Comtd1	34.000000	0	136	0	0	0
Ccnd1	34.000000	0	136	0	0	0
A430057M04Rik	34.000000	0	136	0	0	0
Wdr70	33.750000	0	135	0	0	0
Wdr60	33.750000	0	135	0	0	0
Wdfy1	33.750000	0	135	0	0	0
Timp2	33.750000	0	135	0	0	0
Tfpt	33.750000	0	135	0	0	0
Tfb1m	33.750000	0	135	0	0	0
Taf11	33.750000	0	135	0	0	0
Serinc1	33.750000	0	135	0	0	0
Sae1	33.750000	0	135	0	0	0
Rps14	33.750000	0	135	0	0	0
Psmd14	33.750000	0	135	0	0	0
Prpf31	33.750000	0	135	0	0	0
Prnp	33.750000	0	135	0	0	0
Prn	33.750000	0	135	0	0	0
Pggt1b	33.750000	0	135	0	0	0
Olfml2b	33.750000	0	135	0	0	0
Nfe2	33.750000	0	135	0	0	0
Mia2	33.750000	0	135	0	0	0
Lss	33.750000	0	135	0	0	0
Lman1	33.750000	0	135	0	0	0
Ints9	33.750000	0	135	0	0	0
Hmbox1	33.750000	0	135	0	0	0
Gtf2b	33.750000	0	135	0	0	0
Gsta1	33.750000	0	135	0	0	0
Ggct	33.750000	0	135	0	0	0
Fra10ac1	33.750000	0	135	0	0	0
Cog2	33.750000	0	135	0	0	0
