Target_genes	Dbp|Average	DRX178619|Liver	DRX178621|Liver	DRX178627|Liver	DRX178629|Liver	STRING
Nup50	65.750000	0	0	0	263	0
Ndufb3	65.750000	0	0	0	263	0
Mrpl12	65.750000	115	0	0	148	0
Lsm7	65.750000	0	0	0	263	0
Grtp1	65.750000	263	0	0	0	0
Fhdc1	65.750000	263	0	0	0	0
Fam126b	65.750000	0	0	0	263	0
Erdr1	65.750000	0	0	0	263	0
Usp1	65.500000	0	0	0	262	0
Uba52	65.500000	0	0	0	262	0
Rex1bd	65.500000	0	0	0	262	0
Mitf	65.500000	0	0	0	262	0
Grb10	65.500000	0	0	0	262	0
Cblc	65.500000	0	0	0	262	0
Zfp94	65.250000	0	0	0	261	0
Trmt61a	65.250000	0	0	0	261	0
Sorbs2	65.250000	107	0	0	154	0
Pole3	65.250000	0	0	0	261	0
Hacd3	65.250000	0	0	0	261	0
Eml6	65.250000	0	0	0	261	0
Atf7	65.250000	0	0	0	261	0
Anxa4	65.250000	123	0	0	138	0
4933430I17Rik	65.250000	0	0	0	261	0
Vapb	65.000000	130	0	0	130	0
Tgfbrap1	65.000000	111	0	0	149	0
Lpin1	65.000000	0	0	0	260	0
AI597479	65.000000	111	0	0	149	0
Tle5	64.750000	0	0	0	259	0
Emp3	64.750000	0	0	0	259	0
Eif4g2	64.750000	0	0	0	259	0
Zfp119a	64.500000	131	0	0	127	0
Pan2	64.500000	0	0	0	258	0
Hacl1	64.500000	0	0	0	258	0
Btd	64.500000	0	0	0	258	0
Wdr4	64.250000	0	0	0	257	0
Sntb2	64.250000	0	0	0	257	0
Ppp1r9b	64.250000	0	0	0	257	0
Mbd3	64.250000	0	0	0	257	0
Kpnb1	64.250000	0	0	0	257	0
H2-Q10	64.250000	0	0	0	257	0
Gata6	64.250000	123	0	0	134	0
Wdcp	64.000000	0	0	0	256	0
Tspan7	64.000000	0	0	0	256	0
Tbc1d22a	64.000000	0	0	0	256	0
Sox9	64.000000	0	0	0	256	0
Rras2	64.000000	0	0	0	256	0
Rab5c	64.000000	0	0	0	256	0
Pebp1	64.000000	0	0	0	256	0
Ndc1	64.000000	91	0	0	165	0
Mon1a	64.000000	0	0	0	256	0
Letm1	64.000000	0	0	0	256	0
LOC100861969	64.000000	0	0	0	256	0
Il11ra2	64.000000	0	0	0	256	0
Ids	64.000000	0	0	0	256	0
Gtf3c6	64.000000	0	0	0	256	0
Gm51425	64.000000	0	0	0	256	0
Gm2002	64.000000	0	0	0	256	0
Gm13305	64.000000	0	0	0	256	0
Gdi2	64.000000	0	0	0	256	0
Dynll2	64.000000	0	0	0	256	0
Ccdc22	64.000000	0	0	0	256	0
Cacna1f	64.000000	0	0	0	256	0
Wrnip1	63.750000	0	0	0	255	0
Sptan1	63.750000	109	0	0	146	0
Sdc1	63.750000	0	0	0	255	0
H2bc21	63.750000	0	0	0	255	0
H2ac20	63.750000	0	0	0	255	0
Enpp1	63.750000	132	0	123	0	0
Apol7a	63.750000	0	0	0	255	0
Rapgef6	63.500000	0	0	0	254	0
Pltp	63.500000	254	0	0	0	0
Gucy2d	63.250000	0	0	0	253	0
Clec3b	63.250000	253	0	0	0	0
Stra6l	63.000000	0	0	0	252	0
Masp2	63.000000	0	0	0	252	0
Il1rn	63.000000	123	0	0	129	0
Ddx39a	63.000000	0	0	0	252	0
Bbof1	63.000000	0	0	0	252	0
Wdr37	62.750000	0	0	0	251	0
Rusc2	62.750000	251	0	0	0	0
Ppp1r3a	62.750000	0	0	0	251	0
Lyrm1	62.750000	110	0	0	141	0
Hspa4l	62.750000	0	0	0	251	0
Dcun1d3	62.750000	110	0	0	141	0
Aftph	62.750000	0	0	0	251	0
Tle4	62.500000	0	0	0	250	0
Ajuba	62.500000	0	0	0	250	0
Oser1	62.250000	0	0	0	249	0
Ncor2	62.250000	0	0	0	249	0
Usp35	62.000000	0	0	0	248	0
Ufsp1	62.000000	0	0	0	248	0
Tmem107	62.000000	114	0	0	134	0
Snai2	62.000000	0	0	0	248	0
Repin1	62.000000	0	0	0	248	0
Prpf19	62.000000	0	0	0	248	0
Mrpl1	62.000000	0	0	0	248	0
Kctd21	62.000000	0	0	0	248	0
Hsf2	62.000000	0	0	0	248	0
Gm5111	62.000000	0	0	0	248	0
Gcdh	62.000000	0	0	0	248	0
Cox19	62.000000	0	0	0	248	0
Bmpr1a	62.000000	0	0	0	248	0
Xkr8	61.750000	0	0	0	247	0
Uaca	61.750000	0	0	0	247	0
Tcta	61.750000	0	0	0	247	0
Smyd5	61.750000	0	0	0	247	0
Smim17	61.750000	0	0	0	247	0
Rhoa	61.750000	0	0	0	247	0
Rhebl1	61.750000	0	0	0	247	0
Raet1e	61.750000	0	0	0	247	0
Raet1a	61.750000	0	0	0	247	0
Nf2	61.750000	0	0	0	247	0
Kl	61.750000	0	0	0	247	0
Isl1	61.750000	0	0	0	247	0
Hspb1	61.750000	0	0	0	247	0
Entpd6	61.750000	0	0	0	247	0
Czib	61.750000	0	0	0	247	0
Alkbh3	61.750000	0	0	0	247	0
Adamts1	61.750000	0	0	0	247	0
1700066B19Rik	61.750000	0	0	0	247	0
Pfkl	61.500000	0	0	0	246	0
Mib2	61.500000	0	0	0	246	0
Grm8	61.500000	140	0	0	106	0
Ctsd	61.500000	0	0	0	246	0
Cdc25b	61.500000	0	0	0	246	0
Slc26a2	61.250000	0	0	0	245	0
Prpf18	61.250000	114	0	0	131	0
Hhat	61.250000	0	0	0	245	0
Dtd1	61.250000	0	0	0	245	0
Abhd3	61.250000	0	0	0	245	0
Nr4a3	61.000000	0	0	0	244	0
Cdkn3	61.000000	0	0	0	244	0
Msl2	60.750000	0	0	0	243	0
Adprhl1	60.750000	0	0	0	243	0
Ado	60.750000	0	0	0	243	0
Slc45a3	60.500000	0	0	0	242	0
Uroc1	60.250000	0	0	0	241	0
Tle3	60.250000	0	0	0	241	0
N4bp3	60.250000	241	0	0	0	0
Fkbp11	60.250000	0	0	0	241	0
Cyp2j9	60.250000	0	0	0	241	0
Pax8	60.000000	0	0	0	240	0
Fam107b	60.000000	94	0	0	146	0
Ctdsp1	60.000000	0	0	0	240	0
Cflar	60.000000	113	0	0	127	0
Zfp639	59.750000	0	0	0	239	0
Tmem69	59.750000	0	0	0	239	0
Snx15	59.750000	0	0	0	239	0
Smarcad1	59.750000	0	0	0	239	0
Sh3rf1	59.750000	0	0	0	239	0
Nolc1	59.750000	0	0	0	239	0
Nmral1	59.750000	0	0	0	239	0
Mcoln2	59.750000	0	0	0	239	0
Ltn1	59.750000	0	0	0	239	0
Ift74	59.750000	0	0	0	239	0
Gpr55	59.750000	0	0	0	239	0
Gpbp1l1	59.750000	0	0	0	239	0
E4f1	59.750000	0	0	0	239	0
Chmp3	59.750000	0	0	0	239	0
Card14	59.750000	0	0	0	239	0
Asb5	59.750000	0	0	0	239	0
Arid5a	59.750000	0	0	0	239	0
Arhgap4	59.750000	0	0	0	239	0
Ap2m1	59.750000	0	0	0	239	0
Abcg1	59.750000	0	0	0	239	0
9130409I23Rik	59.750000	0	0	0	239	0
4921507P07Rik	59.750000	0	0	0	239	0
Tex261	59.500000	0	0	0	238	0
Sirt5	59.500000	123	0	0	115	0
Rrp36	59.500000	0	0	0	238	0
Pcsk9	59.500000	0	0	0	238	0
Grin3b	59.500000	0	0	0	238	0
Glg1	59.500000	0	0	0	238	0
Cox14	59.500000	0	0	0	238	0
A130010J15Rik	59.500000	0	0	0	238	0
Zfp458	59.250000	0	0	0	237	0
Rer1	59.250000	0	0	0	237	0
Morn1	59.250000	0	0	0	237	0
Mgat5	59.250000	0	0	0	237	0
Kntc1	59.250000	0	0	0	237	0
Ifnk	59.250000	0	0	0	237	0
Cactin	59.250000	0	0	0	237	0
4930524B15Rik	59.250000	83	0	0	154	0
Syne2	59.000000	0	0	0	236	0
Kif1c	59.000000	0	0	0	236	0
Inca1	59.000000	0	0	0	236	0
Dnhd1	59.000000	0	0	0	236	0
Chchd5	59.000000	0	0	0	236	0
P2rx1	58.750000	0	0	0	235	0
Nol3	58.750000	0	0	0	235	0
Jmy	58.750000	0	0	0	235	0
E430018J23Rik	58.750000	0	0	0	235	0
Cd59a	58.750000	0	0	0	235	0
Sirt6	58.500000	0	0	0	234	0
Nfib	58.500000	0	0	0	234	0
Net1	58.500000	0	0	0	234	0
Mrpl21	58.500000	0	0	0	234	0
Mavs	58.500000	0	0	0	234	0
Kcnk13	58.500000	0	0	0	234	0
Ighmbp2	58.500000	0	0	0	234	0
Ankrd24	58.500000	0	0	0	234	0
Tpi1	58.250000	0	0	0	233	0
Tbl2	58.250000	0	0	0	233	0
Scaf4	58.250000	0	0	0	233	0
Olfr488	58.250000	233	0	0	0	0
Ibtk	58.250000	0	0	0	233	0
Fam25c	58.250000	0	233	0	0	0
Ddah2	58.250000	91	0	0	142	0
Clip3	58.250000	233	0	0	0	0
Chsy1	58.250000	91	0	0	142	0
Baz2b	58.250000	0	0	0	233	0
Yju2	58.000000	0	0	0	232	0
U2surp	58.000000	0	0	0	232	0
Sik3	58.000000	0	0	0	232	0
Oxr1	58.000000	0	0	0	232	0
Zfp963	57.750000	231	0	0	0	0
Timm9	57.750000	0	0	0	231	0
Ddah1	57.750000	0	0	0	231	0
Creb3l2	57.750000	0	0	0	231	0
Adcy9	57.750000	0	0	0	231	0
2700049A03Rik	57.750000	0	0	0	231	0
Usp6nl	57.500000	0	0	0	230	0
Tmem37	57.500000	0	0	0	230	0
Ssxb3	57.500000	0	0	0	230	0
Sh3bp5l	57.500000	0	0	0	230	0
Sh2b3	57.500000	0	0	0	230	0
Sgf29	57.500000	0	0	0	230	0
Rybp	57.500000	0	0	0	230	0
Psmg4	57.500000	0	0	0	230	0
Psmd8	57.500000	0	0	0	230	0
Prkn	57.500000	0	0	0	230	0
Pmp22	57.500000	0	0	0	230	0
Pink1	57.500000	0	0	0	230	0
Pacrg	57.500000	0	0	0	230	0
Otub1	57.500000	0	0	0	230	0
Ntsr2	57.500000	0	0	0	230	0
Mterf1a	57.500000	0	0	0	230	0
Mif	57.500000	0	0	0	230	0
Ensa	57.500000	0	0	0	230	0
Eif2b2	57.500000	0	0	0	230	0
Clec11a	57.500000	0	0	0	230	0
Ccl27a	57.500000	0	0	0	230	0
B3gntl1	57.500000	0	0	0	230	0
Zdhhc12	57.250000	0	0	0	229	0
Supt20	57.250000	0	0	0	229	0
Slc25a13	57.250000	0	0	0	229	0
Serbp1	57.250000	0	0	0	229	0
Nudt3	57.250000	0	0	0	229	0
Kdm2a	57.250000	0	0	0	229	0
Fancl	57.250000	229	0	0	0	0
Cxcl17	57.250000	0	0	0	229	0
Atp6v0a4	57.250000	0	0	0	229	0
Pdgfra	57.000000	0	0	0	228	0
Dpyd	57.000000	0	0	0	228	0
Chd4	57.000000	0	0	0	228	0
Castor2	57.000000	0	0	0	228	0
Zfp937	56.750000	0	0	0	227	0
Ptges2	56.750000	0	0	0	227	0
Prl4a1	56.750000	114	0	0	113	0
Pkp2	56.750000	0	0	0	227	0
Nr2c1	56.750000	227	0	0	0	0
Lcn2	56.750000	0	0	0	227	0
Gkn3	56.750000	0	0	0	227	0
Ttyh2	56.500000	0	0	0	226	0
Tmprss6	56.500000	0	0	0	226	0
Ly6d	56.500000	0	0	0	226	0
H2-T-ps	56.500000	0	0	0	226	0
Gpr84	56.500000	226	0	0	0	0
Clk3	56.500000	0	0	0	226	0
A930033H14Rik	56.500000	124	0	0	102	0
Ska2	56.250000	0	0	0	225	0
Prr11	56.250000	0	0	0	225	0
Mybpc3	56.250000	0	0	0	225	0
Mrps17	56.250000	0	0	0	225	0
Tmem120a	56.000000	0	0	0	224	0
Snx14	56.000000	0	0	0	224	0
Ppp6r1	56.000000	0	0	0	224	0
Pcbp2	56.000000	0	0	0	224	0
Avpr1a	56.000000	0	0	0	224	0
Ube2c	55.750000	0	0	0	223	0
Tfcp2l1	55.750000	223	0	0	0	0
Snd1	55.750000	0	0	0	223	0
Nt5dc3	55.750000	0	0	0	223	0
Il13ra1	55.750000	223	0	0	0	0
Abhd2	55.750000	0	0	0	223	0
Zfp873	55.500000	0	0	0	222	0
Tmem29	55.500000	0	0	0	222	0
Taldo1	55.500000	0	0	0	222	0
Tada2b	55.500000	0	0	0	222	0
Smyd1	55.500000	123	0	0	99	0
Slc35b1	55.500000	0	0	0	222	0
Sdf4	55.500000	0	0	0	222	0
Samd12	55.500000	0	0	0	222	0
Ppp2r5e	55.500000	0	0	0	222	0
Ppp1r8	55.500000	0	0	0	222	0
Pck2	55.500000	0	0	0	222	0
Mterf1b	55.500000	0	0	0	222	0
Mrps30	55.500000	0	0	0	222	0
Mrps22	55.500000	0	0	0	222	0
Mpzl3	55.500000	0	0	0	222	0
Map3k6	55.500000	0	0	0	222	0
Laptm4b	55.500000	0	0	0	222	0
Il13	55.500000	0	0	0	222	0
Hsd17b7	55.500000	0	0	0	222	0
Gtf3a	55.500000	0	0	0	222	0
Dlgap4	55.500000	0	0	0	222	0
Cubn	55.500000	0	0	0	222	0
Cd59b	55.500000	0	0	0	222	0
Ccdc96	55.500000	0	0	0	222	0
Cc2d1a	55.500000	0	0	0	222	0
B3galt6	55.500000	0	0	0	222	0
Ak1	55.500000	0	0	0	222	0
9530077C05Rik	55.500000	0	0	0	222	0
4930432K21Rik	55.500000	0	0	0	222	0
Tm7sf2	55.250000	0	0	0	221	0
Lsmem2	55.250000	0	0	0	221	0
Tfb2m	55.000000	0	0	0	220	0
Nsa2	55.000000	0	0	0	220	0
L2hgdh	55.000000	0	0	0	220	0
Hsdl2	55.000000	0	0	0	220	0
Gfm2	55.000000	0	0	0	220	0
Fasn	55.000000	0	0	0	220	0
Dmac2l	55.000000	0	0	0	220	0
Ctr9	55.000000	0	0	0	220	0
Cnst	55.000000	0	0	0	220	0
Arrdc3	55.000000	0	0	0	220	0
Aopep	55.000000	0	0	0	220	0
Slc10a2	54.750000	0	0	0	219	0
Hnrnpc	54.750000	0	0	0	219	0
Fam131c	54.750000	0	0	0	219	0
Dhx32	54.750000	0	0	0	219	0
Cdc34	54.750000	0	0	0	219	0
Mesp2	54.500000	0	0	0	218	0
Hmox1	54.500000	0	0	0	218	0
Fubp1	54.500000	0	0	0	218	0
Cbarp	54.500000	0	0	0	218	0
Bcl11a	54.500000	0	0	0	218	0
Atp5d	54.500000	0	0	0	218	0
Apol10a	54.500000	98	0	0	120	0
Vps26c	54.250000	0	0	0	217	0
Tent5a	54.250000	0	0	0	217	0
Tbc1d10a	54.250000	0	0	0	217	0
Strap	54.250000	98	0	0	119	0
Hint3	54.250000	0	0	0	217	0
Zfp442	54.000000	0	0	0	216	0
Zc3h18	54.000000	0	0	0	216	0
Tpst1	54.000000	0	0	0	216	0
Pdk4	54.000000	0	0	0	216	0
Nop16	54.000000	0	0	0	216	0
Map2k5	54.000000	0	0	0	216	0
Lmbr1	54.000000	0	0	0	216	0
Higd2a	54.000000	0	0	0	216	0
Cyp51	54.000000	0	0	0	216	0
Vmn2r14	53.750000	0	0	0	215	0
Tnfsf10	53.750000	0	0	0	215	0
Tmem260	53.750000	123	0	0	92	0
Tes	53.750000	0	0	0	215	0
Sec16a	53.750000	0	0	0	215	0
Gm5820	53.750000	0	0	0	215	0
Zfp612	53.500000	0	0	0	214	0
Zbtb43	53.500000	0	0	0	214	0
Wnt2b	53.500000	0	0	0	214	0
Tbrg1	53.500000	0	0	0	214	0
Rab5a	53.500000	0	0	0	214	0
Psph	53.500000	0	0	0	214	0
Mx1	53.500000	91	0	0	123	0
Dram1	53.500000	0	0	0	214	0
Cct6a	53.500000	0	0	0	214	0
Atp1a1	53.500000	0	0	0	214	0
Ypel3	53.250000	0	0	0	213	0
Yeats2	53.250000	0	0	0	213	0
Ubac2	53.250000	0	0	0	213	0
Tvp23b	53.250000	213	0	0	0	0
Ttc13	53.250000	0	0	0	213	0
Tbx6	53.250000	0	0	0	213	0
Smtnl1	53.250000	213	0	0	0	0
Sat2	53.250000	0	0	0	213	0
Rhbdl3	53.250000	0	0	0	213	0
Rbms2	53.250000	213	0	0	0	0
Rbm5	53.250000	0	0	0	213	0
Prkrip1	53.250000	0	0	0	213	0
Ppil4	53.250000	0	0	0	213	0
Pkp1	53.250000	0	0	0	213	0
Phospho2	53.250000	0	0	0	213	0
Oma1	53.250000	213	0	0	0	0
Nipa2	53.250000	0	0	0	213	0
Ndufa8	53.250000	0	0	0	213	0
Mtrex	53.250000	0	0	0	213	0
Morn5	53.250000	0	0	0	213	0
Meak7	53.250000	0	0	0	213	0
Lgmn	53.250000	0	0	0	213	0
Krtap8-1	53.250000	0	0	0	213	0
Krt8	53.250000	0	0	0	213	0
Jaml	53.250000	0	0	0	213	0
Gsc	53.250000	0	0	0	213	0
Gje1	53.250000	0	0	0	213	0
Fcna	53.250000	0	0	0	213	0
Epop	53.250000	0	0	0	213	0
Dhx29	53.250000	0	0	0	213	0
Dcbld1	53.250000	0	0	0	213	0
Cpm	53.250000	0	0	0	213	0
Chit1	53.250000	0	0	0	213	0
Cenpv	53.250000	0	0	0	213	0
Cdyl	53.250000	213	0	0	0	0
Cd1d2	53.250000	0	0	0	213	0
Ccl21b	53.250000	0	0	0	213	0
Ccdc173	53.250000	0	0	0	213	0
Arv1	53.250000	0	0	0	213	0
Aph1b	53.250000	0	0	0	213	0
2700081O15Rik	53.250000	0	0	0	213	0
Rasgef1b	53.000000	0	0	0	212	0
Phb2	53.000000	212	0	0	0	0
Mchr1	53.000000	212	0	0	0	0
Mbd4	53.000000	0	0	0	212	0
Ift122	53.000000	0	0	0	212	0
Emg1	53.000000	212	0	0	0	0
Sgtb	52.750000	0	0	0	211	0
Rlf	52.750000	0	0	0	211	0
Rbm14	52.750000	0	0	0	211	0
Qdpr	52.750000	0	0	0	211	0
Olfr27	52.750000	0	0	0	211	0
Nln	52.750000	0	0	0	211	0
Gm21992	52.750000	0	0	0	211	0
Etv1	52.750000	0	0	0	211	0
Clrn2	52.750000	0	0	0	211	0
Napb	52.500000	0	0	0	210	0
Gmeb2	52.500000	0	0	0	210	0
Cs	52.500000	0	0	0	210	0
Asf1b	52.500000	0	0	0	210	0
Slc38a2	52.250000	0	0	0	209	0
Rhbdf2	52.250000	0	0	0	209	0
Ppme1	52.250000	0	0	0	209	0
Mllt11	52.250000	0	0	0	209	0
Gm12500	52.250000	0	0	0	209	0
Cdc42se1	52.250000	0	0	0	209	0
C2cd3	52.250000	0	0	0	209	0
Ampd2	52.250000	0	0	0	209	0
Wdr35	52.000000	0	0	0	208	0
Tspan4	52.000000	0	0	0	208	0
Trmt112	52.000000	0	0	0	208	0
Shmt2	52.000000	0	0	0	208	0
Prdx5	52.000000	0	0	0	208	0
Polr2l	52.000000	0	0	0	208	0
Klf16	52.000000	0	0	0	208	0
Cep85	52.000000	0	0	0	208	0
Srm	51.750000	0	0	0	207	0
Pdxp	51.750000	0	0	0	207	0
Pdia3	51.750000	0	0	0	207	0
Olfr16	51.750000	0	0	0	207	0
Mtrf1l	51.750000	0	0	0	207	0
Mtf2	51.750000	0	0	0	207	0
Cipc	51.750000	0	0	0	207	0
Chrna2	51.750000	207	0	0	0	0
Cdc42	51.750000	0	0	0	207	0
Catsper2	51.750000	0	0	0	207	0
Tbc1d15	51.500000	0	0	0	206	0
Sypl	51.500000	0	0	0	206	0
Rbm15b	51.500000	0	0	0	206	0
Pigf	51.500000	0	0	0	206	0
Neu1	51.500000	0	0	0	206	0
Manf	51.500000	0	0	0	206	0
Cse1l	51.500000	0	0	0	206	0
Cript	51.500000	0	0	0	206	0
Zfp180	51.250000	0	0	0	205	0
Zfand3	51.250000	0	0	0	205	0
Whamm	51.250000	0	0	0	205	0
Uchl5	51.250000	0	0	0	205	0
Ubr4	51.250000	0	0	0	205	0
Txnl4b	51.250000	0	0	0	205	0
Trim15	51.250000	0	0	0	205	0
Trim10	51.250000	0	0	0	205	0
Tor3a	51.250000	0	0	0	205	0
Tarsl2	51.250000	0	0	0	205	0
Slc7a6	51.250000	0	0	0	205	0
Rpp40	51.250000	0	0	0	205	0
Ro60	51.250000	0	0	0	205	0
Prkdc	51.250000	0	0	0	205	0
Ppan	51.250000	0	0	0	205	0
Ogdh	51.250000	0	0	0	205	0
Nufip2	51.250000	0	0	0	205	0
Nabp1	51.250000	0	0	0	205	0
Mcm4	51.250000	0	0	0	205	0
Ippk	51.250000	0	0	0	205	0
Gzma	51.250000	0	0	0	205	0
Gapdh	51.250000	0	0	0	205	0
Fam185a	51.250000	0	0	0	205	0
Efcab14	51.250000	0	0	0	205	0
Eda	51.250000	0	0	0	205	0
Dph6	51.250000	0	0	0	205	0
Dhx38	51.250000	0	0	0	205	0
Defb50	51.250000	0	0	0	205	0
Def8	51.250000	0	0	0	205	0
Clybl	51.250000	0	0	0	205	0
Cep78	51.250000	0	0	0	205	0
Ccdc50	51.250000	0	0	0	205	0
Ccdc146	51.250000	0	0	0	205	0
Ascl3	51.250000	0	0	0	205	0
Aldh18a1	51.250000	0	0	0	205	0
Vmn1r121	51.000000	84	0	0	120	0
Scd1	51.000000	0	0	0	204	0
Rnf44	51.000000	0	0	0	204	0
Fga	51.000000	0	0	0	204	0
Dennd2d	51.000000	0	0	0	204	0
Csf2ra	51.000000	0	0	204	0	0
Crot	51.000000	204	0	0	0	0
Agbl5	51.000000	0	0	0	204	0
Zbtb7b	50.750000	203	0	0	0	0
Tnnc1	50.750000	0	0	0	203	0
Snx4	50.750000	0	0	0	203	0
Ptbp3	50.750000	203	0	0	0	0
Pradc1	50.750000	0	0	0	203	0
Poln	50.750000	0	0	0	203	0
Nisch	50.750000	0	0	0	203	0
Mon1b	50.750000	0	0	0	203	0
Mmrn1	50.750000	203	0	0	0	0
Med7	50.750000	0	0	0	203	0
Hnf1a	50.750000	0	0	0	203	0
Haus3	50.750000	0	0	0	203	0
Cep97	50.750000	0	0	0	203	0
Cct7	50.750000	0	0	0	203	0
Atg2a	50.750000	0	0	0	203	0
Rpl37	50.500000	0	0	0	202	0
Mapre3	50.500000	0	0	0	202	0
Lipg	50.500000	106	0	0	96	0
Slc5a5	50.250000	0	0	0	201	0
Slc39a8	50.250000	0	0	0	201	0
Slc35a5	50.250000	0	0	0	201	0
S100a7l2	50.250000	201	0	0	0	0
Rspry1	50.250000	0	0	0	201	0
Rpl18a	50.250000	0	0	0	201	0
Relch	50.250000	0	0	0	201	0
Rab31	50.250000	0	0	0	201	0
Psme3ip1	50.250000	0	0	0	201	0
Pign	50.250000	0	0	0	201	0
Nr3c2	50.250000	0	0	0	201	0
Mup19	50.250000	0	0	0	201	0
Gm10509	50.250000	0	0	0	201	0
Atg3	50.250000	0	0	0	201	0
Zyx	50.000000	0	0	0	200	0
Zhx1	50.000000	0	0	0	200	0
Prkd3	50.000000	0	0	0	200	0
Noct	50.000000	0	0	0	200	0
Lyrm7	50.000000	0	0	0	200	0
Gstm2	50.000000	0	0	0	200	0
2210016L21Rik	50.000000	0	0	0	200	0
Thap11	49.750000	0	0	0	199	0
Mpp6	49.750000	199	0	0	0	0
Ddx10	49.750000	0	0	0	199	0
Cenpt	49.750000	0	0	0	199	0
Cebpg	49.750000	0	0	0	199	0
1700017B05Rik	49.750000	0	0	0	199	0
Stx7	49.500000	198	0	0	0	0
Gtf2h2	49.500000	0	0	0	198	0
Gm7347	49.500000	82	0	0	116	0
Wdr62	49.250000	0	0	0	197	0
Urgcp	49.250000	0	0	0	197	0
Tcap	49.250000	0	0	0	197	0
Smad6	49.250000	0	0	0	197	0
Slc9a9	49.250000	0	0	0	197	0
Slc9a5	49.250000	0	0	0	197	0
Slc3a2	49.250000	0	0	0	197	0
Sfrp2	49.250000	0	0	0	197	0
Septin8	49.250000	0	0	0	197	0
Senp2	49.250000	0	0	0	197	0
Rnf38	49.250000	0	0	0	197	0
Rassf6	49.250000	0	0	0	197	0
Pnmt	49.250000	0	0	0	197	0
Ndufaf2	49.250000	0	0	0	197	0
Mrps15	49.250000	0	0	0	197	0
Mccc1	49.250000	0	0	0	197	0
Lexm	49.250000	0	0	0	197	0
Klc3	49.250000	0	0	0	197	0
Ipo11	49.250000	0	0	0	197	0
Hps1	49.250000	0	0	0	197	0
Gm20594	49.250000	0	0	0	197	0
Gm14137	49.250000	0	0	0	197	0
Fhod1	49.250000	0	0	0	197	0
Fer	49.250000	0	0	0	197	0
Clca4a	49.250000	0	0	0	197	0
Ascc1	49.250000	0	0	0	197	0
Ankrd55	49.250000	0	0	0	197	0
Anapc16	49.250000	0	0	0	197	0
Aldoc	49.250000	0	0	0	197	0
Adtrp	49.250000	0	0	0	197	0
Usp53	49.000000	0	0	0	196	0
Tmem170b	49.000000	0	0	0	196	0
S1pr1	49.000000	0	0	0	196	0
Rasl10b	49.000000	0	0	0	196	0
Phkb	49.000000	196	0	0	0	0
Oaz1	49.000000	0	0	0	196	0
Itfg1	49.000000	196	0	0	0	0
Atf4	49.000000	0	0	0	196	0
Tnrc6a	48.750000	0	0	0	195	0
Nop2	48.750000	0	0	0	195	0
Ly6g5b	48.750000	0	0	0	195	0
Gstm1	48.750000	195	0	0	0	0
Gpank1	48.750000	0	0	0	195	0
D17H6S53E	48.750000	0	0	0	195	0
Csnk2b	48.750000	0	0	0	195	0
Spata5	48.500000	0	0	0	194	0
Rab27b	48.500000	194	0	0	0	0
Ppm1e	48.500000	194	0	0	0	0
Pfdn4	48.500000	0	0	0	194	0
Nudt6	48.500000	0	0	0	194	0
Limk1	48.500000	194	0	0	0	0
Cyp24a1	48.500000	0	0	0	194	0
Cmah	48.500000	0	0	0	194	0
Cltc	48.500000	0	0	0	194	0
Cap1	48.500000	0	0	0	194	0
Adam32	48.500000	194	0	0	0	0
Taf1a	48.250000	193	0	0	0	0
Spata24	48.250000	0	0	0	193	0
Prob1	48.250000	0	0	0	193	0
Faf2	48.250000	0	0	0	193	0
Angptl3	48.250000	0	0	0	193	0
Siva1	48.000000	0	0	0	192	0
Ndufaf7	48.000000	0	0	0	192	0
Gulo	48.000000	0	0	0	192	0
Gpc6	48.000000	0	0	0	192	0
Golga7	48.000000	192	0	0	0	0
Eef1akmt1	48.000000	0	0	0	192	0
Dgcr6	48.000000	0	0	0	192	0
Cebpz	48.000000	0	0	0	192	0
Bsg	48.000000	0	0	0	192	0
Zfp74	47.750000	0	0	0	191	0
Slc39a14	47.750000	0	0	0	191	0
Sgip1	47.750000	0	0	0	191	0
Rbpms	47.750000	0	0	0	191	0
Irgq	47.750000	0	0	0	191	0
Fam207a	47.750000	0	0	0	191	0
Tbx1	47.500000	0	0	0	190	0
Lrrc71	47.500000	0	0	0	190	0
Lhx1	47.500000	0	0	0	190	0
Fat1	47.500000	0	0	0	190	0
Arhgap45	47.500000	0	0	0	190	0
Aqp11	47.500000	0	0	0	190	0
Mxd1	47.250000	0	0	0	189	0
Hyou1	47.250000	0	0	0	189	0
Ebf2	47.250000	0	0	0	189	0
Zfp763	47.000000	0	0	0	188	0
Usp8	47.000000	0	0	0	188	0
Usp25	47.000000	81	0	0	107	0
Tubb3	47.000000	0	0	0	188	0
Tssk2	47.000000	0	0	0	188	0
Tomm34	47.000000	0	0	0	188	0
Tfap2c	47.000000	0	0	0	188	0
Tex21	47.000000	0	0	0	188	0
Sugp1	47.000000	0	0	0	188	0
Stk4	47.000000	0	0	0	188	0
Srsf3	47.000000	0	0	0	188	0
Rxfp3	47.000000	0	0	0	188	0
Rrn3	47.000000	0	0	0	188	0
Rnf133	47.000000	0	0	0	188	0
Rbbp9	47.000000	0	0	0	188	0
Pym1	47.000000	0	0	0	188	0
Ptdss2	47.000000	0	0	0	188	0
Prr15	47.000000	0	0	0	188	0
Neurl1a	47.000000	0	0	0	188	0
Mrps24	47.000000	0	0	0	188	0
Mcrs1	47.000000	0	0	0	188	0
Mc1r	47.000000	0	0	0	188	0
