Target_genes	Nr1d2|Average	SRX109462|Liver	SRX128174|Liver	SRX128175|Liver	SRX1161941|Th17_Cells	STRING
Ccdc142	44.750000	0	179	0	0	0
Amy1	44.750000	179	0	0	0	0
Wbp2	44.500000	178	0	0	0	0
Twistnb	44.500000	178	0	0	0	0
Tcea1	44.500000	178	0	0	0	0
Spdye4b	44.500000	178	0	0	0	0
S100a10	44.500000	0	178	0	0	0
Rbak	44.500000	178	0	0	0	0
Axin1	44.500000	178	0	0	0	0
Apol10b	44.500000	178	0	0	0	0
Smg7	44.250000	177	0	0	0	0
Sf3a1	44.250000	177	0	0	0	0
Ptpn4	44.250000	177	0	0	0	0
Pak4	44.250000	177	0	0	0	0
Olfml1	44.250000	177	0	0	0	0
Mgst3	44.250000	177	0	0	0	0
Ldlrap1	44.250000	177	0	0	0	0
Hnrnpm	44.250000	0	177	0	0	0
Fbxo9	44.250000	177	0	0	0	0
Cped1	44.250000	177	0	0	0	0
Ccdc157	44.250000	177	0	0	0	0
Arhgap26	44.250000	177	0	0	0	0
Ankar	44.250000	177	0	0	0	0
Zbtb39	44.000000	176	0	0	0	0
Vwa2	44.000000	176	0	0	0	0
Tmem135	44.000000	176	0	0	0	0
Tm7sf3	44.000000	176	0	0	0	0
Thap4	44.000000	0	176	0	0	0
Secisbp2l	44.000000	0	176	0	0	0
Rnf152	44.000000	176	0	0	0	0
Mstn	44.000000	176	0	0	0	0
Fzd4	44.000000	176	0	0	0	0
Epas1	44.000000	176	0	0	0	0
Dyrk2	44.000000	176	0	0	0	0
Cxxc5	44.000000	0	176	0	0	0
Cfap126	44.000000	176	0	0	0	0
Atg4b	44.000000	0	176	0	0	0
Usp29	43.750000	0	99	76	0	0
Scamp1	43.750000	175	0	0	0	0
Peg3	43.750000	0	99	76	0	0
Pdia4	43.750000	175	0	0	0	0
Cipc	43.750000	175	0	0	0	0
Zfp112	43.500000	174	0	0	0	0
Tns2	43.500000	174	0	0	0	0
Sst	43.500000	174	0	0	0	0
Sppl3	43.500000	174	0	0	0	0
Spef1	43.500000	174	0	0	0	0
Prxl2a	43.500000	174	0	0	0	0
Pcnx4	43.500000	174	0	0	0	0
Mettl17	43.500000	174	0	0	0	0
Knl1	43.500000	0	174	0	0	0
Exd2	43.500000	0	174	0	0	0
Ddx10	43.500000	174	0	0	0	0
Cs	43.500000	174	0	0	0	0
Coa7	43.500000	174	0	0	0	0
Cenpb	43.500000	174	0	0	0	0
C2cd4c	43.500000	174	0	0	0	0
Ypel4	43.250000	173	0	0	0	0
Wdr3	43.250000	173	0	0	0	0
Prdx1	43.250000	173	0	0	0	0
Nek4	43.250000	173	0	0	0	0
Nbeal2	43.250000	173	0	0	0	0
Immt	43.250000	0	173	0	0	0
Clp1	43.250000	173	0	0	0	0
Ccdc12	43.250000	173	0	0	0	0
B3gat3	43.250000	0	173	0	0	0
Atat1	43.250000	0	173	0	0	0
Arhgap12	43.250000	173	0	0	0	0
Aldob	43.250000	173	0	0	0	0
Abhd14b	43.250000	173	0	0	0	0
Abhd14a	43.250000	173	0	0	0	0
Rab5a	43.000000	172	0	0	0	0
Nrip1	43.000000	172	0	0	0	0
Hnmt	43.000000	172	0	0	0	0
Eefsec	43.000000	172	0	0	0	0
Dvl1	43.000000	172	0	0	0	0
Srms	42.750000	0	171	0	0	0
Sra1	42.750000	171	0	0	0	0
Slc37a1	42.750000	171	0	0	0	0
Maff	42.750000	0	171	0	0	0
Fndc11	42.750000	0	171	0	0	0
Dsp	42.750000	171	0	0	0	0
Dnajb4	42.750000	171	0	0	0	0
Ces1f	42.750000	171	0	0	0	0
Nat8f7	42.500000	0	170	0	0	0
Nampt	42.500000	170	0	0	0	0
Mlst8	42.500000	0	0	0	170	0
Mcur1	42.500000	170	0	0	0	0
Epc1	42.500000	0	170	0	0	0
Cald1	42.500000	0	170	0	0	0
Tat	42.250000	169	0	0	0	0
Sstr2	42.250000	169	0	0	0	0
Srp68	42.250000	0	169	0	0	0
Rpf2	42.250000	0	169	0	0	0
Por	42.250000	169	0	0	0	0
Ggcx	42.250000	169	0	0	0	0
Fam124a	42.250000	0	169	0	0	0
Echs1	42.250000	169	0	0	0	0
Cysltr2	42.250000	169	0	0	0	0
Cldn14	42.250000	169	0	0	0	0
Cdk19	42.250000	169	0	0	0	0
Ccdc6	42.250000	0	169	0	0	0
Calm1	42.250000	0	169	0	0	0
Arhgef26	42.250000	169	0	0	0	0
Zfp217	42.000000	168	0	0	0	0
Tmprss2	42.000000	168	0	0	0	0
Srsf2	42.000000	0	168	0	0	0
Rrnad1	42.000000	168	0	0	0	0
Ptch2	42.000000	168	0	0	0	0
Nipsnap1	42.000000	168	0	0	0	0
Mrps36	42.000000	168	0	0	0	0
Mfsd11	42.000000	0	168	0	0	0
Mdc1	42.000000	0	168	0	0	0
Map7	42.000000	0	168	0	0	0
Itga7	42.000000	0	168	0	0	0
Isg20l2	42.000000	168	0	0	0	0
Gm4952	42.000000	168	0	0	0	0
Dgat2	42.000000	0	0	0	168	0
Bbc3	42.000000	0	168	0	0	0
Slc17a9	41.750000	167	0	0	0	0
Nr2f6	41.750000	0	167	0	0	0
Mreg	41.750000	167	0	0	0	0
Idi1	41.750000	167	0	0	0	0
Hsd17b4	41.750000	167	0	0	0	0
Eci1	41.750000	167	0	0	0	0
Clec2i	41.750000	0	0	0	167	0
Bnip3	41.750000	167	0	0	0	0
BC035044	41.750000	0	0	0	167	0
Alkbh5	41.750000	167	0	0	0	0
Zfp768	41.500000	166	0	0	0	0
Wdr53	41.500000	0	166	0	0	0
Top3a	41.500000	166	0	0	0	0
Tmem144	41.500000	166	0	0	0	0
Spsb3	41.500000	0	166	0	0	0
Smcr8	41.500000	166	0	0	0	0
Scand1	41.500000	166	0	0	0	0
Rnf139	41.500000	166	0	0	0	0
Prss46	41.500000	0	0	0	166	0
Nubp2	41.500000	0	166	0	0	0
Nat8f6	41.500000	0	166	0	0	0
Fbxo45	41.500000	0	166	0	0	0
Dpp3	41.500000	166	0	0	0	0
Cyp4f17	41.500000	0	166	0	0	0
Cnbd2	41.500000	166	0	0	0	0
Ces2b	41.500000	166	0	0	0	0
Cd33	41.500000	0	0	0	166	0
Ap2a2	41.500000	0	166	0	0	0
Tns3	41.250000	165	0	0	0	0
Tfrc	41.250000	165	0	0	0	0
Tcaim	41.250000	165	0	0	0	0
Rsph14	41.250000	165	0	0	0	0
Pam16	41.250000	0	165	0	0	0
Ldhd	41.250000	165	0	0	0	0
Iqsec1	41.250000	165	0	0	0	0
Iah1	41.250000	165	0	0	0	0
Cars2	41.250000	0	165	0	0	0
Akr1c6	41.250000	165	0	0	0	0
2810021J22Rik	41.250000	165	0	0	0	0
Zfyve21	41.000000	164	0	0	0	0
Xrcc3	41.000000	164	0	0	0	0
Tysnd1	41.000000	164	0	0	0	0
Tgif1	41.000000	164	0	0	0	0
Slc18a1	41.000000	164	0	0	0	0
Proser1	41.000000	0	164	0	0	0
Pex10	41.000000	164	0	0	0	0
Nhlrc3	41.000000	0	164	0	0	0
Nadk	41.000000	164	0	0	0	0
Men1	41.000000	164	0	0	0	0
Jade1	41.000000	164	0	0	0	0
Fam43a	41.000000	0	164	0	0	0
Fam107b	41.000000	164	0	0	0	0
Cyp2c29	41.000000	164	0	0	0	0
Atp6v1b2	41.000000	164	0	0	0	0
Akr1c14	41.000000	164	0	0	0	0
Zc3h7a	40.750000	163	0	0	0	0
Ttc39b	40.750000	0	0	0	163	0
Tmem156	40.750000	163	0	0	0	0
Suclg1	40.750000	163	0	0	0	0
Stx6	40.750000	163	0	0	0	0
Rpusd3	40.750000	163	0	0	0	0
Omd	40.750000	163	0	0	0	0
Nudt12	40.750000	163	0	0	0	0
Nlrp12	40.750000	163	0	0	0	0
Ncoa2	40.750000	163	0	0	0	0
Mmp15	40.750000	163	0	0	0	0
Il15	40.750000	163	0	0	0	0
Ifi35	40.750000	163	0	0	0	0
Gm45521	40.750000	163	0	0	0	0
Gfm1	40.750000	163	0	0	0	0
Dynlrb2	40.750000	163	0	0	0	0
Dmd	40.750000	163	0	0	0	0
B4galt5	40.750000	163	0	0	0	0
Acbd5	40.750000	163	0	0	0	0
Zfp617	40.500000	0	162	0	0	0
Tpd52l2	40.500000	162	0	0	0	0
Spin1	40.500000	162	0	0	0	0
Nsd3	40.500000	162	0	0	0	0
Letm2	40.500000	162	0	0	0	0
Irf6	40.500000	162	0	0	0	0
Hsd11b1	40.500000	162	0	0	0	0
Abhd16b	40.500000	162	0	0	0	0
2610001J05Rik	40.500000	0	162	0	0	0
Wfs1	40.250000	161	0	0	0	0
Slc30a6	40.250000	161	0	0	0	0
Shroom2	40.250000	161	0	0	0	0
Plk2	40.250000	161	0	0	0	0
Oit3	40.250000	0	161	0	0	0
Lrp4	40.250000	161	0	0	0	0
Ifitm2	40.250000	161	0	0	0	0
Cul2	40.250000	161	0	0	0	0
Atp5j2	40.250000	0	161	0	0	0
Asgr2	40.250000	161	0	0	0	0
Ttc36	40.000000	160	0	0	0	0
Tmem25	40.000000	160	0	0	0	0
Tmem184a	40.000000	160	0	0	0	0
Rundc3a	40.000000	160	0	0	0	0
Rspry1	40.000000	0	160	0	0	0
Rcan2	40.000000	160	0	0	0	0
Psme3ip1	40.000000	0	160	0	0	0
Nrros	40.000000	160	0	0	0	0
Micalcl	40.000000	160	0	0	0	0
Lyrm4	40.000000	160	0	0	0	0
Id1	40.000000	160	0	0	0	0
Gm17359	40.000000	160	0	0	0	0
Fars2	40.000000	160	0	0	0	0
B230307C23Rik	40.000000	160	0	0	0	0
Zhx3	39.750000	159	0	0	0	0
Zbtb5	39.750000	159	0	0	0	0
Rad51d	39.750000	159	0	0	0	0
Il1r1	39.750000	159	0	0	0	0
Gramd4	39.750000	0	159	0	0	0
Gdi2	39.750000	159	0	0	0	0
Fndc8	39.750000	159	0	0	0	0
Dpp4	39.750000	159	0	0	0	0
Cyp2c39	39.750000	159	0	0	0	0
Cdc73	39.750000	0	159	0	0	0
Tmed4	39.500000	158	0	0	0	0
Retsat	39.500000	158	0	0	0	0
Pskh1	39.500000	158	0	0	0	0
Hamp	39.500000	158	0	0	0	0
Elmod3	39.500000	158	0	0	0	0
Abcd3	39.500000	158	0	0	0	0
Zfp507	39.250000	157	0	0	0	0
Nek2	39.250000	157	0	0	0	0
Ncoa4	39.250000	157	0	0	0	0
Meis1	39.250000	157	0	0	0	0
Lsr	39.250000	157	0	0	0	0
Ldlr	39.250000	157	0	0	0	0
Fdxacb1	39.250000	157	0	0	0	0
Cxcl2	39.250000	157	0	0	0	0
Cbr1	39.250000	157	0	0	0	0
Aqp4	39.250000	157	0	0	0	0
1110032A03Rik	39.250000	157	0	0	0	0
Zfp277	39.000000	156	0	0	0	0
Zbtb40	39.000000	0	156	0	0	0
Sult2a1	39.000000	156	0	0	0	0
Nr3c2	39.000000	156	0	0	0	0
Mtmr12	39.000000	156	0	0	0	0
Inhba	39.000000	156	0	0	0	0
Ifrd2	39.000000	156	0	0	0	0
H4c18	39.000000	0	156	0	0	0
H4bc24	39.000000	0	156	0	0	0
H2bc23	39.000000	0	156	0	0	0
H2ac24	39.000000	0	156	0	0	0
H2ac23	39.000000	0	156	0	0	0
Gckr	39.000000	0	156	0	0	0
Fndc4	39.000000	0	156	0	0	0
Dusp12	39.000000	156	0	0	0	0
Dock4	39.000000	156	0	0	0	0
Aprt	39.000000	156	0	0	0	0
Zfp143	38.750000	155	0	0	0	0
Wdr1	38.750000	0	0	0	155	0
Taf15	38.750000	155	0	0	0	0
St6galnac4	38.750000	0	155	0	0	0
Rnd1	38.750000	155	0	0	0	0
Phb	38.750000	155	0	0	0	0
Ninj2	38.750000	155	0	0	0	0
Nedd8	38.750000	155	0	0	0	0
Lrrc58	38.750000	155	0	0	0	0
Lrp2bp	38.750000	155	0	0	0	0
Lamb3	38.750000	0	155	0	0	0
Jak1	38.750000	155	0	0	0	0
Gmpr2	38.750000	155	0	0	0	0
Fam174c	38.750000	0	155	0	0	0
Dus1l	38.750000	155	0	0	0	0
Chfr	38.750000	0	155	0	0	0
Aoc1	38.750000	155	0	0	0	0
Tefm	38.500000	154	0	0	0	0
Tacc2	38.500000	154	0	0	0	0
Stx16	38.500000	0	154	0	0	0
Prdm10	38.500000	154	0	0	0	0
Mrpl21	38.500000	0	154	0	0	0
Map3k21	38.500000	154	0	0	0	0
Ighmbp2	38.500000	0	154	0	0	0
Hexim2	38.500000	0	154	0	0	0
Eed	38.500000	0	0	0	154	0
Zswim6	38.250000	153	0	0	0	0
Wrap53	38.250000	0	153	0	0	0
Wdr46	38.250000	0	153	0	0	0
Trp53	38.250000	0	153	0	0	0
Tmem54	38.250000	153	0	0	0	0
Sstr3	38.250000	153	0	0	0	0
Sh3glb2	38.250000	153	0	0	0	0
Sh2b3	38.250000	153	0	0	0	0
Rhobtb1	38.250000	153	0	0	0	0
Ptbp1	38.250000	0	153	0	0	0
Pfdn6	38.250000	0	153	0	0	0
Ndfip1	38.250000	153	0	0	0	0
Lzts3	38.250000	153	0	0	0	0
Jmjd1c	38.250000	153	0	0	0	0
Ireb2	38.250000	153	0	0	0	0
H1f0	38.250000	153	0	0	0	0
Gcat	38.250000	153	0	0	0	0
Fzd5	38.250000	153	0	0	0	0
Dynll2	38.250000	153	0	0	0	0
Dhrs4	38.250000	153	0	0	0	0
D630023F18Rik	38.250000	153	0	0	0	0
Cdc25a	38.250000	153	0	0	0	0
Arid5b	38.250000	153	0	0	0	0
A930033H14Rik	38.250000	153	0	0	0	0
Sspn	38.000000	0	152	0	0	0
Sec31b	38.000000	152	0	0	0	0
Samd4	38.000000	152	0	0	0	0
Mrps31	38.000000	152	0	0	0	0
Elane	38.000000	0	152	0	0	0
Dglucy	38.000000	152	0	0	0	0
Coa4	38.000000	152	0	0	0	0
Cfd	38.000000	0	152	0	0	0
Blnk	38.000000	152	0	0	0	0
Zfhx3	37.750000	151	0	0	0	0
Slc25a39	37.750000	151	0	0	0	0
Rpl34-ps1	37.750000	0	151	0	0	0
Rpl34	37.750000	0	151	0	0	0
Phlpp1	37.750000	151	0	0	0	0
Lpgat1	37.750000	151	0	0	0	0
Lnpep	37.750000	151	0	0	0	0
Fabp12	37.750000	151	0	0	0	0
Etfbkmt	37.750000	151	0	0	0	0
Ctrb1	37.750000	151	0	0	0	0
Cat	37.750000	151	0	0	0	0
Bcl7c	37.750000	0	151	0	0	0
Tob1	37.500000	150	0	0	0	0
Prkaca	37.500000	0	150	0	0	0
Nipal1	37.500000	150	0	0	0	0
Lipe	37.500000	150	0	0	0	0
Eepd1	37.500000	150	0	0	0	0
Clpx	37.500000	0	150	0	0	0
Atp6v0a4	37.500000	150	0	0	0	0
Acp2	37.500000	0	150	0	0	0
Zbtb12	37.250000	149	0	0	0	0
Tex2	37.250000	0	149	0	0	0
Tbl1x	37.250000	0	149	0	0	0
Spg20	37.250000	149	0	0	0	0
Scarb1	37.250000	149	0	0	0	0
Prkag1	37.250000	149	0	0	0	0
P2rx4	37.250000	149	0	0	0	0
Ehmt2	37.250000	149	0	0	0	0
Tdp1	37.000000	0	148	0	0	0
Tcea3	37.000000	148	0	0	0	0
Stard5	37.000000	148	0	0	0	0
Kdm3b	37.000000	148	0	0	0	0
Htra2	37.000000	0	148	0	0	0
Gask1a	37.000000	148	0	0	0	0
Efcab11	37.000000	0	148	0	0	0
Dqx1	37.000000	0	148	0	0	0
Aldh9a1	37.000000	148	0	0	0	0
Ugt2b5	36.750000	147	0	0	0	0
Tyw3	36.750000	0	147	0	0	0
Tcf3	36.750000	147	0	0	0	0
Sdhaf1	36.750000	147	0	0	0	0
Sdc2	36.750000	147	0	0	0	0
Rnf225	36.750000	147	0	0	0	0
Prkar1b	36.750000	147	0	0	0	0
Ppm1b	36.750000	147	0	0	0	0
Dnaaf5	36.750000	147	0	0	0	0
Ddx47	36.750000	0	147	0	0	0
Cryz	36.750000	0	147	0	0	0
Coq9	36.750000	147	0	0	0	0
Ciapin1	36.750000	147	0	0	0	0
Chadl	36.750000	147	0	0	0	0
Cetn4	36.750000	0	0	0	147	0
Ccn6	36.750000	147	0	0	0	0
C1ra	36.750000	147	0	0	0	0
Bbs12	36.750000	0	0	0	147	0
Trmt112	36.500000	146	0	0	0	0
Rere	36.500000	146	0	0	0	0
Rasa3	36.500000	146	0	0	0	0
Ralgapa2	36.500000	146	0	0	0	0
Prdx5	36.500000	146	0	0	0	0
Nhsl1	36.500000	146	0	0	0	0
Mocs2	36.500000	146	0	0	0	0
Mertk	36.500000	146	0	0	0	0
Eno1	36.500000	146	0	0	0	0
Avpi1	36.500000	146	0	0	0	0
Rps26	36.250000	145	0	0	0	0
Prmt5	36.250000	0	145	0	0	0
Prdx3	36.250000	145	0	0	0	0
Madd	36.250000	0	0	0	145	0
L3hypdh	36.250000	145	0	0	0	0
Jkamp	36.250000	145	0	0	0	0
Fbxo11	36.250000	145	0	0	0	0
Chst13	36.250000	145	0	0	0	0
Alcam	36.250000	145	0	0	0	0
Akr1c20	36.250000	145	0	0	0	0
Acacb	36.250000	145	0	0	0	0
9230019H11Rik	36.250000	145	0	0	0	0
2200002J24Rik	36.250000	145	0	0	0	0
Wipi1	36.000000	144	0	0	0	0
Vps51	36.000000	0	144	0	0	0
Tmem262	36.000000	0	144	0	0	0
Slc35g1	36.000000	144	0	0	0	0
Slc10a1	36.000000	144	0	0	0	0
Psmb8	36.000000	144	0	0	0	0
Ints8	36.000000	0	144	0	0	0
Erc1	36.000000	144	0	0	0	0
Crybb3	36.000000	144	0	0	0	0
Asrgl1	36.000000	0	144	0	0	0
Tbc1d23	35.750000	143	0	0	0	0
Tas2r126	35.750000	143	0	0	0	0
Scml4	35.750000	143	0	0	0	0
Rmi1	35.750000	0	143	0	0	0
Rab3ip	35.750000	143	0	0	0	0
Ntrk1	35.750000	143	0	0	0	0
Mcf2l	35.750000	143	0	0	0	0
Macir	35.750000	143	0	0	0	0
Itpripl1	35.750000	143	0	0	0	0
Insrr	35.750000	143	0	0	0	0
Hnrnpk	35.750000	0	143	0	0	0
Gabrr3	35.750000	143	0	0	0	0
Esrrg	35.750000	143	0	0	0	0
Eogt	35.750000	143	0	0	0	0
Elavl3	35.750000	143	0	0	0	0
Ebpl	35.750000	143	0	0	0	0
Atxn10	35.750000	0	143	0	0	0
Ankrd23	35.750000	143	0	0	0	0
Aacs	35.750000	143	0	0	0	0
Srsf1	35.500000	0	142	0	0	0
Slc35b2	35.500000	142	0	0	0	0
Sec63	35.500000	142	0	0	0	0
Sec31a	35.500000	142	0	0	0	0
Rcor1	35.500000	142	0	0	0	0
Ppfibp2	35.500000	0	142	0	0	0
Mpeg1	35.500000	142	0	0	0	0
Mab21l3	35.500000	142	0	0	0	0
Ihh	35.500000	142	0	0	0	0
Fmo2	35.500000	142	0	0	0	0
Cxcl10	35.500000	142	0	0	0	0
Crip1	35.500000	142	0	0	0	0
Arhgap29	35.500000	142	0	0	0	0
Acly	35.500000	142	0	0	0	0
Abhd17c	35.500000	142	0	0	0	0
Usp40	35.250000	0	141	0	0	0
Susd4	35.250000	141	0	0	0	0
Snrpa1	35.250000	141	0	0	0	0
Pttg1ip	35.250000	141	0	0	0	0
Ppp1r3f	35.250000	0	141	0	0	0
Plscr1	35.250000	141	0	0	0	0
Pgap2	35.250000	141	0	0	0	0
Pdgfrb	35.250000	0	141	0	0	0
Nup98	35.250000	141	0	0	0	0
Mettl23	35.250000	0	141	0	0	0
Hes1	35.250000	0	141	0	0	0
Dhx35	35.250000	0	0	0	141	0
Dhcr7	35.250000	141	0	0	0	0
Cfl1	35.250000	141	0	0	0	0
Ccnt2	35.250000	141	0	0	0	0
Bmpr1a	35.250000	141	0	0	0	0
AW209491	35.250000	0	141	0	0	0
Smim19	35.000000	140	0	0	0	0
Slc20a2	35.000000	140	0	0	0	0
Scaf1	35.000000	0	140	0	0	0
Rras	35.000000	0	140	0	0	0
Ndufa4l2	35.000000	140	0	0	0	0
Hyi	35.000000	140	0	0	0	0
Golim4	35.000000	140	0	0	0	0
Eif4e2	35.000000	140	0	0	0	0
Desi2	35.000000	140	0	0	0	0
Czib	35.000000	140	0	0	0	0
Tut4	34.750000	139	0	0	0	0
Tmem9	34.750000	139	0	0	0	0
Stxbp6	34.750000	139	0	0	0	0
Pnisr	34.750000	0	139	0	0	0
Plin3	34.750000	139	0	0	0	0
Nmd3	34.750000	139	0	0	0	0
Gpatch8	34.750000	139	0	0	0	0
Fbrs	34.750000	139	0	0	0	0
Eif5	34.750000	0	139	0	0	0
Dgkz	34.750000	139	0	0	0	0
Cd164	34.750000	139	0	0	0	0
Srgap3	34.500000	138	0	0	0	0
Smarca2	34.500000	138	0	0	0	0
Slc20a1	34.500000	138	0	0	0	0
Sertad3	34.500000	138	0	0	0	0
Pcbd2	34.500000	0	138	0	0	0
Mrpl15	34.500000	138	0	0	0	0
Hipk1	34.500000	0	0	0	138	0
H1f6	34.500000	0	0	0	138	0
Camk1d	34.500000	138	0	0	0	0
Atg5	34.500000	138	0	0	0	0
Slc35g3	34.250000	0	137	0	0	0
Sh3bp2	34.250000	137	0	0	0	0
Rfc4	34.250000	137	0	0	0	0
Polr2a	34.250000	0	137	0	0	0
Nr1d2	34.250000	137	0	0	0	0
Ndufs4	34.250000	0	137	0	0	0
Gcn1	34.250000	137	0	0	0	0
Dusp6	34.250000	137	0	0	0	0
Def8	34.250000	137	0	0	0	0
Acp5	34.250000	137	0	0	0	0
Wbp1l	34.000000	136	0	0	0	0
Utp11	34.000000	136	0	0	0	0
Tmem80	34.000000	0	136	0	0	0
Tepsin	34.000000	0	136	0	0	0
Slc35f5	34.000000	136	0	0	0	0
Slc18b1	34.000000	136	0	0	0	0
Sde2	34.000000	0	136	0	0	0
Prr16	34.000000	136	0	0	0	0
Pop7	34.000000	136	0	0	0	0
Plxnb1	34.000000	136	0	0	0	0
Plpp3	34.000000	136	0	0	0	0
Pla2g15	34.000000	136	0	0	0	0
Pithd1	34.000000	0	0	0	136	0
Ndufaf8	34.000000	0	136	0	0	0
Mthfd1	34.000000	136	0	0	0	0
Mbnl2	34.000000	136	0	0	0	0
Luc7l	34.000000	0	136	0	0	0
Ikbkg	34.000000	136	0	0	0	0
Gm2a	34.000000	136	0	0	0	0
G6pdx	34.000000	136	0	0	0	0
Ctsh	34.000000	136	0	0	0	0
Cd4	34.000000	136	0	0	0	0
Asxl2	34.000000	136	0	0	0	0
1300017J02Rik	34.000000	136	0	0	0	0
Zfp113	33.750000	0	135	0	0	0
Rnf181	33.750000	135	0	0	0	0
Qtrt2	33.750000	0	135	0	0	0
Pnrc2	33.750000	0	135	0	0	0
Pbld2	33.750000	0	135	0	0	0
Ostc	33.750000	0	0	0	135	0
Me1	33.750000	135	0	0	0	0
Mdfic	33.750000	0	135	0	0	0
Hnrnph3	33.750000	0	135	0	0	0
Derl1	33.750000	135	0	0	0	0
Cda	33.750000	135	0	0	0	0
Cd59a	33.750000	135	0	0	0	0
Ccdc191	33.750000	0	135	0	0	0
Ass1	33.750000	135	0	0	0	0
Taf4	33.500000	0	134	0	0	0
Srrm1	33.500000	134	0	0	0	0
Slc25a22	33.500000	134	0	0	0	0
Puf60	33.500000	134	0	0	0	0
Ppp1r13l	33.500000	0	0	0	134	0
Pklr	33.500000	134	0	0	0	0
Phf12	33.500000	0	134	0	0	0
Nradd	33.500000	134	0	0	0	0
Ndufs7	33.500000	0	134	0	0	0
Lsm8	33.500000	134	0	0	0	0
Lrp5	33.500000	0	134	0	0	0
Gm4925	33.500000	134	0	0	0	0
Fh1	33.500000	134	0	0	0	0
Ddn	33.500000	134	0	0	0	0
Cndp2	33.500000	134	0	0	0	0
Cenpv	33.500000	134	0	0	0	0
Cend1	33.500000	134	0	0	0	0
Cd3eap	33.500000	0	0	0	134	0
Cabyr	33.500000	134	0	0	0	0
Arpp19	33.500000	134	0	0	0	0
Arl1	33.500000	134	0	0	0	0
Ugt1a6a	33.250000	133	0	0	0	0
Ttll9	33.250000	133	0	0	0	0
Trim15	33.250000	133	0	0	0	0
Trim10	33.250000	133	0	0	0	0
Tnfsf15	33.250000	133	0	0	0	0
Tmem242	33.250000	133	0	0	0	0
Tcp11l1	33.250000	0	133	0	0	0
Sypl	33.250000	133	0	0	0	0
Snx5	33.250000	0	133	0	0	0
Porcn	33.250000	133	0	0	0	0
Poglut3	33.250000	133	0	0	0	0
Pin1rt1	33.250000	0	133	0	0	0
Myo18b	33.250000	133	0	0	0	0
Mgme1	33.250000	0	133	0	0	0
Il16	33.250000	133	0	0	0	0
Hrh1	33.250000	133	0	0	0	0
Gtf2ird1	33.250000	133	0	0	0	0
D7Ertd443e	33.250000	133	0	0	0	0
Cyp2c69	33.250000	133	0	0	0	0
Atp11c	33.250000	133	0	0	0	0
Ube2i	33.000000	132	0	0	0	0
Tbl2	33.000000	132	0	0	0	0
Snx33	33.000000	132	0	0	0	0
Olfr61	33.000000	132	0	0	0	0
Mt1	33.000000	132	0	0	0	0
Mrpl36	33.000000	0	132	0	0	0
Mgmt	33.000000	132	0	0	0	0
Hsd17b11	33.000000	132	0	0	0	0
H3c1	33.000000	132	0	0	0	0
H1f1	33.000000	132	0	0	0	0
Fdx1	33.000000	132	0	0	0	0
Cyp2c40	33.000000	132	0	0	0	0
Adk	33.000000	0	132	0	0	0
Txnl4b	32.750000	0	131	0	0	0
Trim46	32.750000	131	0	0	0	0
Tbc1d8	32.750000	131	0	0	0	0
Snx4	32.750000	0	131	0	0	0
Pum1	32.750000	131	0	0	0	0
Ppia	32.750000	0	131	0	0	0
Polr2h	32.750000	131	0	0	0	0
Oga	32.750000	0	131	0	0	0
Limd2	32.750000	131	0	0	0	0
Krtcap2	32.750000	131	0	0	0	0
Isy1	32.750000	0	131	0	0	0
Ift27	32.750000	131	0	0	0	0
Dhx38	32.750000	0	131	0	0	0
Clcn2	32.750000	131	0	0	0	0
Ccl9	32.750000	131	0	0	0	0
Xrn2	32.500000	130	0	0	0	0
Wdr18	32.500000	0	130	0	0	0
Ube2e2	32.500000	130	0	0	0	0
Srek1	32.500000	0	130	0	0	0
Mpdu1	32.500000	0	130	0	0	0
Mob1a	32.500000	0	130	0	0	0
Gmeb2	32.500000	130	0	0	0	0
Ggact	32.500000	130	0	0	0	0
F11r	32.500000	130	0	0	0	0
Ephx2	32.500000	130	0	0	0	0
Cyb5a	32.500000	130	0	0	0	0
Abcc3	32.500000	130	0	0	0	0
Xpo7	32.250000	129	0	0	0	0
Trir	32.250000	0	129	0	0	0
Tk1	32.250000	129	0	0	0	0
Rabac1	32.250000	129	0	0	0	0
Msra	32.250000	129	0	0	0	0
Lmna	32.250000	129	0	0	0	0
Klra4	32.250000	0	0	0	129	0
Klra18	32.250000	0	0	0	129	0
Hs3st3b1	32.250000	129	0	0	0	0
Get3	32.250000	0	129	0	0	0
Gcsh	32.250000	129	0	0	0	0
Fancl	32.250000	0	129	0	0	0
Dhx30	32.250000	0	129	0	0	0
Cys1	32.250000	129	0	0	0	0
Coro1b	32.250000	129	0	0	0	0
Usp38	32.000000	0	128	0	0	0
Strn4	32.000000	0	128	0	0	0
Rbm48	32.000000	128	0	0	0	0
Pex1	32.000000	128	0	0	0	0
Lrrfip1	32.000000	128	0	0	0	0
Kctd5	32.000000	0	128	0	0	0
Fkrp	32.000000	0	128	0	0	0
Esrra	32.000000	128	0	0	0	0
Dcakd	32.000000	128	0	0	0	0
Ciao3	32.000000	0	128	0	0	0
Cdkn2aipnl	32.000000	0	128	0	0	0
Catsperz	32.000000	128	0	0	0	0
Atl3	32.000000	128	0	0	0	0
Zfp874b	31.750000	127	0	0	0	0
Usp22	31.750000	127	0	0	0	0
Uqcc2	31.750000	0	127	0	0	0
Rrp9	31.750000	127	0	0	0	0
