Target_genes	Irf5|Average	SRX10652558|CD4+_T_cells	SRX3380962|Dendritic_Cells	SRX3380963|Dendritic_Cells	SRX3380964|Dendritic_Cells	STRING
Rps25	174.500000	0	294	224	180	0
Pot1b	174.250000	0	181	257	259	0
Pfkl	174.250000	0	384	313	0	0
Capn5	174.250000	0	376	321	0	0
Tbl1x	174.000000	0	181	416	99	0
G2e3	174.000000	0	138	267	291	0
Ccnt2	174.000000	90	194	173	239	0
Ptp4a1	173.750000	0	159	241	295	0
Kif23	173.750000	0	360	195	140	0
Efr3a	173.750000	0	198	93	404	0
Glcci1	173.500000	0	363	331	0	0
Reep4	173.250000	0	118	230	345	0
Psma4	173.250000	0	232	281	180	0
Parp9	173.250000	0	143	294	256	0
Moxd2	173.250000	0	333	360	0	0
Gpr150	173.250000	0	255	285	153	0
F11r	173.250000	0	296	397	0	0
Dtx3l	173.250000	0	143	294	256	0
Csf2rb	173.250000	0	229	320	144	0
Aldoart2	173.250000	0	361	332	0	0
AY074887	173.250000	0	232	281	180	0
9230019H11Rik	173.250000	0	241	286	166	0
Serpinb9	173.000000	0	284	288	120	0
Samd9l	173.000000	0	346	346	0	0
Lnpep	173.000000	0	173	276	243	0
Dlat	173.000000	0	179	214	299	0
Dkk3	173.000000	0	316	376	0	0
Trim14	172.750000	0	160	196	335	0
Taf2	172.500000	0	268	195	227	0
Stxbp1	172.500000	0	187	262	241	0
Sass6	172.500000	0	211	263	216	0
S1pr2	172.500000	0	346	344	0	0
Cbx7	172.500000	0	185	253	252	0
Amz2	172.500000	0	364	326	0	0
Aldh3b2	172.500000	0	316	374	0	0
Adora3	172.500000	0	354	336	0	0
Timd2	172.250000	0	372	317	0	0
Rufy3	172.250000	0	387	302	0	0
Parp14	172.250000	0	163	391	135	0
Mccc1	172.250000	0	175	231	283	0
Zfp213	172.000000	0	203	238	247	0
Wasf2	172.000000	0	343	345	0	0
Dusp7	172.000000	0	322	219	147	0
Ap2s1	172.000000	0	124	232	332	0
Ankfy1	172.000000	0	137	208	343	0
Tmtc3	171.750000	0	188	197	302	0
Shpk	171.750000	0	194	264	229	0
Psd	171.750000	0	214	272	201	0
Fbxl15	171.750000	0	214	272	201	0
Ctns	171.750000	0	194	264	229	0
Cep290	171.750000	0	188	197	302	0
Atp2b2	171.750000	0	325	362	0	0
Tsacc	171.500000	0	245	290	151	0
Slc37a2	171.500000	0	266	226	194	0
Rnf139	171.500000	0	201	257	228	0
Cct3	171.500000	0	245	290	151	0
Slc35b2	171.250000	75	197	204	209	0
Msra	171.250000	0	181	268	236	0
Cyb5r1	171.250000	0	194	202	289	0
Urb2	171.000000	0	236	340	108	0
Tmsb4x	171.000000	375	0	110	199	0
Taf5l	171.000000	0	236	340	108	0
Pank3	171.000000	0	199	485	0	0
Neurl3	171.000000	0	401	283	0	0
Mtmr6	171.000000	0	183	342	159	0
Tmem217	170.750000	0	231	315	137	0
Tbc1d22b	170.750000	0	231	315	137	0
Stx12	170.750000	0	216	254	213	0
Slc35a5	170.750000	0	166	183	334	0
Sdc3	170.750000	0	375	308	0	0
Saraf	170.750000	0	178	214	291	0
Pole4	170.750000	0	189	183	311	0
Atg3	170.750000	0	166	183	334	0
Srgap3	170.500000	0	367	315	0	0
Dpy19l4	170.500000	0	198	235	249	0
Ahctf1	170.500000	0	197	256	229	0
Triap1	170.250000	0	223	222	236	0
Mapk11	170.250000	0	298	383	0	0
Lap3	170.250000	0	178	233	270	0
H3c6	170.250000	0	89	197	395	0
Gatc	170.250000	0	223	222	236	0
Mterf4	170.000000	0	185	297	198	0
Ldah	170.000000	0	140	284	256	0
Fgfbp3	170.000000	0	228	218	234	0
Cdyl	170.000000	0	0	680	0	0
Acsl5	170.000000	0	218	267	195	0
Zbtb49	169.750000	0	225	200	254	0
Scaf11	169.750000	0	271	151	257	0
Pygb	169.750000	0	356	229	94	0
Poln	169.750000	0	108	255	316	0
Lyar	169.750000	0	225	200	254	0
Lpin2	169.750000	0	252	349	78	0
Haus3	169.750000	0	108	255	316	0
Cdkal1	169.750000	0	163	187	329	0
Zfp597	169.500000	0	286	193	199	0
Phtf1	169.500000	0	152	227	299	0
Ipo13	169.500000	0	239	439	0	0
H4c8	169.500000	0	140	153	385	0
H3c8	169.500000	0	140	153	385	0
H2ac10	169.500000	0	140	153	385	0
Gprc5a	169.500000	0	186	325	167	0
Cyfip2	169.500000	0	247	431	0	0
Smc4	169.250000	0	296	122	259	0
Sft2d2	169.250000	0	251	265	161	0
Ppp1r9b	169.250000	0	265	412	0	0
Ift80	169.250000	0	296	122	259	0
Ehmt1	169.250000	0	218	373	86	0
Adam8	169.250000	0	334	343	0	0
Mettl4	169.000000	0	214	182	280	0
Khk	169.000000	0	246	298	132	0
Fdps	169.000000	0	270	300	106	0
Cmtm3	169.000000	0	205	312	159	0
Osmr	168.750000	0	212	463	0	0
Hmgxb3	168.750000	0	217	246	212	0
Gm3604	168.750000	0	228	216	231	0
Tmf1	168.500000	0	114	180	380	0
Capza1	168.500000	0	333	114	227	0
Bcat1	168.500000	0	382	292	0	0
Trim30d	168.250000	0	260	413	0	0
Trim12c	168.250000	0	283	290	100	0
Spata5	168.250000	0	139	175	359	0
Pacsin2	168.250000	0	326	231	116	0
Nudt6	168.250000	0	139	175	359	0
Map3k5	168.250000	0	297	235	141	0
Man1a2	168.250000	0	135	176	362	0
Il10rb	168.250000	0	241	181	251	0
Grap	168.250000	0	324	349	0	0
Cse1l	168.250000	0	248	326	99	0
Rnase1	168.000000	0	399	273	0	0
Ppp1r13l	168.000000	0	299	373	0	0
Npc1	168.000000	0	174	136	362	0
Hmbs	168.000000	0	180	122	370	0
Ginm1	168.000000	0	145	296	231	0
Gdf9	168.000000	0	183	241	248	0
Cd3eap	168.000000	0	299	373	0	0
Zfhx2	167.750000	0	339	332	0	0
Ptcd2	167.750000	0	149	147	375	0
Mrps27	167.750000	0	149	147	375	0
Gal3st3	167.750000	0	226	211	234	0
Coq7	167.750000	0	202	162	307	0
Ccsap	167.750000	0	240	287	144	0
Cbll1	167.750000	0	164	211	296	0
Bnip2	167.750000	0	276	203	192	0
Bmpr2	167.750000	0	260	292	119	0
Bbc3	167.750000	0	386	285	0	0
Pxk	167.500000	0	342	328	0	0
Prnp	167.500000	0	305	159	206	0
Prn	167.500000	0	305	159	206	0
Gtf2h4	167.500000	0	245	249	176	0
Ergic2	167.500000	0	240	238	192	0
Ddx5	167.500000	0	176	220	274	0
Cpeb3	167.500000	0	157	304	209	0
Cep95	167.500000	0	176	220	274	0
Zcchc9	167.250000	0	167	139	363	0
Ankle2	167.250000	0	227	296	146	0
Zfp516	167.000000	0	363	305	0	0
Trim47	167.000000	0	296	372	0	0
Gpr34	167.000000	0	275	393	0	0
Exd2	167.000000	0	169	227	272	0
Def6	167.000000	0	280	165	223	0
Capn10	167.000000	0	259	218	191	0
9530068E07Rik	167.000000	0	179	258	231	0
Nup93	166.750000	0	139	291	237	0
Fam160a2	166.750000	0	334	333	0	0
Cd84	166.750000	0	395	272	0	0
Cbr4	166.750000	0	201	190	276	0
Adipor2	166.750000	0	197	330	140	0
Wdr89	166.500000	0	197	210	259	0
Nckap1	166.500000	0	277	389	0	0
Filip1l	166.500000	0	351	315	0	0
Sash1	166.250000	0	295	268	102	0
Rfx1	166.250000	0	291	228	146	0
Gpr137	166.250000	0	287	173	205	0
Fam20b	166.250000	0	204	138	323	0
Bad	166.250000	0	287	173	205	0
Slc35f5	166.000000	0	207	278	179	0
Sh3gl1	166.000000	0	278	275	111	0
Pla2g15	166.000000	0	228	310	126	0
Mark4	166.000000	0	310	354	0	0
Hrob	166.000000	0	219	326	119	0
Exoc3l2	166.000000	0	310	354	0	0
E2f8	166.000000	0	281	383	0	0
Utp15	165.500000	0	209	131	322	0
Sys1	165.500000	0	303	359	0	0
Sec22c	165.500000	0	200	216	246	0
Schip1	165.500000	0	317	345	0	0
Pycrl	165.500000	0	236	256	170	0
Efhb	165.500000	0	264	398	0	0
Ankra2	165.500000	0	209	131	322	0
Aloxe3	165.500000	0	265	293	104	0
Acyp1	165.500000	0	199	306	157	0
Mtdh	165.250000	0	178	153	330	0
Magt1	165.250000	0	131	269	261	0
Inpp1	165.250000	0	158	229	274	0
Cox7b	165.250000	0	131	269	261	0
Aunip	165.250000	0	255	277	129	0
Abr	165.250000	0	296	233	132	0
AW209491	165.250000	0	203	335	123	0
Alg9	165.000000	0	340	320	0	0
Usp18	164.750000	0	178	170	311	0
Srsf1	164.750000	0	136	202	321	0
Retreg1	164.750000	0	257	164	238	0
Rdh19	164.750000	0	287	372	0	0
Mrpl19	164.750000	0	180	225	254	0
Il3ra	164.750000	0	287	232	140	0
Bcdin3d	164.750000	0	342	317	0	0
4930579F01Rik	164.750000	0	380	279	0	0
Tmod3	164.500000	0	139	354	165	0
Srp54a	164.500000	0	138	250	270	0
Rbpms2	164.500000	0	199	301	158	0
Nmi	164.250000	0	115	206	336	0
Cyp27a1	164.250000	0	208	332	117	0
Ubp1	164.000000	0	313	343	0	0
Ptrhd1	164.000000	0	405	251	0	0
Prmt9	164.000000	0	217	174	265	0
Orc5	164.000000	0	178	261	217	0
Ikbip	164.000000	0	198	300	158	0
Cyb5r3	164.000000	0	345	189	122	0
Cenpo	164.000000	0	405	251	0	0
Ccdc88a	164.000000	0	212	297	147	0
Apaf1	164.000000	0	198	300	158	0
Zfp330	163.750000	0	137	127	391	0
Wrnip1	163.750000	0	189	216	250	0
Sp4	163.750000	0	211	138	306	0
Scd4	163.750000	0	314	341	0	0
Nfya	163.750000	0	329	181	145	0
Ciao2b	163.750000	0	173	203	279	0
6330409D20Rik	163.750000	0	439	216	0	0
4930564D02Rik	163.750000	0	296	359	0	0
Zfp1	163.500000	0	168	149	337	0
Sh3bgrl3	163.500000	0	276	378	0	0
Ipo5	163.500000	0	423	231	0	0
Clec2d	163.500000	0	307	347	0	0
Bfsp2	163.500000	0	311	343	0	0
Aprt	163.500000	0	195	225	234	0
Ubc	163.250000	0	255	219	179	0
Trim5	163.250000	0	256	397	0	0
Tigd5	163.250000	0	173	260	220	0
Mrpl44	163.250000	0	192	135	326	0
Ints12	163.250000	0	223	149	281	0
Gstcd	163.250000	0	223	149	281	0
Eef1d	163.250000	0	173	260	220	0
Pou2f1	163.000000	0	140	127	385	0
Mettl22	163.000000	0	189	159	304	0
Atf3	163.000000	0	181	221	250	0
Wdsub1	162.750000	0	189	240	222	0
Ska3	162.750000	0	192	179	280	0
Proser1	162.750000	0	252	292	107	0
Nhlrc3	162.750000	0	252	292	107	0
Mrpl57	162.750000	0	192	179	280	0
Fgfr1	162.750000	0	195	344	112	0
Donson	162.750000	0	421	230	0	0
Dnajc3	162.750000	0	416	235	0	0
Ttll4	162.500000	0	132	171	347	0
Sun2	162.500000	0	214	286	150	0
Gripap1	162.500000	0	311	339	0	0
4930564C03Rik	162.500000	0	242	408	0	0
Slc18a1	162.250000	0	134	189	326	0
Rtn3	162.250000	0	139	133	377	0
Rnf2	162.250000	0	107	167	375	0
Nceh1	162.250000	0	150	214	285	0
Dr1	162.250000	0	211	176	262	0
Atp6v1b2	162.250000	0	134	189	326	0
Prmt6	162.000000	0	199	201	248	0
Ap1s1	162.000000	0	176	246	226	0
A630001G21Rik	162.000000	0	254	234	160	0
Trmt10a	161.750000	0	154	228	265	0
Mttp	161.750000	0	154	228	265	0
Lpar6	161.750000	0	420	227	0	0
Hexb	161.750000	0	199	229	219	0
Trim8	161.500000	76	211	249	110	0
Togaram2	161.500000	0	373	273	0	0
Tmem181a	161.500000	0	233	286	127	0
Ctsb	161.500000	0	251	242	153	0
Csrnp1	161.500000	0	205	347	94	0
Cenpv	161.500000	0	333	313	0	0
Cdk19	161.500000	0	171	358	117	0
Cdhr2	161.500000	0	273	296	77	0
Uba2	161.250000	0	237	270	138	0
Tnpo1	161.250000	0	295	193	157	0
Gadd45gip1	161.250000	0	109	155	381	0
Arhgap31	161.250000	0	280	231	134	0
Abcf2	161.250000	140	127	285	93	0
Zscan12	161.000000	0	141	231	272	0
Ptms	161.000000	0	251	257	136	0
Pacs2	161.000000	0	255	389	0	0
Fbxo11	161.000000	0	239	262	143	0
Eif4ebp1	161.000000	0	181	201	262	0
Ctso	161.000000	0	141	151	352	0
Usp32	160.750000	0	387	256	0	0
Slf2	160.750000	0	188	190	265	0
Rpsa	160.750000	217	169	127	130	0
Prune1	160.750000	0	136	193	314	0
Omp	160.750000	0	283	360	0	0
Mindy1	160.750000	0	136	193	314	0
Dhcr7	160.750000	0	268	233	142	0
Dcp2	160.750000	0	189	248	206	0
Plk3	160.500000	0	339	303	0	0
Oxct1	160.500000	0	188	233	221	0
Cdkn2aip	160.500000	0	133	143	366	0
Usp43	160.250000	0	277	364	0	0
Pex12	160.250000	0	165	205	271	0
Pdcd4	160.250000	0	332	223	86	0
Gna13	160.250000	0	187	227	227	0
Epcam	160.250000	0	236	205	200	0
Cyb5b	160.250000	0	159	191	291	0
Ap2b1	160.250000	0	165	205	271	0
Vti1b	160.000000	0	135	126	379	0
Trim23	160.000000	0	177	165	298	0
Trappc13	160.000000	0	177	165	298	0
Tnfrsf12a	160.000000	0	302	338	0	0
Thoc6	160.000000	0	302	338	0	0
Tbx1	160.000000	0	263	271	106	0
Slc45a4	160.000000	0	301	339	0	0
Shld3	160.000000	0	177	165	298	0
Hcfc1r1	160.000000	0	302	338	0	0
Gstt4	160.000000	0	324	316	0	0
Gsdmd	160.000000	0	168	309	163	0
Fgd3	160.000000	0	355	285	0	0
Cldn6	160.000000	0	302	338	0	0
Zfp712	159.750000	0	193	268	178	0
Pigg	159.750000	0	156	151	332	0
Dnmbp	159.750000	0	169	291	179	0
Dapp1	159.750000	0	232	225	182	0
Clec11a	159.750000	0	172	351	116	0
Arpc2	159.750000	0	220	303	116	0
Arap2	159.750000	0	231	244	164	0
Zfp119a	159.500000	0	143	177	318	0
Tiam1	159.500000	0	263	221	154	0
Ogfr	159.500000	0	205	251	182	0
Zfat	159.250000	0	143	155	339	0
Ttc32	159.250000	0	123	207	307	0
Tafa3	159.250000	0	359	197	81	0
Ppm1j	159.250000	0	359	197	81	0
Pigc	159.250000	0	178	228	231	0
Fitm1	159.250000	0	142	278	217	0
4930558K02Rik	159.250000	0	178	228	231	0
Zfp385a	159.000000	0	287	349	0	0
Vamp3	159.000000	0	262	162	212	0
Itpr1	159.000000	192	144	210	90	0
Cpm	159.000000	0	636	0	0	0
Traf4	158.750000	0	393	242	0	0
Tmsb10	158.750000	0	251	287	97	0
Cadm4	158.750000	0	223	412	0	0
Ap1ar	158.750000	0	171	266	198	0
Add1	158.750000	0	389	246	0	0
Marchf5	158.500000	0	132	304	198	0
Adck1	158.500000	0	124	179	331	0
Slc15a4	158.250000	0	378	255	0	0
Pag1	158.250000	0	128	153	352	0
Arhgef7	158.250000	0	165	213	255	0
Ypel2	158.000000	0	269	254	109	0
Psd4	158.000000	0	254	378	0	0
Abi1	158.000000	0	314	222	96	0
Ube2v1	157.750000	128	244	259	0	0
Tlr2	157.750000	0	274	278	79	0
Mtm1	157.750000	0	304	327	0	0
Hif1a	157.750000	0	234	241	156	0
Eml2	157.750000	0	322	309	0	0
Cop1	157.750000	0	292	339	0	0
Vmo1	157.500000	0	212	418	0	0
Serbp1	157.500000	0	181	327	122	0
Mul1	157.500000	0	105	381	144	0
D2hgdh	157.500000	0	227	263	140	0
Cpeb2	157.500000	0	160	284	186	0
Ccl6	157.500000	0	342	288	0	0
Abracl	157.500000	0	222	170	238	0
Zfp709	157.250000	0	125	168	336	0
Rnf213	157.250000	0	157	284	188	0
Prr13	157.250000	0	240	270	119	0
Atp5o	157.250000	0	189	279	161	0
Tsr3	157.000000	0	163	167	298	0
Sgpp1	157.000000	0	394	234	0	0
Pdss1	157.000000	0	148	191	289	0
Mtf1	157.000000	0	335	165	128	0
Mcm6	157.000000	0	261	102	265	0
Gnptg	157.000000	0	163	167	298	0
Eif3e	157.000000	0	163	114	351	0
Cep68	157.000000	0	205	295	128	0
Abcc1	157.000000	0	323	305	0	0
Ubap1	156.750000	0	389	238	0	0
Slc25a23	156.750000	0	277	216	134	0
Crb3	156.750000	0	277	216	134	0
Cdc25a	156.750000	0	291	251	85	0
Sirt4	156.500000	0	220	250	156	0
Sgms1	156.500000	0	137	255	234	0
Sfr1	156.500000	0	241	273	112	0
Setx	156.500000	0	310	154	162	0
Rmc1	156.500000	0	201	256	169	0
Rhobtb2	156.500000	0	368	258	0	0
Rbbp5	156.500000	0	201	212	213	0
Bid	156.500000	0	460	166	0	0
Zbtb45	156.250000	0	145	222	258	0
Sipa1l2	156.250000	0	221	235	169	0
Zcchc14	156.000000	0	254	234	136	0
Vps26c	156.000000	0	147	218	259	0
Sf3b3	156.000000	0	163	171	290	0
Rgs18	156.000000	0	419	205	0	0
Rarb	156.000000	0	289	171	164	0
Ms4a4d	156.000000	0	204	420	0	0
Htr7	156.000000	0	275	179	170	0
Elp5	156.000000	0	246	378	0	0
Ctdnep1	156.000000	0	246	378	0	0
Cog4	156.000000	0	163	171	290	0
Snrpd2	155.750000	0	156	253	214	0
S100a13	155.750000	0	135	218	270	0
S100a1	155.750000	0	135	218	270	0
Qpctl	155.750000	0	156	253	214	0
Ptcd3	155.750000	0	206	249	168	0
Polr1a	155.750000	0	206	249	168	0
Phldb1	155.750000	0	218	405	0	0
Efcab2	155.750000	0	155	221	247	0
Ufsp2	155.500000	0	147	217	258	0
Rnf145	155.500000	0	309	220	93	0
Hcar1	155.500000	0	384	238	0	0
H2bc12	155.500000	0	133	109	380	0
H2ac12	155.500000	0	133	109	380	0
Asgr2	155.500000	0	320	302	0	0
1700029J07Rik	155.500000	0	147	217	258	0
Tpd52	155.250000	0	173	236	212	0
Telo2	155.250000	0	151	184	286	0
Ptx4	155.250000	0	151	184	286	0
Pcyt1a	155.250000	0	178	155	288	0
Nudt2	155.250000	0	217	230	174	0
Kif24	155.250000	0	217	230	174	0
Ivns1abp	155.250000	0	248	266	107	0
Isca1	155.250000	0	245	207	169	0
Eif2s1	155.250000	0	275	195	151	0
Atp6v1d	155.250000	0	275	195	151	0
Nol12	155.000000	0	218	256	146	0
Heatr5a	155.000000	0	214	193	213	0
H2-Bl	155.000000	0	160	217	243	0
Eif4b	155.000000	0	128	147	345	0
Dpysl5	155.000000	0	166	239	215	0
Csf2rb2	155.000000	0	392	228	0	0
Slc35c1	154.750000	0	215	200	204	0
Rubcn	154.750000	0	162	155	302	0
Mrps18a	154.750000	0	102	201	316	0
Fyttd1	154.750000	0	162	155	302	0
Faf1	154.750000	0	309	196	114	0
Dync1h1	154.750000	0	108	205	306	0
Ddi2	154.750000	0	259	360	0	0
Tmem71	154.500000	0	184	295	139	0
Sptbn1	154.500000	0	201	316	101	0
Slc35e1	154.500000	155	218	245	0	0
Nr4a3	154.500000	0	173	217	228	0
Lrrc63	154.500000	0	112	506	0	0
Gpr176	154.500000	0	238	227	153	0
Coq5	154.500000	0	186	432	0	0
Zbtb7a	154.250000	0	142	272	203	0
Uvssa	154.250000	84	147	203	183	0
Ufl1	154.250000	0	172	314	131	0
Sp3	154.250000	0	206	194	217	0
Pop7	154.250000	0	210	164	243	0
Cnpy2	154.250000	0	152	196	269	0
Bnip5	154.250000	0	273	344	0	0
Tsga10	154.000000	0	214	264	138	0
Trmo	154.000000	0	186	283	147	0
Thap1	154.000000	0	244	172	200	0
Rsph3a	154.000000	0	174	126	316	0
Rhoq	154.000000	0	276	204	136	0
Rarg	154.000000	0	322	294	0	0
Ptp4a2	154.000000	0	274	248	94	0
Rdh14	153.750000	0	110	111	394	0
Ncstn	153.750000	0	171	176	268	0
Ints3	153.750000	129	116	146	224	0
Copa	153.750000	0	171	176	268	0
Tdp2	153.500000	0	131	185	298	0
Smarcd1	153.500000	361	0	0	253	0
Nfkbid	153.500000	0	198	320	96	0
Il1a	153.500000	0	304	310	0	0
Ift140	153.500000	0	208	243	163	0
Hcst	153.500000	0	198	320	96	0
Dscc1	153.500000	0	108	142	364	0
Cramp1l	153.500000	0	208	243	163	0
Acot13	153.500000	0	131	185	298	0
Mitf	153.250000	0	141	212	260	0
Klhl8	153.250000	0	155	338	120	0
Gm6712	153.250000	0	220	274	119	0
Cd33	153.250000	0	380	233	0	0
Bloc1s5	153.250000	0	155	140	318	0
Asah1	153.250000	0	133	131	349	0
Zfp326	153.000000	0	403	209	0	0
Tm2d2	153.000000	0	157	149	306	0
Pggt1b	153.000000	0	209	225	178	0
Adam9	153.000000	0	157	149	306	0
Srsf6	152.750000	0	170	229	212	0
Med20	152.750000	0	183	169	259	0
Gm20517	152.750000	0	183	169	259	0
Bysl	152.750000	0	183	169	259	0
Rhov	152.500000	0	273	337	0	0
H4c9	152.500000	0	98	176	336	0
H2bc11	152.500000	0	98	176	336	0
H2ac11	152.500000	0	98	176	336	0
Fau	152.500000	359	92	0	159	0
Eif3d	152.500000	0	174	248	188	0
Cfdp1	152.500000	0	163	236	211	0
Azin1	152.500000	0	296	156	158	0
Zfp273	152.250000	258	83	143	125	0
Poc5	152.250000	0	155	144	310	0
Isyna1	152.250000	0	170	214	225	0
Gsto1	152.250000	0	206	174	229	0
Clip2	152.250000	0	212	211	186	0
Cd5	152.250000	0	278	331	0	0
Cd24a	152.250000	0	177	217	215	0
Znrf2	152.000000	0	323	285	0	0
Hsp90aa1	152.000000	0	145	254	209	0
Cysltr1	152.000000	0	292	316	0	0
Commd1	152.000000	0	114	157	337	0
Zfp821	151.750000	0	132	170	305	0
Tnfrsf1b	151.750000	0	265	342	0	0
Taf10	151.750000	0	281	326	0	0
Spag11a	151.750000	0	200	285	122	0
Pbxip1	151.750000	0	383	224	0	0
Pabpc1	151.750000	0	133	192	282	0
Ist1	151.750000	0	132	170	305	0
Etv4	151.750000	0	182	205	220	0
Cgref1	151.750000	0	201	278	128	0
Abhd1	151.750000	0	201	278	128	0
Zfand3	151.500000	0	197	199	210	0
Hps5	151.500000	0	192	190	224	0
Zfp655	151.250000	0	216	262	127	0
Txndc16	151.250000	0	327	184	94	0
Twf1	151.250000	0	211	168	226	0
Tmem247	151.250000	0	272	210	123	0
Tmem223	151.250000	0	164	238	203	0
Rpl21	151.250000	0	105	210	290	0
Prkab1	151.250000	0	174	245	186	0
Ilf3	151.250000	0	401	204	0	0
Gpr137c	151.250000	0	327	184	94	0
Desi2	151.250000	0	110	159	336	0
Cyp2s1	151.250000	0	355	250	0	0
Calm2	151.250000	0	223	190	192	0
Avpi1	151.250000	0	264	341	0	0
Ttc27	151.000000	0	101	215	288	0
Phf20	151.000000	0	274	330	0	0
Med18	151.000000	0	217	214	173	0
Hsbp1l1	151.000000	0	235	208	161	0
Ascc1	151.000000	0	257	253	94	0
Anapc16	151.000000	0	257	253	94	0
Smco1	150.750000	0	293	310	0	0
Ostf1	150.750000	0	120	188	295	0
Nmrk1	150.750000	0	120	188	295	0
Hnrnpk	150.750000	0	173	172	258	0
Hlcs	150.750000	0	249	229	125	0
F12	150.750000	0	289	314	0	0
Alpk1	150.750000	0	257	209	137	0
Trim3	150.500000	0	333	269	0	0
Plcd3	150.500000	0	155	352	95	0
Olfr1226	150.500000	0	306	296	0	0
Mrpl58	150.500000	0	123	182	297	0
Jpt2	150.500000	0	199	143	260	0
Itgav	150.500000	0	183	263	156	0
Gm7072	150.500000	0	103	202	297	0
Emc9	150.500000	0	364	238	0	0
Zfp948	150.250000	0	156	178	267	0
Zfp692	150.250000	0	128	175	298	0
Trim27	150.250000	0	189	175	237	0
Pgk1	150.250000	0	283	318	0	0
Ninj2	150.250000	0	287	314	0	0
Klra3	150.250000	0	426	175	0	0
H4c4	150.250000	0	226	179	196	0
Agpat5	150.250000	0	199	162	240	0
AW549877	150.250000	0	122	215	264	0
Vash2	150.000000	0	231	297	72	0
Rtl8b	150.000000	0	282	318	0	0
Lcorl	150.000000	0	233	208	159	0
Kif22	150.000000	0	192	408	0	0
Dgat2	150.000000	0	347	253	0	0
Cebpzos	150.000000	0	263	225	112	0
Zfp607a	149.750000	0	264	235	100	0
Nptn	149.750000	0	335	264	0	0
Men1	149.750000	0	165	319	115	0
Sypl	149.500000	0	154	137	307	0
Scoc	149.500000	0	140	205	253	0
Prrt1	149.500000	0	210	388	0	0
Ppt2	149.500000	0	210	388	0	0
Cops9	149.500000	0	186	200	212	0
Apof	149.500000	0	146	324	128	0
Lyve1	149.250000	0	289	308	0	0
Ints6	149.250000	0	205	259	133	0
H4c3	149.250000	0	157	156	284	0
H1f6	149.250000	0	157	156	284	0
Gm42517	149.250000	0	326	271	0	0
Faap20	149.250000	0	289	136	172	0
Zfp58	149.000000	0	169	265	162	0
Pola2	149.000000	0	179	216	201	0
Parp10	149.000000	0	210	290	96	0
Got1	149.000000	0	306	290	0	0
Elf2	149.000000	82	180	147	187	0
Trappc1	148.750000	0	299	296	0	0
Sec31a	148.750000	0	167	0	428	0
Kcnab3	148.750000	0	299	296	0	0
Hadhb	148.750000	0	132	144	319	0
Hadha	148.750000	0	132	144	319	0
Eif4g3	148.750000	0	257	338	0	0
Cntrob	148.750000	0	299	296	0	0
Nufip1	148.500000	0	185	202	207	0
Mogat1	148.500000	0	340	254	0	0
Gpalpp1	148.500000	0	185	202	207	0
Dusp10	148.500000	0	200	197	197	0
Clcn4	148.500000	0	267	151	176	0
Alpl	148.500000	0	250	191	153	0
1700056E22Rik	148.500000	0	200	197	197	0
Znrd1	148.250000	0	202	261	130	0
Ttbk1	148.250000	0	220	239	134	0
Ptprc	148.250000	0	268	325	0	0
Mcmbp	148.250000	0	217	254	122	0
Ddx59	148.250000	0	206	265	122	0
Arhgef40	148.250000	0	323	270	0	0
Lgals7	148.000000	270	168	154	0	0
Hoxd4	148.000000	0	217	375	0	0
Dync2li1	148.000000	0	220	372	0	0
Ddhd1	148.000000	0	225	169	198	0
Chil4	148.000000	0	251	341	0	0
Chd9	148.000000	0	134	318	140	0
Sik3	147.750000	0	311	280	0	0
Mapre2	147.750000	0	278	313	0	0
Lamtor3	147.750000	0	237	180	174	0
Slc41a1	147.500000	130	132	153	175	0
Rock1	147.500000	0	199	239	152	0
Rnf113a2	147.500000	0	159	139	292	0
Nae1	147.500000	0	103	156	331	0
Hdac7	147.500000	0	327	263	0	0
H2bc4	147.500000	0	159	137	294	0
Car7	147.500000	0	103	156	331	0
Wwp2	147.250000	399	0	0	190	0
Lpcat1	147.250000	0	179	227	183	0
Tmem189	147.000000	0	258	235	95	0
Rnpep	147.000000	0	176	235	177	0
Khdrbs1	147.000000	97	109	230	152	0
Itsn2	147.000000	0	178	218	192	0
Guf1	147.000000	0	138	202	248	0
Capg	147.000000	0	281	307	0	0
Vav1	146.750000	0	159	289	139	0
Rtl8c	146.750000	0	302	285	0	0
Pdp2	146.750000	0	145	198	244	0
Fam204a	146.750000	0	126	231	230	0
Ap1b1	146.750000	0	371	216	0	0
Trim26	146.500000	0	249	210	127	0
Them4	146.500000	0	159	165	262	0
Nrg2	146.500000	0	227	217	142	0
Ms4a6c	146.500000	0	270	316	0	0
Lamtor4	146.500000	0	233	353	0	0
Inpp5j	146.500000	0	268	318	0	0
Ercc6	146.500000	0	156	159	271	0
Adam3	146.500000	0	383	203	0	0
9130401M01Rik	146.500000	0	183	100	303	0
Ypel1	146.250000	0	96	121	368	0
Stx4a	146.250000	0	144	331	110	0
Nek11	146.250000	0	172	216	197	0
Lyrm1	146.250000	0	286	213	86	0
Ints10	146.250000	0	144	135	306	0
Grifin	146.250000	0	258	193	134	0
Dcun1d3	146.250000	0	286	213	86	0
Aste1	146.250000	0	172	216	197	0
Stat2	146.000000	0	132	324	128	0
Shcbp1	146.000000	0	160	155	269	0
Fubp3	146.000000	0	141	219	224	0
Trappc5	145.750000	0	156	152	275	0
Fcor	145.750000	0	156	152	275	0
