Target_genes	Nfatc1|Average	SRX376930|Hair_Follicle	DRX111909|Osteoclasts	SRX174585|Pancreatic_cancer_cells	SRX174586|Pancreatic_cancer_cells	STRING
Oga	46.500000	0	186	0	0	0
Natd1	46.500000	0	186	0	0	0
Msh5	46.500000	0	186	0	0	0
Morf4l2	46.500000	0	186	0	0	0
Mcu	46.500000	0	186	0	0	0
Mapre1	46.500000	0	186	0	0	0
Limch1	46.500000	0	0	0	186	0
Kpna4	46.500000	0	186	0	0	0
Klhl24	46.500000	0	186	0	0	0
Ino80b	46.500000	0	186	0	0	0
Hes7	46.500000	0	0	0	186	0
Etv6	46.500000	0	186	0	0	0
Eif1	46.500000	0	186	0	0	0
Dnaja3	46.500000	0	186	0	0	0
Ddost	46.500000	0	186	0	0	0
Coro7	46.500000	0	186	0	0	0
Commd10	46.500000	0	186	0	0	0
Cln3	46.500000	0	186	0	0	0
Ccdc107	46.500000	0	186	0	0	0
Apobr	46.500000	0	186	0	0	0
Aloxe3	46.500000	0	0	0	186	0
Usp38	46.250000	0	185	0	0	0
Trim59	46.250000	0	185	0	0	0
Taf9	46.250000	0	185	0	0	0
Spindoc	46.250000	0	185	0	0	0
Sac3d1	46.250000	0	185	0	0	0
Rpp25l	46.250000	0	185	0	0	0
Rpap1	46.250000	0	185	0	0	0
Rad17	46.250000	0	185	0	0	0
Otud3	46.250000	0	185	0	0	0
Lss	46.250000	0	185	0	0	0
Ldlr	46.250000	0	185	0	0	0
Klc1	46.250000	0	185	0	0	0
Kat2a	46.250000	0	185	0	0	0
Itpkb	46.250000	0	185	0	0	0
Il18	46.250000	0	185	0	0	0
Hspb9	46.250000	0	185	0	0	0
Hsd17b7	46.250000	0	185	0	0	0
Dynlt3	46.250000	0	0	185	0	0
Casp8ap2	46.250000	0	185	0	0	0
Bco2	46.250000	0	185	0	0	0
Arf1	46.250000	0	185	0	0	0
Anp32e	46.250000	0	185	0	0	0
Ak6	46.250000	0	185	0	0	0
Tmem158	46.000000	0	184	0	0	0
Tmem106b	46.000000	0	184	0	0	0
Sun2	46.000000	0	184	0	0	0
Slc16a1	46.000000	0	184	0	0	0
Sec61b	46.000000	0	184	0	0	0
Rps6ka5	46.000000	0	184	0	0	0
Rere	46.000000	0	184	0	0	0
Polr1d	46.000000	0	184	0	0	0
Mblac1	46.000000	0	184	0	0	0
Lnx2	46.000000	0	184	0	0	0
Klhl18	46.000000	0	184	0	0	0
Kif9	46.000000	0	184	0	0	0
Irf2	46.000000	0	184	0	0	0
Ing3	46.000000	0	184	0	0	0
Hnrnpd	46.000000	0	184	0	0	0
Gm12789	46.000000	184	0	0	0	0
Dusp6	46.000000	0	184	0	0	0
Dnttip2	46.000000	0	184	0	0	0
Dcp1a	46.000000	0	184	0	0	0
Daw1	46.000000	0	0	184	0	0
Chmp3	46.000000	0	184	0	0	0
Cemip2	46.000000	0	184	0	0	0
Cbll1	46.000000	0	184	0	0	0
Alg2	46.000000	0	184	0	0	0
Zfp526	45.750000	0	183	0	0	0
Tox3	45.750000	0	0	0	183	0
Tmem250-ps	45.750000	0	183	0	0	0
Tlk2	45.750000	0	183	0	0	0
Tbrg1	45.750000	0	183	0	0	0
Spen	45.750000	0	183	0	0	0
Sp7	45.750000	0	0	0	183	0
Smox	45.750000	0	183	0	0	0
Slc5a5	45.750000	0	183	0	0	0
Rpl18a	45.750000	0	183	0	0	0
Rnf13	45.750000	0	108	0	75	0
Rnase4	45.750000	0	0	0	183	0
Relb	45.750000	0	183	0	0	0
Polm	45.750000	0	183	0	0	0
Phf8	45.750000	0	183	0	0	0
Pak7	45.750000	0	0	0	183	0
Olfr1396	45.750000	0	0	0	183	0
Olfr1181	45.750000	0	0	0	183	0
Nktr	45.750000	0	183	0	0	0
Nap1l4	45.750000	0	183	0	0	0
Mospd1	45.750000	0	183	0	0	0
Mboat1	45.750000	0	0	0	183	0
Kat2b	45.750000	0	183	0	0	0
Igfbp2	45.750000	0	0	0	183	0
Hspe1	45.750000	0	183	0	0	0
Hspd1	45.750000	0	183	0	0	0
Hsd17b11	45.750000	0	183	0	0	0
Gmds	45.750000	0	183	0	0	0
Gm21394	45.750000	0	0	0	183	0
Gm21302	45.750000	0	0	0	183	0
Gm20852	45.750000	0	0	0	183	0
Fdx1	45.750000	0	183	0	0	0
Fam104a	45.750000	0	183	0	0	0
Eya3	45.750000	0	183	0	0	0
Ehbp1	45.750000	0	183	0	0	0
Dyrk2	45.750000	0	0	0	183	0
Dedd2	45.750000	0	183	0	0	0
D11Wsu47e	45.750000	0	183	0	0	0
Cxxc4	45.750000	0	0	0	183	0
Cep68	45.750000	0	183	0	0	0
Best2	45.750000	0	0	0	183	0
Atf7ip	45.750000	0	183	0	0	0
Arhgef9	45.750000	0	183	0	0	0
Ang	45.750000	0	0	0	183	0
Zc3h3	45.500000	0	182	0	0	0
Ube2n	45.500000	0	182	0	0	0
Tubd1	45.500000	0	182	0	0	0
Trim24	45.500000	0	182	0	0	0
Taf7	45.500000	0	182	0	0	0
Smarce1	45.500000	0	182	0	0	0
Slc26a4	45.500000	0	0	0	182	0
Slc22a4	45.500000	0	182	0	0	0
Sf3a2	45.500000	0	182	0	0	0
Rpusd3	45.500000	0	182	0	0	0
Rps6kb1	45.500000	0	182	0	0	0
Rcor3	45.500000	0	182	0	0	0
Rbm42	45.500000	0	182	0	0	0
Rbm19	45.500000	0	182	0	0	0
Psmd9	45.500000	0	182	0	0	0
Psmb10	45.500000	0	182	0	0	0
Pold4	45.500000	0	182	0	0	0
Plekhj1	45.500000	0	182	0	0	0
Pi4kb	45.500000	0	182	0	0	0
Pes1	45.500000	0	182	0	0	0
Pard6a	45.500000	0	182	0	0	0
Ogdh	45.500000	0	182	0	0	0
Nt5m	45.500000	0	182	0	0	0
Nsmce1	45.500000	0	182	0	0	0
Nr2c1	45.500000	0	182	0	0	0
Nkrf	45.500000	0	182	0	0	0
Naa30	45.500000	0	182	0	0	0
Mrpl54	45.500000	0	182	0	0	0
Mrpl10	45.500000	0	182	0	0	0
Lrrc46	45.500000	0	182	0	0	0
Khsrp	45.500000	0	182	0	0	0
Idua	45.500000	0	182	0	0	0
Fbxw5	45.500000	0	182	0	0	0
Fbxl4	45.500000	0	182	0	0	0
Etfrf1	45.500000	0	182	0	0	0
Eif4e	45.500000	0	182	0	0	0
Eif3m	45.500000	0	182	0	0	0
Ebp	45.500000	0	182	0	0	0
Dhdds	45.500000	0	182	0	0	0
Dgkq	45.500000	0	182	0	0	0
Ctrl	45.500000	0	182	0	0	0
Casc1	45.500000	0	182	0	0	0
C8g	45.500000	0	182	0	0	0
Apba3	45.500000	0	182	0	0	0
Acd	45.500000	0	182	0	0	0
Acadl	45.500000	0	182	0	0	0
Zfp639	45.250000	0	181	0	0	0
Zfp120	45.250000	0	181	0	0	0
Zfp12	45.250000	0	181	0	0	0
Zdhhc24	45.250000	0	181	0	0	0
Wrap73	45.250000	0	181	0	0	0
Ube2d3	45.250000	0	181	0	0	0
Tsnax	45.250000	0	181	0	0	0
Tmem205	45.250000	0	181	0	0	0
Tmco6	45.250000	0	181	0	0	0
Tcaf3	45.250000	0	0	0	181	0
Tbca	45.250000	0	181	0	0	0
Stra8	45.250000	0	181	0	0	0
Stau1	45.250000	0	181	0	0	0
Slc8b1	45.250000	0	181	0	0	0
Rpl23a	45.250000	0	181	0	0	0
Rilpl2	45.250000	0	89	0	92	0
Rbm22	45.250000	0	181	0	0	0
Rab34	45.250000	0	181	0	0	0
Ppp6r3	45.250000	0	181	0	0	0
Plekhd1	45.250000	0	0	0	181	0
Plekhb2	45.250000	0	181	0	0	0
Pelp1	45.250000	0	181	0	0	0
Pea15a	45.250000	0	181	0	0	0
Ovca2	45.250000	0	181	0	0	0
Olfm5	45.250000	0	0	0	181	0
Mre11a	45.250000	0	181	0	0	0
Lrrc57	45.250000	0	181	0	0	0
Lilr4b	45.250000	0	0	0	181	0
Lcmt1	45.250000	0	181	0	0	0
LTO1	45.250000	0	181	0	0	0
Klf3	45.250000	0	181	0	0	0
Jmjd7	45.250000	0	181	0	0	0
Idh3a	45.250000	0	181	0	0	0
Haus2	45.250000	0	181	0	0	0
Ghitm	45.250000	0	181	0	0	0
Ergic2	45.250000	0	181	0	0	0
Elp5	45.250000	0	181	0	0	0
Edem1	45.250000	0	181	0	0	0
Ctdnep1	45.250000	0	181	0	0	0
Cops8	45.250000	0	181	0	0	0
Cog2	45.250000	0	181	0	0	0
Ccdc97	45.250000	0	181	0	0	0
Ccdc159	45.250000	0	181	0	0	0
Arfgap3	45.250000	0	181	0	0	0
Ankrd49	45.250000	0	181	0	0	0
Actn3	45.250000	0	181	0	0	0
Wdr47	45.000000	0	180	0	0	0
Trp53bp2	45.000000	0	180	0	0	0
Tmed1	45.000000	0	180	0	0	0
Tctex1d2	45.000000	0	180	0	0	0
Srp54a	45.000000	0	180	0	0	0
Sae1	45.000000	0	180	0	0	0
Rrp1b	45.000000	0	180	0	0	0
Rpl26	45.000000	0	180	0	0	0
Rabl3	45.000000	0	180	0	0	0
Prxl2a	45.000000	0	180	0	0	0
Pot1a	45.000000	0	180	0	0	0
Myh2	45.000000	0	0	0	180	0
Micu1	45.000000	0	180	0	0	0
Lipe	45.000000	0	180	0	0	0
Klhl40	45.000000	0	0	0	180	0
Klhl12	45.000000	0	180	0	0	0
Iqch	45.000000	0	180	0	0	0
Idh2	45.000000	0	180	0	0	0
Hsf2bp	45.000000	0	180	0	0	0
Gtf2e1	45.000000	0	180	0	0	0
Cyp2f2	45.000000	0	0	0	180	0
Btbd1	45.000000	0	180	0	0	0
Atg14	45.000000	0	180	0	0	0
Arpc3	45.000000	0	180	0	0	0
Arid1b	45.000000	0	180	0	0	0
Akr1b10	45.000000	0	180	0	0	0
Aagab	45.000000	0	180	0	0	0
Zfp715	44.750000	0	179	0	0	0
Zfp3	44.750000	0	179	0	0	0
Yy1	44.750000	0	179	0	0	0
Tox4	44.750000	0	179	0	0	0
Tmem70	44.750000	0	179	0	0	0
Tmem14a	44.750000	0	179	0	0	0
Tekt2	44.750000	0	179	0	0	0
Stk11ip	44.750000	0	179	0	0	0
Ssu72	44.750000	0	179	0	0	0
Spint1	44.750000	0	179	0	0	0
Sec23ip	44.750000	0	179	0	0	0
Sdhaf4	44.750000	0	179	0	0	0
Rpl30	44.750000	0	179	0	0	0
Rab2b	44.750000	0	179	0	0	0
Psmd4	44.750000	0	179	0	0	0
Otud6b	44.750000	0	179	0	0	0
Olfr1101	44.750000	179	0	0	0	0
Muc5ac	44.750000	0	0	0	179	0
Mtrr	44.750000	0	179	0	0	0
Mettl22	44.750000	0	179	0	0	0
Mcmbp	44.750000	0	179	0	0	0
Mcm4	44.750000	0	179	0	0	0
Map3k7	44.750000	0	179	0	0	0
Kmt2d	44.750000	0	179	0	0	0
Ift172	44.750000	0	179	0	0	0
Ifi47	44.750000	0	0	0	179	0
Hdac2	44.750000	0	179	0	0	0
Haus6	44.750000	0	179	0	0	0
Fndc4	44.750000	0	179	0	0	0
Fastkd3	44.750000	0	179	0	0	0
Fabp1	44.750000	0	179	0	0	0
E030030I06Rik	44.750000	0	179	0	0	0
Dph5	44.750000	0	179	0	0	0
Ddx17	44.750000	0	179	0	0	0
Dclre1b	44.750000	0	179	0	0	0
Ap4b1	44.750000	0	179	0	0	0
Alg6	44.750000	0	179	0	0	0
Adprhl2	44.750000	0	179	0	0	0
Adar	44.750000	0	179	0	0	0
AB010352	44.750000	0	179	0	0	0
1600014C10Rik	44.750000	0	179	0	0	0
Zfp444	44.500000	178	0	0	0	0
Trim80	44.500000	178	0	0	0	0
Tlnrd1	44.500000	0	178	0	0	0
Tep1	44.500000	178	0	0	0	0
Tbce	44.500000	0	178	0	0	0
Stat1	44.500000	0	178	0	0	0
Snf8	44.500000	0	178	0	0	0
Smim20	44.500000	0	178	0	0	0
Slc38a10	44.500000	0	178	0	0	0
Slc16a10	44.500000	0	178	0	0	0
Rhou	44.500000	0	0	0	178	0
Ptdss1	44.500000	0	178	0	0	0
Prmt2	44.500000	0	178	0	0	0
Palld	44.500000	178	0	0	0	0
Palb2	44.500000	0	178	0	0	0
Oxa1l	44.500000	0	178	0	0	0
Ncoa7	44.500000	0	178	0	0	0
Mterf3	44.500000	0	178	0	0	0
Mfng	44.500000	178	0	0	0	0
Mesd	44.500000	0	178	0	0	0
Lypd2	44.500000	0	178	0	0	0
Ipo11	44.500000	178	0	0	0	0
Hyi	44.500000	0	178	0	0	0
Hspb1	44.500000	178	0	0	0	0
Hipk3	44.500000	0	178	0	0	0
Dram1	44.500000	178	0	0	0	0
Dctn5	44.500000	0	178	0	0	0
Dapk3	44.500000	0	178	0	0	0
D830030K20Rik	44.500000	0	0	0	178	0
Cryba1	44.500000	178	0	0	0	0
Copg1	44.500000	0	178	0	0	0
Cmip	44.500000	0	178	0	0	0
Cldn22	44.500000	0	178	0	0	0
Chn1	44.500000	178	0	0	0	0
Chd1	44.500000	0	178	0	0	0
Atp5b	44.500000	0	178	0	0	0
9930021J03Rik	44.500000	0	178	0	0	0
Zfp775	44.250000	0	177	0	0	0
Zfp326	44.250000	0	177	0	0	0
Zfp282	44.250000	0	177	0	0	0
Trmt1l	44.250000	0	177	0	0	0
Tmem212	44.250000	0	177	0	0	0
Swt1	44.250000	0	177	0	0	0
Septin7	44.250000	0	177	0	0	0
Ptpru	44.250000	0	177	0	0	0
Prpf18	44.250000	0	177	0	0	0
Primpol	44.250000	0	177	0	0	0
Ppp1r11	44.250000	0	177	0	0	0
Ppil3	44.250000	0	177	0	0	0
Orc4	44.250000	0	177	0	0	0
Nif3l1	44.250000	0	177	0	0	0
Neil1	44.250000	0	177	0	0	0
Ndufs7	44.250000	0	177	0	0	0
Ndufa4	44.250000	0	177	0	0	0
Ndrg1	44.250000	0	177	0	0	0
Naa15	44.250000	0	177	0	0	0
Mrpl37	44.250000	0	177	0	0	0
Mecr	44.250000	0	177	0	0	0
Mbd5	44.250000	0	177	0	0	0
Mapk1ip1l	44.250000	0	177	0	0	0
Lipt2	44.250000	0	177	0	0	0
Leng9	44.250000	0	177	0	0	0
Lactb	44.250000	0	177	0	0	0
Ktn1	44.250000	0	177	0	0	0
Kansl1	44.250000	0	177	0	0	0
H13	44.250000	0	177	0	0	0
Eif2s2	44.250000	0	177	0	0	0
Dynlt1a	44.250000	0	177	0	0	0
Dop1b	44.250000	0	177	0	0	0
Cyb5rl	44.250000	0	177	0	0	0
Cnot6l	44.250000	0	177	0	0	0
Cetn3	44.250000	0	177	0	0	0
Cct5	44.250000	0	177	0	0	0
Casp3	44.250000	0	177	0	0	0
Caml	44.250000	0	177	0	0	0
Atpsckmt	44.250000	0	177	0	0	0
Atp6v0d1	44.250000	0	177	0	0	0
Agrp	44.250000	0	177	0	0	0
Abcb1b	44.250000	0	177	0	0	0
1110008P14Rik	44.250000	0	177	0	0	0
Zfyve26	44.000000	0	176	0	0	0
Wwc2	44.000000	0	176	0	0	0
Trmt2a	44.000000	0	176	0	0	0
Spdl1	44.000000	0	176	0	0	0
Sgtb	44.000000	0	176	0	0	0
Ranbp1	44.000000	0	176	0	0	0
Rad51b	44.000000	0	176	0	0	0
Phip	44.000000	0	176	0	0	0
Pbx2	44.000000	0	176	0	0	0
Pa2g4	44.000000	0	176	0	0	0
Os9	44.000000	0	176	0	0	0
Olfr119	44.000000	0	0	0	176	0
Olfr1008	44.000000	176	0	0	0	0
Nln	44.000000	0	176	0	0	0
Ndufaf1	44.000000	0	176	0	0	0
Metap2	44.000000	0	176	0	0	0
Med15	44.000000	0	176	0	0	0
Mbd3	44.000000	0	176	0	0	0
Lrmp	44.000000	0	176	0	0	0
H3f3c	44.000000	0	176	0	0	0
Gpsm3	44.000000	0	176	0	0	0
Gabrb3	44.000000	0	0	0	176	0
F2r	44.000000	0	176	0	0	0
Eif2ak2	44.000000	0	176	0	0	0
Dph6	44.000000	0	176	0	0	0
Dnaja2	44.000000	0	176	0	0	0
Derl1	44.000000	0	176	0	0	0
Bckdk	44.000000	0	176	0	0	0
Atp13a3	44.000000	0	176	0	0	0
Aprt	44.000000	0	176	0	0	0
Zfp799	43.750000	0	175	0	0	0
Ttc9c	43.750000	0	175	0	0	0
Trmt5	43.750000	0	175	0	0	0
Trim26	43.750000	0	175	0	0	0
Tomm6	43.750000	0	175	0	0	0
Tmem95	43.750000	0	175	0	0	0
Tmem129	43.750000	0	175	0	0	0
Slc6a16	43.750000	0	175	0	0	0
Slc38a6	43.750000	0	175	0	0	0
Recql4	43.750000	0	175	0	0	0
Rala	43.750000	0	175	0	0	0
Pggt1b	43.750000	0	175	0	0	0
Paip2	43.750000	0	175	0	0	0
Osgin2	43.750000	0	175	0	0	0
Nr2c2	43.750000	0	175	0	0	0
Mrfap1	43.750000	0	175	0	0	0
Mcur1	43.750000	0	175	0	0	0
Lta4h	43.750000	0	175	0	0	0
Lrrc14	43.750000	0	175	0	0	0
Kctd11	43.750000	0	175	0	0	0
Hnrnpul2	43.750000	0	175	0	0	0
Gstt3	43.750000	0	175	0	0	0
Gramd1a	43.750000	0	175	0	0	0
Gcc1	43.750000	0	175	0	0	0
Frrs1	43.750000	0	175	0	0	0
Fbh1	43.750000	0	175	0	0	0
Emd	43.750000	0	175	0	0	0
Dgkz	43.750000	0	175	0	0	0
Ddx1	43.750000	0	175	0	0	0
Cd37	43.750000	0	175	0	0	0
Arl5a	43.750000	0	175	0	0	0
Arf5	43.750000	0	175	0	0	0
Ankrd16	43.750000	0	175	0	0	0
Abhd18	43.750000	0	175	0	0	0
Zmat5	43.500000	0	174	0	0	0
Zfp768	43.500000	0	174	0	0	0
Vps37b	43.500000	0	174	0	0	0
Uqcr10	43.500000	0	174	0	0	0
Trappc11	43.500000	0	174	0	0	0
Tmem267	43.500000	174	0	0	0	0
Thoc3	43.500000	0	174	0	0	0
Slfn4	43.500000	0	0	0	174	0
Rwdd4a	43.500000	0	174	0	0	0
Ralgapa2	43.500000	0	174	0	0	0
Mpp1	43.500000	0	174	0	0	0
Kcnab2	43.500000	0	174	0	0	0
Hhex	43.500000	0	174	0	0	0
Gspt1	43.500000	0	174	0	0	0
Gas2l3	43.500000	0	174	0	0	0
Def6	43.500000	0	174	0	0	0
Ddx11	43.500000	0	174	0	0	0
Coa3	43.500000	0	174	0	0	0
Cntd1	43.500000	0	174	0	0	0
Btbd8	43.500000	0	174	0	0	0
Bfar	43.500000	0	174	0	0	0
BC107364	43.500000	0	174	0	0	0
Arf4	43.500000	0	174	0	0	0
Apol8	43.500000	0	0	0	174	0
Zfp68	43.250000	0	173	0	0	0
Wdr20	43.250000	0	173	0	0	0
Ubxn2b	43.250000	0	173	0	0	0
Tomm20	43.250000	0	173	0	0	0
Slc50a1	43.250000	0	173	0	0	0
Sirt3	43.250000	0	173	0	0	0
Senp8	43.250000	0	173	0	0	0
Rxrg	43.250000	0	0	0	173	0
Psmd13	43.250000	0	173	0	0	0
Ostc	43.250000	0	173	0	0	0
Npc1	43.250000	0	173	0	0	0
Myo9a	43.250000	0	173	0	0	0
Mbp	43.250000	0	173	0	0	0
Mafg	43.250000	0	173	0	0	0
Lcor	43.250000	0	173	0	0	0
Klhl15	43.250000	0	173	0	0	0
Hnrnpr	43.250000	0	173	0	0	0
Hmgcl	43.250000	0	173	0	0	0
Gpr141	43.250000	0	0	0	173	0
Gnb1l	43.250000	0	173	0	0	0
Fcrlb	43.250000	0	173	0	0	0
Dpm3	43.250000	0	173	0	0	0
Cpeb3	43.250000	0	173	0	0	0
Coq7	43.250000	0	173	0	0	0
Cdk7	43.250000	0	173	0	0	0
Cbarp	43.250000	0	173	0	0	0
Atp5o	43.250000	0	173	0	0	0
Atp5d	43.250000	0	173	0	0	0
Ahcyl2	43.250000	0	173	0	0	0
A430033K04Rik	43.250000	0	173	0	0	0
Ttc4	43.000000	0	172	0	0	0
Trabd	43.000000	0	172	0	0	0
Tmem203	43.000000	0	172	0	0	0
Tmem177	43.000000	0	172	0	0	0
Tbkbp1	43.000000	0	172	0	0	0
Tbc1d9	43.000000	0	172	0	0	0
Spag1	43.000000	0	172	0	0	0
Snx4	43.000000	0	172	0	0	0
Smpd1	43.000000	0	172	0	0	0
Slc9a5	43.000000	0	172	0	0	0
Slc7a6	43.000000	0	172	0	0	0
Slc4a3	43.000000	0	172	0	0	0
Slc46a1	43.000000	0	172	0	0	0
Scrib	43.000000	0	172	0	0	0
Rpusd2	43.000000	0	172	0	0	0
Rlf	43.000000	0	172	0	0	0
Pus1	43.000000	0	172	0	0	0
Prmt5	43.000000	0	172	0	0	0
Prkcsh	43.000000	0	172	0	0	0
Polr2k	43.000000	0	172	0	0	0
Polr2c	43.000000	0	172	0	0	0
Plek	43.000000	0	172	0	0	0
Nt5dc3	43.000000	0	172	0	0	0
Nf2	43.000000	0	172	0	0	0
Ndufs2	43.000000	0	172	0	0	0
Ndor1	43.000000	0	172	0	0	0
Mycbp2	43.000000	0	172	0	0	0
Mrps9	43.000000	0	172	0	0	0
Mex3c	43.000000	0	172	0	0	0
Lgals8	43.000000	0	172	0	0	0
Hemgn	43.000000	0	0	0	172	0
Gm4925	43.000000	0	172	0	0	0
Fhod1	43.000000	0	172	0	0	0
Fam126a	43.000000	0	172	0	0	0
Dnajc27	43.000000	0	172	0	0	0
Ccdc151	43.000000	0	172	0	0	0
Asb8	43.000000	0	172	0	0	0
Arl1	43.000000	0	172	0	0	0
Arhgef11	43.000000	0	172	0	0	0
Adamts4	43.000000	0	172	0	0	0
Abcb7	43.000000	0	172	0	0	0
2510002D24Rik	43.000000	0	172	0	0	0
1810030O07Rik	43.000000	0	172	0	0	0
Wdr78	42.750000	0	171	0	0	0
Tsc2	42.750000	0	171	0	0	0
Tmem222	42.750000	0	171	0	0	0
Stard4	42.750000	0	171	0	0	0
Stambpl1	42.750000	0	171	0	0	0
Spopl	42.750000	0	171	0	0	0
Snx33	42.750000	0	171	0	0	0
Smg9	42.750000	0	171	0	0	0
Nthl1	42.750000	0	171	0	0	0
Mif4gd	42.750000	0	171	0	0	0
Mier1	42.750000	0	171	0	0	0
Gpank1	42.750000	0	171	0	0	0
Gpaa1	42.750000	0	171	0	0	0
Exosc4	42.750000	0	171	0	0	0
Exoc6b	42.750000	0	171	0	0	0
Echdc2	42.750000	0	0	0	171	0
Dusp19	42.750000	0	171	0	0	0
D17H6S53E	42.750000	0	171	0	0	0
Cyren	42.750000	0	171	0	0	0
Csnk2b	42.750000	0	171	0	0	0
Ccs	42.750000	0	171	0	0	0
Ccdc87	42.750000	0	171	0	0	0
Bcar3	42.750000	0	171	0	0	0
Ap2m1	42.750000	0	171	0	0	0
Agbl3	42.750000	0	171	0	0	0
Abcf2	42.750000	0	171	0	0	0
Zmat3	42.500000	0	170	0	0	0
Zfp708	42.500000	0	170	0	0	0
Zc3h7a	42.500000	0	170	0	0	0
Zc3h11a	42.500000	0	170	0	0	0
Zbed6	42.500000	0	170	0	0	0
Ywhab	42.500000	0	170	0	0	0
Wdr89	42.500000	0	170	0	0	0
Vpreb1	42.500000	0	170	0	0	0
Ttc5	42.500000	0	170	0	0	0
Ttc36	42.500000	0	170	0	0	0
Top3b	42.500000	0	170	0	0	0
Tmx3	42.500000	0	170	0	0	0
Tigd5	42.500000	0	170	0	0	0
Slc25a46	42.500000	0	170	0	0	0
Setd2	42.500000	0	170	0	0	0
Sdhb	42.500000	0	170	0	0	0
Ric8b	42.500000	0	170	0	0	0
Rab14	42.500000	0	170	0	0	0
Mettl17	42.500000	0	170	0	0	0
Lratd2	42.500000	0	170	0	0	0
Lman2	42.500000	0	170	0	0	0
Kpna2	42.500000	0	170	0	0	0
Hspa9	42.500000	0	170	0	0	0
Gm20939	42.500000	0	170	0	0	0
Gas1	42.500000	0	0	0	170	0
Epg5	42.500000	0	170	0	0	0
Eef1d	42.500000	0	170	0	0	0
Asb1	42.500000	0	170	0	0	0
Arhgap10	42.500000	0	170	0	0	0
Arf2	42.500000	0	0	170	0	0
Ankle2	42.500000	0	170	0	0	0
Ahcyl1	42.500000	0	170	0	0	0
Adh5	42.500000	0	170	0	0	0
Washc5	42.250000	0	169	0	0	0
Unc13a	42.250000	0	169	0	0	0
Trappc6b	42.250000	0	169	0	0	0
Tmem184c	42.250000	0	169	0	0	0
Tinf2	42.250000	0	169	0	0	0
Tent2	42.250000	0	169	0	0	0
Tecpr1	42.250000	0	169	0	0	0
S100a2	42.250000	0	169	0	0	0
Prkch	42.250000	0	169	0	0	0
Paox	42.250000	0	169	0	0	0
Nsmce2	42.250000	0	169	0	0	0
Naa60	42.250000	0	169	0	0	0
Mtfr1l	42.250000	0	169	0	0	0
Lnpk	42.250000	0	169	0	0	0
Krit1	42.250000	0	169	0	0	0
Jak3	42.250000	0	169	0	0	0
Hectd1	42.250000	0	169	0	0	0
Gramd3	42.250000	0	169	0	0	0
Gm27021	42.250000	0	169	0	0	0
Emc8	42.250000	0	169	0	0	0
Echdc1	42.250000	0	169	0	0	0
E2f6	42.250000	0	169	0	0	0
Dctn4	42.250000	0	169	0	0	0
Crebbp	42.250000	0	169	0	0	0
Cox4i1	42.250000	0	169	0	0	0
Chmp1b	42.250000	0	169	0	0	0
Ccz1	42.250000	0	169	0	0	0
Cc2d1b	42.250000	0	169	0	0	0
Ankib1	42.250000	0	169	0	0	0
Zfp983	42.000000	0	168	0	0	0
Vmp1	42.000000	0	168	0	0	0
Twsg1	42.000000	0	168	0	0	0
Tmem214	42.000000	0	168	0	0	0
Tgfbr2	42.000000	0	168	0	0	0
Tent4b	42.000000	0	168	0	0	0
Snx8	42.000000	0	168	0	0	0
Snx19	42.000000	0	168	0	0	0
Ranbp2	42.000000	0	168	0	0	0
Ptrh2	42.000000	0	168	0	0	0
Poglut2	42.000000	0	168	0	0	0
Pank3	42.000000	0	168	0	0	0
Mrto4	42.000000	0	168	0	0	0
Mfsd1	42.000000	0	168	0	0	0
Lrrc49	42.000000	0	0	168	0	0
Heatr5a	42.000000	0	168	0	0	0
Exd1	42.000000	0	168	0	0	0
Emc1	42.000000	0	168	0	0	0
Cib3	42.000000	0	0	168	0	0
Churc1	42.000000	0	168	0	0	0
Chp1	42.000000	0	168	0	0	0
Bivm	42.000000	0	168	0	0	0
Adcy3	42.000000	0	168	0	0	0
Vps52	41.750000	0	167	0	0	0
Utp20	41.750000	0	167	0	0	0
Ube2v1	41.750000	0	167	0	0	0
Tmco4	41.750000	0	167	0	0	0
Tk2	41.750000	0	167	0	0	0
Smarcb1	41.750000	0	167	0	0	0
Slc25a12	41.750000	0	167	0	0	0
Slc10a3	41.750000	0	167	0	0	0
Skp2	41.750000	0	167	0	0	0
Sars	41.750000	0	167	0	0	0
Rps18	41.750000	0	167	0	0	0
Plpbp	41.750000	0	167	0	0	0
Pkn3	41.750000	0	167	0	0	0
Pinx1	41.750000	0	167	0	0	0
Noxo1	41.750000	0	167	0	0	0
Nlrx1	41.750000	0	167	0	0	0
Mrpl39	41.750000	0	167	0	0	0
Lmbrd2	41.750000	0	167	0	0	0
Klhl9	41.750000	0	167	0	0	0
Josd2	41.750000	0	167	0	0	0
Incenp	41.750000	0	167	0	0	0
Ift27	41.750000	0	167	0	0	0
Gm44504	41.750000	0	167	0	0	0
Gfer	41.750000	0	167	0	0	0
Galnt11	41.750000	0	167	0	0	0
Ebpl	41.750000	0	167	0	0	0
Cox6a1	41.750000	0	167	0	0	0
Cops6	41.750000	0	167	0	0	0
Cklf	41.750000	0	167	0	0	0
Ciao2b	41.750000	0	167	0	0	0
Chst12	41.750000	0	167	0	0	0
B3galt4	41.750000	0	167	0	0	0
Atg5	41.750000	0	167	0	0	0
Aspdh	41.750000	0	167	0	0	0
Agpat4	41.750000	0	167	0	0	0
Acyp1	41.750000	0	167	0	0	0
Abcd3	41.750000	0	167	0	0	0
