Target_genes	Lhx2|Average	SRX11976466|Cerebral_Cortex	SRX310225|Dermal_fibroblasts	SRX310227|Dermal_fibroblasts	SRX310229|Dermal_fibroblasts	SRX2487346|Olfactory_Nerve	SRX2487347|Olfactory_Nerve	SRX2487356|Olfactory_Nerve	SRX3064886|Olfactory_Nerve	STRING
Olfr1357	63.250000	0	0	0	0	256	250	0	0	0
Med21	63.125000	0	0	0	0	241	264	0	0	0
Serping1	63.000000	0	0	0	0	221	283	0	0	0
Snx17	62.875000	0	0	0	0	344	159	0	0	0
Pdcd6	62.875000	0	0	0	0	285	218	0	0	0
Kcnn1	62.875000	0	0	0	0	290	213	0	0	0
Eif2b4	62.875000	0	0	0	0	344	159	0	0	0
Lmbrd1	62.625000	0	0	0	0	264	237	0	0	0
Sec16a	62.500000	0	0	0	0	263	237	0	0	0
Gbx1	62.500000	0	0	0	0	234	266	0	0	0
Rnf43	62.375000	0	0	0	0	299	200	0	0	0
Myl6b	62.375000	0	0	0	0	253	246	0	0	0
Myl6	62.375000	0	0	0	0	253	246	0	0	0
Ctxn3	62.250000	0	0	0	0	240	258	0	0	0
Eva1c	62.125000	0	0	0	0	300	197	0	0	0
Ifit1bl2	62.000000	0	0	0	0	263	233	0	0	0
Ifit1	62.000000	0	0	0	0	263	233	0	0	0
Rad21	61.750000	0	0	0	0	222	272	0	0	0
Clcn3	61.625000	0	0	0	0	259	234	0	0	0
Ing3	61.500000	0	0	0	0	305	187	0	0	0
Aunip	61.500000	0	0	0	111	262	119	0	0	0
Edrf1	61.375000	0	0	0	0	192	299	0	0	0
Zfand3	61.125000	0	0	0	0	308	181	0	0	0
Ap2a1	61.125000	0	0	0	0	269	220	0	0	0
Ubqln4	61.000000	0	0	0	0	256	232	0	0	0
Rab25	61.000000	0	0	0	0	256	232	0	0	0
Lamtor2	61.000000	0	0	0	0	256	232	0	0	0
Fbxo46	61.000000	0	0	0	0	308	180	0	0	0
Bhmg1	61.000000	0	0	0	0	308	180	0	0	0
Atp2c1	61.000000	0	0	0	0	222	266	0	0	0
U2af2	60.625000	0	0	0	0	253	232	0	0	0
Egln2	60.625000	0	0	0	0	290	195	0	0	0
Ccdc106	60.625000	0	0	0	0	253	232	0	0	0
Cbll1	60.625000	0	0	0	0	194	291	0	0	0
Spaca9	60.500000	0	0	0	0	229	255	0	0	0
Slc26a7	60.500000	0	0	0	0	258	226	0	0	0
Ak8	60.500000	0	0	0	0	229	255	0	0	0
Xpr1	60.250000	0	0	0	0	248	234	0	0	0
Trps1	60.250000	0	0	0	0	276	206	0	0	0
Atp5b	60.125000	0	0	0	0	229	252	0	0	0
Ube2k	60.000000	0	0	0	0	142	338	0	0	0
Smim14	60.000000	0	0	0	0	142	338	0	0	0
Mb	60.000000	0	0	0	0	232	248	0	0	0
Cpeb2	60.000000	0	0	0	0	229	251	0	0	0
Sik3	59.875000	0	0	0	0	244	235	0	0	0
Pafah1b2	59.875000	0	0	0	0	244	235	0	0	0
Naaa	59.875000	0	0	0	0	255	224	0	0	0
Vps45	59.750000	0	0	0	0	288	190	0	0	0
Tmem63b	59.750000	0	0	0	0	328	150	0	0	0
Proser3	59.750000	0	0	0	0	238	240	0	0	0
Hspb6	59.750000	0	0	0	0	238	240	0	0	0
Tnrc18	59.500000	0	0	0	0	224	252	0	0	0
Ppan	59.500000	0	0	0	0	159	317	0	0	0
Bcl7c	59.500000	0	0	0	0	258	218	0	0	0
Tmx2	59.375000	0	0	0	0	212	263	0	0	0
Sh3bp5	59.375000	0	0	0	0	207	268	0	0	0
Med19	59.375000	0	0	0	0	212	263	0	0	0
Sytl2	59.250000	0	0	0	0	225	249	0	0	0
Sorbs2	59.250000	0	0	0	0	245	229	0	0	0
Gprc5c	59.250000	0	0	0	0	190	284	0	0	0
Vsir	59.125000	0	0	0	0	274	199	0	0	0
Tnks1bp1	59.125000	0	0	0	0	239	234	0	0	0
Sae1	59.125000	0	0	0	0	266	207	0	0	0
Pcgf5	59.125000	0	0	0	0	247	226	0	0	0
Il10rb	59.000000	0	0	0	0	227	245	0	0	0
Efcab5	58.875000	0	0	0	0	237	234	0	0	0
Spata1	58.750000	0	0	0	0	249	221	0	0	0
Gng5	58.750000	0	0	0	0	249	221	0	0	0
Rpn1	58.625000	0	0	0	0	219	250	0	0	0
Pef1	58.625000	0	0	0	0	295	174	0	0	0
1700024G13Rik	58.625000	0	0	0	0	281	188	0	0	0
Zcwpw1	58.500000	0	0	0	0	263	205	0	0	0
Tpmt	58.500000	0	0	0	0	236	232	0	0	0
Mepce	58.500000	0	0	0	0	263	205	0	0	0
Ly6g6f	58.500000	0	0	0	0	205	263	0	0	0
Kdm1b	58.500000	0	0	0	0	236	232	0	0	0
Abhd16a	58.500000	0	0	0	0	205	263	0	0	0
Lyplal1	57.625000	0	260	0	0	0	201	0	0	0
Marchf4	57.500000	0	0	0	0	215	245	0	0	0
Imp4	57.375000	0	0	0	0	229	230	0	0	0
Ccdc115	57.375000	0	0	0	0	229	230	0	0	0
Tbc1d10b	57.250000	0	0	0	0	256	202	0	0	0
Mylpf	57.250000	0	0	0	0	256	202	0	0	0
Wee1	57.125000	0	0	0	0	239	218	0	0	0
Slc12a6	57.000000	0	0	0	0	262	194	0	0	0
Fam124b	57.000000	0	0	0	0	213	243	0	0	0
Dhx16	56.875000	0	0	0	0	265	190	0	0	0
Tmpo	56.750000	0	0	0	0	259	195	0	0	0
Scn5a	56.750000	0	0	0	0	284	170	0	0	0
Klhl36	56.750000	0	0	0	0	295	159	0	0	0
Asb5	56.750000	0	0	0	0	238	216	0	0	0
Zc3h4	56.625000	0	0	0	0	239	214	0	0	0
Mb21d2	56.625000	0	0	0	0	290	163	0	0	0
Myo5a	56.375000	0	0	0	0	293	158	0	0	0
Rasa2	56.125000	0	0	0	0	169	280	0	0	0
Olfr371	56.125000	0	0	0	0	144	305	0	0	0
Nmrk2	56.125000	0	0	0	0	215	234	0	0	0
Cds1	56.125000	0	0	0	0	297	152	0	0	0
Ankar	56.125000	0	0	174	275	0	0	0	0	0
Kcnmb3	56.000000	0	0	0	0	309	139	0	0	0
Eef1akmt2	56.000000	0	0	0	0	200	248	0	0	0
Trim24	55.875000	0	0	0	0	235	212	0	0	0
Ripor3	55.875000	0	0	0	0	203	244	0	0	0
St3gal4	55.750000	0	0	0	0	211	235	0	0	0
Dennd5a	55.750000	0	0	0	0	205	241	0	0	0
Tmem181a	55.625000	0	0	0	0	201	244	0	0	0
Poc1b	55.625000	0	0	0	0	227	218	0	0	0
Galnt4	55.625000	0	0	0	0	227	218	0	0	0
Cnga2	55.625000	0	0	0	0	244	201	0	0	0
Prph	55.500000	0	0	0	0	221	223	0	0	0
Tasor	55.375000	0	0	0	0	268	175	0	0	0
Tmed10	55.250000	0	0	0	0	238	204	0	0	0
Pcdh10	55.125000	0	0	0	0	262	179	0	0	0
Mettl2	54.875000	0	0	0	0	214	225	0	0	0
Elof1	54.875000	0	0	0	0	227	212	0	0	0
Zfp93	54.750000	0	0	0	0	270	168	0	0	0
Rasl11a	54.750000	0	0	0	0	205	233	0	0	0
Prorp	54.750000	0	0	0	0	236	202	0	0	0
Plppr2	54.750000	0	0	0	0	170	268	0	0	0
Dock10	54.625000	0	0	0	0	168	269	0	0	0
Cenpi	54.625000	0	0	0	0	225	212	0	0	0
Nptx2	54.375000	0	0	0	0	247	188	0	0	0
Ypel5	54.250000	0	0	0	0	199	235	0	0	0
Ptpn13	54.250000	0	0	0	0	212	222	0	0	0
Eml1	54.250000	0	0	0	0	214	220	0	0	0
Mon1b	54.125000	0	0	0	0	252	181	0	0	0
Dyrk3	54.125000	0	0	0	0	212	221	0	0	0
Camk2a	54.000000	0	0	0	0	238	194	0	0	0
Tesk2	53.875000	0	0	0	0	213	218	0	0	0
Mitf	53.750000	0	0	0	0	230	200	0	0	0
Tjp3	53.625000	0	0	0	0	260	169	0	0	0
Sncaip	53.625000	0	0	0	0	270	159	0	0	0
Pip5k1c	53.625000	0	0	0	0	260	169	0	0	0
Fam181b	53.625000	0	0	0	0	149	280	0	0	0
Rtp1	53.500000	0	0	0	0	254	174	0	0	0
Tada2b	53.375000	0	0	0	0	248	179	0	0	0
Ccdc96	53.375000	0	0	0	0	248	179	0	0	0
Larp4	53.250000	0	0	0	0	174	252	0	0	0
Upk2	53.125000	0	0	0	0	162	263	0	0	0
Ttc37	53.125000	0	0	0	0	246	179	0	0	0
Arsk	53.125000	0	0	0	0	246	179	0	0	0
Adsl	53.125000	0	0	0	0	265	160	0	0	0
Frg2f1	53.000000	0	0	0	0	218	206	0	0	0
Foxj3	53.000000	0	0	0	0	218	206	0	0	0
Telo2	52.875000	0	0	0	0	178	245	0	0	0
Swi5	52.875000	0	0	0	0	176	247	0	0	0
Ptx4	52.875000	0	0	0	0	178	245	0	0	0
Nfatc1	52.875000	0	0	0	0	240	183	0	0	0
Golga2	52.875000	0	0	0	0	176	247	0	0	0
Btbd8	52.625000	0	0	0	0	206	215	0	0	0
Ppargc1b	52.375000	0	0	0	0	249	170	0	0	0
Tatdn1	51.750000	0	0	0	0	195	219	0	0	0
Ndufb9	51.750000	0	0	0	0	195	219	0	0	0
Dbp	51.750000	0	0	0	0	204	210	0	0	0
Cnot3	51.625000	0	0	0	0	179	234	0	0	0
Cenpb	51.625000	0	0	0	0	225	188	0	0	0
Mtss2	51.500000	0	0	0	0	236	176	0	0	0
Mfge8	51.500000	0	0	0	0	211	201	0	0	0
Rufy1	51.375000	0	0	0	0	216	195	0	0	0
Olfr385	51.375000	0	0	0	0	190	221	0	0	0
Nod2	51.375000	0	0	0	0	172	239	0	0	0
Hars2	51.375000	0	0	0	0	186	225	0	0	0
Hars	51.375000	0	0	0	0	186	225	0	0	0
1700008O03Rik	51.375000	0	0	0	0	252	159	0	0	0
Stmn4	51.250000	0	0	0	0	170	240	0	0	0
Drd2	51.250000	0	0	0	0	244	166	0	0	0
Ndrg3	51.125000	0	0	0	0	222	187	0	0	0
Erbin	51.125000	0	0	0	0	209	200	0	0	0
Meig1	51.000000	0	0	0	0	229	179	0	0	0
Dclre1c	51.000000	0	0	0	0	229	179	0	0	0
Rsph4a	50.875000	0	0	0	0	224	183	0	0	0
Irs2	50.875000	0	0	0	0	247	160	0	0	0
Eomes	50.875000	0	0	0	0	180	227	0	0	0
Cdpf1	50.875000	0	0	0	0	184	223	0	0	0
Serpinb8	50.750000	0	0	0	0	227	179	0	0	0
Celsr3	50.500000	0	0	0	0	206	198	0	0	0
A4galt	50.500000	0	0	0	0	151	253	0	0	0
Ldhb	50.250000	0	0	0	0	237	165	0	0	0
Mex3c	50.000000	0	0	0	0	256	144	0	0	0
Kdm4b	50.000000	0	0	0	0	211	189	0	0	0
Xpo6	49.875000	0	0	0	0	187	212	0	0	0
Sema6a	49.875000	0	0	0	0	222	177	0	0	0
Marchf6	49.875000	0	0	0	0	247	152	0	0	0
Epcam	49.875000	0	0	0	0	230	169	0	0	0
Nlk	49.750000	0	0	0	0	216	182	0	0	0
Cdh12	49.750000	0	0	0	0	0	0	398	0	0
Agfg2	49.750000	0	0	0	0	250	148	0	0	0
Septin3	49.625000	0	0	0	0	238	159	0	0	0
Gpr63	49.625000	0	0	0	0	178	219	0	0	0
Cic	49.500000	0	0	0	0	193	203	0	0	0
Abhd3	49.500000	0	0	0	0	209	187	0	0	0
Prdx1	49.375000	0	0	0	0	202	193	0	0	0
Sptlc2	49.250000	0	0	0	0	261	133	0	0	0
Gcn1	49.250000	0	0	0	0	246	148	0	0	0
Epha7	49.000000	0	0	0	0	176	216	0	0	0
Crebzf	49.000000	0	0	0	0	0	0	235	157	0
Rims3	48.875000	0	0	0	0	188	203	0	0	0
Pum2	48.750000	0	0	0	0	166	224	0	0	0
Nphs1	48.625000	0	0	0	0	201	188	0	0	0
Kirrel2	48.625000	0	0	0	0	201	188	0	0	0
Sox30	48.500000	0	0	0	0	166	222	0	0	0
Rfx1	48.500000	0	0	0	0	152	236	0	0	0
Banp	48.500000	0	0	0	0	240	148	0	0	0
Shisal1	48.375000	0	0	0	0	231	156	0	0	0
Hmgcl	48.250000	0	0	0	0	192	194	0	0	0
Negr1	48.125000	0	0	0	0	166	219	0	0	0
Xbp1	48.000000	0	0	0	0	219	165	0	0	0
Mark4	48.000000	0	0	0	0	145	239	0	0	0
Exoc3l2	48.000000	0	0	0	0	145	239	0	0	0
Tmem237	47.875000	0	0	0	0	203	180	0	0	0
Gm4981	47.875000	0	0	0	0	210	173	0	0	0
Cryzl2	47.875000	0	0	0	0	151	232	0	0	0
Wdr7	47.750000	0	0	0	0	176	206	0	0	0
Spryd4	47.750000	0	0	0	0	215	167	0	0	0
4930430F08Rik	47.625000	0	0	0	0	212	169	0	0	0
1700017N19Rik	47.625000	0	0	0	0	212	169	0	0	0
Braf	47.500000	0	0	0	0	120	260	0	0	0
Arid1a	47.500000	0	0	0	0	194	186	0	0	0
Sipa1l2	47.375000	0	0	0	0	145	234	0	0	0
Arid5a	47.375000	0	0	0	0	156	223	0	0	0
S100a4	47.125000	0	0	0	0	131	246	0	0	0
Arl13b	47.000000	0	0	0	0	214	162	0	0	0
Zfp608	46.875000	0	0	0	0	173	202	0	0	0
Rims1	46.875000	0	0	0	0	143	232	0	0	0
Olfr463	46.875000	0	0	0	0	163	212	0	0	0
Cdh17	46.875000	375	0	0	0	0	0	0	0	0
Fbxo11	46.750000	0	0	0	0	127	247	0	0	0
Coro2a	46.750000	0	0	0	0	173	201	0	0	0
Cd82	46.750000	0	0	0	0	212	162	0	0	0
Ubxn6	46.625000	0	0	0	0	185	188	0	0	0
Hdgfl2	46.625000	0	0	0	0	185	188	0	0	0
Gnl3l	46.250000	0	0	0	0	201	169	0	0	0
Rdh11	46.125000	0	0	0	0	148	221	0	0	0
Pmp22	46.125000	0	0	0	0	157	212	0	0	0
Dnah9	46.000000	0	0	0	0	164	204	0	0	0
Ccl22	45.875000	0	0	0	0	188	179	0	0	0
Lrrc23	45.625000	0	0	0	0	207	158	0	0	0
4930591A17Rik	45.625000	0	0	0	0	148	217	0	0	0
Oas2	45.500000	0	0	0	0	185	179	0	0	0
Igsf3	45.500000	0	0	0	0	170	194	0	0	0
Heatr1	45.500000	0	0	0	0	235	129	0	0	0
Rab11fip1	45.375000	0	0	0	0	228	135	0	0	0
Gpr152	45.375000	0	0	0	0	166	197	0	0	0
Coro1b	45.375000	0	0	0	0	166	197	0	0	0
Abraxas2	45.375000	0	0	0	0	199	164	0	0	0
Fetub	45.250000	0	0	0	0	192	170	0	0	0
Gmeb2	45.125000	0	0	0	0	191	170	0	0	0
Tex29	45.000000	0	0	0	0	177	183	0	0	0
Rcl1	45.000000	0	0	0	0	159	201	0	0	0
H2al1n	45.000000	0	0	0	0	155	205	0	0	0
Crp	45.000000	0	0	0	0	166	194	0	0	0
Slc27a1	44.875000	0	0	0	0	213	146	0	0	0
Puf60	44.875000	0	0	0	0	149	210	0	0	0
Nxnl1	44.875000	0	0	0	0	213	146	0	0	0
Inpp5f	44.875000	0	0	0	0	203	156	0	0	0
Sptbn4	44.750000	0	0	0	0	157	201	0	0	0
Rbm42	44.500000	0	0	0	0	222	134	0	0	0
Dusp4	44.500000	0	0	0	0	172	184	0	0	0
Ubac2	44.375000	0	0	0	0	217	138	0	0	0
Pygo1	44.375000	0	0	0	0	157	198	0	0	0
Gpm6b	44.375000	0	0	0	0	196	159	0	0	0
Elavl4	44.375000	0	0	0	0	152	203	0	0	0
Selenos	44.125000	0	0	0	0	187	166	0	0	0
Ndufs8	44.125000	0	0	0	0	163	190	0	0	0
Jag1	44.125000	0	0	0	0	131	222	0	0	0
Ilf3	44.125000	0	0	0	0	95	258	0	0	0
Gm4869	44.125000	0	0	0	0	153	200	0	0	0
Cox4i2	44.125000	0	0	0	0	205	148	0	0	0
2610001J05Rik	44.125000	0	0	0	0	152	201	0	0	0
Sh3bgrl2	44.000000	0	0	0	0	196	156	0	0	0
Nsd3	44.000000	0	0	0	0	179	173	0	0	0
Nap1l1	44.000000	0	0	0	0	151	201	0	0	0
Cks2	44.000000	0	0	0	0	186	166	0	0	0
Smurf2	43.875000	0	0	0	0	248	103	0	0	0
Zbtb20	43.750000	0	0	0	0	192	158	0	0	0
Pirt	43.750000	0	0	0	0	188	162	0	0	0
Abhd17b	43.750000	0	0	0	0	184	166	0	0	0
1110059E24Rik	43.750000	0	0	0	0	184	166	0	0	0
Setd1b	43.625000	0	0	0	0	178	171	0	0	0
Taf12	43.500000	0	0	0	0	211	137	0	0	0
Qdpr	43.500000	0	0	0	0	169	179	0	0	0
Il1rn	43.500000	0	0	0	0	348	0	0	0	0
Clrn2	43.500000	0	0	0	0	169	179	0	0	0
Slc9a9	43.375000	0	0	0	0	218	129	0	0	0
Kiz	43.375000	0	0	0	0	117	230	0	0	0
Icam5	43.375000	0	0	0	0	188	159	0	0	0
Icam4	43.375000	0	0	0	0	188	159	0	0	0
Gm973	43.375000	0	0	0	0	168	179	0	0	0
Abraxas1	43.375000	0	0	0	0	159	188	0	0	0
Sel1l	43.125000	0	0	0	0	179	166	0	0	0
Rbfox3	43.125000	0	0	0	0	176	169	0	0	0
Hopx	43.125000	0	0	0	0	177	168	0	0	0
Zfp524	43.000000	0	0	0	0	184	160	0	0	0
Togaram2	43.000000	0	0	0	0	165	179	0	0	0
Tmub2	43.000000	0	0	0	0	191	153	0	0	0
Pdp1	43.000000	0	0	0	0	143	201	0	0	0
Fiz1	43.000000	0	0	0	0	184	160	0	0	0
Pcp4l1	42.875000	0	0	0	0	161	182	0	0	0
Pard6b	42.875000	0	0	0	0	198	145	0	0	0
Ttc9b	42.500000	0	0	0	0	120	220	0	0	0
Dnajc27	42.500000	0	0	0	0	148	192	0	0	0
Uhrf2	42.250000	0	0	0	0	196	142	0	0	0
Pdia4	42.125000	0	0	0	0	159	178	0	0	0
Nsun7	42.125000	0	0	0	0	182	155	0	0	0
Sorbs1	42.000000	0	0	0	0	161	175	0	0	0
Ccdc107	42.000000	0	0	0	0	0	336	0	0	0
Zdhhc9	41.875000	0	0	0	0	156	179	0	0	0
Vangl2	41.875000	0	0	0	0	176	159	0	0	0
Scml4	41.875000	0	0	0	0	176	159	0	0	0
Hfe	41.875000	0	0	0	0	184	151	0	0	0
Gnai3	41.875000	0	0	0	0	191	144	0	0	0
Tsc22d2	41.750000	0	0	0	0	150	184	0	0	0
Dmxl2	41.750000	0	0	0	0	177	157	0	0	0
Tspyl5	41.625000	0	0	0	0	153	180	0	0	0
Tanc1	41.625000	0	0	0	0	121	212	0	0	0
Sowaha	41.625000	0	0	0	0	203	130	0	0	0
Fbrsl1	41.625000	0	0	0	0	184	149	0	0	0
Tgm3	41.500000	0	0	0	0	203	129	0	0	0
Stat2	41.500000	0	0	0	0	164	168	0	0	0
Ppp1r14c	41.500000	0	0	0	0	167	165	0	0	0
Cerk	41.500000	0	0	0	0	197	135	0	0	0
Apof	41.500000	0	0	0	0	164	168	0	0	0
Proser2	41.375000	0	0	0	0	145	186	0	0	0
Myt1l	41.375000	0	0	0	0	135	196	0	0	0
Rxra	41.250000	0	0	0	0	191	139	0	0	0
Ppip5k1	41.250000	0	0	0	0	141	189	0	0	0
Ckmt1	41.250000	0	0	0	0	141	189	0	0	0
Srsf6	41.125000	0	0	0	0	107	222	0	0	0
Pip4k2c	41.125000	0	0	0	0	199	130	0	0	0
Kif5a	41.125000	0	0	0	0	178	151	0	0	0
Stk11ip	41.000000	0	0	0	0	149	179	0	0	0
Glce	40.875000	0	0	0	0	163	164	0	0	0
Errfi1	40.875000	0	0	0	0	198	129	0	0	0
Cfap44	40.875000	0	0	0	0	149	178	0	0	0
Sfpq	40.750000	0	0	0	0	184	142	0	0	0
Dusp22	40.750000	0	0	0	0	125	201	0	0	0
Thra	40.625000	0	0	0	0	180	145	0	0	0
Osbpl8	40.625000	0	0	0	0	192	133	0	0	0
Awat2	40.625000	0	0	0	0	166	159	0	0	0
Snd1	40.500000	0	0	0	0	123	201	0	0	0
Slc25a44	40.500000	0	0	0	0	145	179	0	0	0
Rcc2	40.500000	0	0	0	0	139	185	0	0	0
Bach2	40.500000	0	0	0	0	165	159	0	0	0
Stpg1	40.375000	0	0	0	0	151	172	0	0	0
Nipal3	40.375000	0	0	0	0	151	172	0	0	0
Tex48	40.125000	0	0	0	0	202	119	0	0	0
Gm7592	40.125000	0	0	0	0	0	321	0	0	0
Nol4l	40.000000	0	0	0	0	141	179	0	0	0
Lta4h	40.000000	0	0	0	0	188	132	0	0	0
Cox5b	40.000000	0	0	0	0	178	142	0	0	0
Tmem211	39.750000	0	0	0	0	156	162	0	0	0
Stk36	39.750000	0	0	0	0	144	174	0	0	0
Rnf25	39.750000	0	0	0	0	144	174	0	0	0
Rhoq	39.750000	0	0	0	0	209	109	0	0	0
Otop3	39.750000	0	0	0	0	128	190	0	0	0
Atg9b	39.750000	0	0	0	0	139	179	0	0	0
Abcb8	39.750000	0	0	0	0	139	179	0	0	0
2900026A02Rik	39.750000	0	0	0	0	156	162	0	0	0
Cacna1d	39.625000	0	0	0	0	148	169	0	0	0
Tomm40	39.500000	0	0	0	0	191	125	0	0	0
Tmprss4	39.500000	0	0	0	0	135	181	0	0	0
Sntb2	39.375000	0	0	0	0	175	140	0	0	0
Pcdhb1	39.375000	0	0	0	0	147	168	0	0	0
Rfx4	39.250000	0	0	0	0	140	174	0	0	0
Zfp263	39.125000	0	313	0	0	0	0	0	0	0
Duxbl3	39.000000	0	0	0	0	166	146	0	0	0
Duxbl2	39.000000	0	0	0	0	166	146	0	0	0
Duxbl1	39.000000	0	0	0	0	166	146	0	0	0
Clasp2	39.000000	0	0	0	0	154	158	0	0	0
U2af1l4	38.875000	0	0	0	0	176	135	0	0	0
Psenen	38.875000	0	0	0	0	176	135	0	0	0
Lin37	38.875000	0	0	0	0	176	135	0	0	0
Igflr1	38.875000	0	0	0	0	176	135	0	0	0
Slc39a12	38.500000	0	0	0	0	139	169	0	0	0
Fxyd2	38.500000	0	0	0	0	140	168	0	0	0
Prrt2	38.375000	0	0	0	0	307	0	0	0	0
Pagr1a	38.375000	0	0	0	0	307	0	0	0	0
Mvp	38.375000	0	0	0	0	307	0	0	0	0
Khsrp	38.375000	0	0	0	0	138	169	0	0	0
Dleu7	38.375000	0	0	0	0	178	129	0	0	0
Ccdc39	38.375000	0	0	0	0	162	145	0	0	0
Uba2	38.250000	0	0	0	0	138	168	0	0	0
Pym1	38.250000	0	0	0	0	105	201	0	0	0
Olfm1	38.250000	0	0	0	0	184	122	0	0	0
Golga7b	38.250000	0	0	0	0	118	188	0	0	0
Dgka	38.250000	0	0	0	0	105	201	0	0	0
Slc25a25	38.125000	0	0	0	0	160	145	0	0	0
Shb	38.125000	0	0	0	0	160	145	0	0	0
Casp8ap2	38.125000	0	0	0	0	115	190	0	0	0
Ap1ar	38.125000	0	0	0	0	146	159	0	0	0
Plpp6	38.000000	0	0	0	0	151	153	0	0	0
Map3k3	38.000000	0	0	0	0	187	117	0	0	0
4430402I18Rik	38.000000	0	0	0	0	151	153	0	0	0
Plxna3	37.875000	0	0	0	0	155	148	0	0	0
Arl4a	37.875000	0	0	0	0	178	125	0	0	0
Ctbp2	37.750000	0	0	0	0	157	145	0	0	0
Zbtb10	37.625000	0	0	0	0	122	179	0	0	0
Palb2	37.625000	0	0	0	0	301	0	0	0	0
Dctn5	37.625000	0	0	0	0	301	0	0	0	0
Lrrc18	37.500000	0	0	0	0	152	148	0	0	0
Ccdc170	37.500000	0	0	0	0	171	129	0	0	0
Trafd1	37.375000	0	0	0	0	172	127	0	0	0
Smarcd2	37.250000	0	0	0	0	102	196	0	0	0
Nemf	37.250000	0	0	0	0	0	0	298	0	0
Gm5458	37.250000	0	0	0	0	109	189	0	0	0
Lamc2	37.125000	0	0	0	0	135	162	0	0	0
Agr2	37.125000	0	0	0	0	140	157	0	0	0
Plvap	37.000000	0	296	0	0	0	0	0	0	0
Atp6v0a2	37.000000	0	0	0	0	0	296	0	0	0
Zfp97	36.875000	0	0	0	0	295	0	0	0	0
Supt4a	36.875000	0	0	0	0	116	179	0	0	0
Rps6ka2	36.750000	0	0	0	0	115	179	0	0	0
Arhgap24	36.750000	0	0	0	0	175	119	0	0	0
Twf1	36.500000	0	0	0	0	139	153	0	0	0
Cbx4	36.500000	0	0	0	0	141	151	0	0	0
Arl14epl	36.500000	0	0	0	0	149	143	0	0	0
Zcchc2	36.375000	0	0	0	0	143	148	0	0	0
Phb2	36.375000	0	0	0	0	137	154	0	0	0
Emg1	36.375000	0	0	0	0	137	154	0	0	0
Rab38	36.250000	0	0	0	0	180	110	0	0	0
Prxl2b	36.250000	0	0	0	0	0	290	0	0	0
Ptchd1	36.125000	0	0	0	0	170	119	0	0	0
Sec14l1	35.875000	0	0	0	0	137	150	0	0	0
Vil1	35.750000	0	0	0	0	156	130	0	0	0
Greb1	35.750000	0	286	0	0	0	0	0	0	0
Arap1	35.750000	0	0	0	0	147	139	0	0	0
Rpl10	35.625000	0	0	0	0	285	0	0	0	0
Bhlhe22	35.375000	283	0	0	0	0	0	0	0	0
Sacs	35.125000	0	0	0	0	122	159	0	0	0
Zfp78	34.750000	0	0	0	0	158	120	0	0	0
Tnrc6a	34.750000	0	0	0	0	119	159	0	0	0
Sertad2	34.750000	0	0	0	0	159	119	0	0	0
Kif6	34.750000	0	0	0	0	159	119	0	0	0
Pdxdc1	34.500000	0	0	0	0	157	119	0	0	0
Mpv17l	34.500000	0	0	0	0	157	119	0	0	0
Cnr1	34.500000	0	0	0	0	276	0	0	0	0
Olfr467	34.250000	0	0	0	0	147	127	0	0	0
Gas6	34.250000	0	0	0	0	150	124	0	0	0
Eif3c	34.250000	0	0	0	0	147	127	0	0	0
Dbh	34.250000	0	0	0	0	274	0	0	0	0
Slc17a1	34.125000	0	0	0	0	147	126	0	0	0
Calu	34.000000	0	0	0	0	0	272	0	0	0
Tut1	33.875000	0	0	0	0	128	143	0	0	0
Slc24a4	33.750000	0	0	0	0	148	122	0	0	0
Ascl3	33.750000	0	0	0	0	0	270	0	0	0
Qsox2	33.500000	0	0	0	0	136	132	0	0	0
Pigf	33.500000	0	0	0	0	268	0	0	0	0
Cript	33.500000	0	0	0	0	268	0	0	0	0
Lsm6	33.375000	0	0	0	0	140	127	0	0	0
Ttc23	33.250000	0	0	0	0	119	147	0	0	0
Lrrc28	33.250000	0	0	0	0	119	147	0	0	0
Lrrc8e	33.125000	0	265	0	0	0	0	0	0	0
Map4k3	32.875000	0	0	0	0	143	120	0	0	0
Ddx39a	32.875000	0	0	0	0	263	0	0	0	0
Pck2	32.750000	0	0	0	0	126	136	0	0	0
4930558K02Rik	32.750000	0	0	0	0	262	0	0	0	0
Ocln	32.625000	0	0	0	0	0	261	0	0	0
Htr1d	32.500000	0	0	0	0	160	100	0	0	0
Cabyr	32.500000	0	0	0	0	135	125	0	0	0
Rex2	32.250000	0	0	0	0	0	258	0	0	0
Pde1c	32.125000	0	0	0	0	156	101	0	0	0
Qser1	31.875000	0	0	0	0	86	169	0	0	0
Cacna2d1	31.875000	0	0	0	0	0	255	0	0	0
Tmem62	31.750000	0	0	0	0	147	107	0	0	0
Zfp978	31.625000	0	0	0	0	0	253	0	0	0
Apoa4	31.625000	0	0	0	0	104	149	0	0	0
Olfr49	31.375000	0	0	0	0	125	126	0	0	0
Apobec2	31.375000	0	0	0	0	0	251	0	0	0
Edem3	31.125000	0	0	0	0	87	162	0	0	0
Prkag2	31.000000	0	0	0	0	248	0	0	0	0
Trarg1	30.875000	0	0	0	0	88	159	0	0	0
Gabpa	30.875000	0	0	0	0	151	96	0	0	0
Atp5j	30.875000	0	0	0	0	151	96	0	0	0
Mvd	30.750000	0	0	0	0	127	119	0	0	0
Tgds	30.625000	0	0	0	0	124	121	0	0	0
