Target_genes	Ikzf2|Average	SRX8167498|HPC-7	SRX1241149|Treg	SRX1241152|Treg	STRING
Gm2956	138.333333	415	0	0	0
Csnk1d	138.333333	415	0	0	0
Ccdc127	138.333333	0	271	144	0
Zfp820	138.000000	414	0	0	0
Yipf2	138.000000	0	245	169	0
Treml2	138.000000	414	0	0	0
Timm29	138.000000	0	245	169	0
Riok2	138.000000	263	151	0	0
Nemp1	138.000000	414	0	0	0
Gnas	138.000000	414	0	0	0
Dlg1	138.000000	414	0	0	0
Cdyl	138.000000	0	247	167	0
Tradd	137.666667	0	220	193	0
Syk	137.666667	413	0	0	0
Sec63	137.666667	413	0	0	0
Pou2f1	137.666667	0	280	133	0
Lyrm2	137.666667	413	0	0	0
Fbxl8	137.666667	0	220	193	0
Tfr2	137.333333	412	0	0	0
Srp54c	137.333333	412	0	0	0
Srp54b	137.333333	412	0	0	0
Selenoi	137.333333	101	224	87	0
Rsph3a	137.333333	412	0	0	0
Rpl10a	137.333333	222	190	0	0
Ptpn6	137.333333	412	0	0	0
Pml	137.333333	323	89	0	0
Napepld	137.333333	412	0	0	0
Impa2	137.333333	412	0	0	0
Egr1	137.333333	412	0	0	0
Atp2c1	137.333333	282	130	0	0
Uri1	137.000000	411	0	0	0
Slc39a1	137.000000	411	0	0	0
Ptk2	137.000000	0	256	155	0
Nptn	137.000000	411	0	0	0
Gramd1a	137.000000	411	0	0	0
Gatad2a	137.000000	411	0	0	0
Dido1	137.000000	272	139	0	0
Ctnnb1	137.000000	81	217	113	0
Creb3l4	137.000000	411	0	0	0
Cand1	137.000000	101	210	100	0
Lcmt2	136.666667	410	0	0	0
Gramd4	136.666667	0	241	169	0
Cyp2j6	136.666667	410	0	0	0
Chgb	136.666667	410	0	0	0
Adal	136.666667	410	0	0	0
Spag6	136.333333	211	198	0	0
Prkca	136.333333	68	255	86	0
Pigl	136.333333	259	150	0	0
Ncor1	136.333333	259	150	0	0
Ifna13	136.333333	256	0	153	0
Fbxo42	136.333333	194	215	0	0
Zfp62	136.000000	408	0	0	0
Zfp433	136.000000	0	283	125	0
Tinf2	136.000000	408	0	0	0
Rps29	136.000000	167	241	0	0
Map4k1	136.000000	0	285	123	0
Il1r2	136.000000	408	0	0	0
Gm32687	136.000000	0	283	125	0
Emsy	136.000000	295	113	0	0
Eif3k	136.000000	0	285	123	0
Dicer1	136.000000	408	0	0	0
Spata13	135.666667	407	0	0	0
Nr4a3	135.666667	407	0	0	0
Grk5	135.666667	407	0	0	0
Emp3	135.666667	332	0	75	0
Ccdc114	135.666667	332	0	75	0
B230219D22Rik	135.666667	0	227	180	0
Slc22a5	135.333333	299	107	0	0
Kpna4	135.333333	406	0	0	0
Emc4	135.333333	406	0	0	0
Cog6	135.333333	0	406	0	0
Calm5	135.333333	406	0	0	0
Aoc1	135.333333	406	0	0	0
Zfyve16	135.000000	187	218	0	0
Ubl3	135.000000	405	0	0	0
Trak1	135.000000	405	0	0	0
Sptbn1	135.000000	405	0	0	0
Ppp2cb	135.000000	405	0	0	0
Dnajc1	135.000000	405	0	0	0
Zfp944	134.666667	404	0	0	0
Zfp758	134.666667	404	0	0	0
Rtf1	134.666667	294	110	0	0
Pam	134.666667	404	0	0	0
Atp6v1fnb	134.666667	0	260	144	0
Atp6v1f	134.666667	0	260	144	0
Zfp54	134.333333	403	0	0	0
Vangl2	134.333333	403	0	0	0
Tmed8	134.333333	403	0	0	0
Samd15	134.333333	403	0	0	0
Pacs2	134.333333	403	0	0	0
Golm2	134.333333	403	0	0	0
Dyrk3	134.333333	184	127	92	0
Dnmt3a	134.333333	403	0	0	0
Ankzf1	134.333333	403	0	0	0
Zfp119a	134.000000	253	149	0	0
Tmed3	134.000000	0	166	236	0
Tedc1	134.000000	110	209	83	0
Srgap2	134.000000	402	0	0	0
Scd4	134.000000	402	0	0	0
Ly75	134.000000	402	0	0	0
Ldlrad4	134.000000	402	0	0	0
Frg2f1	134.000000	402	0	0	0
Foxj3	134.000000	402	0	0	0
Fam72a	134.000000	402	0	0	0
Dnah2	134.000000	402	0	0	0
Crip1	134.000000	110	209	83	0
Cc2d1b	134.000000	229	173	0	0
Syt11	133.666667	0	275	126	0
Cbr3	133.666667	135	0	266	0
Slc7a8	133.333333	400	0	0	0
Ppa1	133.333333	0	249	151	0
Ogfr	133.333333	400	0	0	0
Ifrd2	133.333333	400	0	0	0
Tns3	133.000000	399	0	0	0
Ptp4a1	133.000000	399	0	0	0
Prmt5	133.000000	399	0	0	0
Nnt	133.000000	399	0	0	0
Usp12	132.666667	398	0	0	0
Thoc3	132.666667	153	245	0	0
Stambp	132.666667	398	0	0	0
Setx	132.666667	398	0	0	0
Rad23b	132.666667	0	242	156	0
Myl12b	132.666667	398	0	0	0
Mars2	132.666667	193	205	0	0
Crkl	132.666667	398	0	0	0
Arfip1	132.666667	398	0	0	0
2300009A05Rik	132.666667	142	256	0	0
Zmym1	132.333333	124	273	0	0
Podnl1	132.333333	397	0	0	0
Naa60	132.333333	397	0	0	0
Mmp9	132.333333	397	0	0	0
Gsdmd	132.333333	397	0	0	0
Dazap2	132.333333	397	0	0	0
Btg2	132.333333	397	0	0	0
Bnip3	132.333333	397	0	0	0
Bcor	132.333333	397	0	0	0
Tspan4	132.000000	396	0	0	0
Tmem222	132.000000	396	0	0	0
Ppp2r3a	132.000000	396	0	0	0
Polr2l	132.000000	396	0	0	0
Fgfbp3	132.000000	396	0	0	0
Fbrs	132.000000	251	145	0	0
Clec4d	132.000000	396	0	0	0
Chd9	132.000000	396	0	0	0
Apba1	132.000000	396	0	0	0
Usp43	131.666667	395	0	0	0
Ubtd1	131.666667	395	0	0	0
Srbd1	131.666667	395	0	0	0
Snx27	131.666667	395	0	0	0
Rhbdd3	131.666667	223	172	0	0
Pcgf3	131.666667	176	121	98	0
Ncoa3	131.666667	395	0	0	0
Mms19	131.666667	395	0	0	0
Gpr137	131.666667	242	153	0	0
Fxr1	131.666667	395	0	0	0
Ewsr1	131.666667	223	172	0	0
Ephb4	131.666667	395	0	0	0
Cyth4	131.666667	395	0	0	0
Bad	131.666667	242	153	0	0
Tagln2	131.333333	394	0	0	0
Serpinb9	131.333333	394	0	0	0
Rhoh	131.333333	394	0	0	0
Palb2	131.333333	0	232	162	0
Mbd1	131.333333	0	260	134	0
Lrrc1	131.333333	268	126	0	0
Eif4h	131.333333	0	234	160	0
Dock10	131.333333	394	0	0	0
Dctn5	131.333333	0	232	162	0
Cd81	131.333333	394	0	0	0
Wdr92	131.000000	393	0	0	0
Smc5	131.000000	393	0	0	0
Rnf149	131.000000	151	188	54	0
Pno1	131.000000	393	0	0	0
Eif1	131.000000	0	275	118	0
Cipc	131.000000	240	153	0	0
Cdr1	131.000000	296	97	0	0
Kcnn1	130.666667	142	250	0	0
Hoxa6	130.666667	392	0	0	0
Hoxa3	130.666667	392	0	0	0
Hmox1	130.666667	392	0	0	0
Ctbp2	130.666667	392	0	0	0
Appbp2	130.666667	392	0	0	0
Abracl	130.666667	392	0	0	0
Slu7	130.333333	0	241	150	0
Rexo1	130.333333	391	0	0	0
Pttg1ip	130.333333	159	232	0	0
Plpp6	130.333333	391	0	0	0
Park7	130.333333	0	251	140	0
Mageb3	130.333333	266	125	0	0
Cxcr3	130.333333	391	0	0	0
Ctdspl2	130.333333	266	125	0	0
Coro2a	130.333333	391	0	0	0
Arhgef7	130.333333	391	0	0	0
4430402I18Rik	130.333333	391	0	0	0
Zfp94	130.000000	156	108	126	0
Zfp617	130.000000	390	0	0	0
Vps13c	130.000000	178	212	0	0
Sdhb	130.000000	215	175	0	0
S100a11	130.000000	390	0	0	0
Rnmt	130.000000	390	0	0	0
Ptgr2	130.000000	282	108	0	0
Fam210a	130.000000	390	0	0	0
Efna3	130.000000	390	0	0	0
Cyp46a1	130.000000	390	0	0	0
Cux1	130.000000	390	0	0	0
Csf2ra	130.000000	150	0	240	0
Ccr2	130.000000	390	0	0	0
Carmil3	130.000000	390	0	0	0
Tyw3	129.666667	389	0	0	0
Tmem176b	129.666667	389	0	0	0
Tmem176a	129.666667	389	0	0	0
Sumf2	129.666667	0	302	87	0
Fcrlb	129.666667	389	0	0	0
Cryz	129.666667	389	0	0	0
Cmtr2	129.666667	252	137	0	0
Clec10a	129.666667	389	0	0	0
Aktip	129.666667	389	0	0	0
Zfp69	129.333333	388	0	0	0
Tmem43	129.333333	238	150	0	0
Pter	129.333333	388	0	0	0
Pik3c2b	129.333333	388	0	0	0
Pdcl3	129.333333	255	133	0	0
Pcnx4	129.333333	90	211	87	0
Otud7b	129.333333	388	0	0	0
Npepps	129.333333	388	0	0	0
Mrpl21	129.333333	388	0	0	0
Ighmbp2	129.333333	388	0	0	0
Chchd4	129.333333	238	150	0	0
Ccdc62	129.333333	0	276	112	0
Zcwpw1	129.000000	141	168	78	0
Rpl35	129.000000	232	155	0	0
Pkdcc	129.000000	387	0	0	0
Mepce	129.000000	141	168	78	0
Isca1	129.000000	231	156	0	0
Ilrun	129.000000	208	179	0	0
Cmtm7	129.000000	387	0	0	0
Arpc5l	129.000000	232	155	0	0
8030462N17Rik	129.000000	387	0	0	0
Ppp1r12a	128.666667	134	153	99	0
Map2k2	128.666667	0	254	132	0
Fam234a	128.666667	386	0	0	0
Eid2b	128.666667	106	280	0	0
Cmtm3	128.666667	386	0	0	0
Wbp2	128.333333	146	239	0	0
Tmem65	128.333333	197	188	0	0
Terf1	128.333333	385	0	0	0
Mcoln1	128.333333	177	208	0	0
Man2a2	128.333333	385	0	0	0
Dock7	128.333333	385	0	0	0
Wdfy2	128.000000	197	187	0	0
Ttc28	128.000000	384	0	0	0
Taf12	128.000000	384	0	0	0
Strip1	128.000000	384	0	0	0
Sox4	128.000000	384	0	0	0
Nemf	128.000000	166	218	0	0
Mat2a	128.000000	384	0	0	0
Map4k2	128.000000	384	0	0	0
Lyrm9	128.000000	253	131	0	0
Arhgap27	128.000000	384	0	0	0
Uchl5	127.666667	383	0	0	0
Trim56	127.666667	383	0	0	0
Tbc1d7	127.666667	155	228	0	0
Srpk1	127.666667	225	158	0	0
Slc9a5	127.666667	383	0	0	0
Ro60	127.666667	383	0	0	0
Pramel12	127.666667	383	0	0	0
Pfn3	127.666667	383	0	0	0
Lrch4	127.666667	383	0	0	0
Kash5	127.666667	0	237	146	0
Fhod1	127.666667	383	0	0	0
Csnk1a1	127.666667	0	202	181	0
Actr8	127.666667	383	0	0	0
Trio	127.333333	382	0	0	0
Smim7	127.333333	215	167	0	0
Shroom4	127.333333	382	0	0	0
Rad51d	127.333333	382	0	0	0
Hint1	127.333333	147	235	0	0
Fndc8	127.333333	382	0	0	0
Elf4	127.333333	382	0	0	0
Dhrs3	127.333333	382	0	0	0
Cgas	127.333333	108	185	89	0
Atxn1l	127.333333	382	0	0	0
Ap5b1	127.333333	382	0	0	0
Zfp119b	127.000000	261	120	0	0
Rida	127.000000	85	184	112	0
Pop1	127.000000	85	184	112	0
Phlpp2	127.000000	381	0	0	0
Ing1	127.000000	212	169	0	0
Hhipl1	127.000000	381	0	0	0
Cdc5l	127.000000	198	183	0	0
Xrcc2	126.666667	0	299	81	0
Spast	126.666667	200	180	0	0
Pkn2	126.666667	380	0	0	0
Mlh3	126.666667	0	279	101	0
Kremen2	126.666667	181	199	0	0
G3bp2	126.666667	111	269	0	0
Carm1	126.666667	380	0	0	0
Arf6	126.666667	254	126	0	0
Uchl3	126.333333	168	211	0	0
Txndc12	126.333333	379	0	0	0
Tial1	126.333333	379	0	0	0
Snw1	126.333333	110	155	114	0
Rab31	126.333333	379	0	0	0
Ptcd1	126.333333	83	244	52	0
Plaur	126.333333	379	0	0	0
Phax	126.333333	379	0	0	0
Nprl2	126.333333	0	379	0	0
Nmnat1	126.333333	379	0	0	0
Ndufs5	126.333333	252	127	0	0
Lzic	126.333333	379	0	0	0
Ifit2	126.333333	379	0	0	0
Exoc3l	126.333333	379	0	0	0
E2f4	126.333333	379	0	0	0
Cyb561d2	126.333333	0	379	0	0
Cpsf4	126.333333	83	244	52	0
Btf3l4	126.333333	379	0	0	0
Aldh7a1	126.333333	379	0	0	0
Znrf1	126.000000	378	0	0	0
Srsf2	126.000000	142	236	0	0
Mri1	126.000000	214	164	0	0
Mfsd11	126.000000	142	236	0	0
Itpr3	126.000000	378	0	0	0
Ap2a1	126.000000	378	0	0	0
Tssk6	125.666667	76	197	104	0
Tmem198b	125.666667	377	0	0	0
Ptprv	125.666667	377	0	0	0
Ptpn7	125.666667	377	0	0	0
Otud5	125.666667	377	0	0	0
Ndufa13	125.666667	76	197	104	0
Kansl3	125.666667	266	111	0	0
Fer1l5	125.666667	266	111	0	0
Dnajc14	125.666667	377	0	0	0
Degs1	125.666667	377	0	0	0
Plekha8	125.333333	169	207	0	0
Nmnat3	125.333333	376	0	0	0
Klf10	125.333333	376	0	0	0
Fkbp14	125.333333	169	207	0	0
Sptan1	125.000000	375	0	0	0
Mmd	125.000000	375	0	0	0
Mgst2	125.000000	375	0	0	0
H3c15	125.000000	375	0	0	0
H3c14	125.000000	375	0	0	0
H2ac19	125.000000	375	0	0	0
H2ac18	125.000000	375	0	0	0
Arpc2	125.000000	144	231	0	0
Zfp984	124.666667	374	0	0	0
Wdr83os	124.666667	374	0	0	0
Wdr83	124.666667	374	0	0	0
Srgap3	124.666667	374	0	0	0
Skap2	124.666667	374	0	0	0
Sav1	124.666667	374	0	0	0
Pou6f1	124.666667	374	0	0	0
Man2b1	124.666667	374	0	0	0
Grcc10	124.666667	374	0	0	0
Dap	124.666667	0	274	100	0
Btrc	124.666667	190	184	0	0
Anln	124.666667	162	212	0	0
Utp4	124.333333	373	0	0	0
Ube4b	124.333333	373	0	0	0
Tbk1	124.333333	146	227	0	0
Pan2	124.333333	373	0	0	0
Oxsm	124.333333	140	233	0	0
Il17re	124.333333	373	0	0	0
Gpr155	124.333333	373	0	0	0
F11r	124.333333	373	0	0	0
Derpc	124.333333	373	0	0	0
Chtf8	124.333333	373	0	0	0
Tma7-ps	124.000000	372	0	0	0
Rnf113a2	124.000000	0	188	184	0
Mis18bp1	124.000000	372	0	0	0
Ifnz	124.000000	372	0	0	0
Gm13290	124.000000	372	0	0	0
Gm13289	124.000000	372	0	0	0
Gm13285	124.000000	372	0	0	0
Gm13272	124.000000	372	0	0	0
Atg10	124.000000	212	160	0	0
Togaram1	123.666667	371	0	0	0
Taf13	123.666667	92	218	61	0
Nedd8	123.666667	371	0	0	0
Klhl28	123.666667	371	0	0	0
Gmpr2	123.666667	371	0	0	0
Gm3173	123.666667	371	0	0	0
Zfp866	123.333333	0	226	144	0
Tmem18	123.333333	370	0	0	0
Tlr4	123.333333	370	0	0	0
Tigd2	123.333333	77	193	100	0
Sema4d	123.333333	370	0	0	0
Nfu1	123.333333	370	0	0	0
Kat6b	123.333333	370	0	0	0
Tnf	123.000000	369	0	0	0
Rtkn	123.000000	192	0	177	0
Rbms2	123.000000	369	0	0	0
Polr2j	123.000000	0	243	126	0
Mylk	123.000000	369	0	0	0
Lta	123.000000	369	0	0	0
Erdr1	123.000000	369	0	0	0
Ctdsp2	123.000000	369	0	0	0
Cd276	123.000000	369	0	0	0
Atg14	123.000000	369	0	0	0
Ubl5	122.666667	368	0	0	0
Tm2d2	122.666667	368	0	0	0
Tbca	122.666667	123	245	0	0
Rad54b	122.666667	0	257	111	0
Lmo2	122.666667	368	0	0	0
Fbxl12	122.666667	368	0	0	0
Adam9	122.666667	368	0	0	0
Xpa	122.333333	0	250	117	0
Sfpq	122.333333	0	243	124	0
Scamp2	122.333333	367	0	0	0
Dpy30	122.333333	250	117	0	0
Cnih1	122.333333	0	250	117	0
Calm4	122.333333	367	0	0	0
Zfp213	122.000000	248	118	0	0
Ttf2	122.000000	366	0	0	0
Tbc1d15	122.000000	0	291	75	0
Suz12	122.000000	366	0	0	0
Slc35f5	122.000000	366	0	0	0
Pccb	122.000000	123	180	63	0
Nkx1-1	122.000000	366	0	0	0
Gabpa	122.000000	366	0	0	0
Fbxw4	122.000000	366	0	0	0
Cbarp	122.000000	0	198	168	0
Atp5j	122.000000	366	0	0	0
Atp5d	122.000000	0	198	168	0
Ptpn3	121.666667	365	0	0	0
Pet117	121.666667	365	0	0	0
Kat14	121.666667	365	0	0	0
Il4ra	121.666667	365	0	0	0
Gtse1	121.666667	365	0	0	0
Gm29733	121.666667	365	0	0	0
Abhd10	121.666667	0	256	109	0
Spats2	121.333333	364	0	0	0
Slc25a19	121.333333	364	0	0	0
Pstk	121.333333	0	364	0	0
Nlrp3	121.333333	364	0	0	0
Itm2b	121.333333	364	0	0	0
Gm13288	121.333333	364	0	0	0
Gm13287	121.333333	364	0	0	0
Exosc8	121.333333	0	276	88	0
E2f3	121.333333	364	0	0	0
Dyrk1a	121.333333	364	0	0	0
Ccn6	121.333333	364	0	0	0
Atxn7l1	121.333333	364	0	0	0
Alg5	121.333333	0	276	88	0
Tor4a	121.000000	363	0	0	0
Tnp2	121.000000	363	0	0	0
Socs1	121.000000	363	0	0	0
Rad54l	121.000000	363	0	0	0
Prm3	121.000000	363	0	0	0
Nod2	121.000000	363	0	0	0
Fbxo11	121.000000	363	0	0	0
Fasn	121.000000	363	0	0	0
Calr	121.000000	363	0	0	0
Adamts10	121.000000	363	0	0	0
Ywhah	120.666667	0	254	108	0
Stk35	120.666667	362	0	0	0
Smim10l1	120.666667	362	0	0	0
Sesn2	120.666667	362	0	0	0
Elovl3	120.666667	362	0	0	0
Atf7	120.666667	362	0	0	0
Ankrd40	120.666667	362	0	0	0
Vps35l	120.333333	361	0	0	0
Stk3	120.333333	361	0	0	0
Spr	120.333333	361	0	0	0
Slc52a3	120.333333	361	0	0	0
Psap	120.333333	159	202	0	0
Inpp1	120.333333	361	0	0	0
Gsto1	120.333333	361	0	0	0
Cuedc2	120.333333	361	0	0	0
Cltb	120.333333	361	0	0	0
C1ra	120.333333	361	0	0	0
Zfp472	120.000000	360	0	0	0
Tubd1	120.000000	0	235	125	0
Tmem211	120.000000	360	0	0	0
Sash1	120.000000	360	0	0	0
Rps6kb1	120.000000	0	235	125	0
Oas1c	120.000000	360	0	0	0
Oas1b	120.000000	360	0	0	0
Maged2	120.000000	238	122	0	0
Eif4g1	120.000000	156	204	0	0
3830406C13Rik	120.000000	360	0	0	0
Zmynd19	119.666667	0	259	100	0
Yipf1	119.666667	359	0	0	0
Wdyhv1	119.666667	359	0	0	0
Tmem14a	119.666667	185	174	0	0
Kif5b	119.666667	0	235	124	0
Trem2	119.333333	358	0	0	0
Sypl	119.333333	199	159	0	0
Sema6b	119.333333	358	0	0	0
Psd	119.333333	255	103	0	0
Ndufb8	119.333333	195	163	0	0
Il6	119.333333	358	0	0	0
Hmga2	119.333333	358	0	0	0
Hlcs	119.333333	232	126	0	0
Blmh	119.333333	358	0	0	0
Anxa11	119.333333	358	0	0	0
Angptl6	119.333333	0	232	126	0
Trim23	119.000000	87	207	63	0
Trappc13	119.000000	87	207	63	0
Tigd5	119.000000	0	249	108	0
Shld3	119.000000	87	207	63	0
Fzd5	119.000000	357	0	0	0
Eef1d	119.000000	0	249	108	0
Calu	119.000000	357	0	0	0
Zc3h14	118.666667	0	256	100	0
Ylpm1	118.666667	0	222	134	0
Ube2s	118.666667	0	224	132	0
Tmem181a	118.666667	356	0	0	0
Tm4sf19	118.666667	356	0	0	0
Pdf	118.666667	356	0	0	0
Esd	118.666667	356	0	0	0
Ermn	118.666667	356	0	0	0
Cnr2	118.666667	356	0	0	0
B3galnt2	118.666667	118	238	0	0
Tars2	118.333333	355	0	0	0
Stag1	118.333333	263	92	0	0
Pnkp	118.333333	245	110	0	0
Ncor2	118.333333	355	0	0	0
Mapk7	118.333333	0	247	108	0
Adgre5	118.333333	355	0	0	0
Usp15	118.000000	354	0	0	0
Ube2k	118.000000	220	134	0	0
Tgds	118.000000	354	0	0	0
Nrxn1	118.000000	354	0	0	0
Mrpl2	118.000000	354	0	0	0
Klc4	118.000000	354	0	0	0
Jund	118.000000	354	0	0	0
Iqcn	118.000000	354	0	0	0
Ifi204	118.000000	354	0	0	0
Gpr180	118.000000	354	0	0	0
Fth1	118.000000	354	0	0	0
Eml4	118.000000	181	173	0	0
Cul7	118.000000	354	0	0	0
Coa4	118.000000	354	0	0	0
Cd300lf	118.000000	354	0	0	0
Aldh3a2	118.000000	354	0	0	0
Zfp960	117.666667	353	0	0	0
Vav3	117.666667	353	0	0	0
Ube2i	117.666667	353	0	0	0
Pla2g12a	117.666667	178	175	0	0
Parvb	117.666667	353	0	0	0
Mapkapk5	117.666667	258	0	95	0
Lst1	117.666667	353	0	0	0
Fli1	117.666667	353	0	0	0
B3gat3	117.666667	353	0	0	0
Zswim1	117.333333	352	0	0	0
Spg11	117.333333	0	212	140	0
Spata25	117.333333	352	0	0	0
Pabpc1	117.333333	120	88	144	0
Zfp385a	117.000000	351	0	0	0
Zfp248	117.000000	200	151	0	0
Srsf4	117.000000	111	240	0	0
Faf1	117.000000	351	0	0	0
Apobec4	117.000000	351	0	0	0
Tjap1	116.666667	350	0	0	0
Nudt5	116.666667	350	0	0	0
Naa80	116.666667	350	0	0	0
Hyal3	116.666667	350	0	0	0
Hyal1	116.666667	350	0	0	0
Foxo4	116.666667	350	0	0	0
Cpd	116.666667	350	0	0	0
Cdc123	116.666667	350	0	0	0
Brap	116.666667	0	178	172	0
Ankle1	116.666667	205	145	0	0
Acad10	116.666667	0	178	172	0
Pcbp2	116.333333	349	0	0	0
Hsd17b11	116.333333	349	0	0	0
Fam160b1	116.333333	349	0	0	0
Egfl7	116.333333	349	0	0	0
Zhx2	116.000000	348	0	0	0
Wdr18	116.000000	0	263	85	0
Slc35e4	116.000000	348	0	0	0
Lsm8	116.000000	348	0	0	0
Klf9	116.000000	348	0	0	0
Gsr	116.000000	348	0	0	0
Golim4	116.000000	348	0	0	0
Ccdc110	116.000000	348	0	0	0
Becn1	116.000000	348	0	0	0
Alas1	116.000000	0	348	0	0
Tram2	115.666667	347	0	0	0
Slc32a1	115.666667	347	0	0	0
Sgf29	115.666667	0	246	101	0
Ppp1r18	115.666667	347	0	0	0
Pkd2l1	115.666667	347	0	0	0
Pbx2	115.666667	235	112	0	0
Nsfl1c	115.666667	347	0	0	0
Ncbp3	115.666667	347	0	0	0
Gpsm3	115.666667	235	112	0	0
Gipc1	115.666667	347	0	0	0
Foxp1	115.666667	347	0	0	0
Emb	115.666667	347	0	0	0
Catip	115.666667	347	0	0	0
Brf1	115.666667	347	0	0	0
Ap2s1	115.666667	347	0	0	0
Aff4	115.666667	347	0	0	0
Zfp160	115.333333	346	0	0	0
Rabggtb	115.333333	0	207	139	0
Pmm1	115.333333	177	106	63	0
Nus1	115.333333	346	0	0	0
Mpzl1	115.333333	346	0	0	0
Exoc5	115.333333	346	0	0	0
Asah1	115.333333	346	0	0	0
Ap5m1	115.333333	346	0	0	0
1700067K01Rik	115.333333	202	144	0	0
Trim69	115.000000	345	0	0	0
Plekhg1	115.000000	345	0	0	0
Pear1	115.000000	345	0	0	0
Pdik1l	115.000000	86	259	0	0
Avpi1	115.000000	345	0	0	0
Akr1b10	115.000000	345	0	0	0
Zfp747	114.666667	344	0	0	0
Slc24a3	114.666667	344	0	0	0
Slc22a15	114.666667	344	0	0	0
Prpf38a	114.666667	344	0	0	0
Orc1	114.666667	344	0	0	0
Myc	114.666667	344	0	0	0
Hspa12a	114.666667	0	168	176	0
Ghr	114.666667	344	0	0	0
Ggact	114.666667	344	0	0	0
Eno4	114.666667	0	168	176	0
Ccdc112	114.666667	344	0	0	0
Prr14	114.333333	343	0	0	0
Ppp3cc	114.333333	115	228	0	0
Pde4a	114.333333	343	0	0	0
Patz1	114.333333	231	112	0	0
Cln5	114.333333	220	123	0	0
Clec5a	114.333333	343	0	0	0
Cep70	114.333333	343	0	0	0
Cdc16	114.333333	343	0	0	0
Zfp598	114.000000	342	0	0	0
Stard7	114.000000	0	237	105	0
Sertad1	114.000000	342	0	0	0
Qsox1	114.000000	342	0	0	0
Nfix	114.000000	342	0	0	0
Entpd6	114.000000	134	208	0	0
Wdfy3	113.666667	341	0	0	0
Srek1	113.666667	341	0	0	0
Rdh19	113.666667	341	0	0	0
Nqo2	113.666667	341	0	0	0
Krit1	113.666667	341	0	0	0
Klf1	113.666667	202	0	139	0
Cdk18	113.666667	341	0	0	0
Ankib1	113.666667	341	0	0	0
Ank	113.666667	341	0	0	0
Xpo7	113.333333	255	85	0	0
Taf6l	113.333333	340	0	0	0
Rcc1l	113.333333	340	0	0	0
Mfsd12	113.333333	340	0	0	0
Alox5ap	113.333333	340	0	0	0
Adnp2	113.333333	340	0	0	0
2610001J05Rik	113.333333	340	0	0	0
Tmem208	113.000000	339	0	0	0
Tdrd7	113.000000	239	0	100	0
Slc34a3	113.000000	339	0	0	0
Rnf224	113.000000	339	0	0	0
Rcc1	113.000000	223	116	0	0
Rac1	113.000000	339	0	0	0
Rab3ip	113.000000	188	151	0	0
Ms4a3	113.000000	339	0	0	0
Lrrc29	113.000000	339	0	0	0
Klri1	113.000000	339	0	0	0
Epb41l2	113.000000	339	0	0	0
Dynlt1b	113.000000	339	0	0	0
Cers2	113.000000	339	0	0	0
Capg	113.000000	339	0	0	0
Armc12	113.000000	339	0	0	0
Anxa9	113.000000	339	0	0	0
Zfp7	112.666667	338	0	0	0
Wdhd1	112.666667	0	338	0	0
Tnpo1	112.666667	338	0	0	0
Socs4	112.666667	0	338	0	0
Rrp7a	112.666667	338	0	0	0
Pomk	112.666667	338	0	0	0
Lrmp	112.666667	338	0	0	0
Cstf1	112.666667	191	147	0	0
Aurka	112.666667	191	147	0	0
Actn1	112.666667	338	0	0	0
A630001G21Rik	112.666667	338	0	0	0
Trim30a	112.333333	337	0	0	0
Tnik	112.333333	160	177	0	0
Tfpt	112.333333	337	0	0	0
Ptp4a2	112.333333	337	0	0	0
Prpf31	112.333333	337	0	0	0
Luc7l	112.333333	337	0	0	0
Fbxo8	112.333333	337	0	0	0
Clec11a	112.333333	243	94	0	0
Cep44	112.333333	337	0	0	0
Ada	112.333333	337	0	0	0
Timm13	112.000000	0	199	137	0
Taf1a	112.000000	0	216	120	0
Stat5b	112.000000	199	137	0	0
Slc35b3	112.000000	0	210	126	0
Ppp1r35	112.000000	336	0	0	0
Cd300a	112.000000	336	0	0	0
Ccdc69	112.000000	336	0	0	0
Atp7a	112.000000	336	0	0	0
Atg4d	112.000000	204	132	0	0
Arap1	112.000000	336	0	0	0
Zfp994	111.666667	335	0	0	0
Tnpo3	111.666667	335	0	0	0
Tmem88	111.666667	74	186	75	0
Smurf1	111.666667	240	95	0	0
Smarcc1	111.666667	113	222	0	0
Rpsa	111.666667	0	226	109	0
Mthfsd	111.666667	0	224	111	0
Dbndd2	111.666667	335	0	0	0
Cstdc2	111.666667	335	0	0	0
Cdcp2	111.666667	335	0	0	0
Arhgap18	111.666667	335	0	0	0
Tyw1	111.333333	334	0	0	0
Trerf1	111.333333	334	0	0	0
Tmx2	111.333333	334	0	0	0
Sbds	111.333333	334	0	0	0
Plscr3	111.333333	168	166	0	0
Odf4	111.333333	334	0	0	0
Mthfsl	111.333333	0	196	138	0
Mllt3	111.333333	203	131	0	0
Med19	111.333333	334	0	0	0
Fxn	111.333333	334	0	0	0
Ankrd37	111.333333	221	113	0	0
Zzz3	111.000000	333	0	0	0
Traf7	111.000000	333	0	0	0
Rnaseh2a	111.000000	333	0	0	0
Ptpa	111.000000	139	194	0	0
Prdx2	111.000000	333	0	0	0
Pdrg1	111.000000	0	264	69	0
Eef1a1	111.000000	333	0	0	0
Ctf1	111.000000	333	0	0	0
Cstl1	111.000000	333	0	0	0
Crat	111.000000	139	194	0	0
Cdkn1a	111.000000	333	0	0	0
Ccdc194	111.000000	0	209	124	0
Bcl7c	111.000000	333	0	0	0
