Target_genes	Ikzf2|Average	SRX8167498|HPC-7	SRX1241149|Treg	SRX1241152|Treg	STRING
Tomm20	64.000000	0	192	0	0
Tnfaip3	64.000000	192	0	0	0
Tmpo	64.000000	192	0	0	0
Tmem151b	64.000000	192	0	0	0
Setd1a	64.000000	192	0	0	0
Ropn1l	64.000000	0	192	0	0
Rab13	64.000000	192	0	0	0
Prrg1	64.000000	192	0	0	0
Pik3c3	64.000000	192	0	0	0
Nfkbie	64.000000	192	0	0	0
Mtx2	64.000000	192	0	0	0
Lclat1	64.000000	192	0	0	0
Laptm4a	64.000000	0	192	0	0
Gnb4	64.000000	192	0	0	0
Gm13279	64.000000	192	0	0	0
Gm13275	64.000000	192	0	0	0
Elane	64.000000	192	0	0	0
Dcbld1	64.000000	192	0	0	0
Chd1	64.000000	192	0	0	0
Cenpi	64.000000	0	192	0	0
Bmpr2	64.000000	192	0	0	0
Adgrl1	64.000000	192	0	0	0
Zfp1	63.666667	191	0	0	0
Uck2	63.666667	191	0	0	0
Tle2	63.666667	191	0	0	0
Tfdp2	63.666667	191	0	0	0
Stard6	63.666667	191	0	0	0
St6galnac5	63.666667	191	0	0	0
Slc30a6	63.666667	191	0	0	0
Nr6a1	63.666667	191	0	0	0
Ino80e	63.666667	0	191	0	0
Hsp90ab1	63.666667	191	0	0	0
Hirip3	63.666667	0	191	0	0
Ercc6l	63.666667	191	0	0	0
Ercc2	63.666667	0	191	0	0
Eif3e	63.666667	0	191	0	0
Def6	63.666667	191	0	0	0
Cd302	63.666667	191	0	0	0
Capn15	63.666667	191	0	0	0
Brwd1	63.666667	191	0	0	0
Arfgef3	63.666667	191	0	0	0
Adprh	63.666667	191	0	0	0
Ablim1	63.666667	191	0	0	0
4930503L19Rik	63.666667	191	0	0	0
Zmynd12	63.333333	190	0	0	0
Tmem37	63.333333	190	0	0	0
Tep1	63.333333	190	0	0	0
Stxbp3	63.333333	190	0	0	0
Smagp	63.333333	190	0	0	0
Ppcs	63.333333	190	0	0	0
Pkp4	63.333333	190	0	0	0
Nufip2	63.333333	190	0	0	0
Nudt19	63.333333	0	190	0	0
Itpr1	63.333333	190	0	0	0
Ier3ip1	63.333333	190	0	0	0
Fam214a	63.333333	190	0	0	0
Eif1ad	63.333333	190	0	0	0
Dyrk2	63.333333	190	0	0	0
Dym	63.333333	190	0	0	0
Dusp1	63.333333	190	0	0	0
Dhx35	63.333333	190	0	0	0
Ccdc148	63.333333	190	0	0	0
Carns1	63.333333	190	0	0	0
Banf1	63.333333	190	0	0	0
Arhgap31	63.333333	190	0	0	0
Wdr45	63.000000	189	0	0	0
Tubgcp3	63.000000	189	0	0	0
Ttc41	63.000000	189	0	0	0
Tomm40l	63.000000	189	0	0	0
Tnfaip8	63.000000	189	0	0	0
Pym1	63.000000	189	0	0	0
Psip1	63.000000	189	0	0	0
Plekhb1	63.000000	189	0	0	0
Kcnip1	63.000000	189	0	0	0
Hsp90b1	63.000000	189	0	0	0
Eef1akmt4-ece2	63.000000	189	0	0	0
Eef1akmt4	63.000000	189	0	0	0
Dnm2	63.000000	189	0	0	0
Dgka	63.000000	189	0	0	0
Cutc	63.000000	189	0	0	0
Cox15	63.000000	189	0	0	0
Cited2	63.000000	189	0	0	0
Arap3	63.000000	189	0	0	0
Apoa2	63.000000	189	0	0	0
Ankrd10	63.000000	189	0	0	0
Alg3	63.000000	189	0	0	0
Stap1	62.666667	188	0	0	0
Smco4	62.666667	188	0	0	0
Pop5	62.666667	81	107	0	0
Plekhm1	62.666667	188	0	0	0
Nrde2	62.666667	188	0	0	0
Npm1	62.666667	0	188	0	0
Neil1	62.666667	188	0	0	0
Nbr1	62.666667	188	0	0	0
Lrrc57	62.666667	188	0	0	0
Limd2	62.666667	188	0	0	0
Kcnh2	62.666667	0	188	0	0
Haus2	62.666667	188	0	0	0
Glyctk	62.666667	188	0	0	0
Ctnna3	62.666667	0	188	0	0
Cic	62.666667	188	0	0	0
Cenpc1	62.666667	188	0	0	0
Cd34	62.666667	188	0	0	0
Carmil1	62.666667	188	0	0	0
Brca1	62.666667	188	0	0	0
Zdhhc15	62.333333	187	0	0	0
Tmem175	62.333333	0	100	87	0
Tkfc	62.333333	187	0	0	0
Tet2	62.333333	187	0	0	0
Tcte3	62.333333	187	0	0	0
Sod2	62.333333	187	0	0	0
Sla2	62.333333	187	0	0	0
Rars2	62.333333	0	187	0	0
Pfkfb1	62.333333	187	0	0	0
Otx1	62.333333	187	0	0	0
Orc3	62.333333	0	187	0	0
Olfr110	62.333333	187	0	0	0
Ndufaf4	62.333333	0	187	0	0
Mybl2	62.333333	187	0	0	0
Mr1	62.333333	187	0	0	0
Ltb	62.333333	187	0	0	0
Kdm8	62.333333	0	110	77	0
Hcn3	62.333333	187	0	0	0
Gak	62.333333	0	100	87	0
Fbxl22	62.333333	0	187	0	0
Ermard	62.333333	187	0	0	0
Ephb6	62.333333	187	0	0	0
Dpy19l1	62.333333	187	0	0	0
Dpp3	62.333333	187	0	0	0
Denr	62.333333	101	0	86	0
Ddb1	62.333333	187	0	0	0
Ccdc9b	62.333333	187	0	0	0
Arih1	62.333333	187	0	0	0
Apex2	62.333333	187	0	0	0
Abcf2	62.333333	187	0	0	0
Aadacl2fm1	62.333333	187	0	0	0
Zbtb49	62.000000	0	186	0	0
Wdr35	62.000000	0	186	0	0
Uros	62.000000	0	186	0	0
Secisbp2l	62.000000	186	0	0	0
Sec61b	62.000000	0	186	0	0
Rit1	62.000000	186	0	0	0
Rbm43	62.000000	186	0	0	0
R3hcc1	62.000000	186	0	0	0
Peak1	62.000000	186	0	0	0
Nutm1	62.000000	186	0	0	0
Lyar	62.000000	0	186	0	0
Hmg20a	62.000000	186	0	0	0
Hap1	62.000000	186	0	0	0
Gm13286	62.000000	186	0	0	0
Fra10ac1	62.000000	186	0	0	0
Dhrs7b	62.000000	186	0	0	0
Defb48	62.000000	186	0	0	0
Defb42	62.000000	186	0	0	0
Coq10b	62.000000	186	0	0	0
Cebpb	62.000000	186	0	0	0
Bccip	62.000000	0	186	0	0
Alg2	62.000000	0	186	0	0
Adgra3	62.000000	186	0	0	0
Zfp622	61.666667	185	0	0	0
Zfp109	61.666667	185	0	0	0
Tuba8	61.666667	185	0	0	0
Smim40	61.666667	185	0	0	0
Slc25a11	61.666667	185	0	0	0
Sft2d2	61.666667	185	0	0	0
Rnf167	61.666667	185	0	0	0
Prnp	61.666667	185	0	0	0
Prn	61.666667	185	0	0	0
Polr2m	61.666667	185	0	0	0
Pik3cd	61.666667	185	0	0	0
Pggt1b	61.666667	185	0	0	0
Ntng2	61.666667	185	0	0	0
Nek6	61.666667	185	0	0	0
Lif	61.666667	185	0	0	0
Itga2	61.666667	185	0	0	0
Ino80	61.666667	185	0	0	0
Hspa8	61.666667	0	124	61	0
Gnptab	61.666667	185	0	0	0
Gng10	61.666667	185	0	0	0
Fyn	61.666667	185	0	0	0
Esyt2	61.666667	185	0	0	0
Dhrs7	61.666667	185	0	0	0
Dclre1b	61.666667	185	0	0	0
Daxx	61.666667	185	0	0	0
Cfap53	61.666667	185	0	0	0
Ccdc130	61.666667	0	185	0	0
Canx	61.666667	185	0	0	0
Calr3	61.666667	185	0	0	0
Atp1a1	61.666667	185	0	0	0
Arfgef2	61.666667	185	0	0	0
Ap4b1	61.666667	185	0	0	0
Anxa7	61.666667	185	0	0	0
Ankhd1	61.666667	185	0	0	0
Zpld2	61.333333	184	0	0	0
Vgf	61.333333	184	0	0	0
Usp54	61.333333	184	0	0	0
Ttc30b	61.333333	184	0	0	0
Tbc1d23	61.333333	184	0	0	0
Ssbp1	61.333333	184	0	0	0
Sema4c	61.333333	184	0	0	0
Rnls	61.333333	184	0	0	0
Pspc1	61.333333	0	184	0	0
Ppid	61.333333	184	0	0	0
Nckap5l	61.333333	184	0	0	0
Meis1	61.333333	184	0	0	0
Lbp	61.333333	184	0	0	0
Larp1b	61.333333	184	0	0	0
Kifc5b	61.333333	83	101	0	0
Kif21b	61.333333	184	0	0	0
Il23a	61.333333	184	0	0	0
Fbxo32	61.333333	184	0	0	0
Chst12	61.333333	184	0	0	0
Cdh24	61.333333	184	0	0	0
C87436	61.333333	184	0	0	0
Actg2	61.333333	184	0	0	0
Zfp788	61.000000	183	0	0	0
Zdhhc7	61.000000	183	0	0	0
Zc3h6	61.000000	183	0	0	0
Xylb	61.000000	183	0	0	0
Tob2	61.000000	183	0	0	0
St14	61.000000	183	0	0	0
Slc4a7	61.000000	183	0	0	0
Slc25a25	61.000000	183	0	0	0
Slc12a2	61.000000	183	0	0	0
Rpa2	61.000000	183	0	0	0
Rabep1	61.000000	0	183	0	0
Prdm15	61.000000	183	0	0	0
Nxf1	61.000000	0	73	110	0
Msantd4	61.000000	183	0	0	0
Mark3	61.000000	183	0	0	0
Lss	61.000000	0	183	0	0
Lgmn	61.000000	71	0	112	0
Klf7	61.000000	183	0	0	0
Jade1	61.000000	183	0	0	0
Irak3	61.000000	183	0	0	0
Gtpbp3	61.000000	183	0	0	0
Fez2	61.000000	183	0	0	0
Ctdsp1	61.000000	183	0	0	0
Cep72	61.000000	183	0	0	0
Cebpzos	61.000000	183	0	0	0
Atoh8	61.000000	183	0	0	0
Ano8	61.000000	183	0	0	0
Adpgk	61.000000	183	0	0	0
Adarb1	61.000000	183	0	0	0
Zfp87	60.666667	182	0	0	0
Zfp729a	60.666667	182	0	0	0
Trim16	60.666667	182	0	0	0
T2	60.666667	182	0	0	0
Srpk2	60.666667	182	0	0	0
Smarca2	60.666667	182	0	0	0
Slc41a1	60.666667	182	0	0	0
Slc2a3	60.666667	182	0	0	0
Sap30	60.666667	182	0	0	0
Rnpep	60.666667	182	0	0	0
Rell2	60.666667	182	0	0	0
Pus7l	60.666667	182	0	0	0
Pde4b	60.666667	182	0	0	0
Pam16	60.666667	0	182	0	0
Olfm5	60.666667	182	0	0	0
Npr1	60.666667	182	0	0	0
Mnat1	60.666667	182	0	0	0
Milr1	60.666667	182	0	0	0
Jrkl	60.666667	182	0	0	0
Irak4	60.666667	182	0	0	0
Ifne	60.666667	182	0	0	0
Hdac3	60.666667	182	0	0	0
Dntt	60.666667	182	0	0	0
Cnpy2	60.666667	182	0	0	0
Clspn	60.666667	182	0	0	0
Cd33	60.666667	182	0	0	0
Ccdc82	60.666667	182	0	0	0
Brinp1	60.666667	182	0	0	0
Atxn2	60.666667	182	0	0	0
Atp6v0a1	60.666667	182	0	0	0
Apold1	60.666667	98	84	0	0
Ypel5	60.333333	181	0	0	0
Vmn2r4	60.333333	0	0	181	0
Ube2q1	60.333333	181	0	0	0
Tnfaip8l2	60.333333	181	0	0	0
Tk2	60.333333	0	181	0	0
Tcp1	60.333333	181	0	0	0
Tada2a	60.333333	181	0	0	0
Sufu	60.333333	181	0	0	0
Slc38a9	60.333333	181	0	0	0
Rbm38	60.333333	181	0	0	0
Rasgef1b	60.333333	181	0	0	0
P2ry13	60.333333	181	0	0	0
Mrpl18	60.333333	181	0	0	0
Mrgpre	60.333333	181	0	0	0
Misp3	60.333333	181	0	0	0
Mapk4	60.333333	181	0	0	0
Madd	60.333333	181	0	0	0
Jun	60.333333	181	0	0	0
Hk1	60.333333	181	0	0	0
Hey2	60.333333	181	0	0	0
Gorasp2	60.333333	181	0	0	0
Gm5165	60.333333	181	0	0	0
Gm3435	60.333333	181	0	0	0
Fam83f	60.333333	181	0	0	0
Fam78a	60.333333	181	0	0	0
Fam171a2	60.333333	181	0	0	0
F13a1	60.333333	181	0	0	0
Etv6	60.333333	181	0	0	0
Ell2	60.333333	181	0	0	0
Dynlrb2	60.333333	0	181	0	0
Cklf	60.333333	0	181	0	0
Celsr3	60.333333	0	181	0	0
Actr1a	60.333333	181	0	0	0
1700008O03Rik	60.333333	181	0	0	0
Zyg11b	60.000000	180	0	0	0
Zswim9	60.000000	180	0	0	0
Zkscan6	60.000000	180	0	0	0
Sra1	60.000000	180	0	0	0
Slc25a30	60.000000	180	0	0	0
Scn3b	60.000000	180	0	0	0
Ppp1r12c	60.000000	180	0	0	0
Nip7	60.000000	180	0	0	0
Mapre2	60.000000	180	0	0	0
Lig1	60.000000	180	0	0	0
Cplx3	60.000000	180	0	0	0
Cog8	60.000000	180	0	0	0
Ccdc124	60.000000	180	0	0	0
Aoc2	60.000000	180	0	0	0
Aar2	60.000000	180	0	0	0
Zdhhc16	59.666667	0	179	0	0
Zc3h15	59.666667	0	179	0	0
Utp14b	59.666667	179	0	0	0
Unc93b1	59.666667	179	0	0	0
Thra	59.666667	179	0	0	0
Styxl1	59.666667	179	0	0	0
Stt3b	59.666667	0	179	0	0
Slc39a9	59.666667	179	0	0	0
Rps21	59.666667	179	0	0	0
Prdx1	59.666667	179	0	0	0
Poli	59.666667	179	0	0	0
Pdlim2	59.666667	179	0	0	0
Pag1	59.666667	0	179	0	0
Oxct1	59.666667	179	0	0	0
Ndufaf3	59.666667	179	0	0	0
Mrgprh	59.666667	179	0	0	0
Mdh2	59.666667	179	0	0	0
Limk1	59.666667	179	0	0	0
Limd1	59.666667	179	0	0	0
Klra6	59.666667	179	0	0	0
Klra19	59.666667	179	0	0	0
Kdm2a	59.666667	0	179	0	0
Il1b	59.666667	179	0	0	0
Hsdl2	59.666667	0	179	0	0
Gdpgp1	59.666667	179	0	0	0
Fam91a1	59.666667	179	0	0	0
Exosc1	59.666667	0	179	0	0
Erh	59.666667	179	0	0	0
Dnajb6	59.666667	179	0	0	0
Dalrd3	59.666667	179	0	0	0
Ctu1	59.666667	179	0	0	0
Cib1	59.666667	179	0	0	0
Btbd1	59.666667	179	0	0	0
Arhgap11a	59.666667	179	0	0	0
Acsl3	59.666667	179	0	0	0
Twf1	59.333333	178	0	0	0
Tma16	59.333333	178	0	0	0
Sptbn4	59.333333	178	0	0	0
Smpdl3b	59.333333	178	0	0	0
Slc44a2	59.333333	178	0	0	0
Slc31a2	59.333333	178	0	0	0
Slc29a1	59.333333	178	0	0	0
Serpinb10	59.333333	178	0	0	0
Prdx6	59.333333	178	0	0	0
Phgdh	59.333333	178	0	0	0
Pgap6	59.333333	178	0	0	0
Pea15a	59.333333	178	0	0	0
Nyap1	59.333333	178	0	0	0
Nutf2	59.333333	178	0	0	0
Mymx	59.333333	178	0	0	0
Mxd1	59.333333	178	0	0	0
Micu1	59.333333	178	0	0	0
Lsp1	59.333333	178	0	0	0
Hic1	59.333333	178	0	0	0
Gtf2b	59.333333	178	0	0	0
Cyld	59.333333	178	0	0	0
Creb1	59.333333	178	0	0	0
Cgrrf1	59.333333	178	0	0	0
Blvrb	59.333333	178	0	0	0
Abi1	59.333333	178	0	0	0
Top2b	59.000000	177	0	0	0
Slc38a7	59.000000	177	0	0	0
Scarb1	59.000000	177	0	0	0
Rrp36	59.000000	177	0	0	0
Ppig	59.000000	177	0	0	0
Plcl2	59.000000	177	0	0	0
Pde9a	59.000000	177	0	0	0
Parp1	59.000000	177	0	0	0
Nrbp1	59.000000	177	0	0	0
Ninj2	59.000000	177	0	0	0
Ndufaf7	59.000000	177	0	0	0
Mon1b	59.000000	177	0	0	0
Ints8	59.000000	177	0	0	0
Hadh	59.000000	177	0	0	0
H3c6	59.000000	177	0	0	0
Gapvd1	59.000000	0	114	63	0
Fnbp1l	59.000000	177	0	0	0
Efcc1	59.000000	177	0	0	0
Dvl1	59.000000	0	177	0	0
Dusp10	59.000000	177	0	0	0
Ddx42	59.000000	0	177	0	0
Cul3	59.000000	177	0	0	0
Ctla2b	59.000000	177	0	0	0
Cnot3	59.000000	177	0	0	0
Cebpz	59.000000	177	0	0	0
Cdkn2aipnl	59.000000	177	0	0	0
Ccdc47	59.000000	0	177	0	0
Ccdc167	59.000000	0	177	0	0
1700056E22Rik	59.000000	177	0	0	0
Tcea2	58.666667	176	0	0	0
Sost	58.666667	176	0	0	0
Snx1	58.666667	176	0	0	0
Smad2	58.666667	176	0	0	0
Satb2	58.666667	176	0	0	0
Rcan1	58.666667	176	0	0	0
Rab27a	58.666667	176	0	0	0
Pip4k2a	58.666667	176	0	0	0
Pdss2	58.666667	176	0	0	0
Nol3	58.666667	176	0	0	0
Ndufs2	58.666667	176	0	0	0
Mpdu1	58.666667	0	176	0	0
Metrn	58.666667	176	0	0	0
Iffo1	58.666667	176	0	0	0
H2-Eb2	58.666667	176	0	0	0
Gtf3c2	58.666667	176	0	0	0
Ctcf	58.666667	176	0	0	0
Ciao2a	58.666667	176	0	0	0
Ccn1	58.666667	176	0	0	0
Bicdl1	58.666667	176	0	0	0
Atg7	58.666667	176	0	0	0
Ap1m1	58.666667	176	0	0	0
Agap2	58.666667	176	0	0	0
Adamts4	58.666667	176	0	0	0
Ythdf1	58.333333	0	175	0	0
Trpc7	58.333333	175	0	0	0
Tmed5	58.333333	175	0	0	0
Tead2	58.333333	175	0	0	0
Spice1	58.333333	175	0	0	0
Scrt1	58.333333	175	0	0	0
Rnf113a1	58.333333	175	0	0	0
Rbms1	58.333333	175	0	0	0
Ppm1n	58.333333	175	0	0	0
Olfr524	58.333333	175	0	0	0
Ndufa1	58.333333	175	0	0	0
Mre11a	58.333333	175	0	0	0
Jpt2	58.333333	175	0	0	0
Inpp5d	58.333333	175	0	0	0
Glg1	58.333333	175	0	0	0
Fgf6	58.333333	175	0	0	0
Fam185a	58.333333	175	0	0	0
Crip2	58.333333	175	0	0	0
Ccdc18	58.333333	175	0	0	0
Ccdc146	58.333333	175	0	0	0
Ankrd49	58.333333	175	0	0	0
Ankrd13c	58.333333	175	0	0	0
Usp19	58.000000	174	0	0	0
Uap1	58.000000	174	0	0	0
Ttc8	58.000000	174	0	0	0
Szrd1	58.000000	0	174	0	0
Slc35a4	58.000000	0	174	0	0
Slc2a8	58.000000	174	0	0	0
Slc17a5	58.000000	174	0	0	0
Ski	58.000000	174	0	0	0
Setd6	58.000000	0	174	0	0
Serhl	58.000000	174	0	0	0
Sema3b	58.000000	174	0	0	0
Scaf8	58.000000	174	0	0	0
Sall2	58.000000	174	0	0	0
Rpl22	58.000000	0	174	0	0
Rfc3	58.000000	174	0	0	0
Psen2	58.000000	174	0	0	0
Polr3gl	58.000000	174	0	0	0
Mvb12b	58.000000	174	0	0	0
Mtf2	58.000000	174	0	0	0
Mmgt2	58.000000	174	0	0	0
Manbal	58.000000	174	0	0	0
Lrrc75a	58.000000	174	0	0	0
Lipt1	58.000000	174	0	0	0
Klhl12	58.000000	174	0	0	0
Il3ra	58.000000	174	0	0	0
Hipk3	58.000000	174	0	0	0
Gatd1	58.000000	0	174	0	0
Fbf1	58.000000	174	0	0	0
Eef1aknmt	58.000000	174	0	0	0
Cln3	58.000000	174	0	0	0
Cdkl2	58.000000	174	0	0	0
Cd180	58.000000	174	0	0	0
Bckdhb	58.000000	174	0	0	0
Apobr	58.000000	174	0	0	0
Apmap	58.000000	174	0	0	0
Apbb3	58.000000	0	174	0	0
Ano7	58.000000	174	0	0	0
Ankrd34a	58.000000	174	0	0	0
Acadm	58.000000	0	174	0	0
Zbtb39	57.666667	173	0	0	0
Zbed5	57.666667	173	0	0	0
Ydjc	57.666667	173	0	0	0
Wipi1	57.666667	173	0	0	0
Tsc22d3	57.666667	173	0	0	0
Spred2	57.666667	173	0	0	0
Snrnp35	57.666667	173	0	0	0
Skor1	57.666667	173	0	0	0
Sema3a	57.666667	173	0	0	0
Scamp1	57.666667	173	0	0	0
Scaf4	57.666667	173	0	0	0
Rilpl2	57.666667	173	0	0	0
Rbm48	57.666667	173	0	0	0
Rbfa	57.666667	173	0	0	0
Rab1a	57.666667	173	0	0	0
Ppp4r3a	57.666667	173	0	0	0
Polq	57.666667	173	0	0	0
Pfdn5	57.666667	173	0	0	0
Pex1	57.666667	173	0	0	0
Nedd9	57.666667	173	0	0	0
Mms22l	57.666667	173	0	0	0
Map3k14	57.666667	0	173	0	0
Lsm14b	57.666667	0	98	75	0
Lalba	57.666667	173	0	0	0
Insl6	57.666667	173	0	0	0
Gna14	57.666667	173	0	0	0
Git2	57.666667	0	173	0	0
Foxo1	57.666667	173	0	0	0
Exosc5	57.666667	0	173	0	0
Ehbp1	57.666667	173	0	0	0
Cyba	57.666667	173	0	0	0
Ccdc174	57.666667	173	0	0	0
Ccdc116	57.666667	173	0	0	0
Cacna1s	57.666667	173	0	0	0
Brd4	57.666667	173	0	0	0
Bcl11a	57.666667	173	0	0	0
Bckdha	57.666667	0	173	0	0
Ascl5	57.666667	173	0	0	0
Arhgef1	57.666667	173	0	0	0
Ankrd13a	57.666667	0	173	0	0
6330409D20Rik	57.666667	173	0	0	0
2900026A02Rik	57.666667	173	0	0	0
Yif1b	57.333333	172	0	0	0
Wwp2	57.333333	172	0	0	0
Wipf1	57.333333	172	0	0	0
Vegfb	57.333333	172	0	0	0
Tmem126a	57.333333	172	0	0	0
Tmed2	57.333333	172	0	0	0
Tada3	57.333333	172	0	0	0
Runx3	57.333333	172	0	0	0
Ppib	57.333333	0	172	0	0
Nudt4	57.333333	0	172	0	0
Mterf1b	57.333333	172	0	0	0
Lurap1	57.333333	172	0	0	0
Lta4h	57.333333	172	0	0	0
Lrrc23	57.333333	172	0	0	0
Kcnk6	57.333333	172	0	0	0
Impdh1	57.333333	172	0	0	0
Hagh	57.333333	172	0	0	0
Gtf3c5	57.333333	172	0	0	0
Fahd1	57.333333	172	0	0	0
Derl3	57.333333	172	0	0	0
Creb3l2	57.333333	172	0	0	0
Clps	57.333333	172	0	0	0
Arpc4	57.333333	172	0	0	0
Ago1	57.333333	60	112	0	0
AW146154	57.333333	172	0	0	0
Zfp790	57.000000	171	0	0	0
Ttc37	57.000000	0	171	0	0
Timm10	57.000000	171	0	0	0
Tchh	57.000000	171	0	0	0
Tasor	57.000000	171	0	0	0
Ssbp3	57.000000	171	0	0	0
Sptlc2	57.000000	171	0	0	0
Smtnl1	57.000000	171	0	0	0
Smim12	57.000000	171	0	0	0
Serpinb6a	57.000000	171	0	0	0
Rgl1	57.000000	171	0	0	0
Rbfox2	57.000000	171	0	0	0
Ralgps2	57.000000	171	0	0	0
Rac2	57.000000	171	0	0	0
Phf21b	57.000000	0	171	0	0
Parp12	57.000000	171	0	0	0
Nudt16	57.000000	171	0	0	0
Klhdc10	57.000000	171	0	0	0
Heatr5a	57.000000	171	0	0	0
Hacd2	57.000000	171	0	0	0
H3c13	57.000000	171	0	0	0
H2bc18	57.000000	171	0	0	0
Gm45337	57.000000	171	0	0	0
Gimap6	57.000000	171	0	0	0
Foxd2	57.000000	171	0	0	0
Ercc3	57.000000	171	0	0	0
Dennd2d	57.000000	171	0	0	0
Cenps	57.000000	0	171	0	0
Birc3	57.000000	171	0	0	0
Arsk	57.000000	0	171	0	0
Zmym2	56.666667	170	0	0	0
Zfp541	56.666667	170	0	0	0
Washc5	56.666667	170	0	0	0
Slc9a9	56.666667	170	0	0	0
Slc30a9	56.666667	170	0	0	0
Sgpl1	56.666667	170	0	0	0
Pi4k2b	56.666667	0	170	0	0
Nsmce2	56.666667	170	0	0	0
Nme7	56.666667	170	0	0	0
Naa50	56.666667	0	170	0	0
Mylip	56.666667	170	0	0	0
Mcfd2	56.666667	0	170	0	0
Map4k4	56.666667	170	0	0	0
Lypla1	56.666667	170	0	0	0
Lhx2	56.666667	170	0	0	0
Jup	56.666667	170	0	0	0
Jag1	56.666667	170	0	0	0
Inhba	56.666667	170	0	0	0
Golga4	56.666667	0	170	0	0
Erbin	56.666667	170	0	0	0
Csf1r	56.666667	170	0	0	0
Commd8	56.666667	170	0	0	0
Chst15	56.666667	170	0	0	0
Blzf1	56.666667	170	0	0	0
Atp6v1a	56.666667	0	170	0	0
Akt3	56.666667	170	0	0	0
Zw10	56.333333	169	0	0	0
Xpnpep1	56.333333	169	0	0	0
Trap1	56.333333	169	0	0	0
Tex45	56.333333	169	0	0	0
Tbc1d10c	56.333333	169	0	0	0
Taok3	56.333333	169	0	0	0
Taf9	56.333333	169	0	0	0
Spock2	56.333333	169	0	0	0
Smc4	56.333333	0	169	0	0
Rpusd3	56.333333	0	169	0	0
Rnf19a	56.333333	169	0	0	0
Raph1	56.333333	169	0	0	0
Rad17	56.333333	169	0	0	0
Prkdc	56.333333	0	169	0	0
Ppp1ca	56.333333	169	0	0	0
Phkg2	56.333333	169	0	0	0
Pfdn4	56.333333	169	0	0	0
Pex11g	56.333333	169	0	0	0
Mcm4	56.333333	0	169	0	0
Lime1	56.333333	169	0	0	0
Itprip	56.333333	169	0	0	0
Ints9	56.333333	169	0	0	0
Ift80	56.333333	0	169	0	0
Hmbox1	56.333333	169	0	0	0
Fyb	56.333333	169	0	0	0
Fut10	56.333333	169	0	0	0
Dynll2	56.333333	169	0	0	0
Cldn25	56.333333	169	0	0	0
Camk2n2	56.333333	169	0	0	0
Bod1l	56.333333	169	0	0	0
Atn1	56.333333	169	0	0	0
Atl2	56.333333	169	0	0	0
Aldh4a1	56.333333	169	0	0	0
Ak6	56.333333	169	0	0	0
Aifm1	56.333333	0	169	0	0
Abhd3	56.333333	169	0	0	0
1700066M21Rik	56.333333	169	0	0	0
Xkr6	56.000000	168	0	0	0
Ttc25	56.000000	168	0	0	0
Tmigd1	56.000000	168	0	0	0
Tap1	56.000000	168	0	0	0
Slc22a20	56.000000	168	0	0	0
Sgsm3	56.000000	0	168	0	0
Sgip1	56.000000	168	0	0	0
Rpl23	56.000000	168	0	0	0
Rap1gap2	56.000000	168	0	0	0
Psmb9	56.000000	168	0	0	0
Pard6a	56.000000	0	168	0	0
Nanp	56.000000	0	168	0	0
Myoz3	56.000000	0	168	0	0
Mpl	56.000000	168	0	0	0
Mettl23	56.000000	168	0	0	0
Kidins220	56.000000	168	0	0	0
H4c14	56.000000	168	0	0	0
Fosl2	56.000000	168	0	0	0
Fads1	56.000000	168	0	0	0
Commd3	56.000000	168	0	0	0
Cfc1	56.000000	168	0	0	0
C4b	56.000000	168	0	0	0
Bmi1	56.000000	168	0	0	0
Atp10d	56.000000	168	0	0	0
Amn1	56.000000	168	0	0	0
Adamts5	56.000000	168	0	0	0
Acd	56.000000	0	168	0	0
AI987944	56.000000	168	0	0	0
Zkscan8	55.666667	167	0	0	0
Zfp455	55.666667	167	0	0	0
Vmn2r102	55.666667	0	0	167	0
Sik3	55.666667	167	0	0	0
Siglecf	55.666667	167	0	0	0
Sertad2	55.666667	167	0	0	0
Sdhaf2	55.666667	167	0	0	0
Pprc1	55.666667	167	0	0	0
Pafah1b2	55.666667	167	0	0	0
Oscp1	55.666667	167	0	0	0
Orai2	55.666667	167	0	0	0
Orai1	55.666667	167	0	0	0
Mynn	55.666667	167	0	0	0
Kdelr3	55.666667	167	0	0	0
Irak2	55.666667	167	0	0	0
Gtpbp2	55.666667	167	0	0	0
F2r	55.666667	167	0	0	0
Eci1	55.666667	167	0	0	0
Dhx9	55.666667	0	167	0	0
Cpsf7	55.666667	167	0	0	0
Chd1l	55.666667	167	0	0	0
Asic4	55.666667	167	0	0	0
Actrt3	55.666667	167	0	0	0
AI182371	55.666667	167	0	0	0
1700020L24Rik	55.666667	167	0	0	0
Zfp592	55.333333	166	0	0	0
Ushbp1	55.333333	166	0	0	0
Ubl7	55.333333	166	0	0	0
Ubash3a	55.333333	166	0	0	0
Txlna	55.333333	166	0	0	0
Tbc1d2	55.333333	166	0	0	0
Smim22	55.333333	166	0	0	0
Slc35a3	55.333333	166	0	0	0
Sh3bp2	55.333333	166	0	0	0
Sdad1	55.333333	166	0	0	0
Rock2	55.333333	166	0	0	0
Nuak1	55.333333	166	0	0	0
Ncdn	55.333333	166	0	0	0
Kif17	55.333333	166	0	0	0
Hsd17b10	55.333333	166	0	0	0
Grap	55.333333	166	0	0	0
Gpr25	55.333333	166	0	0	0
Gabbr1	55.333333	166	0	0	0
Foxo3	55.333333	166	0	0	0
Flacc1	55.333333	166	0	0	0
