Target_genes	Tfcp2l1|Average	SRX9345864|ES_cells	SRX9345866|ES_cells	SRX2229890|Kidney	STRING
Ppp1r3e	178.000000	258	276	0	0
Golm1	178.000000	230	304	0	0
Gigyf1	178.000000	317	217	0	0
Spdef	177.666667	384	149	0	0
Pa2g4	177.666667	287	246	0	0
Etv6	177.666667	302	231	0	0
Zfp944	177.333333	270	262	0	0
Zfp758	177.333333	270	262	0	0
Mrpl23	177.333333	285	247	0	0
Irx2	177.333333	277	255	0	0
H2-Q4	177.333333	251	281	0	0
Adss	177.333333	343	189	0	0
Sntg2	177.000000	335	196	0	0
Nhsl1	177.000000	225	306	0	0
Akr1b10	177.000000	317	214	0	0
Tfr2	176.666667	283	247	0	0
Taf9	176.666667	375	155	0	0
Rad17	176.666667	375	155	0	0
Ptprd	176.666667	318	212	0	0
Igsf11	176.666667	237	293	0	0
Dop1b	176.666667	247	283	0	0
Btg2	176.666667	302	228	0	0
Atat1	176.666667	231	299	0	0
Ak6	176.666667	375	155	0	0
Zfp248	176.333333	384	145	0	0
Tmem178b	176.333333	384	145	0	0
Gm44805	176.333333	325	204	0	0
Gjb4	176.333333	275	254	0	0
Ccdc84	176.333333	274	255	0	0
Apoc4	176.333333	325	204	0	0
Txndc16	176.000000	259	269	0	0
Sulf1	176.000000	278	250	0	0
Slc1a3	176.000000	311	217	0	0
Pcbp1	176.000000	528	0	0	0
Hhatl	176.000000	332	196	0	0
Gpr137c	176.000000	259	269	0	0
Esyt3	176.000000	184	344	0	0
Emp3	176.000000	382	146	0	0
Dock5	176.000000	321	207	0	0
Cfhr3	176.000000	304	224	0	0
Tdg	175.666667	308	219	0	0
Slc39a9	175.666667	327	200	0	0
Mrpl33	175.666667	269	258	0	0
Erh	175.666667	327	200	0	0
Zfp664	175.333333	401	125	0	0
Zdhhc2	175.333333	242	284	0	0
Wdr31	175.333333	281	245	0	0
Tm9sf3	175.333333	289	237	0	0
Snx24	175.333333	223	303	0	0
Nr4a2	175.333333	228	298	0	0
Man1b1	175.333333	317	209	0	0
Hnrnpdl	175.333333	229	297	0	0
Foxb2	175.333333	286	240	0	0
Def8	175.333333	346	180	0	0
Ccdc92	175.333333	401	125	0	0
Rlim	175.000000	318	207	0	0
Ppat	175.000000	212	313	0	0
Paics	175.000000	212	313	0	0
AW146154	175.000000	154	371	0	0
Psmb5	174.666667	369	155	0	0
Mcoln2	174.666667	253	271	0	0
Dnajb2	174.666667	350	174	0	0
C1qtnf2	174.666667	192	332	0	0
A630095N17Rik	174.666667	350	174	0	0
Uba6	174.333333	367	156	0	0
Tk1	174.333333	204	319	0	0
Spag9	174.333333	350	173	0	0
Slc39a1	174.333333	319	204	0	0
Otp	174.333333	367	156	0	0
Osbp2	174.333333	239	284	0	0
Msantd2	174.333333	269	254	0	0
Lrrfip2	174.333333	143	380	0	0
Dhrs4	174.333333	235	288	0	0
Creb3l4	174.333333	319	204	0	0
Arl6ip1	174.333333	312	211	0	0
Zfp39	174.000000	296	226	0	0
Slc10a5	174.000000	195	327	0	0
Shisal1	174.000000	298	224	0	0
Sfta2	174.000000	260	262	0	0
Nptx1	174.000000	330	192	0	0
Mtmr14	174.000000	276	246	0	0
Impa1	174.000000	195	327	0	0
Dtnbp1	174.000000	305	217	0	0
Cobll1	174.000000	207	315	0	0
Ube2o	173.666667	326	195	0	0
Thada	173.666667	318	203	0	0
Stk32c	173.666667	230	160	131	0
Ppan	173.666667	188	333	0	0
Nfyc	173.666667	241	280	0	0
Ifnlr1	173.666667	235	286	0	0
Fndc10	173.666667	214	307	0	0
Dlx5	173.666667	353	168	0	0
Creb3l2	173.666667	257	264	0	0
Topbp1	173.333333	216	304	0	0
N4bp1	173.333333	263	257	0	0
Fbxo28	173.333333	308	212	0	0
Dexi	173.333333	214	306	0	0
Sbk1	173.000000	262	257	0	0
Prkd3	173.000000	232	287	0	0
Polr2i	173.000000	265	254	0	0
Morc1	173.000000	172	347	0	0
Mettl21a	173.000000	387	132	0	0
H60c	173.000000	355	164	0	0
Atp5b	173.000000	194	325	0	0
Nampt	172.666667	313	205	0	0
Clec16a	172.666667	212	306	0	0
Aebp2	172.666667	291	227	0	0
Slx4ip	172.333333	294	223	0	0
Ppme1	172.333333	350	167	0	0
Pld4	172.333333	303	214	0	0
Mkks	172.333333	294	223	0	0
Mdk	172.333333	336	181	0	0
Flrt1	172.333333	222	295	0	0
Dapl1	172.333333	301	216	0	0
C2cd3	172.333333	350	167	0	0
Utp4	172.000000	281	235	0	0
Nr5a1	172.000000	346	170	0	0
Lrrc23	172.000000	274	242	0	0
Derpc	172.000000	281	235	0	0
Csf2ra	172.000000	256	260	0	0
Chtf8	172.000000	281	235	0	0
Zcwpw2	171.666667	253	262	0	0
Tmem109	171.666667	147	368	0	0
Slmap	171.666667	368	147	0	0
Prr12	171.666667	256	259	0	0
Prag1	171.666667	293	222	0	0
Eno1	171.666667	287	228	0	0
Azi2	171.666667	253	262	0	0
Arsb	171.666667	347	168	0	0
Tmem150c	171.333333	314	200	0	0
Thbd	171.333333	340	174	0	0
Peli3	171.333333	343	171	0	0
F11r	171.333333	345	169	0	0
Chka	171.333333	310	204	0	0
Cep170b	171.333333	284	230	0	0
Bst1	171.333333	332	182	0	0
Tns3	171.000000	329	184	0	0
Kcnk10	171.000000	281	232	0	0
Daglb	171.000000	287	226	0	0
Cabcoco1	171.000000	270	243	0	0
Arhgef4	171.000000	513	0	0	0
Slc7a8	170.666667	319	193	0	0
Rrp1b	170.666667	324	188	0	0
Rp2	170.666667	345	167	0	0
Rin1	170.666667	280	232	0	0
Rfx5	170.666667	314	198	0	0
Megf9	170.666667	345	167	0	0
Mb	170.666667	179	333	0	0
Ltv1	170.666667	287	225	0	0
Itch	170.666667	363	149	0	0
Hsf2bp	170.666667	324	188	0	0
Alg1	170.666667	332	180	0	0
Zmat3	170.333333	288	223	0	0
Zc3h3	170.333333	244	267	0	0
Uck2	170.333333	272	239	0	0
Tctex1d1	170.333333	226	285	0	0
Washc3	170.000000	259	251	0	0
Vpreb3	170.000000	270	240	0	0
Ints8	170.000000	384	126	0	0
Gm5134	170.000000	270	240	0	0
Fbxw7	170.000000	298	212	0	0
Dpp4	170.000000	269	241	0	0
Srsf2	169.666667	303	206	0	0
Sdad1	169.666667	339	170	0	0
Pak3	169.666667	238	271	0	0
Mfsd11	169.666667	303	206	0	0
Chrng	169.666667	272	237	0	0
Zfp839	169.333333	508	0	0	0
Styk1	169.333333	200	308	0	0
Stmn2	169.333333	339	169	0	0
Ovol2	169.333333	200	308	0	0
H2bc6	169.333333	246	262	0	0
Dnm2	169.333333	271	237	0	0
Zbtb37	169.000000	346	161	0	0
Krt23	169.000000	233	274	0	0
Fos	169.000000	267	240	0	0
Cyp2j9	169.000000	318	189	0	0
Ccdc60	169.000000	362	145	0	0
Ube2n	168.666667	263	243	0	0
Snx11	168.666667	201	305	0	0
Kmt5a	168.666667	301	205	0	0
Trim66	168.333333	153	352	0	0
Tal1	168.333333	224	281	0	0
Kdm1a	168.333333	246	259	0	0
Ing5	168.333333	360	145	0	0
Dtymk	168.333333	360	145	0	0
C1qtnf6	168.333333	248	257	0	0
Amhr2	168.333333	290	215	0	0
Sox30	168.000000	295	209	0	0
Sh2d5	168.000000	223	281	0	0
Prr19	168.000000	264	240	0	0
Pafah1b3	168.000000	264	240	0	0
Olfr52	168.000000	277	227	0	0
Gm9595	168.000000	220	284	0	0
Gja8	168.000000	254	250	0	0
Spry1	167.666667	326	177	0	0
Ptpra	167.666667	219	284	0	0
Pcca	167.666667	230	273	0	0
Parp12	167.666667	249	254	0	0
Nr0b1	167.666667	503	0	0	0
Fam162a	167.666667	226	277	0	0
Fads1	167.666667	244	259	0	0
D2hgdh	167.666667	289	214	0	0
Ccdc58	167.666667	226	277	0	0
Atp8b3	167.666667	224	279	0	0
Ak4	167.666667	336	167	0	0
Unkl	167.333333	285	217	0	0
Tcirg1	167.333333	346	156	0	0
Sytl3	167.333333	196	306	0	0
Hoxc8	167.333333	157	345	0	0
BC003965	167.333333	285	217	0	0
Slc24a5	167.000000	308	193	0	0
Selenop	167.000000	207	294	0	0
Sdc4	167.000000	261	240	0	0
Plekhg2	167.000000	306	195	0	0
Mphosph10	167.000000	211	290	0	0
Mcee	167.000000	211	290	0	0
Krt20	167.000000	279	222	0	0
Hpcal4	167.000000	280	221	0	0
Eno2	167.000000	501	0	0	0
Cdc37	167.000000	187	314	0	0
Zcwpw1	166.666667	170	330	0	0
Ubl7	166.666667	203	297	0	0
Tspan15	166.666667	385	115	0	0
Sap30l	166.666667	197	303	0	0
Mepce	166.666667	170	330	0	0
Manea	166.666667	253	247	0	0
Mal	166.666667	240	260	0	0
Gm34066	166.666667	228	272	0	0
Edf1	166.666667	291	209	0	0
Arl4a	166.666667	279	221	0	0
Txn1	166.333333	272	227	0	0
Tex22	166.333333	311	188	0	0
Susd1	166.333333	289	210	0	0
Pomk	166.333333	261	238	0	0
Patj	166.333333	334	165	0	0
Cmbl	166.333333	238	261	0	0
Clic4	166.333333	282	217	0	0
Cib2	166.333333	211	288	0	0
Btf3	166.333333	353	146	0	0
Rplp1	166.000000	278	220	0	0
Mks1	166.000000	279	219	0	0
Mfn2	166.000000	342	156	0	0
Klhl2	166.000000	223	275	0	0
Ipo13	166.000000	300	198	0	0
Dnmbp	166.000000	234	264	0	0
Chrna6	166.000000	255	243	0	0
Amigo1	166.000000	280	218	0	0
Zfp345	165.666667	226	271	0	0
Uggt1	165.666667	240	257	0	0
Tex261	165.666667	369	128	0	0
Scn3a	165.666667	162	335	0	0
Pdgfc	165.666667	211	286	0	0
Naip5	165.666667	188	309	0	0
Fkbp9	165.666667	313	184	0	0
Dok5	165.666667	261	236	0	0
Crhbp	165.666667	497	0	0	0
Nme9	165.333333	286	210	0	0
Mob2	165.333333	296	200	0	0
Glul	165.333333	348	148	0	0
Ddx58	165.333333	262	234	0	0
Ccdc71l	165.333333	318	178	0	0
Bag2	165.333333	257	239	0	0
Zcchc10	165.000000	227	268	0	0
Ppp1r12a	165.000000	231	264	0	0
Pex11b	165.000000	278	217	0	0
Nkx1-2	165.000000	194	301	0	0
Mcm7	165.000000	221	274	0	0
Ap4m1	165.000000	221	274	0	0
Minar1	164.666667	255	239	0	0
Lrrc4	164.666667	252	242	0	0
Hmx3	164.666667	374	120	0	0
Cldn9	164.666667	287	207	0	0
Baiap3	164.666667	334	160	0	0
Smdt1	164.333333	229	264	0	0
Slfnl1	164.333333	233	260	0	0
Parp8	164.333333	493	0	0	0
Lcn12	164.333333	231	262	0	0
Gm40035	164.333333	211	282	0	0
Dnajc15	164.333333	213	280	0	0
Cgas	164.333333	276	217	0	0
Txnl4a	164.000000	257	235	0	0
Sp4	164.000000	346	146	0	0
Sned1	164.000000	159	333	0	0
Ino80d	164.000000	297	195	0	0
Gm16286	164.000000	257	235	0	0
Chst12	164.000000	371	121	0	0
Cers4	164.000000	259	233	0	0
Vamp9	163.666667	335	156	0	0
Usp37	163.666667	263	228	0	0
Pi16	163.666667	319	172	0	0
Papola	163.666667	219	272	0	0
Otud7b	163.666667	269	222	0	0
Kcnn3	163.666667	284	207	0	0
Cnot9	163.666667	263	228	0	0
Zfp74	163.333333	365	125	0	0
Tenm4	163.333333	276	214	0	0
Serpini1	163.333333	244	246	0	0
Rusf1	163.333333	345	145	0	0
Pif1	163.333333	186	304	0	0
Pdcd10	163.333333	244	246	0	0
Nkx2-3	163.333333	242	248	0	0
Kcnq4	163.333333	293	197	0	0
Hacl1	163.333333	308	182	0	0
Eif4ebp1	163.333333	327	163	0	0
Carmil1	163.333333	345	145	0	0
Btd	163.333333	308	182	0	0
Rev1	163.000000	276	213	0	0
Nudt17	163.000000	248	241	0	0
Mfsd2b	163.000000	318	171	0	0
Lhx1	163.000000	314	175	0	0
Cd81	163.000000	231	258	0	0
Wwc1	162.666667	217	271	0	0
Tmem108	162.666667	225	263	0	0
Nqo1	162.666667	192	296	0	0
Mis18bp1	162.666667	314	174	0	0
Iqgap3	162.666667	276	212	0	0
Eif3c	162.666667	330	158	0	0
Zfp446	162.333333	172	315	0	0
Tfrc	162.333333	300	187	0	0
Tex2	162.333333	174	313	0	0
Slc7a6	162.333333	258	229	0	0
Slc35c2	162.333333	185	302	0	0
Ski	162.333333	184	303	0	0
Ptpn20	162.333333	352	135	0	0
Macrod2	162.333333	355	132	0	0
Herpud1	162.333333	189	298	0	0
Elf1	162.333333	275	212	0	0
1700016K19Rik	162.333333	310	177	0	0
Ywhaz	162.000000	309	177	0	0
Wnk4	162.000000	371	115	0	0
Stard5	162.000000	283	203	0	0
Prkdc	162.000000	248	238	0	0
Prkag1	162.000000	312	174	0	0
Mcm4	162.000000	248	238	0	0
Hoxb13	162.000000	210	276	0	0
Gna15	162.000000	231	255	0	0
Cst6	162.000000	269	217	0	0
Cplx3	162.000000	235	251	0	0
Cnot4	162.000000	486	0	0	0
Smap2	161.666667	485	0	0	0
Six1	161.666667	342	143	0	0
Mtr	161.666667	250	235	0	0
Mcm5	161.666667	273	212	0	0
Il2	161.666667	226	259	0	0
Gldn	161.666667	226	259	0	0
Ephx2	161.666667	124	361	0	0
Dgkd	161.666667	245	240	0	0
Cibar2	161.666667	209	276	0	0
Anxa6	161.666667	331	154	0	0
Lbx1	161.333333	234	250	0	0
Casp2	161.333333	207	277	0	0
Arl6	161.333333	252	232	0	0
Serpinh1	161.000000	213	270	0	0
Rsph3b	161.000000	242	241	0	0
Pard6g	161.000000	212	271	0	0
Npc1	161.000000	235	248	0	0
Elmo3	161.000000	289	194	0	0
Cnih3	161.000000	305	178	0	0
Cep68	161.000000	362	121	0	0
Btbd11	161.000000	247	236	0	0
Ankrd63	161.000000	229	254	0	0
Zfp335	160.666667	259	223	0	0
Plxna4	160.666667	326	156	0	0
Klhl24	160.666667	303	179	0	0
Txlna	160.333333	210	271	0	0
Slc4a3	160.333333	179	302	0	0
Slc25a24	160.333333	320	161	0	0
Pcdhga6	160.333333	239	242	0	0
Kri1	160.333333	302	179	0	0
Enpp3	160.333333	215	266	0	0
Dhx16	160.333333	269	212	0	0
Cdkn2d	160.333333	302	179	0	0
Ubp1	160.000000	182	298	0	0
Slc30a9	160.000000	375	105	0	0
Phb	160.000000	205	275	0	0
Mro	160.000000	159	321	0	0
Usp5	159.666667	198	281	0	0
Gpr62	159.666667	181	298	0	0
Efhd2	159.666667	203	276	0	0
Crym	159.666667	323	156	0	0
Cdca3	159.666667	198	281	0	0
Ccn3	159.666667	271	208	0	0
Bok	159.666667	215	264	0	0
Abca14	159.666667	323	156	0	0
Slfn5	159.333333	164	314	0	0
Pcnx3	159.333333	299	179	0	0
Map3k11	159.333333	299	179	0	0
Dlx2	159.333333	253	225	0	0
Vmn2r102	159.000000	0	135	342	0
Umps	159.000000	277	200	0	0
Olfr631	159.000000	277	200	0	0
Nrsn1	159.000000	277	200	0	0
Dact3	159.000000	173	304	0	0
Vsx2	158.666667	282	194	0	0
Kcnc2	158.666667	238	238	0	0
Ipo4	158.666667	334	142	0	0
Fbrsl1	158.666667	263	213	0	0
Tab3	158.333333	475	0	0	0
Snrnp48	158.333333	252	223	0	0
Rasgef1b	158.333333	193	282	0	0
Pim3	158.333333	227	248	0	0
Gja1	158.333333	151	324	0	0
Cxadr	158.333333	172	303	0	0
Apoa4	158.333333	308	167	0	0
2610524H06Rik	158.333333	319	156	0	0
Usp31	158.000000	329	145	0	0
Tox3	158.000000	262	212	0	0
Tmem181a	158.000000	183	291	0	0
Gm4779	158.000000	153	321	0	0
Ckap2l	158.000000	332	142	0	0
8030474K03Rik	158.000000	153	321	0	0
Zdhhc5	157.666667	313	160	0	0
Tcfl5	157.666667	269	204	0	0
Slc35g1	157.666667	312	161	0	0
Scn5a	157.666667	198	275	0	0
Reep3	157.666667	255	218	0	0
Rassf9	157.666667	226	247	0	0
Pbx4	157.666667	201	272	0	0
Kcnk12	157.666667	294	179	0	0
Cd70	157.666667	220	253	0	0
Cbr2	157.666667	254	219	0	0
Azin2	157.666667	244	229	0	0
Adra2a	157.666667	261	212	0	0
Ubd	157.333333	137	335	0	0
Pak7	157.333333	188	284	0	0
Gpx4	157.333333	235	237	0	0
Cep63	157.333333	267	205	0	0
Anapc13	157.333333	267	205	0	0
Zfp354a	157.000000	213	258	0	0
Zfand2a	157.000000	206	265	0	0
Spon2	157.000000	240	231	0	0
Spata5l1	157.000000	214	257	0	0
Parp2	157.000000	341	130	0	0
Nfrkb	157.000000	247	224	0	0
Mrps15	157.000000	326	145	0	0
Lrwd1	157.000000	275	196	0	0
Dcaf7	157.000000	471	0	0	0
Catip	157.000000	256	215	0	0
Alkbh4	157.000000	275	196	0	0
4930451I11Rik	157.000000	254	217	0	0
Zbtb46	156.666667	234	236	0	0
Soat2	156.666667	149	321	0	0
Ccr4	156.666667	254	216	0	0
Arl5a	156.666667	470	0	0	0
Rita1	156.333333	248	221	0	0
Gm29776	156.333333	177	292	0	0
Fpr3	156.333333	291	178	0	0
Ddx54	156.333333	248	221	0	0
Cebpa	156.333333	289	180	0	0
Zfp318	156.000000	188	280	0	0
Tcf7l2	156.000000	238	230	0	0
Spin1	156.000000	296	172	0	0
Rpl19	156.000000	262	206	0	0
Nvl	156.000000	257	211	0	0
Lvrn	156.000000	269	199	0	0
Cacnb1	156.000000	262	206	0	0
Tob2	155.666667	187	280	0	0
Smyd2	155.666667	180	287	0	0
Sh3bgr	155.666667	156	311	0	0
Samd14	155.666667	241	226	0	0
Rab31	155.666667	265	202	0	0
Ppp4r3b	155.666667	332	135	0	0
Polr3gl	155.666667	215	252	0	0
Il7	155.666667	332	135	0	0
Glp1r	155.666667	313	154	0	0
Eras	155.666667	467	0	0	0
Degs1	155.666667	274	193	0	0
Arsi	155.666667	279	188	0	0
Acsbg3	155.666667	296	171	0	0
Acsbg2	155.666667	296	171	0	0
Scpep1	155.333333	331	135	0	0
P2rx6	155.333333	164	302	0	0
Ncf2	155.333333	265	201	0	0
Lrrc74b	155.333333	164	302	0	0
Fam222b	155.333333	246	220	0	0
Slco2b1	155.000000	212	253	0	0
Sacs	155.000000	302	163	0	0
Rars2	155.000000	285	180	0	0
Pou3f3	155.000000	330	135	0	0
Orc3	155.000000	285	180	0	0
Ndufs8	155.000000	245	220	0	0
Lpcat4	155.000000	287	178	0	0
Epb41l3	155.000000	370	95	0	0
Ate1	155.000000	338	127	0	0
Akap1	155.000000	235	230	0	0
Akain1	155.000000	226	239	0	0
Ung	154.666667	301	163	0	0
Tsc22d4	154.666667	221	243	0	0
Tnfaip8l1	154.666667	304	160	0	0
Dpep2	154.666667	252	212	0	0
Cckbr	154.666667	286	178	0	0
Alkbh2	154.666667	301	163	0	0
Traf3ip3	154.333333	251	212	0	0
Shc4	154.333333	164	299	0	0
Nucb1	154.333333	255	208	0	0
Natd1	154.333333	296	167	0	0
Fis1	154.333333	240	223	0	0
Gm3327	154.000000	151	311	0	0
Foxf1	154.000000	232	230	0	0
Triobp	153.666667	173	288	0	0
Tmem97	153.666667	225	236	0	0
Tfcp2l1	153.666667	269	192	0	0
Tchp	153.666667	282	179	0	0
Sgce	153.666667	226	235	0	0
Prok1	153.666667	159	302	0	0
Pip4k2b	153.666667	153	308	0	0
Peg10	153.666667	226	235	0	0
Morc3	153.666667	222	239	0	0
Cdc42bpg	153.666667	245	216	0	0
Zfp174	153.333333	288	172	0	0
Pla2g4f	153.333333	156	304	0	0
Nup93	153.333333	254	206	0	0
Ndufaf5	153.333333	213	247	0	0
Mmp23	153.333333	251	209	0	0
Gm648	153.333333	460	0	0	0
Gaa	153.333333	228	232	0	0
Fech	153.333333	285	175	0	0
Esf1	153.333333	213	247	0	0
Plekha2	153.000000	334	125	0	0
Fra10ac1	153.000000	354	105	0	0
Atp9a	153.000000	272	187	0	0
Acap1	153.000000	202	257	0	0
Ttc30a2	152.666667	331	127	0	0
Ttc30a1	152.666667	331	127	0	0
Srgap2	152.666667	306	152	0	0
Larp4b	152.666667	261	197	0	0
Fam72a	152.666667	306	152	0	0
Ankrd35	152.666667	458	0	0	0
Rybp	152.333333	457	0	0	0
Morf4l1	152.333333	211	246	0	0
Kctd18	152.333333	301	156	0	0
Cyp4a10	152.333333	291	166	0	0
6030468B19Rik	152.333333	264	193	0	0
Slc35b1	152.000000	310	146	0	0
Serpina3m	152.000000	328	128	0	0
Rhbdd2	152.000000	195	261	0	0
Mlst8	152.000000	222	234	0	0
Gprc5b	152.000000	248	208	0	0
Gdpgp1	152.000000	223	233	0	0
Eef2k	152.000000	248	208	0	0
Eef1akmt2	152.000000	254	202	0	0
Crnkl1	152.000000	244	212	0	0
Cib1	152.000000	223	233	0	0
Cfap61	152.000000	244	212	0	0
Aurkc	152.000000	268	188	0	0
Abraxas2	152.000000	254	202	0	0
Tiparp	151.666667	199	256	0	0
Tagln3	151.666667	210	245	0	0
Smox	151.666667	186	269	0	0
Pm20d2	151.666667	232	223	0	0
Hhex	151.666667	313	142	0	0
Fam104a	151.666667	455	0	0	0
D11Wsu47e	151.666667	455	0	0	0
Wnt10b	151.333333	290	164	0	0
Wipf2	151.333333	296	158	0	0
Tmsb10	151.333333	189	265	0	0
Plpp3	151.333333	208	246	0	0
Lrrc56	151.333333	244	210	0	0
Hras	151.333333	244	210	0	0
Arrb2	151.333333	340	114	0	0
Utp3	151.000000	210	243	0	0
Usp24	151.000000	184	269	0	0
Tex29	151.000000	328	125	0	0
Srd5a2	151.000000	297	156	0	0
Sh2b2	151.000000	250	203	0	0
Pcdhgb1	151.000000	302	151	0	0
Mzt2	151.000000	0	453	0	0
Fam189a2	151.000000	313	140	0	0
Nipsnap3b	150.666667	296	156	0	0
Myl4	150.666667	208	244	0	0
Cdc27	150.666667	208	244	0	0
Zfp7	150.333333	184	267	0	0
Vstm5	150.333333	264	187	0	0
Tex44	150.333333	233	218	0	0
Rpl27a	150.333333	268	183	0	0
Psap	150.333333	245	206	0	0
Pqlc3	150.333333	324	127	0	0
Mrps23	150.333333	211	240	0	0
Dock11	150.333333	251	200	0	0
Cldn20	150.333333	129	322	0	0
Cdkn2aip	150.333333	248	203	0	0
Serinc5	150.000000	230	220	0	0
Sec23a	150.000000	294	156	0	0
Runx3	150.000000	225	225	0	0
Nfkbil1	150.000000	234	216	0	0
Lypd2	150.000000	279	171	0	0
Kif5c	150.000000	450	0	0	0
Ikzf4	150.000000	150	300	0	0
Gemin2	150.000000	294	156	0	0
Ddx39b	150.000000	234	216	0	0
Cln8	150.000000	248	202	0	0
Cldn11	150.000000	226	224	0	0
Atp6v1g2	150.000000	234	216	0	0
Tubb2a	149.666667	188	261	0	0
Trnp1	149.666667	280	169	0	0
Tifa	149.666667	176	273	0	0
Selenom	149.666667	256	193	0	0
Parp16	149.666667	199	250	0	0
Gpat3	149.666667	268	181	0	0
Top2a	149.333333	283	165	0	0
Tmem9b	149.333333	205	243	0	0
Serf2	149.333333	282	166	0	0
Phldb3	149.333333	244	204	0	0
Mccc1	149.333333	448	0	0	0
Edrf1	149.333333	190	258	0	0
Acss2	149.333333	236	212	0	0
Zfyve28	149.000000	316	131	0	0
Zfp42	149.000000	215	232	0	0
Timmdc1	149.000000	264	183	0	0
Srp14	149.000000	217	230	0	0
Prox2	149.000000	287	160	0	0
Ppp1r3d	149.000000	249	198	0	0
Pan3	149.000000	291	156	0	0
Fam217b	149.000000	249	198	0	0
Enah	149.000000	200	247	0	0
Dlst	149.000000	287	160	0	0
Cfap99	149.000000	316	131	0	0
Rpp25	148.666667	254	192	0	0
Pfn1	148.666667	221	225	0	0
Hoxd4	148.666667	271	175	0	0
Haus4	148.666667	299	147	0	0
Eno3	148.666667	221	225	0	0
Ccdc69	148.666667	341	105	0	0
Urb2	148.333333	266	179	0	0
Tmbim4	148.333333	240	205	0	0
Taf5l	148.333333	266	179	0	0
Stx12	148.333333	197	248	0	0
Stox2	148.333333	221	224	0	0
Ptpn18	148.333333	229	216	0	0
Polr3g	148.333333	174	271	0	0
Ncdn	148.333333	177	268	0	0
Mblac2	148.333333	174	271	0	0
Cep57l1	148.333333	174	271	0	0
AU040320	148.333333	177	268	0	0
Olfr821	148.000000	277	167	0	0
Slc25a30	147.666667	221	222	0	0
Septin7	147.666667	169	274	0	0
R3hdm4	147.666667	281	162	0	0
Ppfibp1	147.666667	202	241	0	0
Mgat4a	147.666667	269	174	0	0
Kiss1r	147.666667	281	162	0	0
Hes5	147.666667	254	189	0	0
Eva1c	147.666667	246	197	0	0
Emp1	147.666667	294	149	0	0
Crabp2	147.666667	206	237	0	0
Cpz	147.666667	303	140	0	0
B3gntl1	147.666667	254	189	0	0
Vps37b	147.333333	203	239	0	0
Tmem30b	147.333333	442	0	0	0
Sec24b	147.333333	442	0	0	0
Pax7	147.333333	257	185	0	0
Fam170b	147.333333	189	253	0	0
Kcnk1	147.000000	262	179	0	0
Kcnj1	147.000000	277	164	0	0
Vps37c	146.666667	225	215	0	0
Tmem47	146.666667	251	189	0	0
Myom2	146.666667	228	212	0	0
Kif5b	146.666667	119	321	0	0
Ifrd2	146.666667	290	150	0	0
Cdkn3	146.666667	273	167	0	0
Baalc	146.666667	175	265	0	0
Wdr13	146.333333	439	0	0	0
Rsph4a	146.333333	226	213	0	0
Oaz1	146.333333	295	144	0	0
Iars2	146.333333	269	170	0	0
Galr2	146.333333	203	236	0	0
Etv5	146.333333	202	237	0	0
Ebf1	146.333333	206	233	0	0
Daxx	146.333333	341	98	0	0
Bpnt1	146.333333	269	170	0	0
Zfhx2	146.000000	251	187	0	0
Trpc4ap	146.000000	209	229	0	0
Thtpa	146.000000	251	187	0	0
Pcyt1b	146.000000	238	200	0	0
Brsk1	146.000000	208	230	0	0
Wnt6	145.666667	254	183	0	0
Tex24	145.666667	153	284	0	0
Pax6	145.666667	218	219	0	0
Mcu	145.666667	225	212	0	0
Fbxo27	145.666667	188	249	0	0
Dvl1	145.666667	292	145	0	0
Abcb6	145.666667	230	207	0	0
Uba7	145.333333	242	194	0	0
Slc28a1	145.333333	181	255	0	0
S100a16	145.333333	163	273	0	0
Prrt1	145.333333	301	135	0	0
Ppt2	145.333333	301	135	0	0
Pdc	145.333333	251	185	0	0
Otulin	145.333333	242	194	0	0
Orc2	145.333333	285	151	0	0
Mfsd2a	145.333333	272	164	0	0
Lhx4	145.333333	189	247	0	0
Itga11	145.333333	193	243	0	0
Fam110a	145.333333	187	249	0	0
Tmem160	145.000000	270	165	0	0
Snx2	145.000000	188	247	0	0
Smarce1	145.000000	218	217	0	0
Senp2	145.000000	188	247	0	0
Ppp1r13b	145.000000	290	145	0	0
Pck2	145.000000	207	228	0	0
Nanos2	145.000000	179	256	0	0
Mypop	145.000000	179	256	0	0
H2-Q9	145.000000	220	215	0	0
H2-Q7	145.000000	220	215	0	0
Dctn2	145.000000	198	237	0	0
Rac3	144.666667	170	264	0	0
Xrcc4	144.333333	332	101	0	0
Trmt2a	144.333333	433	0	0	0
Tmem63c	144.333333	286	147	0	0
Tmem167	144.333333	332	101	0	0
Srrm1	144.333333	244	189	0	0
Ranbp1	144.333333	433	0	0	0
Lipo3	144.333333	277	156	0	0
Folh1	144.333333	277	156	0	0
Cstdc1	144.333333	277	156	0	0
Slc4a9	144.000000	250	182	0	0
Retsat	144.000000	136	296	0	0
Pxdc1	144.000000	235	197	0	0
Hrk	144.000000	238	194	0	0
Herc4	144.000000	169	263	0	0
Fam166a	144.000000	184	248	0	0
Elmod3	144.000000	136	296	0	0
Crnn	144.000000	164	268	0	0
Chgb	144.000000	212	220	0	0
Cactin	144.000000	220	212	0	0
Appbp2	144.000000	432	0	0	0
Rxfp4	143.666667	207	224	0	0
Phpt1	143.666667	278	153	0	0
Mamdc4	143.666667	278	153	0	0
Lrba	143.666667	264	167	0	0
Ildr1	143.666667	226	205	0	0
