Target_genes	Hoxa13|Average	SRX4618294|Embryonic_limb	SRX4618296|Embryonic_limb	SRX4618301|Embryonic_limb	SRX1757411|Forelimb	STRING
Palld	123.250000	0	303	0	190	0
Myrfl	123.250000	0	216	0	277	0
Fcor	123.250000	0	335	0	158	0
Tfdp2	123.000000	0	216	86	190	0
Tead1	123.000000	0	220	0	272	0
Entpd5	123.000000	0	492	0	0	0
Dclk2	123.000000	0	492	0	0	0
Slc25a39	122.750000	0	138	0	353	0
Rrm2	122.750000	0	317	0	174	0
Rasa1	122.750000	0	245	0	246	0
Phf21b	122.750000	0	125	0	366	0
Hibadh	122.750000	0	204	0	287	0
Gpr146	122.750000	0	0	0	491	0
Pou1f1	122.500000	0	490	0	0	0
Nt5dc3	122.500000	0	490	0	0	0
Lbr	122.500000	0	272	0	218	0
Kcnk18	122.500000	0	375	115	0	0
Eps15	122.500000	0	490	0	0	0
Tle6	122.250000	0	252	0	237	0
Stag1	122.250000	0	129	0	360	0
Shox2	122.250000	0	130	0	359	0
Jund	122.250000	0	0	0	489	0
Iqcn	122.250000	0	0	0	489	0
Col3a1	122.250000	0	125	113	251	0
Rorb	122.000000	0	488	0	0	0
Zhx2	121.750000	0	230	0	257	0
Enpp1	121.750000	0	311	0	176	0
Twist2	121.500000	0	163	0	323	0
Tex44	121.500000	0	244	0	242	0
Sorbs2	121.500000	0	144	0	342	0
Phyhip	121.500000	0	0	0	486	0
Larp4	121.500000	0	486	0	0	0
Gramd1c	121.500000	0	383	0	103	0
Ccpg1os	121.500000	0	0	0	486	0
Ccpg1	121.500000	0	0	0	486	0
Usf2	121.250000	0	485	0	0	0
Upk3b	121.250000	0	485	0	0	0
Speg	121.250000	0	485	0	0	0
Rps23	121.250000	0	485	0	0	0
Rictor	121.250000	0	485	0	0	0
Ppp1r2	121.250000	0	485	0	0	0
Mbd3l2	121.250000	0	485	0	0	0
Kif27	121.250000	0	485	0	0	0
Golim4	121.250000	0	485	0	0	0
Gins3	121.250000	0	485	0	0	0
Erbin	121.250000	0	216	0	269	0
C7	121.250000	0	485	0	0	0
Abhd2	121.250000	0	485	0	0	0
Npy1r	121.000000	0	251	0	233	0
Fabp9	121.000000	0	273	0	211	0
Etnppl	121.000000	0	188	0	296	0
Elf2	121.000000	0	304	0	180	0
Cltc	121.000000	0	73	411	0	0
Ccnd1	121.000000	0	124	0	360	0
Tshz1	120.750000	0	266	0	217	0
Ptn	120.750000	0	0	0	483	0
Eya4	120.750000	0	483	0	0	0
Commd3	120.750000	0	361	0	122	0
Tas2r118	120.500000	0	0	0	482	0
Scap	120.500000	0	216	0	266	0
Dedd	120.500000	0	162	0	320	0
Ankrd35	120.500000	0	281	0	201	0
Dsg4	120.250000	0	303	0	178	0
Copg2	120.250000	0	481	0	0	0
Aspn	120.250000	0	481	0	0	0
Vmn2r78	120.000000	0	480	0	0	0
Sdhaf2	120.000000	0	209	0	271	0
Lum	120.000000	0	313	0	167	0
Hes7	120.000000	0	172	0	308	0
Dpep2	120.000000	0	0	0	480	0
Cpsf7	120.000000	0	209	0	271	0
Chl1	120.000000	0	340	0	140	0
Calml4	120.000000	0	0	0	480	0
Aloxe3	120.000000	0	172	0	308	0
Phf21a	119.750000	0	211	0	268	0
Insl6	119.750000	0	390	0	89	0
Gng2	119.750000	0	175	130	174	0
Chac2	119.750000	0	132	0	347	0
Zc2hc1a	119.500000	0	478	0	0	0
Rab11fip2	119.500000	0	294	0	184	0
Csf1	119.250000	0	0	0	477	0
Vmn1r196	119.000000	0	476	0	0	0
Ube2h	119.000000	0	359	0	117	0
Tdrkh	119.000000	0	476	0	0	0
Smim9	119.000000	0	476	0	0	0
Scgb1a1	119.000000	0	476	0	0	0
Ptdss1	119.000000	0	476	0	0	0
Pdgfa	119.000000	0	0	0	476	0
Pde6a	119.000000	0	476	0	0	0
Patj	119.000000	0	476	0	0	0
Mup2	119.000000	0	476	0	0	0
Mup15	119.000000	0	476	0	0	0
Mterf3	119.000000	0	476	0	0	0
Mob3b	119.000000	0	476	0	0	0
Immp1l	119.000000	0	476	0	0	0
Elp4	119.000000	0	476	0	0	0
Dgcr8	119.000000	0	380	0	96	0
Sp3	118.750000	0	0	0	475	0
Axin2	118.750000	0	144	0	331	0
Tmcc1	118.500000	0	296	0	178	0
Olfr282	118.250000	0	343	130	0	0
Agk	118.250000	0	311	0	162	0
Ankfn1	118.000000	0	273	0	199	0
Zswim8	117.750000	0	268	0	203	0
Wwc2	117.750000	0	0	0	471	0
Tdpoz9	117.750000	0	266	205	0	0
Ezh2	117.750000	0	313	0	158	0
Chchd1	117.750000	0	268	0	203	0
Svep1	117.500000	0	219	0	251	0
Sgsm1	117.500000	0	0	0	470	0
Casp4	117.500000	0	168	0	302	0
Ptprc	117.250000	0	108	0	361	0
Mrpl45	117.250000	0	167	0	302	0
Creb5	117.250000	0	138	0	331	0
Clock	117.250000	0	469	0	0	0
Sec23ip	117.000000	0	468	0	0	0
Psma8	117.000000	0	275	0	193	0
Prss39	117.000000	0	468	0	0	0
Olfr765	117.000000	0	468	0	0	0
Olfr297	117.000000	0	468	0	0	0
Mcmbp	117.000000	0	468	0	0	0
Kcnh8	117.000000	0	468	0	0	0
Ifna15	117.000000	0	468	0	0	0
Eml5	117.000000	0	468	0	0	0
Cts8	117.000000	0	468	0	0	0
Bag2	117.000000	0	468	0	0	0
Gsto2	116.750000	0	0	281	186	0
Pabpc1l2a	116.500000	76	311	79	0	0
Pskh1	116.250000	0	465	0	0	0
Pdlim3	116.250000	0	0	0	465	0
Hoxc12	116.250000	0	465	0	0	0
Csrnp3	116.250000	0	465	0	0	0
Ralbp1	116.000000	0	156	0	308	0
Cenpc1	116.000000	0	464	0	0	0
Qsox2	115.500000	0	248	0	214	0
Cthrc1	115.500000	0	209	0	253	0
Acyp1	115.500000	0	373	0	89	0
Prmt2	115.250000	0	461	0	0	0
Pdgfra	115.250000	0	0	0	461	0
Map3k9	115.250000	0	461	0	0	0
Nap1l5	115.000000	0	195	0	265	0
Lasp1	115.000000	0	150	0	310	0
Jpt2	115.000000	0	327	0	133	0
Ctsh	115.000000	0	303	0	157	0
Vapb	114.750000	0	459	0	0	0
Srsf11	114.750000	0	459	0	0	0
Smr2	114.750000	0	459	0	0	0
Ppp1r13l	114.750000	0	0	0	459	0
Olfr1295	114.750000	0	351	108	0	0
Olfr1180	114.750000	0	459	0	0	0
Olfr112	114.750000	0	459	0	0	0
Olfr1019	114.750000	0	459	0	0	0
Ncoa5	114.750000	0	459	0	0	0
Nbas	114.750000	0	459	0	0	0
Myot	114.750000	0	459	0	0	0
Lrrc40	114.750000	0	459	0	0	0
Kcnj15	114.750000	0	0	0	459	0
Ifit1bl2	114.750000	0	459	0	0	0
Ifi211	114.750000	0	459	0	0	0
Hmgb2	114.750000	0	459	0	0	0
Gstt2	114.750000	0	459	0	0	0
Cyp4f15	114.750000	0	459	0	0	0
Cd3eap	114.750000	0	0	0	459	0
Ccdc138	114.750000	0	459	0	0	0
Ccdc121	114.750000	0	459	0	0	0
Borcs7	114.750000	0	459	0	0	0
Adam29	114.750000	0	459	0	0	0
Zfyve27	114.500000	0	195	0	263	0
Tut4	114.500000	0	152	0	306	0
Cdc42ep4	114.500000	0	195	0	263	0
Serf1	114.250000	0	387	0	70	0
Prlr	114.250000	0	237	0	220	0
Csnk1g2	114.250000	0	303	0	154	0
Bdp1	114.250000	0	387	0	70	0
Trim52	114.000000	0	456	0	0	0
Spg20	114.000000	0	195	0	261	0
Peak1	114.000000	0	156	0	300	0
Maml1	114.000000	0	335	0	121	0
Hmg20a	114.000000	0	156	0	300	0
Ddx42	114.000000	0	456	0	0	0
Col5a2	114.000000	0	269	0	187	0
Adgrl1	114.000000	0	202	0	254	0
Katna1	113.500000	0	0	0	454	0
Elavl2	113.500000	0	0	243	211	0
Atf3	113.500000	0	179	0	275	0
Zfp101	113.250000	0	175	154	124	0
Usp29	113.250000	0	222	0	231	0
Uba3	113.250000	0	330	123	0	0
Tspan32	113.250000	0	0	0	453	0
Tbc1d22a	113.250000	0	0	0	453	0
Sh3gl2	113.250000	0	251	0	202	0
Peg3	113.250000	0	222	0	231	0
Lcmt2	113.250000	0	343	0	110	0
Arl5a	113.250000	0	223	0	230	0
Adal	113.250000	0	343	0	110	0
Zpbp	113.000000	0	452	0	0	0
Spata48	113.000000	0	452	0	0	0
Romo1	113.000000	0	452	0	0	0
Pamr1	113.000000	0	223	0	229	0
Nfs1	113.000000	0	452	0	0	0
Mup9	113.000000	0	452	0	0	0
Tfap2a	112.750000	0	264	0	187	0
Srsf5	112.750000	0	451	0	0	0
Myh10	112.750000	0	451	0	0	0
Hs3st3b1	112.750000	0	451	0	0	0
4932438H23Rik	112.750000	0	319	0	132	0
Zfp667	112.500000	0	450	0	0	0
Zdhhc24	112.500000	0	450	0	0	0
Vmn1r39	112.500000	0	450	0	0	0
Tmc1	112.500000	0	450	0	0	0
Olfr900	112.500000	0	450	0	0	0
Olfr251	112.500000	0	450	0	0	0
Mepe	112.500000	0	296	0	154	0
Dmxl1	112.500000	0	450	0	0	0
Ces3b	112.500000	0	450	0	0	0
Armc5	112.500000	0	450	0	0	0
Ankrd66	112.500000	0	450	0	0	0
Actn3	112.500000	0	450	0	0	0
Tmem69	112.250000	0	248	0	201	0
Tbl1xr1	112.250000	0	304	0	145	0
Poli	112.250000	0	132	0	317	0
Pappa	112.250000	0	188	0	261	0
Gpbp1l1	112.250000	0	248	0	201	0
Ergic2	112.250000	0	311	0	138	0
Rbfox2	112.000000	0	348	0	100	0
Zfp534	111.500000	0	446	0	0	0
Megf6	111.500000	0	150	0	296	0
Ggta1	111.250000	0	273	0	172	0
Ostf1	111.000000	0	288	0	156	0
Olfr102	111.000000	69	375	0	0	0
Olfr100	111.000000	69	375	0	0	0
Nmrk1	111.000000	0	288	0	156	0
Pdzk1	110.750000	0	443	0	0	0
Mfsd8	110.750000	0	319	0	124	0
Zwilch	110.500000	0	442	0	0	0
Wbp2nl	110.500000	0	442	0	0	0
Taldo1	110.500000	0	442	0	0	0
Snapc5	110.500000	0	442	0	0	0
Rpl4	110.500000	0	442	0	0	0
Pak4	110.500000	0	114	0	328	0
Olfr1286	110.500000	0	442	0	0	0
Glod5	110.500000	0	442	0	0	0
Fam214a	110.500000	0	237	0	205	0
Dmtn	110.500000	0	442	0	0	0
Ccdc170	110.500000	0	442	0	0	0
C1qtnf9	110.500000	0	442	0	0	0
Baz1a	110.500000	0	202	0	240	0
Acbd3	110.500000	0	442	0	0	0
Zscan4f	110.250000	0	311	130	0	0
Hic2	110.250000	0	441	0	0	0
Deup1	110.250000	0	150	0	291	0
Col1a2	110.250000	0	273	0	168	0
Stx19	110.000000	0	440	0	0	0
Poc1b	110.000000	0	440	0	0	0
Nat10	110.000000	0	440	0	0	0
Ybey	109.750000	0	343	0	96	0
Taok3	109.750000	0	0	0	439	0
Suds3	109.750000	0	0	0	439	0
Pick1	109.750000	0	0	0	439	0
Mcm3ap	109.750000	0	343	0	96	0
Dhx30	109.750000	0	343	0	96	0
Abt1	109.750000	0	439	0	0	0
Pbx3	109.500000	0	0	0	438	0
Gpx7	109.500000	0	149	0	289	0
Tgfbr2	109.250000	0	144	0	293	0
Ptgfr	109.250000	0	437	0	0	0
Mrln	109.250000	0	437	0	0	0
Kcnj8	109.250000	0	327	0	110	0
Zfp37	109.000000	0	273	0	163	0
Zfp36	109.000000	0	436	0	0	0
Tmem87b	109.000000	0	266	0	170	0
Serf2	109.000000	0	258	0	178	0
Kitl	109.000000	0	436	0	0	0
Dppa1	109.000000	0	126	0	310	0
9930021J03Rik	109.000000	0	436	0	0	0
Uggt1	108.750000	0	0	0	435	0
Terb2	108.750000	0	281	0	154	0
Rbm25	108.750000	0	192	0	243	0
Patl2	108.750000	0	281	0	154	0
Neil1	108.750000	0	281	0	154	0
Ldlrad4	108.750000	0	185	0	250	0
Fat3	108.750000	0	319	0	116	0
Baz2b	108.750000	0	435	0	0	0
Trim24	108.500000	0	281	0	153	0
Tmem183a	108.500000	0	311	0	123	0
Prickle1	108.500000	0	434	0	0	0
Zfp607b	108.250000	0	433	0	0	0
Ttc21b	108.250000	0	433	0	0	0
Olfr1277	108.250000	0	433	0	0	0
Lipo3	108.250000	0	433	0	0	0
Fdx1	108.250000	0	433	0	0	0
Emx1	108.250000	0	433	0	0	0
Cmtm6	108.250000	0	433	0	0	0
Cldn3	108.250000	0	433	0	0	0
Acta2	108.250000	0	433	0	0	0
Acaca	108.250000	0	433	0	0	0
Runx1	108.000000	0	237	0	195	0
Rasl11b	108.000000	0	244	0	188	0
Bhlhe22	108.000000	0	175	0	257	0
Mrps2	107.750000	0	188	0	243	0
Epha2	107.750000	0	0	0	431	0
4930444P10Rik	107.750000	0	251	180	0	0
1700007K13Rik	107.750000	0	188	0	243	0
Scaf11	107.500000	0	192	108	130	0
Tbc1d1	107.250000	0	251	0	178	0
Pwwp3a	107.250000	0	0	0	429	0
Gm5148	107.250000	0	0	0	429	0
Taf8	107.000000	0	144	0	284	0
Rprm	107.000000	0	266	0	162	0
Pkp4	107.000000	0	428	0	0	0
Ndufa4l2	107.000000	0	237	0	191	0
Gm9949	107.000000	0	296	0	132	0
Gm21149	107.000000	163	265	0	0	0
Ccnd3	107.000000	0	144	0	284	0
Ccdc148	107.000000	0	428	0	0	0
Adrb2	107.000000	0	296	0	132	0
Scfd2	106.750000	0	319	108	0	0
Lemd3	106.750000	0	89	0	338	0
Cradd	106.750000	0	309	0	118	0
Socs2	106.500000	0	426	0	0	0
Ptpn9	106.500000	0	426	0	0	0
Pcbp2	106.500000	0	426	0	0	0
Lrrc72	106.500000	0	426	0	0	0
Isoc1	106.500000	0	296	130	0	0
Gja5	106.500000	0	0	0	426	0
Ccdc47	106.500000	0	426	0	0	0
Camk1g	106.500000	0	343	0	83	0
Trem2	106.250000	0	425	0	0	0
Tcf20	106.250000	0	425	0	0	0
Pou5f2	106.250000	0	425	0	0	0
Pnma1	106.250000	0	425	0	0	0
Pcdhb12	106.250000	0	425	0	0	0
Osbpl7	106.250000	0	425	0	0	0
Olfr738	106.250000	0	425	0	0	0
Olfr1047	106.250000	0	425	0	0	0
Obox3	106.250000	0	425	0	0	0
Igsf5	106.250000	0	425	0	0	0
Gzme	106.250000	0	425	0	0	0
Grip1	106.250000	0	425	0	0	0
Gon4l	106.250000	0	425	0	0	0
Ctnnd2	106.250000	0	425	0	0	0
Cdc6	106.250000	0	0	0	425	0
Ccl12	106.250000	0	425	0	0	0
Bhlhe23	106.250000	0	425	0	0	0
Zbtb5	106.000000	0	0	0	424	0
Hmgcll1	106.000000	0	212	0	212	0
Dux	106.000000	139	128	157	0	0
Cdk15	105.750000	0	423	0	0	0
Alx3	105.750000	0	281	0	142	0
Robo2	105.500000	0	216	0	206	0
Palb2	105.250000	0	169	252	0	0
Nmnat1	105.250000	0	0	0	421	0
Lzic	105.250000	0	0	0	421	0
Dctn5	105.250000	0	169	252	0	0
Zfp592	105.000000	0	281	0	139	0
Zcchc3	105.000000	0	311	0	109	0
Trim3	105.000000	0	296	0	124	0
Sptan1	105.000000	0	420	0	0	0
Myh15	105.000000	0	281	0	139	0
Got2	105.000000	0	188	0	232	0
6820408C15Rik	105.000000	0	311	0	109	0
Mctp1	104.750000	0	273	146	0	0
Frs2	104.250000	0	0	0	417	0
Derl1	104.250000	0	150	0	267	0
Yme1l1	104.000000	0	416	0	0	0
Srrm2	104.000000	0	278	0	138	0
Snrpb2	104.000000	0	416	0	0	0
Slc22a29	104.000000	0	416	0	0	0
Sema3d	104.000000	0	416	0	0	0
Ptpra	104.000000	0	416	0	0	0
Prmt3	104.000000	0	416	0	0	0
Olfr815	104.000000	0	416	0	0	0
Olfr178	104.000000	0	416	0	0	0
Olfr1487	104.000000	0	416	0	0	0
Mfap3l	104.000000	0	416	0	0	0
Mastl	104.000000	0	416	0	0	0
Gzmb	104.000000	0	416	0	0	0
Gdap1l1	104.000000	0	416	0	0	0
Eml6	104.000000	0	416	0	0	0
Egflam	104.000000	0	416	0	0	0
Dock10	104.000000	0	416	0	0	0
Cfi	104.000000	0	416	0	0	0
C130073F10Rik	104.000000	0	416	0	0	0
Bank1	104.000000	0	416	0	0	0
Ank1	104.000000	0	416	0	0	0
Adam2	104.000000	0	416	0	0	0
Acer3	104.000000	0	416	0	0	0
9830107B12Rik	104.000000	0	416	0	0	0
Sp4	103.750000	0	415	0	0	0
Osbp2	103.750000	0	237	0	178	0
Kansl1l	103.750000	0	231	0	184	0
Cntrl	103.750000	0	415	0	0	0
Timp3	103.500000	0	0	0	414	0
Nmd3	103.500000	0	414	0	0	0
Mttp	103.500000	0	244	0	170	0
Zfp600	103.250000	0	413	0	0	0
Tubb2b	103.250000	0	319	0	94	0
Nedd9	103.250000	0	319	0	94	0
Itgb8	103.250000	0	256	0	157	0
Elovl4	103.250000	0	303	0	110	0
Wdr26	103.000000	0	209	0	203	0
Tor1aip2	103.000000	0	412	0	0	0
Tor1aip1	103.000000	0	412	0	0	0
Sfi1	103.000000	0	178	122	112	0
Kcnip4	103.000000	0	202	0	210	0
Bicdl1	103.000000	0	412	0	0	0
Tprkb	102.750000	0	411	0	0	0
Nat8f1	102.750000	0	411	0	0	0
Kbtbd11	102.750000	0	0	0	411	0
Canx	102.750000	0	411	0	0	0
Pim1	102.500000	0	0	0	410	0
T2	102.250000	0	251	0	158	0
Thoc2l	102.000000	0	408	0	0	0
Sumo1	102.000000	0	230	0	178	0
Srd5a2	102.000000	0	408	0	0	0
Pes1	102.000000	0	408	0	0	0
Pdha2	102.000000	0	408	0	0	0
Osbpl6	102.000000	0	408	0	0	0
Olfr585	102.000000	0	408	0	0	0
Olfr1240	102.000000	0	408	0	0	0
Lrp1b	102.000000	0	408	0	0	0
Igfbp7	102.000000	0	408	0	0	0
Igdcc3	102.000000	0	0	0	408	0
Gm815	102.000000	0	408	0	0	0
Fam118a	102.000000	0	0	0	408	0
Dchs1	102.000000	0	408	0	0	0
D16Ertd472e	102.000000	0	408	0	0	0
Cplane1	102.000000	0	408	0	0	0
Atp6v0c	102.000000	0	0	0	408	0
Ankrd13c	102.000000	0	408	0	0	0
Angptl3	102.000000	0	408	0	0	0
Amdhd2	102.000000	0	0	0	408	0
Kctd16	101.750000	0	296	0	111	0
Actr10	101.750000	0	175	0	232	0
Zfp474	101.500000	0	406	0	0	0
Tecrl	101.500000	0	406	0	0	0
Stard5	101.500000	0	216	0	190	0
Slc30a5	101.500000	0	244	0	162	0
Rap1a	101.500000	0	198	0	208	0
Opcml	101.500000	0	303	0	103	0
1700012B09Rik	101.500000	0	281	0	125	0
Olfr806	101.250000	203	202	0	0	0
Lmo4	101.250000	0	182	0	223	0
Dennd1b	101.250000	0	228	0	177	0
Col12a1	101.250000	0	0	0	405	0
Plcg2	101.000000	0	209	0	195	0
Nr2f2	101.000000	0	257	0	147	0
Msx1	101.000000	0	191	0	213	0
E2f5	100.750000	0	132	0	271	0
Smim8	100.500000	0	402	0	0	0
Enah	100.500000	0	0	0	402	0
Tnpo1	100.250000	0	196	0	205	0
Plce1	100.250000	0	202	0	199	0
Zfp688	100.000000	0	0	0	400	0
Ttn	100.000000	0	400	0	0	0
Spink10	100.000000	0	400	0	0	0
Slitrk3	100.000000	0	400	0	0	0
Slc35b3	100.000000	0	237	163	0	0
Slain1	100.000000	0	400	0	0	0
Saraf	100.000000	0	400	0	0	0
Phospho2	100.000000	0	400	0	0	0
Olfr785	100.000000	0	400	0	0	0
Nxph3	100.000000	0	0	0	400	0
Nnmt	100.000000	0	400	0	0	0
Nkx2-4	100.000000	0	400	0	0	0
Ms4a4b	100.000000	0	400	0	0	0
Morc3	100.000000	0	400	0	0	0
Mkln1	100.000000	0	400	0	0	0
Glipr1	100.000000	0	400	0	0	0
Fdxr	100.000000	0	400	0	0	0
Fbxo38	100.000000	0	400	0	0	0
Eri1	100.000000	0	400	0	0	0
Dgcr6	100.000000	0	230	0	170	0
D130040H23Rik	100.000000	0	400	0	0	0
Crip2	100.000000	0	400	0	0	0
Ccdc81	100.000000	0	303	0	97	0
Aldh3b2	100.000000	0	400	0	0	0
4930503B20Rik	100.000000	0	400	0	0	0
Sgms2	99.750000	0	399	0	0	0
Krtap13	99.750000	0	0	0	399	0
G2e3	99.750000	0	399	0	0	0
2310034C09Rik	99.750000	0	0	0	399	0
Wfdc11	99.500000	0	281	0	117	0
Slc17a7	99.500000	0	0	0	398	0
Mrpl22	99.500000	0	103	0	295	0
Med11	99.500000	0	281	0	117	0
Gemin5	99.500000	0	103	0	295	0
Daw1	99.500000	0	0	0	398	0
Cox8c	99.500000	0	251	0	147	0
Cd83	99.500000	0	96	130	172	0
Acap2	99.500000	0	266	0	132	0
Mga	99.250000	0	397	0	0	0
Maf	99.250000	0	182	0	215	0
Chaf1a	99.250000	0	144	0	253	0
Gnpnat1	99.000000	0	396	0	0	0
Glrb	99.000000	0	396	0	0	0
Creb3l2	99.000000	0	0	0	396	0
Calm2	99.000000	0	146	250	0	0
Ncl	98.750000	0	395	0	0	0
Fsd2	98.750000	0	209	0	186	0
Nkx1-2	98.500000	0	0	0	394	0
Bcl9l	98.500000	0	0	0	394	0
Rab3gap2	98.250000	0	0	393	0	0
Poc1a	98.250000	0	0	0	393	0
Fam168a	98.250000	0	393	0	0	0
Med23	98.000000	0	392	0	0	0
Acin1	98.000000	0	392	0	0	0
Zfp641	97.750000	0	391	0	0	0
Zfp507	97.750000	0	391	0	0	0
Vegfd	97.750000	0	391	0	0	0
Usp17la	97.750000	0	391	0	0	0
Trmt13	97.750000	0	391	0	0	0
Pomt2	97.750000	0	391	0	0	0
Phb2	97.750000	0	391	0	0	0
Olfr235	97.750000	0	391	0	0	0
Olfr1251	97.750000	0	391	0	0	0
Olfr1247	97.750000	0	391	0	0	0
Myh1	97.750000	0	391	0	0	0
Mgst1	97.750000	0	391	0	0	0
Htr1f	97.750000	0	391	0	0	0
Gstz1	97.750000	0	391	0	0	0
Gm5886	97.750000	0	391	0	0	0
Galntl6	97.750000	0	391	0	0	0
Epb41	97.750000	0	223	0	168	0
Emg1	97.750000	0	391	0	0	0
Capza1	97.750000	0	273	0	118	0
Bex4	97.750000	0	391	0	0	0
BC030500	97.750000	0	391	0	0	0
Atad2b	97.750000	0	391	0	0	0
Apba1	97.750000	0	391	0	0	0
Akt2	97.750000	0	0	0	391	0
Adck1	97.750000	0	391	0	0	0
Tbc1d30	97.500000	0	390	0	0	0
Srpk2	97.500000	0	251	0	139	0
Lipo2	97.500000	0	390	0	0	0
Vil1	97.250000	0	0	0	389	0
Zfp672	97.000000	0	0	0	388	0
Sh3bp5l	97.000000	0	0	0	388	0
Pex2	97.000000	0	156	0	232	0
Itm2b	97.000000	0	388	0	0	0
Hhex	97.000000	0	388	0	0	0
Sash1	96.750000	0	0	0	387	0
Col11a1	96.750000	0	244	0	143	0
Apcdd1	96.750000	0	223	0	164	0
Wfikkn2	96.500000	0	0	0	386	0
Pik3r3	96.500000	0	204	0	182	0
Ptpn12	96.250000	0	162	0	223	0
Prss1	96.250000	0	0	0	385	0
Olfr469	96.250000	0	385	0	0	0
Katnal1	96.250000	0	319	0	66	0
Fam162b	96.250000	0	182	0	203	0
Add3	96.250000	0	188	0	197	0
Rpgrip1	96.000000	0	384	0	0	0
Paqr8	96.000000	0	230	0	154	0
Mink1	96.000000	0	0	0	384	0
Klhl34	96.000000	0	138	0	246	0
Itln1	96.000000	0	274	110	0	0
E2f8	96.000000	0	0	0	384	0
Vmn2r94	95.750000	0	383	0	0	0
Tmtc3	95.750000	0	383	0	0	0
Tmem154	95.750000	0	383	0	0	0
Tc2n	95.750000	0	383	0	0	0
Svs5	95.750000	0	383	0	0	0
Spidr	95.750000	0	383	0	0	0
Snrpn	95.750000	0	188	0	195	0
Slc6a15	95.750000	0	383	0	0	0
Serp1	95.750000	0	383	0	0	0
Qrsl1	95.750000	0	383	0	0	0
Ppp1r15b	95.750000	0	319	0	64	0
Pik3c2g	95.750000	0	383	0	0	0
Paqr3	95.750000	0	383	0	0	0
Olfr640	95.750000	0	383	0	0	0
Ntf3	95.750000	0	182	0	201	0
Nrg1	95.750000	0	383	0	0	0
Nabp1	95.750000	0	266	0	117	0
Mrpl11	95.750000	0	383	0	0	0
Lce1i	95.750000	0	383	0	0	0
Krtap16-1	95.750000	0	383	0	0	0
Gpsm2	95.750000	0	260	123	0	0
Gpr87	95.750000	0	383	0	0	0
Golga5	95.750000	0	383	0	0	0
Eif2a	95.750000	0	383	0	0	0
Dusp13	95.750000	0	214	0	169	0
Col25a1	95.750000	0	383	0	0	0
Cgas	95.750000	0	383	0	0	0
Cep290	95.750000	0	383	0	0	0
Api5	95.750000	0	383	0	0	0
AW209491	95.750000	0	383	0	0	0
1110025L11Rik	95.750000	0	383	0	0	0
Kbtbd6	95.500000	0	382	0	0	0
Rad21l	95.250000	0	381	0	0	0
Zdbf2	95.000000	0	380	0	0	0
Rbm33	95.000000	0	380	0	0	0
Prkcg	95.000000	0	202	0	178	0
Lbx2	95.000000	0	188	0	192	0
Hsd17b11	95.000000	0	380	0	0	0
Ctdsp1	95.000000	0	293	0	87	0
Sytl3	94.750000	140	239	0	0	0
Map4k5	94.750000	0	132	0	247	0
Fmc1	94.750000	0	279	0	100	0
Crabp2	94.750000	0	0	0	379	0
Atl1	94.750000	0	132	0	247	0
Tmem88b	94.500000	0	0	0	378	0
Tenm3	94.500000	0	289	0	89	0
Rsph3b	94.500000	0	276	0	102	0
Git2	94.500000	0	378	0	0	0
Ankrd13a	94.500000	0	378	0	0	0
Slc16a14	94.000000	0	266	0	110	0
Gcnt2	94.000000	0	0	0	376	0
Etv6	94.000000	0	258	0	118	0
Cnnm3	94.000000	0	244	0	132	0
Zp3r	93.750000	0	375	0	0	0
Zfp949	93.750000	0	375	0	0	0
Zfp560	93.750000	0	375	0	0	0
V1rd19	93.750000	0	375	0	0	0
V1rd18	93.750000	0	375	0	0	0
Ubap1	93.750000	0	375	0	0	0
Trpc3	93.750000	0	375	0	0	0
Timm10	93.750000	0	375	0	0	0
Tbce	93.750000	0	375	0	0	0
Smtnl1	93.750000	0	375	0	0	0
Setd2	93.750000	0	375	0	0	0
Rhot1	93.750000	0	375	0	0	0
Olfr619	93.750000	0	375	0	0	0
Olfr578	93.750000	0	375	0	0	0
Olfr1388	93.750000	0	375	0	0	0
Krtap7-1	93.750000	0	375	0	0	0
Fetub	93.750000	0	375	0	0	0
Fabp4	93.750000	0	375	0	0	0
Eef2k	93.750000	0	375	0	0	0
Dusp3	93.750000	0	375	0	0	0
Dnajc24	93.750000	0	375	0	0	0
Ccdc84	93.750000	0	375	0	0	0
B3galt2	93.750000	0	375	0	0	0
Arpp21	93.750000	0	375	0	0	0
Stra6	93.500000	0	0	0	374	0
Slc16a13	93.500000	0	0	0	374	0
Ogt	93.500000	0	0	180	194	0
Clasp1	93.500000	0	261	0	113	0
Zscan4b	93.250000	0	258	115	0	0
Srgap1	93.250000	0	138	0	235	0
Ppm1d	93.250000	0	0	0	373	0
Mlh3	93.250000	0	373	0	0	0
Lmo7	93.250000	0	0	0	373	0
Eif4h	93.250000	0	257	0	116	0
Dupd1	93.250000	0	98	0	275	0
Lmo1	93.000000	0	228	0	144	0
Eif4b	93.000000	0	372	0	0	0
Slc5a5	92.750000	0	0	0	371	0
Rpl18a	92.750000	0	0	0	371	0
Nedd4	92.750000	0	226	0	145	0
Map3k5	92.500000	0	208	0	162	0
Klf6	92.500000	0	370	0	0	0
Etnk1	92.500000	0	120	0	250	0
Eprs	92.500000	0	223	0	147	0
Tmc5	92.250000	0	0	0	369	0
Tcp11l1	92.250000	0	150	0	219	0
Pin1rt1	92.250000	0	150	0	219	0
Olfr794	92.250000	0	230	0	139	0
