Target_genes	Klf15|Average	SRX10012505|Liver	SRX10012506|Liver	STRING
Gpr146	122.500000	0	245	0
Cbx4	122.500000	98	147	0
Brwd1	122.500000	0	245	0
Marchf7	122.000000	99	145	0
Pla2g15	121.500000	0	243	0
Nap1l4	121.500000	0	243	0
Farp1	121.500000	0	243	0
Dop1b	121.500000	0	243	0
Coq10b	121.500000	0	243	0
Chd2	121.500000	108	135	0
Akirin1	121.500000	0	243	0
Zfp53	121.000000	135	107	0
Hp	121.000000	0	242	0
Eif6	121.000000	101	141	0
Chic2	121.000000	0	242	0
Glul	120.500000	0	241	0
Cep63	120.500000	90	151	0
Ccne2	120.500000	0	241	0
Cblb	120.500000	98	143	0
Anapc13	120.500000	90	151	0
Zfp563	120.000000	90	150	0
Thap3	120.000000	135	105	0
Fbxl4	120.000000	134	106	0
Cltc	120.000000	0	240	0
B3galnt2	120.000000	93	147	0
Wdr41	119.500000	0	239	0
Vinac1	119.500000	0	239	0
Urm1	119.500000	0	239	0
Ttl	119.500000	0	239	0
Tnfsf13	119.500000	0	239	0
Spidr	119.500000	0	239	0
Senp3	119.500000	0	239	0
Rffl	119.500000	0	239	0
Pold2	119.500000	0	239	0
Pheta1	119.500000	0	239	0
Pcyox1l	119.500000	0	239	0
Pan2	119.500000	0	239	0
Ndufb4	119.500000	0	239	0
Ndst1	119.500000	0	239	0
Ldlrad3	119.500000	0	239	0
Lancl1	119.500000	0	239	0
Garre1	119.500000	0	239	0
Eif2b2	119.500000	0	239	0
Cmss1	119.500000	0	239	0
Atg2a	119.500000	0	239	0
Tppp	119.000000	0	238	0
Tdrd3	119.000000	100	138	0
Taf11	119.000000	0	238	0
Rfxap	119.000000	85	153	0
Anks1	119.000000	0	238	0
Steap3	118.500000	0	237	0
Rasa2	118.500000	89	148	0
Lbp	118.500000	0	237	0
Irf2bp2	118.500000	0	237	0
Il12rb1	118.500000	0	237	0
Dusp23	118.500000	0	237	0
Cnbp	118.500000	0	237	0
Mef2a	118.000000	92	144	0
Ehd4	118.000000	0	236	0
Crim1	118.000000	0	236	0
Zfp706	117.500000	73	162	0
Ubxn6	117.000000	107	127	0
Rfesd	117.000000	0	234	0
Psma2	117.000000	0	234	0
Mrpl32	117.000000	0	234	0
Mex3b	117.000000	0	234	0
Klhdc2	117.000000	0	234	0
Hdgfl2	117.000000	107	127	0
Zfp62	116.500000	0	233	0
Psap	116.500000	0	233	0
Pisd	116.500000	101	132	0
Fer	116.500000	0	233	0
Esrra	116.500000	0	233	0
Csnk2a2	116.500000	0	233	0
Catsperz	116.500000	0	233	0
Brd4	116.500000	125	108	0
Ushbp1	116.000000	0	232	0
Rps6ka5	116.000000	0	232	0
Myo1b	116.000000	0	232	0
Mynn	116.000000	94	138	0
Kdm2b	116.000000	85	147	0
Babam1	116.000000	0	232	0
Actrt3	116.000000	94	138	0
Nup153	115.500000	94	137	0
Nnt	115.500000	0	231	0
Hinfp	115.500000	93	138	0
Dusp22	115.500000	0	231	0
Cops3	115.500000	0	231	0
Commd1	115.500000	94	137	0
Sptbn4	115.000000	116	114	0
Puf60	115.000000	0	230	0
Bzw1	115.000000	115	115	0
Blvrb	115.000000	116	114	0
Stambp	114.500000	0	229	0
Spast	114.500000	95	134	0
Rnaset2a	114.500000	0	229	0
Ramac	114.500000	0	229	0
Metap1	114.500000	0	229	0
Kcnn1	114.500000	0	229	0
Ints2	114.500000	0	229	0
Hyal2	114.500000	0	229	0
Gata3	114.500000	0	229	0
Dnph1	114.500000	0	229	0
Coa4	114.500000	0	229	0
Ccna2	114.500000	0	229	0
Arid3b	114.500000	0	229	0
Tepsin	114.000000	0	228	0
Ralgps2	114.000000	91	137	0
Ppp2r5a	114.000000	0	228	0
Ndufaf8	114.000000	0	228	0
Lrrc8d	114.000000	0	228	0
Ilrun	114.000000	97	131	0
Tns1	113.500000	144	83	0
Tmem161b	113.500000	0	227	0
Tcp11l2	113.500000	112	115	0
Rufy4	113.500000	144	83	0
Mdm2	113.500000	0	227	0
Il6ra	113.500000	129	98	0
Itgb1	113.000000	0	226	0
Ell2	113.000000	85	141	0
Dusp6	113.000000	0	226	0
Rps11	112.500000	0	225	0
Rpl13a	112.500000	0	225	0
Dmxl1	112.500000	0	225	0
Znrf3	112.000000	100	124	0
Ythdf1	112.000000	0	224	0
Smurf2	112.000000	0	224	0
Ptprj	112.000000	0	224	0
Dapk1	112.000000	74	150	0
Arsa	112.000000	0	224	0
Rpp40	111.500000	86	137	0
F5	111.500000	0	223	0
Ttpa	111.000000	0	222	0
Tspan14	111.000000	0	222	0
Sec16a	111.000000	0	222	0
Rps12	111.000000	0	222	0
Kbtbd2	111.000000	109	113	0
Fam120a	111.000000	0	222	0
Cbarp	111.000000	100	122	0
Atp5d	111.000000	100	122	0
Vps29	110.500000	126	95	0
Usp53	110.500000	0	221	0
Ric8a	110.500000	0	221	0
Rassf7	110.500000	143	78	0
Rad9b	110.500000	126	95	0
Lmntd2	110.500000	143	78	0
Herc4	110.500000	0	221	0
Bet1l	110.500000	0	221	0
Zfpm1	110.000000	104	116	0
Zfp712	110.000000	0	220	0
Zfp574	110.000000	0	220	0
Zdhhc24	110.000000	0	220	0
Wapl	110.000000	0	220	0
Ubxn8	110.000000	0	220	0
Traf4	110.000000	0	220	0
Tmem95	110.000000	0	220	0
Tdrd7	110.000000	77	143	0
Tbc1d1	110.000000	0	220	0
Setd1a	110.000000	0	220	0
Prim2	110.000000	0	220	0
Ppp6r2	110.000000	0	220	0
Pard6b	110.000000	91	129	0
Oplah	110.000000	0	220	0
Nudt18	110.000000	0	220	0
Lsm4	110.000000	0	220	0
Kctd11	110.000000	0	220	0
Htatsf1	110.000000	0	220	0
H2-Q10	110.000000	0	220	0
Grik5	110.000000	0	220	0
Gmppb	110.000000	0	220	0
Fuca1	110.000000	0	220	0
Fadd	110.000000	0	220	0
Exoc2	110.000000	0	220	0
Cadm1	110.000000	0	220	0
Amigo3	110.000000	0	220	0
Ak7	110.000000	0	220	0
Actn3	110.000000	0	220	0
2010003K11Rik	110.000000	0	220	0
Srp9	109.500000	0	219	0
Slc27a1	109.500000	0	219	0
Rad23b	109.500000	0	219	0
Pold1	109.500000	0	219	0
Nxnl1	109.500000	0	219	0
Nr1h2	109.500000	0	219	0
Gbe1	109.500000	0	219	0
Dot1l	109.500000	0	219	0
Ube2r2	109.000000	0	218	0
Tpmt	109.000000	96	122	0
Kdm1b	109.000000	96	122	0
Erich2	109.000000	0	218	0
Atrn	109.000000	0	218	0
Tmem65	108.500000	0	217	0
Szrd1	108.500000	0	217	0
Sec24d	108.500000	0	217	0
Rnf11	108.500000	109	108	0
Nr2f6	108.500000	84	133	0
Mast4	108.500000	0	217	0
Irx5	108.500000	0	217	0
Armc8	108.500000	0	217	0
Rnf152	108.000000	0	216	0
Rab7	108.000000	0	216	0
Ltbr	108.000000	0	216	0
Idnk	108.000000	0	216	0
Cct8	108.000000	0	216	0
Psmd5	107.500000	0	215	0
Noct	107.500000	0	215	0
Cutal	107.500000	0	215	0
Aatf	107.500000	0	215	0
Wasf1	107.000000	0	214	0
Tom1	107.000000	0	214	0
Tmem139	107.000000	98	116	0
Sh3bgrl2	107.000000	109	105	0
Cdv3	107.000000	91	123	0
Cdc40	107.000000	0	214	0
Casp2	107.000000	98	116	0
Ahcyl1	107.000000	0	214	0
Pole4	106.500000	0	213	0
Pgpep1	106.500000	0	213	0
Gm51425	106.500000	0	213	0
Ces1d	106.500000	0	213	0
Acmsd	106.500000	0	213	0
Abcf2	106.500000	0	213	0
Ubald1	105.500000	0	211	0
Serinc3	105.500000	79	132	0
Insig2	105.500000	0	211	0
Zscan21	105.000000	0	210	0
Zfp142	105.000000	0	210	0
Wipf3	105.000000	0	210	0
Srsf9	105.000000	0	210	0
Smdt1	105.000000	0	210	0
Sgk3	105.000000	0	210	0
Rlim	105.000000	0	210	0
Rab3gap2	105.000000	0	210	0
Prickle4	105.000000	0	210	0
Ppp6r1	105.000000	0	210	0
Ppp1r27	105.000000	0	210	0
Pld6	105.000000	0	210	0
Pld3	105.000000	0	210	0
Pheta2	105.000000	0	210	0
Pcnx4	105.000000	0	210	0
Nuf2	105.000000	0	210	0
Mmgt1	105.000000	0	210	0
Mcrip1	105.000000	0	210	0
Itpka	105.000000	0	210	0
Itga6	105.000000	0	210	0
Frs3	105.000000	0	210	0
Fbxo31	105.000000	0	210	0
Exd2	105.000000	0	210	0
Efr3b	105.000000	0	210	0
Diaph1	105.000000	105	105	0
Dhx34	105.000000	0	210	0
Cyfip1	105.000000	0	210	0
Cd164	105.000000	77	133	0
Ccin	105.000000	0	210	0
Bcs1l	105.000000	0	210	0
Acer2	105.000000	0	210	0
2310022A10Rik	105.000000	0	210	0
1810037I17Rik	105.000000	0	210	0
1700066M21Rik	105.000000	0	210	0
Tapt1	104.500000	0	209	0
Slc39a14	104.500000	0	209	0
Rcbtb2	104.500000	0	209	0
Lcor	104.500000	0	209	0
Ireb2	104.500000	0	209	0
Tmem87a	104.000000	0	208	0
Tmem245	104.000000	0	208	0
Snap29	104.000000	0	208	0
Pi4ka	104.000000	0	208	0
Nfib	104.000000	109	99	0
Micu3	104.000000	0	208	0
Kctd13	104.000000	0	208	0
Grn	104.000000	0	208	0
Gcc1	104.000000	0	208	0
Ganc	104.000000	0	208	0
Cbll1	104.000000	0	208	0
Arf5	104.000000	0	208	0
Stx7	103.500000	0	207	0
Slc25a22	103.500000	0	207	0
Gkap1	103.500000	0	207	0
Crebbp	103.500000	0	207	0
Wac	103.000000	0	206	0
Setd4	103.000000	0	206	0
Sestd1	103.000000	0	206	0
Gnai3	103.000000	0	206	0
Eif4a1	103.000000	0	206	0
Cbr1	103.000000	0	206	0
Mrps35	102.500000	0	205	0
Marchf9	102.500000	115	90	0
Junb	102.500000	0	205	0
Cdk4	102.500000	115	90	0
Asf1a	102.500000	92	113	0
Hectd4	102.000000	0	204	0
Atf7ip	102.000000	0	204	0
Zfand3	101.500000	0	203	0
Triap1	101.500000	0	203	0
Sec22c	101.500000	0	203	0
Lmo4	101.500000	0	203	0
Gatc	101.500000	0	203	0
Arid2	101.500000	0	203	0
Trp53inp2	101.000000	0	202	0
Sbk1	101.000000	0	202	0
Ilkap	101.000000	0	202	0
Bhlhe41	101.000000	0	202	0
Znhit1	100.500000	0	201	0
Zer1	100.500000	0	201	0
Ywhah	100.500000	0	201	0
Xrcc1	100.500000	0	201	0
Usp37	100.500000	0	201	0
Tspan33	100.500000	0	201	0
Tkt	100.500000	0	201	0
Stag2	100.500000	0	201	0
Ssbp1	100.500000	0	201	0
Slc23a2	100.500000	0	201	0
Slc15a1	100.500000	0	201	0
Rhoq	100.500000	0	201	0
Pofut2	100.500000	0	201	0
Plod3	100.500000	0	201	0
Phc2	100.500000	0	201	0
Pald1	100.500000	0	201	0
Osr2	100.500000	0	201	0
Odf2l	100.500000	0	201	0
Nipal1	100.500000	0	201	0
Mycl	100.500000	0	201	0
Larp4b	100.500000	0	201	0
Hint1	100.500000	0	201	0
H4f16	100.500000	0	201	0
H2aj	100.500000	0	201	0
Ergic1	100.500000	0	201	0
Epn1	100.500000	0	201	0
Eml2	100.500000	0	201	0
Dpp3	100.500000	0	201	0
Cnot9	100.500000	0	201	0
Cnga1	100.500000	0	201	0
Bmp7	100.500000	0	201	0
Bambi	100.500000	0	201	0
Abcd4	100.500000	0	201	0
Zfp740	100.000000	80	120	0
Twf1	100.000000	0	200	0
Tmem43	100.000000	0	200	0
Notch1	100.000000	0	200	0
Nbeal2	100.000000	0	200	0
Fam91a1	100.000000	0	200	0
Egln1	100.000000	0	200	0
Csad	100.000000	80	120	0
Chchd4	100.000000	0	200	0
Ccdc12	100.000000	0	200	0
Tsga10	99.500000	116	83	0
Rab6a	99.500000	0	199	0
Jmy	99.500000	0	199	0
Dpp8	99.500000	0	199	0
Atxn3	99.500000	0	199	0
Trak2	99.000000	0	198	0
Tmed2	99.000000	77	121	0
Psma1	99.000000	0	198	0
Pip4p1	99.000000	0	198	0
Elp6	99.000000	198	0	0
Ahi1	99.000000	0	198	0
Stk24	98.500000	0	197	0
Ccne1	98.500000	0	197	0
Usp42	98.000000	0	196	0
Txndc17	98.000000	0	196	0
Tmem116	98.000000	0	196	0
Ppif	98.000000	0	196	0
Erp29	98.000000	0	196	0
Dsp	98.000000	0	196	0
4933427D14Rik	98.000000	0	196	0
Sec14l4	97.500000	0	195	0
Prodh	97.500000	0	195	0
Rab11a	97.000000	0	194	0
Mmp28	97.000000	0	194	0
Arih1	97.000000	0	194	0
Trappc10	96.500000	0	193	0
Sun2	96.500000	0	193	0
Rbm38	96.500000	0	193	0
Pycrl	96.500000	0	193	0
Cox18	96.500000	0	193	0
Wrn	96.000000	0	192	0
Vps51	96.000000	0	192	0
Ranbp2	96.000000	0	192	0
Purg	96.000000	0	192	0
Ppp2r3a	96.000000	0	192	0
Vezt	95.500000	0	191	0
Utp15	95.500000	0	191	0
Ttll12	95.500000	0	191	0
Tsfm	95.500000	0	191	0
Trim46	95.500000	0	191	0
Stx12	95.500000	0	191	0
Stk19	95.500000	0	191	0
Sec14l5	95.500000	0	191	0
Saa3	95.500000	0	191	0
Rpl36al	95.500000	0	191	0
Rab8b	95.500000	0	191	0
Prmt5	95.500000	0	191	0
Naaa	95.500000	0	191	0
Mllt11	95.500000	0	191	0
Mgat2	95.500000	0	191	0
Lbr	95.500000	0	191	0
Krtcap2	95.500000	0	191	0
Klhl5	95.500000	0	191	0
Inpp5k	95.500000	0	191	0
Hs3st6	95.500000	0	191	0
Gsc2	95.500000	0	191	0
Gm3776	95.500000	0	191	0
Gm17359	95.500000	0	191	0
Fgd6	95.500000	0	191	0
Fbxo3	95.500000	0	191	0
Ess2	95.500000	0	191	0
Dxo	95.500000	0	191	0
Dram1	95.500000	0	191	0
Dpf1	95.500000	0	191	0
Cdc42se1	95.500000	0	191	0
Birc3	95.500000	0	191	0
Atp8b2	95.500000	0	191	0
Ankra2	95.500000	0	191	0
Agfg1	95.500000	0	191	0
4931422A03Rik	95.500000	0	191	0
Zswim7	95.000000	0	190	0
Usp28	95.000000	0	190	0
Ttc19	95.000000	0	190	0
Sqle	95.000000	0	190	0
Qrich1	95.000000	0	190	0
Mras	95.000000	0	190	0
Gm3435	95.000000	0	190	0
Cxxc5	95.000000	0	190	0
Cdan1	95.000000	0	190	0
Akip1	95.000000	0	190	0
Actb	95.000000	0	190	0
Sbno1	94.500000	0	189	0
Rexo2	94.500000	0	189	0
Ptbp3	94.500000	0	189	0
Klhl21	94.500000	0	189	0
Ing2	94.500000	0	189	0
Cd2ap	94.500000	0	189	0
Virma	94.000000	0	188	0
Sntg2	94.000000	0	188	0
Slc25a23	94.000000	0	188	0
Mctp2	94.000000	0	188	0
Crb3	94.000000	0	188	0
Zmynd11	93.500000	0	187	0
Ywhag	93.500000	0	187	0
Wdr91	93.500000	0	187	0
Trappc4	93.500000	0	187	0
Rps25	93.500000	0	187	0
Map3k4	93.500000	0	187	0
Hmgb1	93.500000	85	102	0
Fndc3b	93.500000	0	187	0
Fam89a	93.500000	0	187	0
Cdk18	93.500000	0	187	0
Car8	93.500000	0	187	0
Asgr1	93.500000	0	187	0
Ap3b1	93.500000	0	187	0
Zfp598	93.000000	0	186	0
Sec23a	93.000000	0	186	0
Rere	93.000000	0	186	0
Nbas	93.000000	0	186	0
Lamp1	93.000000	0	186	0
H4c4	93.000000	0	186	0
H2bc6	93.000000	0	186	0
Gemin2	93.000000	0	186	0
Acy3	93.000000	0	186	0
Ackr2	93.000000	0	186	0
Zfp276	92.500000	0	185	0
Vps9d1	92.500000	0	185	0
Ube2e1	92.500000	0	185	0
Tcam1	92.500000	0	185	0
Smarcd2	92.500000	0	185	0
Gns	92.500000	0	185	0
G0s2	92.500000	0	185	0
Cyp2d26	92.500000	0	185	0
C9orf72	92.500000	0	185	0
Bmt2	92.500000	0	185	0
Zxdc	92.000000	0	184	0
Zbtb46	92.000000	0	184	0
Ube2h	92.000000	0	184	0
Tfg	92.000000	0	184	0
Rnf130	92.000000	0	184	0
Rbms1	92.000000	0	184	0
Pdp1	92.000000	0	184	0
Nagk	92.000000	0	184	0
Ubqln4	91.500000	0	183	0
Thap12	91.500000	0	183	0
Tbc1d10b	91.500000	85	98	0
Pknox1	91.500000	0	183	0
Oser1	91.500000	0	183	0
Mylpf	91.500000	85	98	0
Lamtor2	91.500000	0	183	0
Kctd7	91.500000	93	90	0
Cyb5r3	91.500000	0	183	0
Ces2a	91.500000	0	183	0
Zfp664	91.000000	0	182	0
Zfp408	91.000000	0	182	0
Trappc8	91.000000	0	182	0
Tctn2	91.000000	0	182	0
Stat3	91.000000	0	182	0
St3gal4	91.000000	0	182	0
Sptb	91.000000	0	182	0
Pxn	91.000000	0	182	0
Pwwp2b	91.000000	0	182	0
Prdm11	91.000000	0	182	0
Plpp1	91.000000	0	182	0
Pld2	91.000000	0	182	0
Nt5c	91.000000	0	182	0
Mxi1	91.000000	0	182	0
Mphosph9	91.000000	0	182	0
Mon1a	91.000000	0	182	0
Kif14	91.000000	0	182	0
Ing3	91.000000	0	182	0
Iba57	91.000000	0	182	0
Hpx	91.000000	0	182	0
Hmgn5	91.000000	0	182	0
Hjv	91.000000	0	182	0
Gpr84	91.000000	0	182	0
Dlg4	91.000000	0	182	0
Crebzf	91.000000	0	182	0
Cmas	91.000000	0	182	0
Cep131	91.000000	0	182	0
Cdk5rap3	91.000000	0	182	0
Ccdc92	91.000000	0	182	0
Arhgap1	91.000000	0	182	0
Alkbh5	91.000000	0	182	0
Akap8	91.000000	0	182	0
2810006K23Rik	91.000000	0	182	0
Scoc	90.500000	0	181	0
Rubcn	90.500000	0	181	0
Pak2	90.500000	0	181	0
Fyttd1	90.500000	0	181	0
Arrdc2	90.500000	0	181	0
Abhd3	90.500000	0	181	0
Unc5b	90.000000	0	180	0
Smap2	90.000000	0	180	0
Dusp12	90.000000	0	180	0
Dhdh	90.000000	0	180	0
Ccng2	90.000000	0	180	0
Zfp703	89.500000	0	179	0
Sec24a	89.500000	81	98	0
P3h1	89.500000	0	179	0
Hykk	89.500000	0	179	0
Gpr107	89.500000	0	179	0
Anapc10	89.500000	0	179	0
Abce1	89.500000	0	179	0
AU022252	89.500000	0	179	0
Zfp46	89.000000	0	178	0
Wtap	89.000000	0	178	0
Tulp2	89.000000	0	178	0
Trmt112	89.000000	0	178	0
Stx5a	89.000000	0	178	0
Prdx5	89.000000	0	178	0
Nufip2	89.000000	0	178	0
Ifnar1	89.000000	0	178	0
Fscn3	89.000000	0	178	0
Fnbp4	89.000000	0	178	0
Eif4ebp2	89.000000	0	178	0
Cdc42ep1	89.000000	0	178	0
1700092M07Rik	89.000000	0	178	0
Smap1	88.500000	0	177	0
Phldb3	88.500000	0	177	0
Nasp	88.500000	0	177	0
Kdm6b	88.500000	0	177	0
Rrm2	88.000000	0	176	0
Magi3	88.000000	0	176	0
Gid8	88.000000	0	176	0
Dido1	88.000000	0	176	0
Cstf3	88.000000	0	176	0
Usp3	87.500000	0	175	0
Unc93a	87.500000	0	175	0
Tmem53	87.500000	0	175	0
Tlcd2	87.500000	0	175	0
Tiparp	87.500000	0	175	0
Phyh	87.500000	0	175	0
D630045J12Rik	87.500000	0	175	0
Armh1	87.500000	0	175	0
AA986860	87.500000	0	175	0
Sub1	87.000000	0	174	0
Napepld	87.000000	0	174	0
Il6st	87.000000	0	174	0
Esco2	87.000000	0	174	0
Ccdc25	87.000000	0	174	0
Zfp612	86.500000	0	173	0
Xrcc6	86.500000	0	173	0
Xpo6	86.500000	0	173	0
Unc45a	86.500000	0	173	0
Tyk2	86.500000	0	173	0
Txnl1	86.500000	0	173	0
Trp53inp1	86.500000	0	173	0
Tceanc	86.500000	0	173	0
Stt3b	86.500000	0	173	0
Srrt	86.500000	0	173	0
Snx30	86.500000	0	173	0
Shbg	86.500000	0	173	0
Sat2	86.500000	0	173	0
Rrp8	86.500000	0	173	0
Rbm22	86.500000	0	173	0
Rarg	86.500000	0	173	0
Ralgapa2	86.500000	0	173	0
Pura	86.500000	0	173	0
Psmd14	86.500000	0	173	0
Proser3	86.500000	0	173	0
Ppfibp2	86.500000	0	173	0
Polr2j	86.500000	0	173	0
Plcb3	86.500000	0	173	0
Pabpn1	86.500000	0	173	0
Olfr541	86.500000	0	173	0
Nedd1	86.500000	0	173	0
Msto1	86.500000	0	173	0
Mkrn2	86.500000	0	173	0
Klhl8	86.500000	0	173	0
Ilk	86.500000	0	173	0
Hspb6	86.500000	0	173	0
Hlf	86.500000	0	173	0
Hddc3	86.500000	0	173	0
Gprc5c	86.500000	0	173	0
Gm44805	86.500000	0	173	0
Ginm1	86.500000	0	173	0
Gab1	86.500000	173	0	0
Fam122a	86.500000	0	173	0
Dtnb	86.500000	0	173	0
Dnajc10	86.500000	0	173	0
Desi1	86.500000	0	173	0
Dcp2	86.500000	0	173	0
Ctsd	86.500000	0	173	0
Cse1l	86.500000	0	173	0
Cpt2	86.500000	0	173	0
Cpn1	86.500000	0	173	0
Apoc4	86.500000	0	173	0
Apoc2	86.500000	0	173	0
Acsl4	86.500000	0	173	0
Abraxas2	86.500000	0	173	0
Ypel3	86.000000	0	172	0
Urah	86.000000	0	172	0
Tbx6	86.000000	0	172	0
Rufy3	86.000000	0	172	0
Rplp2	86.000000	0	172	0
Pym1	86.000000	0	172	0
Pidd1	86.000000	0	172	0
Onecut1	86.000000	172	0	0
Myl12b	86.000000	0	172	0
Hsd3b3	86.000000	0	172	0
Gcnt2	86.000000	0	172	0
Frmd6	86.000000	0	172	0
Dgka	86.000000	0	172	0
Tmtc4	85.500000	0	171	0
Scaf1	85.500000	0	171	0
Rras	85.500000	0	171	0
Prdx6	85.500000	0	171	0
Ppp1r2	85.500000	0	171	0
Naa60	85.500000	0	171	0
Ifrd1	85.500000	0	171	0
Gng12	85.500000	0	171	0
Zfp69	85.000000	170	0	0
Usp16	85.000000	0	170	0
Trp53bp2	85.000000	0	170	0
Rchy1	85.000000	0	170	0
Plekha8	85.000000	0	170	0
Lsm2	85.000000	0	170	0
Lifr	85.000000	0	170	0
Fn3krp	85.000000	0	170	0
Fkbp14	85.000000	0	170	0
Cgn	85.000000	0	170	0
Zfp143	84.500000	0	169	0
Ubr5	84.500000	0	169	0
Fgfr4	84.500000	0	169	0
Ahsg	84.500000	0	169	0
Ppp1ccb	84.000000	0	168	0
Ppp1cc	84.000000	0	168	0
Pih1d1	84.000000	0	168	0
H4c1	84.000000	0	168	0
H3c1	84.000000	0	168	0
H1f1	84.000000	0	168	0
Fbxo6	84.000000	0	168	0
Dusp16	84.000000	0	168	0
Aldh16a1	84.000000	0	168	0
Tnfaip8l1	83.500000	0	167	0
Spin1	83.500000	0	167	0
Snx3	83.500000	0	167	0
Rps7	83.500000	0	167	0
Nek3	83.500000	0	167	0
Mmd	83.500000	0	167	0
Cnksr3	83.500000	0	167	0
Ccdc38	83.500000	0	167	0
Amdhd1	83.500000	0	167	0
Zfp395	83.000000	0	166	0
Syde2	83.000000	0	166	0
Slc35g3	83.000000	0	166	0
Slc25a11	83.000000	0	166	0
Rnf167	83.000000	0	166	0
Polr2a	83.000000	0	166	0
Csnk1d	83.000000	0	166	0
Nod1	82.500000	0	165	0
Napg	82.500000	0	165	0
Ip6k2	82.500000	0	165	0
Dnajb2	82.500000	0	165	0
Camk2n2	82.500000	0	165	0
Atg5	82.500000	0	165	0
Zyg11b	82.000000	0	164	0
Xpo1	82.000000	0	164	0
Wiz	82.000000	0	164	0
Wdr47	82.000000	0	164	0
Vhl	82.000000	0	164	0
Uqcc2	82.000000	0	164	0
Ttc25	82.000000	0	164	0
Tsc22d2	82.000000	0	164	0
Tamm41	82.000000	0	164	0
Sugt1	82.000000	0	164	0
Stx17	82.000000	0	164	0
Slc22a4	82.000000	0	164	0
Serpina1a	82.000000	0	164	0
Sart1	82.000000	0	164	0
Rab11fip3	82.000000	0	164	0
Pyurf	82.000000	0	164	0
Psmd7	82.000000	0	164	0
Ppp1r8	82.000000	0	164	0
Ppme1	82.000000	0	164	0
Ppm1d	82.000000	0	164	0
Phf21b	82.000000	0	164	0
Nucb1	82.000000	0	164	0
Mcph1	82.000000	0	164	0
Lrrc61	82.000000	0	164	0
Klhl12	82.000000	0	164	0
Ilf3	82.000000	0	164	0
Grpel1	82.000000	0	164	0
Glt28d2	82.000000	0	164	0
Gfpt1	82.000000	0	164	0
Fam234b	82.000000	0	164	0
Ezh1	82.000000	0	164	0
Egln3	82.000000	0	164	0
Dusp3	82.000000	0	164	0
Dclk3	82.000000	0	164	0
Chmp4b	82.000000	0	164	0
Cfap97d1	82.000000	0	164	0
Cdk8	82.000000	0	164	0
Cd82	82.000000	0	164	0
Ccsap	82.000000	0	164	0
Capza2	82.000000	0	164	0
Calm3	82.000000	0	164	0
C2cd3	82.000000	0	164	0
Arpc2	82.000000	0	164	0
Anapc4	82.000000	0	164	0
Aen	82.000000	0	164	0
Zfp292	81.500000	0	163	0
Zc3h6	81.500000	0	163	0
Mmp11	81.500000	0	163	0
Gm867	81.500000	0	163	0
Ctbs	81.500000	0	163	0
Chchd10	81.500000	0	163	0
Carhsp1	81.500000	0	163	0
Yeats2	81.000000	0	162	0
Wdr48	81.000000	0	162	0
Tmprss6	81.000000	0	162	0
Tcea1	81.000000	0	162	0
Rock1	81.000000	0	162	0
Msl2	81.000000	162	0	0
Id2	81.000000	0	162	0
H1f4	81.000000	0	162	0
C3	81.000000	0	162	0
Atad1	81.000000	0	162	0
Yipf4	80.500000	0	161	0
Ube2b	80.500000	0	161	0
Trim41	80.500000	0	161	0
Sp3	80.500000	0	161	0
Slc5a6	80.500000	0	161	0
Rnpc3	80.500000	0	161	0
Plekho2	80.500000	0	161	0
Irf2	80.500000	0	161	0
Ggact	80.500000	0	161	0
Cdkl3	80.500000	0	161	0
Atraid	80.500000	0	161	0
Sgms1	80.000000	0	160	0
Poldip3	80.000000	0	160	0
Nfkb2	80.000000	0	160	0
Map3k5	80.000000	0	160	0
Lipa	80.000000	0	160	0
Efna5	80.000000	0	160	0
Cry1	80.000000	0	160	0
Tor3a	79.500000	0	159	0
Tfeb	79.500000	0	159	0
Styx	79.500000	0	159	0
St3gal1	79.500000	0	159	0
Lta4h	79.500000	159	0	0
Lonrf1	79.500000	0	159	0
Igfbp4	79.500000	0	159	0
Herc3	79.500000	0	159	0
Chmp3	79.500000	0	159	0
Cdk19	79.500000	0	159	0
Btbd1	79.500000	0	159	0
Adcy2	79.500000	0	159	0
Rbm6	79.000000	0	158	0
Dnajc19	79.000000	0	158	0
Cops4	79.000000	0	158	0
Ccny	79.000000	0	158	0
Slc29a1	78.500000	0	157	0
Mymx	78.500000	0	157	0
Efna1	78.500000	0	157	0
Dus4l	78.500000	0	157	0
Cog5	78.500000	0	157	0
Cndp2	78.500000	0	157	0
Stil	78.000000	0	156	0
Sik1	78.000000	0	156	0
Sdc4	78.000000	0	156	0
Erf	78.000000	0	156	0
Asnsd1	78.000000	0	156	0
Asdurf	78.000000	0	156	0
Zkscan3	77.500000	0	155	0
Zfp523	77.500000	0	155	0
Zfp219	77.500000	0	155	0
Zc2hc1a	77.500000	0	155	0
Ybx2	77.500000	0	155	0
Vps37c	77.500000	0	155	0
Ubr4	77.500000	0	155	0
Ubr3	77.500000	0	155	0
Ubp1	77.500000	0	155	0
Ube2c	77.500000	0	155	0
Ubap1	77.500000	0	155	0
Tvp23b	77.500000	0	155	0
Tspan9	77.500000	0	155	0
Tmem253	77.500000	0	155	0
Tmem222	77.500000	0	155	0
Tmem220	77.500000	0	155	0
Tm2d3	77.500000	0	155	0
Tjp2	77.500000	0	155	0
Thap1	77.500000	0	155	0
Stn1	77.500000	0	155	0
Stard8	77.500000	0	155	0
Sod1	77.500000	0	155	0
