Target_genes	Zfp217|Average	SRX868619|ES_cells	STRING
Mapk9	228.000000	228	0
Gfer	228.000000	228	0
Dvl3	228.000000	228	0
Clstn3	228.000000	228	0
Cep70	228.000000	228	0
Cenpp	228.000000	228	0
Celf5	228.000000	228	0
Cbx7	228.000000	228	0
Zfp59	227.000000	227	0
Xrcc2	227.000000	227	0
Tmem141	227.000000	227	0
Tceal8	227.000000	227	0
Tbp	227.000000	227	0
Taf6	227.000000	227	0
Smad5	227.000000	227	0
Shisa4	227.000000	227	0
Serf1	227.000000	227	0
Rhebl1	227.000000	227	0
Pum1	227.000000	227	0
Psmb1	227.000000	227	0
Pdhx	227.000000	227	0
Mtmr6	227.000000	227	0
Lap3	227.000000	227	0
Icmt	227.000000	227	0
Hoxa4	227.000000	227	0
Eef2kmt	227.000000	227	0
Ddx19b	227.000000	227	0
Cnpy4	227.000000	227	0
Ccdc183	227.000000	227	0
Ccar1	227.000000	227	0
Bdp1	227.000000	227	0
Axdnd1	227.000000	227	0
Apip	227.000000	227	0
Adck5	227.000000	227	0
Zfp341	226.000000	226	0
Tmem37	226.000000	226	0
Tmem221	226.000000	226	0
Tekt2	226.000000	226	0
Socs2	226.000000	226	0
Slc38a10	226.000000	226	0
Slc23a2	226.000000	226	0
Qser1	226.000000	226	0
Prrt2	226.000000	226	0
Prkag2	226.000000	226	0
Plekhg6	226.000000	226	0
Pdcd11	226.000000	226	0
Pcdhga12	226.000000	226	0
Paqr6	226.000000	226	0
Pagr1a	226.000000	226	0
Ninj1	226.000000	226	0
Nckap5l	226.000000	226	0
Mvp	226.000000	226	0
Mapt	226.000000	226	0
Map2k7	226.000000	226	0
Lrrc10b	226.000000	226	0
Lima1	226.000000	226	0
Kmt2a	226.000000	226	0
Khdrbs1	226.000000	226	0
Kbtbd6	226.000000	226	0
Gde1	226.000000	226	0
Dexi	226.000000	226	0
Cluap1	226.000000	226	0
Clec16a	226.000000	226	0
Cit	226.000000	226	0
Atxn2l	226.000000	226	0
Atp5md	226.000000	226	0
Ap5z1	226.000000	226	0
Adprhl2	226.000000	226	0
1700037C18Rik	226.000000	226	0
Zfp788	225.000000	225	0
Zfp560	225.000000	225	0
Ubac2	225.000000	225	0
Ttf2	225.000000	225	0
Trmt1l	225.000000	225	0
Tesmin	225.000000	225	0
Tcte2	225.000000	225	0
Swt1	225.000000	225	0
Srm	225.000000	225	0
Slc16a10	225.000000	225	0
Seh1l	225.000000	225	0
Rtbdn	225.000000	225	0
Rpl24	225.000000	225	0
Rnf123	225.000000	225	0
Riok2	225.000000	225	0
Rabgap1l	225.000000	225	0
Psmb3	225.000000	225	0
Plrg1	225.000000	225	0
Plekhb1	225.000000	225	0
Pip4k2a	225.000000	225	0
Pdp1	225.000000	225	0
Pcgf2	225.000000	225	0
Mturn	225.000000	225	0
Mst1	225.000000	225	0
Iffo1	225.000000	225	0
Fktn	225.000000	225	0
Fhl3	225.000000	225	0
Cep162	225.000000	225	0
Bmp4	225.000000	225	0
Bcl2l12	225.000000	225	0
Atxn10	225.000000	225	0
Afdn	225.000000	225	0
Wee1	224.000000	224	0
Tcn2	224.000000	224	0
Tbc1d5	224.000000	224	0
Syt7	224.000000	224	0
Sh2d5	224.000000	224	0
Sft2d3	224.000000	224	0
Sf3a1	224.000000	224	0
Rhobtb2	224.000000	224	0
Pus10	224.000000	224	0
Prdx6	224.000000	224	0
Pcnx	224.000000	224	0
Pcif1	224.000000	224	0
Osbp	224.000000	224	0
Nupr1	224.000000	224	0
Nmral1	224.000000	224	0
Nme6	224.000000	224	0
Mtbp	224.000000	224	0
Msh2	224.000000	224	0
Mrpl13	224.000000	224	0
Lta4h	224.000000	224	0
Lfng	224.000000	224	0
Klhdc10	224.000000	224	0
Iqsec1	224.000000	224	0
Hsph1	224.000000	224	0
Hdac2	224.000000	224	0
Elf2	224.000000	224	0
Dnase2a	224.000000	224	0
Cyb561d1	224.000000	224	0
Ccdc157	224.000000	224	0
Capn5	224.000000	224	0
Calhm2	224.000000	224	0
Atp6ap1	224.000000	224	0
Atp11b	224.000000	224	0
Ankrd13d	224.000000	224	0
9930012K11Rik	224.000000	224	0
5031439G07Rik	224.000000	224	0
Zswim8	223.000000	223	0
Zfp979	223.000000	223	0
Zfp626	223.000000	223	0
Zfp553	223.000000	223	0
Zc3hc1	223.000000	223	0
Yipf5	223.000000	223	0
Vps50	223.000000	223	0
Tut1	223.000000	223	0
Tmem268	223.000000	223	0
Thoc2	223.000000	223	0
Sec61b	223.000000	223	0
Rpa2	223.000000	223	0
Msh6	223.000000	223	0
Lrrc9	223.000000	223	0
Klf13	223.000000	223	0
Ivd	223.000000	223	0
Isg15	223.000000	223	0
Ip6k1	223.000000	223	0
Hepacam2	223.000000	223	0
Got1	223.000000	223	0
Glrx2	223.000000	223	0
Etfbkmt	223.000000	223	0
Eif6	223.000000	223	0
Dync1i2	223.000000	223	0
Dusp23	223.000000	223	0
Ddx55	223.000000	223	0
Cpt1c	223.000000	223	0
Chchd1	223.000000	223	0
Celsr1	223.000000	223	0
Atp8b2	223.000000	223	0
Alg2	223.000000	223	0
Agrn	223.000000	223	0
Actl6a	223.000000	223	0
Zdhhc24	222.000000	222	0
Xndc1	222.000000	222	0
Trmu	222.000000	222	0
Tmem243	222.000000	222	0
Slc25a29	222.000000	222	0
Skap1	222.000000	222	0
Sil1	222.000000	222	0
Siah1b	222.000000	222	0
Rnf121	222.000000	222	0
Nsmce1	222.000000	222	0
Nemf	222.000000	222	0
Mief1	222.000000	222	0
Hdac4	222.000000	222	0
Exosc5	222.000000	222	0
Emd	222.000000	222	0
Ddx41	222.000000	222	0
Bckdha	222.000000	222	0
Actn3	222.000000	222	0
Zbed4	221.000000	221	0
Tmem258	221.000000	221	0
Terf2	221.000000	221	0
Stt3a	221.000000	221	0
Ssh1	221.000000	221	0
Spag4	221.000000	221	0
Smyd5	221.000000	221	0
Slc39a7	221.000000	221	0
Slc39a11	221.000000	221	0
Selenoi	221.000000	221	0
Rxrb	221.000000	221	0
Rnf224	221.000000	221	0
Rnf208	221.000000	221	0
Rnf13	221.000000	221	0
Pwp2	221.000000	221	0
Plcd1	221.000000	221	0
Pigq	221.000000	221	0
Nipa1	221.000000	221	0
Nhlrc4	221.000000	221	0
Natd1	221.000000	221	0
Hs3st3b1	221.000000	221	0
H2-Ke6	221.000000	221	0
Fen1	221.000000	221	0
Fdxacb1	221.000000	221	0
Cysrt1	221.000000	221	0
Cog1	221.000000	221	0
Clpx	221.000000	221	0
Bnip3	221.000000	221	0
Blm	221.000000	221	0
Anxa4	221.000000	221	0
1110032A03Rik	221.000000	221	0
Zfp687	220.000000	220	0
Zfp617	220.000000	220	0
Tpp2	220.000000	220	0
Smap1	220.000000	220	0
Selenov	220.000000	220	0
Pus7l	220.000000	220	0
Pou3f1	220.000000	220	0
Lrrc45	220.000000	220	0
Itpka	220.000000	220	0
Irak4	220.000000	220	0
Get4	220.000000	220	0
Fxr1	220.000000	220	0
Fbxw11	220.000000	220	0
Dus3l	220.000000	220	0
Ddx24	220.000000	220	0
Cops8	220.000000	220	0
Cenpx	220.000000	220	0
Cbln3	220.000000	220	0
Zfp781	219.000000	219	0
Zfp2	219.000000	219	0
Zfp180	219.000000	219	0
Ythdc2	219.000000	219	0
Ybey	219.000000	219	0
Vps28	219.000000	219	0
Vav2	219.000000	219	0
Tsnax	219.000000	219	0
Tsen15	219.000000	219	0
Trpm4	219.000000	219	0
Thumpd2	219.000000	219	0
Smarca4	219.000000	219	0
Scyl1	219.000000	219	0
Pus3	219.000000	219	0
Prdm9	219.000000	219	0
Piga	219.000000	219	0
Phyhipl	219.000000	219	0
Phb2	219.000000	219	0
Pdxdc1	219.000000	219	0
Oscar	219.000000	219	0
Ocrl	219.000000	219	0
Ndufa3	219.000000	219	0
Mpv17l	219.000000	219	0
Metap2	219.000000	219	0
Mcm3ap	219.000000	219	0
Mapre2	219.000000	219	0
Lrig1	219.000000	219	0
Lonp2	219.000000	219	0
Hrc	219.000000	219	0
Guf1	219.000000	219	0
Gng8	219.000000	219	0
Gm3055	219.000000	219	0
Gm10324	219.000000	219	0
Gabrb3	219.000000	219	0
Frg1	219.000000	219	0
Fam107b	219.000000	219	0
Emg1	219.000000	219	0
Ehbp1	219.000000	219	0
Dip2a	219.000000	219	0
Ddx25	219.000000	219	0
Clgn	219.000000	219	0
Atoh7	219.000000	219	0
2610318N02Rik	219.000000	219	0
Zbtb7b	218.000000	218	0
Trappc10	218.000000	218	0
Slmap	218.000000	218	0
Slc8b1	218.000000	218	0
Sirt6	218.000000	218	0
Relb	218.000000	218	0
Rab8b	218.000000	218	0
Prkcb	218.000000	218	0
Pls1	218.000000	218	0
Pik3r4	218.000000	218	0
Pex14	218.000000	218	0
Pde6d	218.000000	218	0
Mtr	218.000000	218	0
Mrps2	218.000000	218	0
Hsdl1	218.000000	218	0
Gtf3c2	218.000000	218	0
Esrp1	218.000000	218	0
Egln2	218.000000	218	0
Dnaaf1	218.000000	218	0
Dffa	218.000000	218	0
Cops7b	218.000000	218	0
Carnmt1	218.000000	218	0
Ankrd24	218.000000	218	0
1700007K13Rik	218.000000	218	0
Zfp808	217.000000	217	0
Zfp607b	217.000000	217	0
Yap1	217.000000	217	0
Vcpip1	217.000000	217	0
Usp12	217.000000	217	0
Ugcg	217.000000	217	0
Suox	217.000000	217	0
Srprb	217.000000	217	0
Spire1	217.000000	217	0
Sec14l5	217.000000	217	0
Rdh5	217.000000	217	0
Rap1gap	217.000000	217	0
Psmg2	217.000000	217	0
Ppfibp2	217.000000	217	0
Pds5a	217.000000	217	0
Nol7	217.000000	217	0
Nedd1	217.000000	217	0
Map3k10	217.000000	217	0
Lztr1	217.000000	217	0
Lsm11	217.000000	217	0
Lipt1	217.000000	217	0
Fzd10	217.000000	217	0
Fam193a	217.000000	217	0
Dmac1	217.000000	217	0
Dcbld2	217.000000	217	0
Cep76	217.000000	217	0
Brd3os	217.000000	217	0
Bloc1s1	217.000000	217	0
Aqp11	217.000000	217	0
Zfp935	216.000000	216	0
Unc45a	216.000000	216	0
Uba1	216.000000	216	0
Ttc24	216.000000	216	0
Tmem184c	216.000000	216	0
Tax1bp3	216.000000	216	0
Ston1	216.000000	216	0
Secisbp2l	216.000000	216	0
Rufy3	216.000000	216	0
Reep5	216.000000	216	0
Phpt1	216.000000	216	0
Osbpl5	216.000000	216	0
Ncoa2	216.000000	216	0
Naga	216.000000	216	0
Mex3a	216.000000	216	0
Mecp2	216.000000	216	0
Mamdc4	216.000000	216	0
Kdelr1	216.000000	216	0
Iqgap3	216.000000	216	0
Hddc3	216.000000	216	0
Fam193b	216.000000	216	0
Emc6	216.000000	216	0
Ehd1	216.000000	216	0
Dnaja3	216.000000	216	0
Daam1	216.000000	216	0
Cybc1	216.000000	216	0
Coro7	216.000000	216	0
Cops9	216.000000	216	0
Arl6	216.000000	216	0
Akip1	216.000000	216	0
Ajm1	216.000000	216	0
Ahdc1	216.000000	216	0
Adk	216.000000	216	0
Wdfy3	215.000000	215	0
Vipas39	215.000000	215	0
Tmem139	215.000000	215	0
Taf8	215.000000	215	0
Slc25a44	215.000000	215	0
Shc2	215.000000	215	0
Rwdd2b	215.000000	215	0
Rrp12	215.000000	215	0
Rpn2	215.000000	215	0
Prorp	215.000000	215	0
Ppip5k2	215.000000	215	0
Polr1e	215.000000	215	0
Pold1	215.000000	215	0
Nup133	215.000000	215	0
Nemp1	215.000000	215	0
Ndufa9	215.000000	215	0
Nacc2	215.000000	215	0
N6amt1	215.000000	215	0
Mrps9	215.000000	215	0
Mroh8	215.000000	215	0
Men1	215.000000	215	0
Mcu	215.000000	215	0
Lax1	215.000000	215	0
Kxd1	215.000000	215	0
Jag2	215.000000	215	0
Hsd3b7	215.000000	215	0
Gnaz	215.000000	215	0
Gin1	215.000000	215	0
Fkbp8	215.000000	215	0
Ezh1	215.000000	215	0
Ercc6l	215.000000	215	0
E2f5	215.000000	215	0
Ddb2	215.000000	215	0
Cdk8	215.000000	215	0
Cdca8	215.000000	215	0
Ccnd3	215.000000	215	0
Cc2d1a	215.000000	215	0
Casp2	215.000000	215	0
Bik	215.000000	215	0
BC031181	215.000000	215	0
Atg16l2	215.000000	215	0
Ano10	215.000000	215	0
Akap3	215.000000	215	0
Ahsa1	215.000000	215	0
Abhd14b	215.000000	215	0
Abhd14a	215.000000	215	0
Abhd10	215.000000	215	0
9930104L06Rik	215.000000	215	0
4930432K21Rik	215.000000	215	0
Zfp879	214.000000	214	0
Wdr75	214.000000	214	0
Umad1	214.000000	214	0
St3gal3	214.000000	214	0
Slc38a4	214.000000	214	0
Setd4	214.000000	214	0
Samhd1	214.000000	214	0
Rpa3	214.000000	214	0
Pspn	214.000000	214	0
Ppp2cb	214.000000	214	0
Pnldc1	214.000000	214	0
Phf20l1	214.000000	214	0
Pde4a	214.000000	214	0
Parl	214.000000	214	0
Mnd1	214.000000	214	0
Igsf3	214.000000	214	0
Iah1	214.000000	214	0
Gtdc1	214.000000	214	0
Gpd2	214.000000	214	0
Gm10130	214.000000	214	0
Glyctk	214.000000	214	0
Gdpd5	214.000000	214	0
Fundc2	214.000000	214	0
F8	214.000000	214	0
Dennd2a	214.000000	214	0
Cpeb4	214.000000	214	0
Cox8a	214.000000	214	0
Clip3	214.000000	214	0
Cdca7	214.000000	214	0
Ccndbp1	214.000000	214	0
Cbr1	214.000000	214	0
Alkbh7	214.000000	214	0
Wtip	213.000000	213	0
Wdr4	213.000000	213	0
Tfdp1	213.000000	213	0
Sp3	213.000000	213	0
Slc29a1	213.000000	213	0
Sh3d21	213.000000	213	0
Sall1	213.000000	213	0
Rsl24d1	213.000000	213	0
Rit1	213.000000	213	0
Rgs19	213.000000	213	0
Rcc1	213.000000	213	0
Pptc7	213.000000	213	0
Ppp1r1a	213.000000	213	0
Polr3k	213.000000	213	0
Ngfr	213.000000	213	0
Lkaaear1	213.000000	213	0
Lin54	213.000000	213	0
Kansl1	213.000000	213	0
Gtpbp4	213.000000	213	0
Gtf2e2	213.000000	213	0
Gnpnat1	213.000000	213	0
Gnas	213.000000	213	0
Gjc1	213.000000	213	0
Epn1	213.000000	213	0
Dph5	213.000000	213	0
Dnpep	213.000000	213	0
Coq10a	213.000000	213	0
Ccnl2	213.000000	213	0
Apobec3	213.000000	213	0
Abhd3	213.000000	213	0
Zwilch	212.000000	212	0
Ube2j2	212.000000	212	0
Ttc5	212.000000	212	0
Sp1	212.000000	212	0
Snx18	212.000000	212	0
Slc6a9	212.000000	212	0
Sik1	212.000000	212	0
Scamp3	212.000000	212	0
Rpl4	212.000000	212	0
Rnf135	212.000000	212	0
Rab11fip5	212.000000	212	0
Ppp3cb	212.000000	212	0
Pcx	212.000000	212	0
Myadm	212.000000	212	0
Mcm5	212.000000	212	0
Igf2bp1	212.000000	212	0
Hyls1	212.000000	212	0
Gm14322	212.000000	212	0
Fbxw8	212.000000	212	0
Dcaf1	212.000000	212	0
Cnih1	212.000000	212	0
Cmc1	212.000000	212	0
Chrna5	212.000000	212	0
Cdk9	212.000000	212	0
Ccnjl	212.000000	212	0
Ap3m1	212.000000	212	0
Abhd17b	212.000000	212	0
1110059E24Rik	212.000000	212	0
Zc3h11a	211.000000	211	0
Zbed6	211.000000	211	0
Trip13	211.000000	211	0
Trim65	211.000000	211	0
Tedc1	211.000000	211	0
Slc12a5	211.000000	211	0
Selenom	211.000000	211	0
Samm50	211.000000	211	0
Psmc6	211.000000	211	0
Mrpl36	211.000000	211	0
Mff	211.000000	211	0
Lrriq4	211.000000	211	0
Lrrc34	211.000000	211	0
Klhdc2	211.000000	211	0
Insr	211.000000	211	0
Hdac11	211.000000	211	0
Grsf1	211.000000	211	0
Gnl3l	211.000000	211	0
Fnbp1l	211.000000	211	0
Ext2	211.000000	211	0
Dnal4	211.000000	211	0
Diaph3	211.000000	211	0
Crip1	211.000000	211	0
Cdk2ap1	211.000000	211	0
Cacna1a	211.000000	211	0
Brd9	211.000000	211	0
Atp5k	211.000000	211	0
Znrd1as	210.000000	210	0
Znrd1	210.000000	210	0
Zap70	210.000000	210	0
Wfs1	210.000000	210	0
Tram1	210.000000	210	0
Tpgs2	210.000000	210	0
Tapt1	210.000000	210	0
Stim1	210.000000	210	0
Spcs3	210.000000	210	0
Slc46a1	210.000000	210	0
Sgpp1	210.000000	210	0
Rnf19a	210.000000	210	0
Rnf139	210.000000	210	0
Rbm3	210.000000	210	0
Podxl2	210.000000	210	0
Pip4p1	210.000000	210	0
Npm3	210.000000	210	0
Neurl2	210.000000	210	0
Ncdn	210.000000	210	0
Msra	210.000000	210	0
Mettl15	210.000000	210	0
Lmbrd1	210.000000	210	0
Kif18a	210.000000	210	0
Hvcn1	210.000000	210	0
Hbs1l	210.000000	210	0
Gm13277	210.000000	210	0
Gm13276	210.000000	210	0
Eppk1	210.000000	210	0
D830031N03Rik	210.000000	210	0
Ctsa	210.000000	210	0
Cox6b1	210.000000	210	0
Chpf2	210.000000	210	0
AW554918	210.000000	210	0
AU040320	210.000000	210	0
1810037I17Rik	210.000000	210	0
Zmynd10	209.000000	209	0
Ywhah	209.000000	209	0
Utp20	209.000000	209	0
Usp20	209.000000	209	0
Tmem240	209.000000	209	0
Tasor	209.000000	209	0
Slc22a21	209.000000	209	0
Resf1	209.000000	209	0
Prkar2b	209.000000	209	0
Pigl	209.000000	209	0
Nup62	209.000000	209	0
Nprl2	209.000000	209	0
Ncor1	209.000000	209	0
Mxd3	209.000000	209	0
Med23	209.000000	209	0
Lrwd1	209.000000	209	0
Il4i1b	209.000000	209	0
Igf2bp3	209.000000	209	0
Hspa4l	209.000000	209	0
Cyp4f17	209.000000	209	0
Cyb561d2	209.000000	209	0
Cst3	209.000000	209	0
Chchd5	209.000000	209	0
Bub1b	209.000000	209	0
Bet1	209.000000	209	0
BC005624	209.000000	209	0
Atf5	209.000000	209	0
Ankhd1	209.000000	209	0
Anapc10	209.000000	209	0
Alkbh4	209.000000	209	0
Abce1	209.000000	209	0
Zpbp2	208.000000	208	0
Wdr86	208.000000	208	0
Ung	208.000000	208	0
Ubap2	208.000000	208	0
Tjap1	208.000000	208	0
Srpr	208.000000	208	0
Smpd3	208.000000	208	0
Smad2	208.000000	208	0
Septin2	208.000000	208	0
Sec23b	208.000000	208	0
Rffl	208.000000	208	0
Psmd14	208.000000	208	0
Ppp1r7	208.000000	208	0
Polr2h	208.000000	208	0
Poli	208.000000	208	0
Plin5	208.000000	208	0
Pdlim1	208.000000	208	0
Pask	208.000000	208	0
Ncor2	208.000000	208	0
Mos	208.000000	208	0
Mlxip	208.000000	208	0
Lsm10	208.000000	208	0
Lrg1	208.000000	208	0
Letm1	208.000000	208	0
Ikzf3	208.000000	208	0
Gpr137	208.000000	208	0
Gpaa1	208.000000	208	0
Foxred1	208.000000	208	0
Fnip2	208.000000	208	0
Exosc4	208.000000	208	0
Ethe1	208.000000	208	0
Dsg2	208.000000	208	0
Dhrs7	208.000000	208	0
D430019H16Rik	208.000000	208	0
Ctdspl	208.000000	208	0
Commd10	208.000000	208	0
Clcn2	208.000000	208	0
Cfap74	208.000000	208	0
Ccnt2	208.000000	208	0
C1ql4	208.000000	208	0
Bad	208.000000	208	0
Alkbh2	208.000000	208	0
2310033P09Rik	208.000000	208	0
Zfp420	207.000000	207	0
Yipf2	207.000000	207	0
Wdyhv1	207.000000	207	0
Vwa1	207.000000	207	0
Vgf	207.000000	207	0
Ttc13	207.000000	207	0
Tspan14	207.000000	207	0
Timm29	207.000000	207	0
Tcirg1	207.000000	207	0
Stam	207.000000	207	0
Sspn	207.000000	207	0
Smc2	207.000000	207	0
Sfxn5	207.000000	207	0
Samd4b	207.000000	207	0
Rasd2	207.000000	207	0
Prr15l	207.000000	207	0
Ppp4r3a	207.000000	207	0
Polr1d	207.000000	207	0
Plekhh2	207.000000	207	0
Pigk	207.000000	207	0
Phc2	207.000000	207	0
Onecut1	207.000000	207	0
Nop9	207.000000	207	0
Mmp2	207.000000	207	0
Ly6e	207.000000	207	0
Lnx2	207.000000	207	0
Kcng1	207.000000	207	0
Golim4	207.000000	207	0
Gmfg	207.000000	207	0
Foxo4	207.000000	207	0
Fitm2	207.000000	207	0
Fbxl16	207.000000	207	0
Fancc	207.000000	207	0
Fam174a	207.000000	207	0
Erich4	207.000000	207	0
Elk1	207.000000	207	0
Dmac2	207.000000	207	0
Dhrs1	207.000000	207	0
Ctsc	207.000000	207	0
Cfap126	207.000000	207	0
Btbd19	207.000000	207	0
B3gnt4	207.000000	207	0
Arv1	207.000000	207	0
Aph1c	207.000000	207	0
Angel2	207.000000	207	0
Agpat2	207.000000	207	0
Acot9	207.000000	207	0
Zkscan17	206.000000	206	0
Usf1	206.000000	206	0
Ubald2	206.000000	206	0
Trabd	206.000000	206	0
Tmem250-ps	206.000000	206	0
Sirt5	206.000000	206	0
Rnf44	206.000000	206	0
Rae1	206.000000	206	0
Pxmp2	206.000000	206	0
Prdm10	206.000000	206	0
Polr2m	206.000000	206	0
Pole	206.000000	206	0
Odf2l	206.000000	206	0
Ngdn	206.000000	206	0
Jrk	206.000000	206	0
Insl6	206.000000	206	0
Grhl2	206.000000	206	0
Frem2	206.000000	206	0
Dus2	206.000000	206	0
Dnmt3a	206.000000	206	0
Ddx28	206.000000	206	0
Chd1l	206.000000	206	0
Arfgap3	206.000000	206	0
Zfp958	205.000000	205	0
Zfp444	205.000000	205	0
Wwc1	205.000000	205	0
Usp14	205.000000	205	0
Tmem86a	205.000000	205	0
St3gal2	205.000000	205	0
Snx17	205.000000	205	0
Snrnp35	205.000000	205	0
Slc39a3	205.000000	205	0
Rtn4rl1	205.000000	205	0
Rgs12	205.000000	205	0
Pycard	205.000000	205	0
Ptrhd1	205.000000	205	0
Psmb7	205.000000	205	0
Ntpcr	205.000000	205	0
Mrm1	205.000000	205	0
Mllt3	205.000000	205	0
Mex3b	205.000000	205	0
Lama1	205.000000	205	0
Gins3	205.000000	205	0
Ergic1	205.000000	205	0
Ell2	205.000000	205	0
Eif2b4	205.000000	205	0
Dph1	205.000000	205	0
Dclre1b	205.000000	205	0
Cpsf1	205.000000	205	0
Champ1	205.000000	205	0
Cep85l	205.000000	205	0
Cenpo	205.000000	205	0
Bmyc	205.000000	205	0
Bax	205.000000	205	0
Asns	205.000000	205	0
Ap4b1	205.000000	205	0
Angptl4	205.000000	205	0
Zfp983	204.000000	204	0
Zfp980	204.000000	204	0
Zfp457	204.000000	204	0
Zfp157	204.000000	204	0
Urb1	204.000000	204	0
Ube2i	204.000000	204	0
Tomm22	204.000000	204	0
Tmem33	204.000000	204	0
Timp3	204.000000	204	0
Tarbp1	204.000000	204	0
Stom	204.000000	204	0
Ssu72	204.000000	204	0
Spout1	204.000000	204	0
Sh3bp1	204.000000	204	0
Scarf1	204.000000	204	0
Rilp	204.000000	204	0
Pvr	204.000000	204	0
Plod1	204.000000	204	0
Plcg2	204.000000	204	0
Pik3ip1	204.000000	204	0
Mrpl35	204.000000	204	0
Mphosph8	204.000000	204	0
Mcam	204.000000	204	0
Lrrc56	204.000000	204	0
Lin52	204.000000	204	0
Lhfpl5	204.000000	204	0
Kdm6a	204.000000	204	0
Hras	204.000000	204	0
Heatr1	204.000000	204	0
Gm2237	204.000000	204	0
Gltp	204.000000	204	0
Etl4	204.000000	204	0
Eid2b	204.000000	204	0
Dnajc16	204.000000	204	0
Cebpa	204.000000	204	0
Castor1	204.000000	204	0
Casp9	204.000000	204	0
Baiap2l1	204.000000	204	0
Aldh6a1	204.000000	204	0
2510039O18Rik	204.000000	204	0
Zswim9	203.000000	203	0
Vps37c	203.000000	203	0
Tpr	203.000000	203	0
Tonsl	203.000000	203	0
Tmem39b	203.000000	203	0
Tmem267	203.000000	203	0
Tmem127	203.000000	203	0
Thsd1	203.000000	203	0
Steap1	203.000000	203	0
Scaf8	203.000000	203	0
Rims3	203.000000	203	0
Rasa4	203.000000	203	0
Phospho2	203.000000	203	0
Odr4	203.000000	203	0
Nfatc2	203.000000	203	0
Nagk	203.000000	203	0
Msantd2	203.000000	203	0
Map1a	203.000000	203	0
Lig1	203.000000	203	0
Kat6b	203.000000	203	0
Hmgxb3	203.000000	203	0
Ciao1	203.000000	203	0
Ccdc173	203.000000	203	0
Atp6ap2	203.000000	203	0
Arhgef19	203.000000	203	0
Apoc1	203.000000	203	0
Zzz3	202.000000	202	0
Zcchc2	202.000000	202	0
Usp19	202.000000	202	0
Ufsp2	202.000000	202	0
Tent5a	202.000000	202	0
Slc4a8	202.000000	202	0
Slc10a3	202.000000	202	0
Scarb2	202.000000	202	0
Rflnb	202.000000	202	0
Rexo4	202.000000	202	0
Rab4b	202.000000	202	0
Plekhm3	202.000000	202	0
Pigh	202.000000	202	0
Pi16	202.000000	202	0
P4htm	202.000000	202	0
Nudcd2	202.000000	202	0
Myc	202.000000	202	0
Mia	202.000000	202	0
Mettl22	202.000000	202	0
Kdm4b	202.000000	202	0
Hmmr	202.000000	202	0
Gm44504	202.000000	202	0
Emsy	202.000000	202	0
Emid1	202.000000	202	0
Dysf	202.000000	202	0
Cmtm7	202.000000	202	0
Cfap300	202.000000	202	0
Cenpb	202.000000	202	0
C1qtnf4	202.000000	202	0
Bsdc1	202.000000	202	0
3300002I08Rik	202.000000	202	0
1700029J07Rik	202.000000	202	0
Utp11	201.000000	201	0
Uhrf1	201.000000	201	0
Uck2	201.000000	201	0
Tomm6	201.000000	201	0
Tmem131	201.000000	201	0
Tmc5	201.000000	201	0
Srf	201.000000	201	0
Spata17	201.000000	201	0
Siah2	201.000000	201	0
Rnf220	201.000000	201	0
Ptger4	201.000000	201	0
Prrg4	201.000000	201	0
Prex1	201.000000	201	0
Plxnd1	201.000000	201	0
Pld2	201.000000	201	0
Pet117	201.000000	201	0
Pabpn1	201.000000	201	0
Nudt7	201.000000	201	0
Neo1	201.000000	201	0
Mcur1	201.000000	201	0
Kif5c	201.000000	201	0
Kat14	201.000000	201	0
Gpatch2	201.000000	201	0
Gmppa	201.000000	201	0
Galnt1	201.000000	201	0
Frat1	201.000000	201	0
Fanci	201.000000	201	0
Fam221a	201.000000	201	0
Faap20	201.000000	201	0
Atf7	201.000000	201	0
Arrdc5	201.000000	201	0
Adnp2	201.000000	201	0
Zfp609	200.000000	200	0
Zfp383	200.000000	200	0
Zfp27	200.000000	200	0
Wdr46	200.000000	200	0
Unk	200.000000	200	0
Ubp1	200.000000	200	0
Ublcp1	200.000000	200	0
Tsc22d4	200.000000	200	0
Tmem42	200.000000	200	0
Tmem39a	200.000000	200	0
Tlnrd1	200.000000	200	0
Tesk1	200.000000	200	0
Tbcel	200.000000	200	0
Susd2	200.000000	200	0
Smarcd3	200.000000	200	0
Sec24c	200.000000	200	0
Ric8b	200.000000	200	0
Rhbdd3	200.000000	200	0
Rab37	200.000000	200	0
Rab12	200.000000	200	0
Prelid3a	200.000000	200	0
Pinx1	200.000000	200	0
Pfdn6	200.000000	200	0
Oplah	200.000000	200	0
Nyap1	200.000000	200	0
Nucks1	200.000000	200	0
Lrrc36	200.000000	200	0
Kctd19	200.000000	200	0
Iba57	200.000000	200	0
Gpc1	200.000000	200	0
Gpbp1	200.000000	200	0
Fbxo28	200.000000	200	0
Ewsr1	200.000000	200	0
Eif3b	200.000000	200	0
Cyth1	200.000000	200	0
Cul5	200.000000	200	0
Cfap20dc	200.000000	200	0
Borcs7	200.000000	200	0
Atp6v1c1	200.000000	200	0
Atg16l1	200.000000	200	0
Arhgap39	200.000000	200	0
Arhgap35	200.000000	200	0
Agpat5	200.000000	200	0
Zfp189	199.000000	199	0
Zc2hc1a	199.000000	199	0
Zbtb11	199.000000	199	0
Vps35l	199.000000	199	0
U2surp	199.000000	199	0
Traf6	199.000000	199	0
Thoc2l	199.000000	199	0
