Target_genes	Zfp217|Average	SRX868619|ES_cells	STRING
Dyrk1a	262.000000	262	0
Dtx2	262.000000	262	0
Ddx49	262.000000	262	0
Cope	262.000000	262	0
Cntrl	262.000000	262	0
Chmp5	262.000000	262	0
Chfr	262.000000	262	0
Cenpu	262.000000	262	0
Bag1	262.000000	262	0
B3gnt2	262.000000	262	0
Atp6v1d	262.000000	262	0
Arhgef3	262.000000	262	0
Abca2	262.000000	262	0
Zfp996	261.000000	261	0
Zfp747	261.000000	261	0
Zfp526	261.000000	261	0
Zfp451	261.000000	261	0
Zfp267	261.000000	261	0
Ypel5	261.000000	261	0
Ttc4	261.000000	261	0
Spidr	261.000000	261	0
Snx13	261.000000	261	0
Sh3gl1	261.000000	261	0
Ppp2r5e	261.000000	261	0
Mtf1	261.000000	261	0
Mrps18a	261.000000	261	0
Mpp6	261.000000	261	0
Mapkap1	261.000000	261	0
Kctd9	261.000000	261	0
Ggnbp2	261.000000	261	0
Fubp3	261.000000	261	0
Flad1	261.000000	261	0
Dnajc8	261.000000	261	0
Dedd2	261.000000	261	0
Ctnnbip1	261.000000	261	0
Chaf1a	261.000000	261	0
Cdca2	261.000000	261	0
Atpif1	261.000000	261	0
Aqr	261.000000	261	0
Ackr3	261.000000	261	0
Zscan26	260.000000	260	0
Zfp964	260.000000	260	0
Ube4a	260.000000	260	0
Snta1	260.000000	260	0
Slc37a4	260.000000	260	0
Six4	260.000000	260	0
Sec22c	260.000000	260	0
Ptpn23	260.000000	260	0
Otulin	260.000000	260	0
Oscp1	260.000000	260	0
Ndufs7	260.000000	260	0
Myl6b	260.000000	260	0
Myl6	260.000000	260	0
Myd88	260.000000	260	0
Mrpl54	260.000000	260	0
Marchf9	260.000000	260	0
Map3k1	260.000000	260	0
Grb2	260.000000	260	0
Fam76b	260.000000	260	0
Eed	260.000000	260	0
Dtnb	260.000000	260	0
Cep57	260.000000	260	0
Cdk4	260.000000	260	0
Ccdc117	260.000000	260	0
Capn10	260.000000	260	0
Apba3	260.000000	260	0
Acaa1a	260.000000	260	0
Zfp438	259.000000	259	0
Wdpcp	259.000000	259	0
Tprkb	259.000000	259	0
Stoml2	259.000000	259	0
Snx3	259.000000	259	0
Rsph3b	259.000000	259	0
Prim1	259.000000	259	0
Os9	259.000000	259	0
Oard1	259.000000	259	0
Nup85	259.000000	259	0
Nfya	259.000000	259	0
Nat8f1	259.000000	259	0
Mdh1	259.000000	259	0
Man1c1	259.000000	259	0
Lsm6	259.000000	259	0
Lrrc3	259.000000	259	0
Khdrbs3	259.000000	259	0
Fbxl13	259.000000	259	0
Epha7	259.000000	259	0
Ctbp1	259.000000	259	0
Brd1	259.000000	259	0
Ascc2	259.000000	259	0
Armc10	259.000000	259	0
AI987944	259.000000	259	0
Zfp58	258.000000	258	0
Zfp33b	258.000000	258	0
Yae1d1	258.000000	258	0
Ube2m	258.000000	258	0
Tsen34	258.000000	258	0
Tmed6	258.000000	258	0
Swi5	258.000000	258	0
Ssr4	258.000000	258	0
Sgsm3	258.000000	258	0
Scap	258.000000	258	0
Rpe	258.000000	258	0
Rnf141	258.000000	258	0
Prickle4	258.000000	258	0
Pcca	258.000000	258	0
Med11	258.000000	258	0
Mboat7	258.000000	258	0
Kank2	258.000000	258	0
Idh3g	258.000000	258	0
Golga2	258.000000	258	0
Gna12	258.000000	258	0
Ggps1	258.000000	258	0
Frs3	258.000000	258	0
Fbxl21	258.000000	258	0
Ehd4	258.000000	258	0
Dph6	258.000000	258	0
Cops7a	258.000000	258	0
Ciao2b	258.000000	258	0
Chmp2a	258.000000	258	0
Cd320	258.000000	258	0
Brf1	258.000000	258	0
Atp13a2	258.000000	258	0
Arid4b	258.000000	258	0
Zfp281	257.000000	257	0
Ube2v1	257.000000	257	0
Trim17	257.000000	257	0
Slc4a2	257.000000	257	0
Rnf215	257.000000	257	0
Pias3	257.000000	257	0
Osgep	257.000000	257	0
Nova2	257.000000	257	0
Lsm5	257.000000	257	0
Lgals8	257.000000	257	0
Kif3a	257.000000	257	0
H3f4	257.000000	257	0
Grn	257.000000	257	0
Elavl1	257.000000	257	0
Cdk5	257.000000	257	0
Bcar1	257.000000	257	0
B4galt7	257.000000	257	0
Arfgap2	257.000000	257	0
Apex1	257.000000	257	0
Zfp971	256.000000	256	0
Zfp93	256.000000	256	0
Zfp746	256.000000	256	0
Vbp1	256.000000	256	0
Usp7	256.000000	256	0
Unkl	256.000000	256	0
Ubac1	256.000000	256	0
Txndc16	256.000000	256	0
Tsr3	256.000000	256	0
Tgfbr1	256.000000	256	0
Stag3	256.000000	256	0
Spred2	256.000000	256	0
Snrpa1	256.000000	256	0
Scoc	256.000000	256	0
Rfng	256.000000	256	0
Percc1	256.000000	256	0
Nsun5	256.000000	256	0
Npcd	256.000000	256	0
Nans	256.000000	256	0
Irf2bp2	256.000000	256	0
Gps1	256.000000	256	0
Gpr137c	256.000000	256	0
Gpc2	256.000000	256	0
Gnptg	256.000000	256	0
Gm46430	256.000000	256	0
Evi5	256.000000	256	0
Dzip3	256.000000	256	0
Dennd5a	256.000000	256	0
Decr1	256.000000	256	0
Cip2a	256.000000	256	0
Cbx6	256.000000	256	0
Cbs	256.000000	256	0
Cbln1	256.000000	256	0
Bloc1s2	256.000000	256	0
BC003965	256.000000	256	0
Alkbh5	256.000000	256	0
2310011J03Rik	256.000000	256	0
Ubash3a	255.000000	255	0
Ttyh3	255.000000	255	0
Sacm1l	255.000000	255	0
Rpl35	255.000000	255	0
Rap1a	255.000000	255	0
Pusl1	255.000000	255	0
Naa20	255.000000	255	0
Mrtfb	255.000000	255	0
Lrpap1	255.000000	255	0
Gm53057	255.000000	255	0
Engase	255.000000	255	0
Dennd4a	255.000000	255	0
Cul3	255.000000	255	0
Cnot11	255.000000	255	0
Atxn2	255.000000	255	0
Arpc5l	255.000000	255	0
Acap3	255.000000	255	0
Zranb2	254.000000	254	0
Uqcrfs1	254.000000	254	0
Upf2	254.000000	254	0
Uaca	254.000000	254	0
Slc44a1	254.000000	254	0
Setdb1	254.000000	254	0
Pdk3	254.000000	254	0
Ndufab1	254.000000	254	0
Mrpl53	254.000000	254	0
Hsd17b12	254.000000	254	0
Gsk3b	254.000000	254	0
Gab1	254.000000	254	0
Fam126a	254.000000	254	0
Exd1	254.000000	254	0
Dhrs11	254.000000	254	0
Dennd1a	254.000000	254	0
Ctsd	254.000000	254	0
Ckap2	254.000000	254	0
Chp1	254.000000	254	0
Ap3d1	254.000000	254	0
Aopep	254.000000	254	0
Zfp994	253.000000	253	0
Yrdc	253.000000	253	0
Xylb	253.000000	253	0
Wdr74	253.000000	253	0
Wbp4	253.000000	253	0
Vps72	253.000000	253	0
Uqcrh	253.000000	253	0
Twf1	253.000000	253	0
Tmtc3	253.000000	253	0
Tmem198b	253.000000	253	0
Tmeff1	253.000000	253	0
Tinf2	253.000000	253	0
Tcte1	253.000000	253	0
Supt4a	253.000000	253	0
Slc35e4	253.000000	253	0
Sfn	253.000000	253	0
Scfd2	253.000000	253	0
Ppp6c	253.000000	253	0
Pole2	253.000000	253	0
Plppr2	253.000000	253	0
Pip5k1a	253.000000	253	0
Phlpp1	253.000000	253	0
Mrpl52	253.000000	253	0
Morf4l2	253.000000	253	0
Mmp14	253.000000	253	0
Map3k14	253.000000	253	0
Maged1	253.000000	253	0
Lrrc41	253.000000	253	0
Klhl5	253.000000	253	0
Klhl18	253.000000	253	0
Kif9	253.000000	253	0
Itga2b	253.000000	253	0
Hace1	253.000000	253	0
Grpel1	253.000000	253	0
Grin2d	253.000000	253	0
Gosr1	253.000000	253	0
Glrx5	253.000000	253	0
Foxo3	253.000000	253	0
Foxi3	253.000000	253	0
Fip1l1	253.000000	253	0
Elf1	253.000000	253	0
Dnajc14	253.000000	253	0
Cpd	253.000000	253	0
Cers5	253.000000	253	0
Cep290	253.000000	253	0
1700092M07Rik	253.000000	253	0
1110065P20Rik	253.000000	253	0
Zfp97	252.000000	252	0
Wwox	252.000000	252	0
Wdr90	252.000000	252	0
Tab1	252.000000	252	0
Spata6	252.000000	252	0
Sema6c	252.000000	252	0
Ppan	252.000000	252	0
Pnpla3	252.000000	252	0
Parp11	252.000000	252	0
Med28	252.000000	252	0
Kdm7a	252.000000	252	0
Ip6k2	252.000000	252	0
Homer3	252.000000	252	0
Gng2	252.000000	252	0
Evl	252.000000	252	0
Dusp12	252.000000	252	0
Zfp710	251.000000	251	0
Zfp644	251.000000	251	0
Zcwpw2	251.000000	251	0
Yod1	251.000000	251	0
Tvp23b	251.000000	251	0
Trim11	251.000000	251	0
Tpm1	251.000000	251	0
Tmem251	251.000000	251	0
S1pr4	251.000000	251	0
Rab2a	251.000000	251	0
Psme1	251.000000	251	0
Plscr3	251.000000	251	0
Pfkfb2	251.000000	251	0
Pea15a	251.000000	251	0
Numbl	251.000000	251	0
Ncln	251.000000	251	0
Moap1	251.000000	251	0
Med27	251.000000	251	0
Isca1	251.000000	251	0
Hsd17b4	251.000000	251	0
Hexa	251.000000	251	0
Hacd3	251.000000	251	0
H2az2	251.000000	251	0
Fitm1	251.000000	251	0
Dusp11	251.000000	251	0
Dse	251.000000	251	0
Clasp1	251.000000	251	0
Cds1	251.000000	251	0
Capzb	251.000000	251	0
Camkv	251.000000	251	0
Azi2	251.000000	251	0
Zfp991	250.000000	250	0
Zfp938	250.000000	250	0
Wdr7	250.000000	250	0
Ubiad1	250.000000	250	0
Txnrd3	250.000000	250	0
Tnfrsf1b	250.000000	250	0
Tmem38b	250.000000	250	0
Tmem245	250.000000	250	0
Tbc1d2b	250.000000	250	0
Tango2	250.000000	250	0
Syn3	250.000000	250	0
Stk11ip	250.000000	250	0
Slk	250.000000	250	0
Slc50a1	250.000000	250	0
Ranbp3	250.000000	250	0
Ppp1r13b	250.000000	250	0
Plpbp	250.000000	250	0
Pja2	250.000000	250	0
Pik3r1	250.000000	250	0
Pigf	250.000000	250	0
Phip	250.000000	250	0
Phc3	250.000000	250	0
Pcnt	250.000000	250	0
Pck2	250.000000	250	0
Otud6b	250.000000	250	0
Mtor	250.000000	250	0
Mtfp1	250.000000	250	0
Mboat2	250.000000	250	0
Lrrc61	250.000000	250	0
Kansl1l	250.000000	250	0
Got2	250.000000	250	0
Gmnn	250.000000	250	0
Fbxl3	250.000000	250	0
Enkd1	250.000000	250	0
Dpm3	250.000000	250	0
Dhrs13	250.000000	250	0
Cript	250.000000	250	0
Cenpe	250.000000	250	0
Cdip1	250.000000	250	0
C1galt1	250.000000	250	0
Acbd5	250.000000	250	0
4933405L10Rik	250.000000	250	0
Zrsr2	249.000000	249	0
Zfp931	249.000000	249	0
Tsen54	249.000000	249	0
Toe1	249.000000	249	0
Taz	249.000000	249	0
Rpl36	249.000000	249	0
Parp4	249.000000	249	0
Mutyh	249.000000	249	0
Micos13	249.000000	249	0
Lemd3	249.000000	249	0
Gm10509	249.000000	249	0
Fbxo25	249.000000	249	0
Dusp16	249.000000	249	0
Dnm2	249.000000	249	0
Dnase1l1	249.000000	249	0
Dag1	249.000000	249	0
Cenpj	249.000000	249	0
Caskin2	249.000000	249	0
Ankrd37	249.000000	249	0
Alg8	249.000000	249	0
Wdr62	248.000000	248	0
Wapl	248.000000	248	0
Usf2	248.000000	248	0
Tbc1d2	248.000000	248	0
Smarcb1	248.000000	248	0
Slc35a5	248.000000	248	0
Safb2	248.000000	248	0
Safb	248.000000	248	0
Ppme1	248.000000	248	0
Pgbd5	248.000000	248	0
Nkiras2	248.000000	248	0
Nedd4l	248.000000	248	0
Msl2	248.000000	248	0
Lss	248.000000	248	0
Itfg2	248.000000	248	0
Ifitm2	248.000000	248	0
Gm6712	248.000000	248	0
Gbx2	248.000000	248	0
Dnajc7	248.000000	248	0
C2cd3	248.000000	248	0
Atg3	248.000000	248	0
Zcchc9	247.000000	247	0
Zbtb18	247.000000	247	0
Usp31	247.000000	247	0
Tmed3	247.000000	247	0
Tm9sf3	247.000000	247	0
Tfcp2	247.000000	247	0
Slx4ip	247.000000	247	0
Rbm27	247.000000	247	0
Ppard	247.000000	247	0
Phf21b	247.000000	247	0
Mkks	247.000000	247	0
Lsm8	247.000000	247	0
Klhl36	247.000000	247	0
Id2	247.000000	247	0
Gna11	247.000000	247	0
Gm32856	247.000000	247	0
Fam3c	247.000000	247	0
Exosc3	247.000000	247	0
Ephb6	247.000000	247	0
Ddx50	247.000000	247	0
9530068E07Rik	247.000000	247	0
Zfp738	246.000000	246	0
Vpreb1	246.000000	246	0
Tsga10	246.000000	246	0
Top3b	246.000000	246	0
Tmem170b	246.000000	246	0
Rwdd1	246.000000	246	0
Rnmt	246.000000	246	0
Ranbp9	246.000000	246	0
Ncstn	246.000000	246	0
Map4k1	246.000000	246	0
Map4	246.000000	246	0
Mafk	246.000000	246	0
Lrrc59	246.000000	246	0
Ktn1	246.000000	246	0
Ino80	246.000000	246	0
Gpr155	246.000000	246	0
Fbxl2	246.000000	246	0
Fam210a	246.000000	246	0
Ercc2	246.000000	246	0
Eif3k	246.000000	246	0
Dnm1l	246.000000	246	0
Ddx10	246.000000	246	0
Crcp	246.000000	246	0
Copa	246.000000	246	0
Atp11a	246.000000	246	0
Asl	246.000000	246	0
Aars2	246.000000	246	0
Znhit6	245.000000	245	0
Zfp868	245.000000	245	0
Zfp28	245.000000	245	0
Zbtb26	245.000000	245	0
Ybx2	245.000000	245	0
Txlng	245.000000	245	0
Slc9a5	245.000000	245	0
Rbm17	245.000000	245	0
Ppfia1	245.000000	245	0
Pofut1	245.000000	245	0
Plagl2	245.000000	245	0
Nus1	245.000000	245	0
Nuf2	245.000000	245	0
Nubpl	245.000000	245	0
Ncapd2	245.000000	245	0
Mrpl51	245.000000	245	0
Lactb2	245.000000	245	0
Kyat1	245.000000	245	0
Fhod1	245.000000	245	0
E130309D02Rik	245.000000	245	0
Crem	245.000000	245	0
Crebbp	245.000000	245	0
Cox6a1	245.000000	245	0
C2cd4c	245.000000	245	0
Zfp940	244.000000	244	0
Zfp524	244.000000	244	0
Zfp317	244.000000	244	0
Xpr1	244.000000	244	0
Tro	244.000000	244	0
Tmco3	244.000000	244	0
Sympk	244.000000	244	0
Styx	244.000000	244	0
Rpl38	244.000000	244	0
Rgl2	244.000000	244	0
Rab23	244.000000	244	0
Pot1b	244.000000	244	0
Nipsnap1	244.000000	244	0
Nbea	244.000000	244	0
Mprip	244.000000	244	0
Mpc1	244.000000	244	0
Magi1	244.000000	244	0
Lsm4	244.000000	244	0
Kif14	244.000000	244	0
Kcnn1	244.000000	244	0
Gtpbp8	244.000000	244	0
Gtf3a	244.000000	244	0
Foxa3	244.000000	244	0
Fiz1	244.000000	244	0
Fam3a	244.000000	244	0
Erlin1	244.000000	244	0
Dcun1d2	244.000000	244	0
Chpt1	244.000000	244	0
Camta2	244.000000	244	0
Bpnt2	244.000000	244	0
Asmt	244.000000	244	0
Arhgef25	244.000000	244	0
2610044O15Rik8	244.000000	244	0
Zfp30	243.000000	243	0
Wdr70	243.000000	243	0
Sec16a	243.000000	243	0
Pnrc2	243.000000	243	0
Plk3	243.000000	243	0
Nabp2	243.000000	243	0
Mfsd12	243.000000	243	0
Lrrc58	243.000000	243	0
Hddc2	243.000000	243	0
Glb1l2	243.000000	243	0
Elob	243.000000	243	0
E2f3	243.000000	243	0
Coa6	243.000000	243	0
Cldnd2	243.000000	243	0
Clcn7	243.000000	243	0
Cgrrf1	243.000000	243	0
Cd63	243.000000	243	0
Ahcyl2	243.000000	243	0
AW209491	243.000000	243	0
Zscan22	242.000000	242	0
Tomt	242.000000	242	0
Timm17a	242.000000	242	0
Tcfl5	242.000000	242	0
Tceal9	242.000000	242	0
Ssx2ip	242.000000	242	0
Slc35a4	242.000000	242	0
Rrp1b	242.000000	242	0
Rrp1	242.000000	242	0
Rasa3	242.000000	242	0
Pstpip2	242.000000	242	0
Plaa	242.000000	242	0
Nutf2	242.000000	242	0
Nrip1	242.000000	242	0
Mxra7	242.000000	242	0
Mrpl39	242.000000	242	0
Mcm6	242.000000	242	0
Lrch4	242.000000	242	0
Lamtor1	242.000000	242	0
Hsf2bp	242.000000	242	0
Gm20939	242.000000	242	0
Fbxo24	242.000000	242	0
Elmod2	242.000000	242	0
Cnot3	242.000000	242	0
Cdv3	242.000000	242	0
Apbb3	242.000000	242	0
Agfg2	242.000000	242	0
Zfp266	241.000000	241	0
Vps25	241.000000	241	0
Utp18	241.000000	241	0
Spata5l1	241.000000	241	0
Prkcsh	241.000000	241	0
Prkaa2	241.000000	241	0
Nbn	241.000000	241	0
Mrpl24	241.000000	241	0
Mbtd1	241.000000	241	0
Kif3b	241.000000	241	0
Ift88	241.000000	241	0
Gm14124	241.000000	241	0
Galnt2	241.000000	241	0
Dhx34	241.000000	241	0
Cyfip2	241.000000	241	0
Ccdc151	241.000000	241	0
Becn1	241.000000	241	0
Atox1	241.000000	241	0
Zfp934	240.000000	240	0
Uqcrq	240.000000	240	0
Spring1	240.000000	240	0
Smdt1	240.000000	240	0
Sf3a2	240.000000	240	0
Rnft2	240.000000	240	0
Rfc3	240.000000	240	0
Rbfox2	240.000000	240	0
Ptch1	240.000000	240	0
Prps1	240.000000	240	0
Plekhj1	240.000000	240	0
Pick1	240.000000	240	0
Pheta2	240.000000	240	0
Npepps	240.000000	240	0
Npc1	240.000000	240	0
Mul1	240.000000	240	0
Mfsd10	240.000000	240	0
Mdm2	240.000000	240	0
Lexm	240.000000	240	0
Kifc1	240.000000	240	0
Il17d	240.000000	240	0
Iffo2	240.000000	240	0
Gtse1	240.000000	240	0
Gdf9	240.000000	240	0
Fzd3	240.000000	240	0
Fbxo16	240.000000	240	0
Disp1	240.000000	240	0
Ccdc130	240.000000	240	0
Apbb1	240.000000	240	0
Urod	239.000000	239	0
Syngr2	239.000000	239	0
Stk16	239.000000	239	0
Sidt2	239.000000	239	0
Pskh1	239.000000	239	0
Mlxipl	239.000000	239	0
Kcnn3	239.000000	239	0
Inip	239.000000	239	0
Hectd3	239.000000	239	0
Gm5165	239.000000	239	0
Glb1l	239.000000	239	0
Get1	239.000000	239	0
Ddx43	239.000000	239	0
Cct4	239.000000	239	0
Ccdc74a	239.000000	239	0
Cand1	239.000000	239	0
Btbd1	239.000000	239	0
Agps	239.000000	239	0
Acy3	239.000000	239	0
Acin1	239.000000	239	0
1700123O20Rik	239.000000	239	0
Zfp507	238.000000	238	0
Zfp398	238.000000	238	0
Zfp131	238.000000	238	0
Vps33b	238.000000	238	0
Snx27	238.000000	238	0
Sharpin	238.000000	238	0
Rps4x	238.000000	238	0
Rnh1	238.000000	238	0
Rhbdd1	238.000000	238	0
R3hdm2	238.000000	238	0
Ppp2r5c	238.000000	238	0
Plekha5	238.000000	238	0
Nfkbil1	238.000000	238	0
Mcm7	238.000000	238	0
Mbd4	238.000000	238	0
Maf1	238.000000	238	0
Krr1	238.000000	238	0
Kif27	238.000000	238	0
Katnbl1	238.000000	238	0
Isoc2a	238.000000	238	0
Igf1r	238.000000	238	0
Ift122	238.000000	238	0
Grtp1	238.000000	238	0
Gm35339	238.000000	238	0
Ephx2	238.000000	238	0
Cmip	238.000000	238	0
Cdc45	238.000000	238	0
Ccdc84	238.000000	238	0
Castor2	238.000000	238	0
C9orf72	238.000000	238	0
Atp6v1g2	238.000000	238	0
Ap4m1	238.000000	238	0
Ahi1	238.000000	238	0
Zfp558	237.000000	237	0
Wdr25	237.000000	237	0
Wars	237.000000	237	0
Tssk6	237.000000	237	0
Tpst1	237.000000	237	0
Sox15	237.000000	237	0
Rel	237.000000	237	0
Rab1b	237.000000	237	0
Pigw	237.000000	237	0
Phf12	237.000000	237	0
Pald1	237.000000	237	0
Nudcd1	237.000000	237	0
Nktr	237.000000	237	0
Ndufa13	237.000000	237	0
Myo19	237.000000	237	0
Mtrf1l	237.000000	237	0
Mbd3l1	237.000000	237	0
Mapkbp1	237.000000	237	0
Lmnb1	237.000000	237	0
Lman1	237.000000	237	0
Ldb1	237.000000	237	0
Hspa9	237.000000	237	0
Gm52429	237.000000	237	0
Fbxl20	237.000000	237	0
Eny2	237.000000	237	0
Elmo2	237.000000	237	0
Dact2	237.000000	237	0
Clpp	237.000000	237	0
Chchd3	237.000000	237	0
Ccdc85c	237.000000	237	0
Casp7	237.000000	237	0
Ubr4	236.000000	236	0
Ubap1	236.000000	236	0
Tpd52l2	236.000000	236	0
Tnfsf13	236.000000	236	0
Tmem263	236.000000	236	0
Sft2d1	236.000000	236	0
Senp3	236.000000	236	0
Rsu1	236.000000	236	0
Rev1	236.000000	236	0
Pdhb	236.000000	236	0
Napg	236.000000	236	0
Klhl2	236.000000	236	0
Kctd3	236.000000	236	0
Iqch	236.000000	236	0
Igsf9	236.000000	236	0
Hs1bp3	236.000000	236	0
Hpcal1	236.000000	236	0
Gns	236.000000	236	0
Fhl4	236.000000	236	0
Fh1	236.000000	236	0
Dpy30	236.000000	236	0
D5Ertd579e	236.000000	236	0
Bbs5	236.000000	236	0
Atat1	236.000000	236	0
Aen	236.000000	236	0
Abhd16b	236.000000	236	0
Aagab	236.000000	236	0
3110082I17Rik	236.000000	236	0
1190007I07Rik	236.000000	236	0
Ubl3	235.000000	235	0
Ttc3	235.000000	235	0
Tmem237	235.000000	235	0
Tmem203	235.000000	235	0
Tdrd5	235.000000	235	0
Srsf1	235.000000	235	0
Srcap	235.000000	235	0
Serbp1	235.000000	235	0
Ryk	235.000000	235	0
Riok1	235.000000	235	0
Pigp	235.000000	235	0
Pdcd2l	235.000000	235	0
Ndor1	235.000000	235	0
Mrpl33	235.000000	235	0
Med18	235.000000	235	0
Fzd8	235.000000	235	0
Fdps	235.000000	235	0
Fbh1	235.000000	235	0
Ddx27	235.000000	235	0
Chsy1	235.000000	235	0
Ccdc158	235.000000	235	0
Cage1	235.000000	235	0
Btbd8	235.000000	235	0
Ankrd16	235.000000	235	0
Abhd8	235.000000	235	0
Zkscan1	234.000000	234	0
Zbtb14	234.000000	234	0
Tspyl1	234.000000	234	0
Trim23	234.000000	234	0
Trappc13	234.000000	234	0
Tmem222	234.000000	234	0
Tmc7	234.000000	234	0
Tjp2	234.000000	234	0
Thoc3	234.000000	234	0
Tbk1	234.000000	234	0
St14	234.000000	234	0
Srsf9	234.000000	234	0
Slc35d1	234.000000	234	0
Shld3	234.000000	234	0
Sec22a	234.000000	234	0
Sap130	234.000000	234	0
Rcbtb1	234.000000	234	0
Rbmxl2	234.000000	234	0
Rab43	234.000000	234	0
Prpf4b	234.000000	234	0
Pdap1	234.000000	234	0
P4ha2	234.000000	234	0
Nolc1	234.000000	234	0
Med9	234.000000	234	0
Lgals7	234.000000	234	0
Hnrnpc	234.000000	234	0
Hip1r	234.000000	234	0
Gpr137b	234.000000	234	0
Gm14295	234.000000	234	0
Ghitm	234.000000	234	0
Gabpb2	234.000000	234	0
F2rl1	234.000000	234	0
Efhd2	234.000000	234	0
Dennd4b	234.000000	234	0
Cxadr	234.000000	234	0
Clu	234.000000	234	0
Clptm1l	234.000000	234	0
Cdh24	234.000000	234	0
Ccnc	234.000000	234	0
Bud31	234.000000	234	0
Zfp846	233.000000	233	0
Zfp667	233.000000	233	0
Tmtc1	233.000000	233	0
Tada2b	233.000000	233	0
Sdc1	233.000000	233	0
S100a11	233.000000	233	0
Rps14	233.000000	233	0
Ptpn21	233.000000	233	0
Proser2	233.000000	233	0
Pfdn1	233.000000	233	0
Pemt	233.000000	233	0
Parp16	233.000000	233	0
Nfatc3	233.000000	233	0
Narf	233.000000	233	0
Mtss1	233.000000	233	0
Mtmr4	233.000000	233	0
Lzts2	233.000000	233	0
Kifc2	233.000000	233	0
Gm19428	233.000000	233	0
Cyhr1	233.000000	233	0
Cops4	233.000000	233	0
Cnot10	233.000000	233	0
Cited4	233.000000	233	0
Cisd3	233.000000	233	0
Ccdc96	233.000000	233	0
Ascl4	233.000000	233	0
Ankrd6	233.000000	233	0
Agfg1	233.000000	233	0
Zfp946	232.000000	232	0
Zfp219	232.000000	232	0
Tmem253	232.000000	232	0
Slc29a2	232.000000	232	0
Septin9	232.000000	232	0
Selenow	232.000000	232	0
Rsph9	232.000000	232	0
Rbbp9	232.000000	232	0
Rars	232.000000	232	0
Pm20d1	232.000000	232	0
Mlx	232.000000	232	0
Map3k4	232.000000	232	0
Lancl1	232.000000	232	0
Ipo9	232.000000	232	0
Huwe1	232.000000	232	0
Fbxw7	232.000000	232	0
Esco1	232.000000	232	0
Eral1	232.000000	232	0
Coasy	232.000000	232	0
Cep170b	232.000000	232	0
Arhgap32	232.000000	232	0
Ankrd13c	232.000000	232	0
Zfp748	231.000000	231	0
Zdhhc20	231.000000	231	0
Tmem47	231.000000	231	0
Timmdc1	231.000000	231	0
Tctn1	231.000000	231	0
Surf2	231.000000	231	0
Surf1	231.000000	231	0
St3gal5	231.000000	231	0
Snapc5	231.000000	231	0
Skp2	231.000000	231	0
Skap2	231.000000	231	0
Sirt3	231.000000	231	0
Sec11a	231.000000	231	0
Rabl2	231.000000	231	0
Psmd13	231.000000	231	0
Ppt1	231.000000	231	0
Phlda3	231.000000	231	0
Pctp	231.000000	231	0
Nsmf	231.000000	231	0
Nek11	231.000000	231	0
Necab3	231.000000	231	0
Mpp5	231.000000	231	0
Mark3	231.000000	231	0
Ltbp4	231.000000	231	0
Lmbrd2	231.000000	231	0
Ldah	231.000000	231	0
Lcmt1	231.000000	231	0
Hbegf	231.000000	231	0
Dhx30	231.000000	231	0
Chrne	231.000000	231	0
Cd37	231.000000	231	0
Bmp8a	231.000000	231	0
Aste1	231.000000	231	0
Akr1e1	231.000000	231	0
Ahcyl1	231.000000	231	0
4930544D05Rik	231.000000	231	0
Zkscan2	230.000000	230	0
Zfat	230.000000	230	0
Yju2	230.000000	230	0
Xpo4	230.000000	230	0
Ube2b	230.000000	230	0
Trp53rka	230.000000	230	0
Trim39	230.000000	230	0
Tmem9b	230.000000	230	0
Tmem132c	230.000000	230	0
Slit2	230.000000	230	0
Serhl	230.000000	230	0
Sergef	230.000000	230	0
Rnf122	230.000000	230	0
Prdm11	230.000000	230	0
Pou2f1	230.000000	230	0
Pdpr	230.000000	230	0
Mtmr9	230.000000	230	0
Mthfr	230.000000	230	0
Med7	230.000000	230	0
Mbnl2	230.000000	230	0
Irs2	230.000000	230	0
Haus5	230.000000	230	0
Golga4	230.000000	230	0
Ebi3	230.000000	230	0
Clcn6	230.000000	230	0
Cep350	230.000000	230	0
Cep20	230.000000	230	0
Cdkl3	230.000000	230	0
Ccdc6	230.000000	230	0
C1qtnf1	230.000000	230	0
Ap2s1	230.000000	230	0
Zfp941	229.000000	229	0
Xrn2	229.000000	229	0
Wdr26	229.000000	229	0
Taok2	229.000000	229	0
Pycr1	229.000000	229	0
Prkar2a	229.000000	229	0
Polq	229.000000	229	0
Myadml2	229.000000	229	0
Mtpn	229.000000	229	0
Mettl25	229.000000	229	0
Kcnt2	229.000000	229	0
Hadh	229.000000	229	0
Gstt2	229.000000	229	0
Gss	229.000000	229	0
Gnpda2	229.000000	229	0
Fbxo33	229.000000	229	0
Epha4	229.000000	229	0
Cyba	229.000000	229	0
Clpb	229.000000	229	0
Ccdc59	229.000000	229	0
Aff1	229.000000	229	0
Adss	229.000000	229	0
Adar	229.000000	229	0
Zfp472	228.000000	228	0
Zfp384	228.000000	228	0
Zcchc8	228.000000	228	0
Wtap	228.000000	228	0
Wrnip1	228.000000	228	0
Tulp2	228.000000	228	0
Swsap1	228.000000	228	0
Sos1	228.000000	228	0
Smim20	228.000000	228	0
Slc49a4	228.000000	228	0
Rusc2	228.000000	228	0
Rps6kc1	228.000000	228	0
Ppy	228.000000	228	0
Nucb1	228.000000	228	0
Noxo1	228.000000	228	0
Nol8	228.000000	228	0
Nckap1	228.000000	228	0
Nanos1	228.000000	228	0
Mars2	228.000000	228	0
